pol	phi	weight
-0.3546	169.599	-0.065
0.324793	-110.044	-0.065
-0.338651	99.2494	1
-0.354666	-127.118	1
-0.354988	-127.118	-0.065
-0.324587	-127.118	-0.065
-0.324587	123.829	1
0.307554	-131.551	1
0.304424	48.1561	1
-0.350811	101.68	1
0.335495	-1.05624	-0.065
0.330974	-132.966	-0.065
0.310652	-132.966	-0.065
-0.354194	171.006	1
-0.354974	171.006	-0.065
-0.326176	-139.08	1
-0.35276	-19.9393	-0.065
-0.335595	-19.9393	1
-0.327765	97.9243	-0.065
0.336958	-86.1947	1
-0.329344	25.2392	-0.065
0.350645	-34.3811	-0.065
0.329444	-34.3811	1
0.349649	-55.5614	-0.065
0.313779	-55.5614	-0.065
0.335495	-97.7926	1
-0.343098	31.7649	-0.065
-0.3546	108.78	-0.065
-0.337133	108.78	1
-0.33085	-3.52461	-0.065
-0.337133	82.8864	-0.065
-0.33082	82.8864	-0.065
-0.327727	-60.607	1
-0.324587	-60.607	-0.065
0.349649	4.85204	1
0.307554	11.449	-0.065
0.313779	108.894	-0.065
0.327901	108.894	1
-0.33492	-5.21275	1
0.333908	-175.256	1
-0.345519	-37.8638	1
-0.355583	125.603	1
-0.351998	125.603	-0.065
-0.32538	125.603	-0.065
0.325804	-100.464	1
0.353825	64.803	-0.065
0.317866	170.247	-0.065
0.352408	-144.223	-0.065
0.354271	30.5904	1
0.354119	30.5904	-0.065
0.339769	39.5108	-0.065
-0.358162	166.829	1
0.354271	157.507	1
-0.347914	87.4087	-0.065
0.322617	30.4775	-0.065
0.313155	30.4775	-0.065
0.316301	154.293	-0.065
0.313155	154.293	1
0.332122	-49.0483	-0.065
-0.345034	-36.775	-0.065
0.324608	-32.4442	1
-0.356842	-77.4941	1
-0.341954	-77.4941	-0.065
0.35183	166.926	1
-0.352187	-58.5871	1
0.324608	14.9078	1
0.354612	-73.0172	1
0.330969	-69.0082	-0.065
-0.359926	142.973	1
0.315123	33.9896	1
0.319842	-113.873	-0.065
-0.353474	-151.785	1
-0.354693	-88.3093	1
0.355038	11.7024	1
-0.352019	-81.8758	-0.065
0.340108	18.2855	-0.065
-0.357508	140.076	-0.065
-0.344801	-127.501	1
-0.350521	-127.501	-0.065
-0.357508	-87.0794	-0.065
0.334592	-71.2437	1
-0.354762	-150.443	1
-0.353115	-143.989	1
-0.354566	97.4728	1
-0.350398	-159.631	1
0.348373	9.22103	1
-0.313038	-10.1436	1
-0.344087	53.4491	-0.065
0.346894	-170.478	1
0.349242	112.336	1
0.308358	112.336	-0.065
0.338854	-52.3648	1
0.314499	-52.3648	1
0.303661	-52.3648	-0.065
0.344216	10.1485	1
0.349111	126.842	-0.065
-0.350444	-153.797	1
-0.317749	85.4259	1
0.328605	23.6042	1
-0.325691	30.7222	1
-0.348395	168.992	-0.065
-0.352391	-104.459	-0.065
0.311483	-5.12041	-0.065
0.349111	123.292	-0.065
-0.338205	84.3183	1
-0.314614	84.3183	-0.065
0.342728	-63.747	-0.065
0.314626	-63.747	1
0.346894	97.6723	-0.065
0.329349	97.6723	-0.065
-0.336677	-107.701	-0.065
0.349242	36.2242	1
0.331631	36.2242	-0.065
0.305273	36.2242	1
0.306815	36.2242	-0.065
0.33604	-143.461	-0.065
0.342728	-143.461	-0.065
-0.349312	162.866	1
-0.353206	162.866	-0.065
-0.338205	162.866	1
-0.325691	13.4954	-0.065
-0.324094	74.9261	-0.065
-0.354414	-24.344	-0.065
-0.346811	-24.344	1
0.310885	24.3399	-0.065
0.309918	121.786	1
0.342728	46.9411	1
0.342728	136.217	-0.065
0.345984	115.117	-0.065
0.309918	115.117	1
0.341489	57.1632	1
-0.352391	-115.621	1
0.320889	71.4672	1
-0.354566	-95.7097	-0.065
0.323996	138.907	-0.065
-0.353206	64.6727	-0.065
0.330121	-88.7789	-0.065
