pol	phi	weight
0.31573	179.12	1
0.340464	-135.449	1
-0.355491	168.411	1
-0.337092	3.11384	1
-0.37053	61.7032	-0.065
-0.341256	61.7032	-0.065
-0.341256	155.028	1
-0.360871	-49.488	-0.065
0.326381	76.8105	1
0.308259	16.3225	-0.065
0.304192	16.3225	1
0.343031	141.428	-0.065
-0.315705	-0.613833	1
0.339177	177.008	1
-0.352912	-141.105	1
-0.332077	-141.105	-0.065
-0.338046	128.363	-0.065
0.337304	75.1766	1
0.333744	124.788	1
-0.323922	-159.889	-0.065
-0.345312	-78.545	1
-0.352912	134.743	1
0.304192	170.249	-0.065
0.294919	-8.71369	-0.065
-0.341805	7.82829	1
-0.329361	115.474	1
-0.366873	78.1794	-0.065
-0.323077	78.1794	1
-0.306198	158.363	-0.065
0.307671	-172.264	1
0.306027	117.478	-0.065
-0.335601	111.699	1
-0.343859	63.053	1
0.352929	-57.5626	1
0.308245	-57.5626	-0.065
0.321153	148.394	1
0.289573	-120.351	1
-0.333186	-52.348	1
-0.371001	-61.0604	1
-0.343659	-61.0604	-0.065
0.319406	31.6612	-0.065
0.299971	31.6612	1
-0.363312	168.774	1
0.306178	-123.931	1
-0.331081	92.6889	-0.065
-0.318345	92.6889	-0.065
-0.342209	-127.954	1
0.29917	37.2155	-0.065
0.297076	131.328	-0.065
0.309583	100.558	-0.065
0.305425	30.1167	1
-0.36823	-115.716	-0.065
-0.327345	-152.697	1
-0.366873	-117.29	1
-0.318869	96.319	-0.065
0.33993	154.3	-0.065
0.329952	154.3	-0.065
0.311218	154.3	-0.065
0.315029	154.3	1
0.341914	97.5741	-0.065
0.30092	74.7956	-0.065
0.347816	-141.223	1
0.329941	-153.579	1
0.315029	-153.579	-0.065
0.309169	-153.579	-0.065
-0.357233	116.943	1
0.325929	-38.5968	-0.065
-0.310418	16.3416	-0.065
0.29471	-175.229	-0.065
-0.362919	80.7132	-0.065
0.290558	142.723	1
0.309169	-61.5881	1
0.290558	157.792	-0.065
-0.327628	49.3029	1
-0.338625	49.3029	-0.065
-0.306369	49.3029	-0.065
0.331954	-58.9028	-0.065
0.34979	-96.2009	-0.065
0.320008	-96.2009	-0.065
-0.361008	155.186	1
-0.366991	-73.9405	-0.065
-0.350821	-73.9405	-0.065
-0.368971	-73.9405	-0.065
0.34979	80.8448	-0.065
0.329941	80.8448	1
0.32794	138.631	-0.065
-0.368971	89.194	1
-0.35089	89.194	-0.065
-0.356387	128.264	1
-0.324573	0.210915	1
-0.317537	-154.542	-0.065
0.322864	169.686	1
0.314998	169.686	-0.065
0.322864	169.686	-0.065
0.289867	102.992	1
-0.317171	-120.463	1
-0.32143	-120.463	-0.065
0.338812	-163.244	-0.065
-0.333559	30.1155	1
0.346552	-100.413	1
0.320866	-48.4525	-0.065
-0.319156	140.484	1
-0.353068	-67.2999	1
-0.329843	-67.2999	-0.065
-0.371066	-145.197	1
-0.363146	-3.55123	-0.065
-0.325661	85.3977	-0.065
-0.353068	6.4079	1
0.340696	169.427	-0.065
0.328849	169.427	1
0.300125	-40.9845	1
-0.361777	-118.237	1
0.299451	135.014	-0.065
0.32006	-89.0782	1
0.328	-16.1327	-0.065
0.303511	-16.1327	1
0.305491	-44.9544	1
-0.341749	-69.162	1
-0.326508	-42.3325	1
0.335875	154.123	-0.065
0.326024	36.2417	-0.065
0.333915	-67.6356	1
-0.319046	155.994	-0.065
-0.3401	159.047	-0.065
-0.330033	159.047	1
0.285846	141.294	1
-0.30072	-48.1426	1
