pol	phi	weight
0.140361	-114.114	1
0.136751	145.783	-0.0666667
-0.149088	16.9006	1
-0.154794	-85.7355	-0.0666667
-0.132481	-85.7355	1
0.129651	-87.9972	-0.0666667
-0.147201	15.1542	1
-0.1361	163.792	1
-0.147201	-79.9633	-0.0666667
-0.152885	-79.9633	1
-0.134289	75.2011	1
-0.137928	96.6998	-0.0666667
-0.149088	150.37	1
-0.139761	-30.8336	-0.0666667
-0.152885	107.012	-0.0666667
-0.147201	55.9582	1
0.144009	70.5039	-0.0666667
0.126162	70.5039	1
0.145844	-102.752	1
0.147696	-102.752	-0.0666667
-0.141609	66.2302	1
-0.139761	-156.444	-0.0666667
-0.145329	-162.606	-0.0666667
0.147696	75.5757	-0.0666667
0.144641	-57.4211	-0.0666667
0.129651	-130.531	-0.0666667
0.126162	-13.6913	-0.0666667
0.140361	95.2838	-0.0666667
-0.130691	77.5222	1
0.151416	-29.142	-0.0666667
0.140361	-29.142	1
-0.152885	-121.604	1
-0.145329	84.555	-0.0380952
-0.132481	-37.6485	1
-0.156717	-4.1249	-0.0666667
-0.149088	-4.1249	1
0.13318	-82.6176	1
0.144009	118.676	-0.0666667
0.136751	-61.1151	-0.0666667
0.149549	-131.594	-0.0666667
-0.141609	-142.901	1
-0.130691	-160.746	-0.0666667
-0.156717	17.9473	1
0.133171	137.822	1
-0.137928	49.1317	-0.0666667
-0.141609	122.18	1
-0.149088	67.7177	-0.0666667
0.129651	-65.7934	1
-0.137928	41.35	1
-0.141609	-71.9698	1
0.136751	143.436	-0.0666667
0.126162	-8.06632	1
0.13318	-115.15	-0.0666667
-0.149088	-87.5684	-0.0666667
-0.141609	-87.5684	1
0.142177	-99.3719	-0.0666667
0.144009	101.528	1
0.13318	75.6422	-0.0666667
0.138547	111.715	-0.0666667
0.13318	111.715	-0.0666667
0.147696	177.307	-0.0666667
-0.149088	-156.385	-0.0666667
0.140361	34.8445	-0.0714286
0.136751	82.7536	1
-0.130691	161.517	1
0.13318	96.8648	1
-0.131865	-143.871	-0.0666667
-0.147201	-72.8649	1
-0.134289	103.296	-0.0666667
-0.142805	173.154	-0.0666667
0.145844	-171.035	1
-0.141609	-117.03	-0.0666667
-0.149088	-175.087	-0.0666667
0.131407	-65.5898	-0.0666667
0.136751	173.466	1
-0.141609	69.4523	1
0.129651	-143.9	-0.0666667
0.144009	-13.7915	1
-0.14346	-58.7352	-0.0666667
-0.134289	49.7019	-0.0666667
0.147696	-60.7755	-0.0380952
0.126162	70.9192	1
0.126162	161.393	1
0.127897	-117.588	-0.0666667
0.136751	3.68969	1
-0.137928	-98.5413	-0.0666667
-0.130691	-76.6147	1
-0.141609	128.066	1
0.126162	126.005	1
0.129651	148.567	1
-0.130691	-115.736	1
-0.145329	167.445	-0.0666667
0.126162	175.637	-0.0666667
0.13318	-135.694	-0.0666667
0.126162	70.1756	-0.0666667
-0.156717	-30.0604	1
0.134958	110.267	1
0.134958	-120.042	1
-0.152885	72.5468	1
-0.130691	72.5468	-0.0666667
0.147687	-136.203	1
0.136751	-38.1447	-0.0666667
0.133127	-91.5126	1
0.147696	96.182	1
-0.141609	-81.467	1
-0.139761	55.6876	1
-0.156652	-117.075	1
-0.141609	-108.664	-0.0714286
-0.137928	167.503	-0.0666667
-0.130691	167.503	-0.0666667
-0.132481	46.2219	1
-0.146538	46.2219	-0.0666667
0.142177	90.7809	1
0.144009	-134.22	1
-0.12298	26.6758	1
-0.133174	-117.415	1
0.138631	-18.5514	1
-0.124677	-78.9764	-0.0666667
0.118267	134.954	-0.0714286
-0.130809	-162.626	1
-0.147689	-162.626	-0.0666667
-0.12298	37.8441	1
-0.128109	134.443	1
-0.124677	171.743	1
0.124897	50.3758	-0.0666667
0.124889	94.0687	1
-0.133336	-35.071	1
-0.133336	108.313	-0.0666667
-0.136868	168.441	1
-0.12298	148.928	1
-0.12298	97.5921	-0.0380952
0.13514	175.055	1
0.138631	-26.2669	-0.0666667
0.119906	-26.2669	-0.0666667
-0.12298	62.1378	1
-0.147689	123.471	-0.0380952
-0.136868	123.471	1
-0.147689	76.2271	-0.0666667
0.124897	-174.903	-0.0666667
-0.135015	78.7185	-0.0666667
-0.138645	-51.9784	1
0.133407	-92.0054	-0.0714286
0.142154	-92.0054	-0.0714286
0.118267	-92.0054	1
0.138631	-166.248	1
-0.133336	148.092	-0.0666667
-0.129842	148.092	1
0.129972	-162.623	-0.0666667
0.128274	-162.623	-0.0666667
0.131688	-33.2673	-0.0380952
0.13514	-33.2673	1
-0.136868	46.6371	-0.0666667
-0.129842	92.0619	-0.0666667
-0.129842	-96.4008	-0.0666667
-0.142234	37.8197	-0.0666667
0.126578	-155.007	-0.0666667
0.128274	-92.0225	1
0.118267	8.56372	1
-0.140438	-160.256	-0.0666667
-0.129842	-160.256	1
-0.140438	114.584	1
-0.133336	108.611	-0.0666667
-0.147689	-104.538	-0.0666667
-0.131581	-173.214	1
0.140887	38.479	-0.0666667
-0.144046	68.2854	1
0.13514	-170.709	-0.0666667
0.139851	161.971	-0.0666667
0.118267	19.9128	1
0.142154	-164.617	-0.0666667
0.121563	99.9428	-0.0666667
0.128274	99.9428	-0.0666667
0.13514	-63.9885	1
-0.126391	-151.378	1
0.131688	-68.1843	1
0.118267	-68.1843	-0.0666667
0.126578	-104.602	-0.0666667
-0.136868	40.4659	-0.0666667
0.121563	-58.8698	-0.0666667
0.136878	165.196	-0.0380952
0.133407	22.8805	1
-0.140438	109.077	1
-0.140438	96.4474	-0.0666667
-0.128109	96.4474	1
-0.136868	-23.0633	-0.0190476
-0.140429	137.25	1
0.128215	-81.5156	-0.0666667
-0.129842	56.8961	1
-0.140438	-54.1213	-0.0666667
-0.136868	-130.987	-0.0666667
-0.142234	-88.7367	-0.0666667
-0.140438	-88.7367	1
-0.136868	154.817	1
-0.133336	-109.786	-0.0666667
0.121563	106.255	-0.0666667
-0.126391	100.354	-0.0666667
0.123222	140.007	1
-0.131581	131.987	1
-0.147689	132.344	1
-0.138645	-139.323	1
0.119906	104.362	1
0.124897	-125.408	-0.0666667
-0.133336	64.3553	-0.0666667
-0.133336	-177.26	-0.0666667
-0.144046	-177.26	-0.0666667
0.119906	-179.463	-0.0666667
0.136878	-53.4412	-0.0666667
0.13514	159.638	-0.0666667
-0.129842	80.6433	1
-0.12523	-49.6624	-0.0190476
0.13514	-67.3134	1
0.119906	-67.3134	-0.0666667
-0.12298	-1.27175	-0.0666667
-0.124677	-128.026	-0.0666667
0.121563	7.63061	1
0.126578	82.9028	-0.0666667
0.121563	-39.7077	-0.0666667
0.138631	-39.7077	1
0.121563	-131.353	1
0.131688	77.3071	1
0.138631	77.3071	-0.0666667
0.13168	171.207	-0.0666667
-0.12298	53.8987	1
-0.126391	100.001	1
-0.147689	-78.5853	-0.0666667
0.128274	169.428	1
0.118267	169.428	-0.0666667
-0.144046	-43.6582	1
-0.12298	23.828	1
0.138631	138.268	1
0.121563	-19.4221	-0.0666667
-0.122967	4.64538	-0.0666667
0.140385	-114.636	1
0.128274	177.687	1
-0.144046	-72.166	-0.0666667
0.142154	23.4492	-0.0666667
0.138631	163.536	-0.0666667
-0.12298	7.48703	-0.0380952
0.118267	-36.8278	1
0.121563	-103.83	1
0.121563	-21.2871	1
0.118267	90.1696	1
0.131688	-145.623	-0.0666667
0.131688	-145.623	-0.0666667
0.142154	-51.6544	-0.0666667
-0.135067	44.0653	1
-0.138645	-37.9364	-0.0666667
-0.133336	7.9664	1
-0.128109	8.66145	-0.0714286
-0.129842	8.66145	1
-0.144046	179.049	-0.0666667
0.124897	-12.3308	1
0.131688	-138.759	1
0.118267	110.898	-0.0666667
-0.135649	41.9378	1
-0.12983	-146.833	1
-0.126391	55.845	-0.0666667
0.12285	63.4856	1
0.126578	68.168	1
0.128274	-141.473	1
-0.140438	67.5576	1
-0.140438	67.5576	-0.0666667
-0.144046	-123.956	1
0.142154	88.3951	1
0.133407	88.3951	-0.0666667
-0.13243	34.7707	-0.0666667
-0.144046	42.7912	1
-0.12298	-12.5539	-0.0380952
0.133407	77.3551	1
-0.142234	-22.6601	1
-0.12298	-125.566	-0.0666667
0.121563	-2.58736	-0.0666667
0.13514	94.7401	1
0.13514	94.7401	-0.0666667
-0.12298	-134.791	1
-0.131581	130.084	-0.0380952
-0.138645	-88.1931	1
-0.140438	-23.529	-0.0666667
-0.144046	-23.529	-0.0666667
-0.12298	67.1539	-0.0666667
0.124897	112.285	-0.0666667
0.140385	3.94045	1
0.123222	173.363	1
0.142154	83.1509	-0.0666667
-0.14586	51.9339	1
-0.124677	-96.3355	-0.0666667
-0.12298	-96.3355	1
-0.12298	-92.3493	-0.0380952
-0.144046	-42.7144	1
0.142154	-178.886	1
0.121563	-16.9834	1
0.119906	-88.643	1
-0.144046	174.344	1
-0.138645	-173.333	-0.0666667
0.118267	172.211	1
0.142154	-4.06326	1
0.13514	93.0764	1
-0.129842	-82.912	1
-0.131581	-20.6024	-0.0666667
0.131688	49.373	1
0.126578	-136.817	1
0.131688	42.7344	1
0.131688	-64.588	1
0.138631	-64.588	-0.0380952
0.118267	55.4761	1
-0.140438	-142.051	-0.0666667
-0.124677	-142.051	1
0.131688	47.9168	1
0.133407	-148.992	1
0.131688	-148.992	-0.0666667
0.123222	-130.429	1
0.138631	132.832	1
0.142154	94.7138	1
-0.136868	-152.92	-0.0380952
-0.140438	161.487	1
-0.140438	-11.5098	1
-0.12298	-11.5098	-0.0666667
0.124897	44.1465	-0.0666667
-0.140438	-94.6531	-0.0666667
0.128274	44.9996	1
-0.145236	-163.369	1
-0.133336	-163.369	-0.0666667
0.118267	179.146	1
0.126578	-61.1553	1
0.118267	128.299	-0.0666667
0.136126	95.4325	-0.0666667
0.132688	14.9748	-0.0666667
0.125929	13.4805	1
0.137829	170.475	-0.0714286
-0.132416	93.5726	-0.0285714
-0.147038	-124.393	-0.0666667
-0.147038	71.421	1
-0.137821	-97.9027	1
-0.147038	81.8874	-0.0666667
-0.137821	92.6298	-0.0666667
0.120961	82.8529	-0.0666667
0.136126	78.4629	-0.0714286
-0.143324	-128.219	-0.0190476
-0.132416	1.09469	1
0.132688	53.6445	1
-0.143324	121.874	-0.0714286
-0.128862	178.099	1
-0.128862	178.099	-0.0380952
0.1276	-111.987	-0.0666667
0.130981	-111.987	1
0.139598	-111.987	-0.0666667
0.132489	-55.3715	1
0.124573	-23.807	-0.0666667
0.119331	-23.807	-0.0666667
0.139598	130.029	1
-0.137821	-166.422	1
0.122608	-22.2188	-0.0666667
0.124261	-166.783	1
-0.150791	30.6228	1
-0.150791	84.8487	1
0.129289	171.946	-0.0380952
0.1276	167.973	1
0.139598	159.211	1
0.132688	175.187	-0.0666667
0.116096	-26.3333	1
0.129289	77.1589	1
-0.143324	-4.56759	-0.0714286
-0.137821	102.819	1
-0.137821	128.568	-0.0666667
-0.150791	-101.377	1
-0.141477	175.124	-0.0380952
0.125929	-0.221008	-0.0666667
0.116096	-0.221008	1
0.1276	54.4157	1
0.130981	54.4157	-0.0380952
0.117704	23.4573	1
-0.147038	111.298	1
-0.128862	96.2585	1
-0.150791	61.7582	-0.0666667
-0.134205	17.6486	1
0.125929	-67.6574	1
0.116096	5.94742	1
0.124261	5.94742	-0.0666667
0.139598	-35.6393	-0.0380952
-0.148906	-127.439	-0.0666667
-0.128862	-145.67	1
-0.154578	-50.2237	1
-0.144956	-50.2237	-0.0666667
-0.147038	7.68273	-0.0666667
-0.143324	7.68273	-0.0666667
0.116096	-108.898	1
-0.136011	-174.59	1
-0.134205	-6.86768	1
0.119331	-136.481	1
0.136126	-123.452	-0.0666667
0.130981	-134.415	-0.0666667
0.116096	-48.6713	1
-0.139648	-131.486	-0.0380952
-0.136011	-94.8556	-0.0666667
-0.132416	-94.8556	1
-0.128862	162.762	-0.0380952
-0.147038	99.5215	1
-0.128862	56.1849	1
-0.139648	67.5209	-0.0666667
-0.141477	67.5209	-0.0666667
-0.143324	60.0765	1
-0.136011	60.0765	-0.0666667
-0.128862	60.0765	-0.0666667
-0.134205	123.796	1
0.122608	35.4423	1
0.137854	-12.1919	-0.0666667
0.119179	-70.488	1
0.122608	-158.593	-0.0666667
-0.136011	84.2516	-0.0666667
-0.143324	-5.65785	-0.0666667
0.117704	83.1843	1
-0.13063	-175.811	1
0.134399	37.412	1
0.117704	67.4953	-0.0666667
0.132688	126.109	-0.0666667
-0.145173	-176.236	-0.0666667
-0.143324	-76.7648	-0.0380952
-0.128862	-76.7648	1
-0.135796	-60.554	-0.0666667
-0.139648	-60.554	1
-0.147038	-129.679	-0.0380952
-0.13063	-173.725	1
-0.137821	97.2117	1
-0.133335	76.6468	-0.0666667
-0.132416	76.6468	-0.0666667
-0.13063	76.6468	-0.0666667
-0.145173	-41.7709	-0.0666667
-0.150791	3.65635	-0.0666667
0.129289	-9.86034	-0.0666667
0.129289	-9.86034	1
0.132688	156.101	-0.0666667
0.137854	107.43	1
0.134399	-27.09	-0.0666667
-0.137821	-81.8902	1
0.116096	116.339	1
-0.150791	137.761	1
-0.154578	-105.617	1
-0.151692	-146.549	1
-0.147038	-146.549	-0.0666667
0.125929	-118.745	-0.0666667
0.116096	-173.614	1
-0.139648	73.3972	-0.0666667
-0.13063	73.3972	-0.0666667
-0.132416	-143.863	1
0.137854	-95.1981	-0.0666667
0.116096	-8.78286	1
0.122608	-29.25	1
0.122608	-61.1254	1
-0.150791	-80.1084	1
0.129289	82.2075	1
-0.141477	-165.616	1
-0.147038	16.5308	-0.0666667
0.139598	-119.139	1
0.125871	14.5509	-0.0666667
0.117704	96.3992	-0.0380952
0.125929	96.3992	-0.0380952
0.132688	48.9984	-0.0666667
0.122608	48.9984	1
0.134399	-159.856	1
-0.143324	-157.497	1
-0.128862	8.97512	1
-0.147038	90.9484	1
-0.147025	61.4191	-0.0666667
-0.154578	61.4191	1
-0.136011	61.4191	1
-0.139648	39.2915	-0.0666667
-0.145173	18.9027	-0.0666667
0.136126	104.499	-0.0666667
0.125929	104.499	-0.0666667
0.129289	126.085	1
0.132688	126.085	-0.0666667
-0.143324	69.1467	-0.0380952
-0.145173	-124.15	1
-0.149497	-124.15	-0.0666667
0.119331	54.9537	1
0.129289	19.8719	-0.0666667
0.125929	-86.0027	1
-0.154578	75.8573	1
-0.132416	-163.828	1
0.119331	5.47884	1
0.125929	115.42	1
-0.147029	-85.7801	1
-0.128862	-3.99825	-0.0666667
-0.148906	-131.794	-0.0666667
