,toybin0000,toybin0001,toybin0002,toybin0003,toybin0004,toybin0005,toybin0006,toybin0007,toybin0008,toybin0009,toybin0010,toybin0011,toybin0012,toybin0013,toybin0014,toybin0015,toybin0016,toybin0017,toybin0018,toybin0019,toybin0020,toybin0021,toybin0022,toybin0023,toybin0024,toybin0025,toybin0026,toybin0027,toybin0028,toybin0029,toybin0030,toybin0031,toybin0032,toybin0033,toybin0034,toybin0035,toybin0036,toybin0037,toybin0038,toybin0039,toybin0040,toybin0041,toybin0042,toybin0043,toybin0044,toybin0045,toybin0046,toybin0047,toybin0048,toybin0049,toybin0050,toybin0051,toybin0052,toybin0053,toybin0054,toybin0055,toybin0056,toybin0057,toybin0058,toybin0059,toybin0060,toybin0061,toybin0062,toybin0063,toybin0064,toybin0065,toybin0066,toybin0067,toybin0068,toybin0069,toybin0070,toybin0071,toybin0072,toybin0073,toybin0074,toybin0075,toybin0076,toybin0077,toybin0078,toybin0079,toybin0080,toybin0081,toybin0082,toybin0083,toybin0084,toybin0085,toybin0086,toybin0087,toybin0088,toybin0089,toybin0090,toybin0091,toybin0092,toybin0093,toybin0094,toybin0095,toybin0096,toybin0097,toybin0098,toybin0099
10,0.579194,0.509346,0.539165,0.493992,0.559923,0.466759,0.499659,0.629881,0.538004,0.248693,0.924309,0.554947,0.588342,0.609468,0.561598,0.406936,0.695288,0.41629,0.268886,0.657919,0.594799,0.482104,0.339516,0.40649,0.793,0.337407,0.657557,0.383449,0.694493,0.511095,0.698634,0.557805,0.717282,0.308292,0.654079,0.42598,0.516114,0.295464,0.614162,0.556726,0.54236,0.428679,0.492958,0.879802,0.45583,0.778423,0.530497,0.230393,0.685626,0.711029,0.486692,0.322005,0.489782,0.117088,0.637148,0.731147,0.510113,0.520573,0.542129,0.440287,0.323467,0.492875,0.28678,0.329199,0.625223,0.58059,0.478741,0.442699,0.217052,0.259353,0.466988,0.393026,0.484178,0.681333,0.624631,0.378989,0.967831,0.564962,0.560261,0.589679,0.360324,0.473453,0.699737,0.307936,0.395773,0.774687,0.332486,0.291523,0.467575,0.404395,0.872251,0.608887,0.305415,0.820909,0.316589,0.492246,0.538987,0.52404,0.35584,0.696855
11,0.683751,0.532069,0.653158,0.445648,0.406439,0.681019,0.566132,0.386522,0.328994,0.263493,0.874529,0.418142,0.591672,0.530014,0.195058,0.249369,0.614761,0.37877,0.330372,0.468498,0.373465,0.493966,0.231351,0.486086,0.951905,0.336626,0.342171,0.414532,0.590992,0.769226,0.539421,0.139927,0.674061,0.19923,0.526094,0.40388,0.135177,0.492309,0.564755,0.36042,0.373175,0.286692,0.22676,0.561416,0.663958,0.359193,0.580377,0.449194,0.522998,0.269742,0.41896,0.301548,0.566943,0.350986,0.366027,0.975826,0.920643,0.402695,0.714222,0.552573,0.156452,0.435849,0.319396,0.324082,0.838782,0.411616,0.29909,0.709864,0.443222,0.447992,0.169675,0.508236,0.505856,0.380413,0.688841,0.449312,0.663006,0.238158,0.535439,0.515194,0.275253,0.322765,0.338195,0.340683,0.721015,0.719794,0.487316,0.479965,0.487811,0.758203,0.600243,0.19953,0.508556,0.419151,0.415666,0.782415,0.624066,0.529292,0.292175,0.665149
12,0.576385,0.585987,0.634317,0.173412,0.442059,0.536885,0.356503,0.316875,0.498904,0.335109,0.48046,0.113084,0.327641,0.536871,0.574525,0.488864,0.668579,0.525186,0.448843,0.500551,0.47122,0.432745,0.579535,0.43342,0.574624,0.408482,0.544162,0.280027,0.753266,0.516271,0.53189,0.329144,0.442703,0.32627,0.882073,0.618452,0.302756,0.653736,0.245927,0.57033,0.530413,0.458492,0.266297,0.593742,0.396359,0.781793,0.5449,0.359923,0.383967,0.635232,0.543106,0.428749,0.548281,0.210504,0.446693,0.926246,0.569668,0.594767,0.542182,0.223784,0.478577,0.166612,0.264742,0.300986,0.279304,0.524243,0.704255,0.494441,0.536544,0.284211,0.451142,0.630008,0.213544,0.491549,0.614854,0.35219,0.847909,0.544401,0.534034,0.685773,0.302002,0.458647,0.673289,0.277084,0.513421,0.834018,0.170857,0.177387,0.52546,0.739039,0.677534,0.515253,0.286941,0.799087,0.193487,0.298266,0.588486,0.573534,0.438714,0.723757
13,0.607383,0.369755,0.388284,0.557886,0.365734,0.705621,0.585435,0.670448,0.461706,0.468125,0.769285,0.273255,0.747483,0.279243,0.0999886,0.463896,0.529093,0.0482261,0.39736,0.735271,0.477075,0.430629,0.263675,0.268218,0.879151,0.252687,0.354543,0.514945,0.614166,0.716373,0.53189,0.25125,0.794321,0.0963866,0.879663,0.391457,0.55015,0.586554,0.566303,0.555993,0.525938,0.464854,0.625276,0.76839,0.570049,0.513738,0.522949,0.388099,0.457085,0.421622,0.417927,0.304553,0.509066,0.0558354,0.598909,0.578797,0.815498,0.601469,0.724547,0.44456,0.327894,0.0269029,0.581716,0.245363,0.88554,0.34994,0.357805,0.769426,0.519467,0.45954,0.14887,0.631801,0.540583,0.405672,0.779101,0.465938,0.482982,0.302182,0.499958,0.511327,0.429911,0.371465,0.571497,0.384165,0.596505,0.762338,0.593239,0.548395,0.497665,0.628104,0.508648,0.517769,0.649748,0.709064,0.509436,0.703635,0.707468,0.492362,0.414388,0.702119
14,0.595164,0.672621,0.621122,0.33862,0.354712,0.799903,0.435455,0.446328,0.509161,0.0981019,0.840932,0.329344,0.396853,0.749405,0.510396,0.413169,0.59406,0.288353,0.492219,0.252651,0.452836,0.26551,0.0787377,0.709167,0.530353,0.252934,0.57466,0.485978,0.50168,0.804611,0.560208,0.461549,0.787972,0.166533,0.86821,0.587251,0.438219,0.601799,0.246706,0.677191,0.342866,0.373508,0.356634,0.43753,0.672087,0.631746,0.484248,0.10944,0.470398,0.552377,0.536295,0.156466,0.463506,0.413556,0.632034,0.588533,0.948107,0.40137,0.552853,0.443674,0.335113,0.172571,0.0256493,0.426178,0.936684,0.683798,0.583104,0.707358,0.257055,0.393483,0.294839,0.333295,0.352596,0.427302,0.70231,0.344595,0.745918,0.420515,0.668356,0.60257,0.347733,0.331542,0.513586,0.320987,0.596505,0.809693,0.43399,0.246911,0.391811,0.481206,0.415689,0.296317,0.365736,0.866378,0.227843,0.348358,0.694194,0.72386,0.228531,0.691055
15,0.605599,0.490674,0.399392,0.446296,0.46558,0.277993,0.526359,0.637445,0.392406,0.358693,0.286801,0.560309,0.594111,0.708451,0.183287,0.398471,0.626022,0.182503,0.213593,0.685379,0.59623,0.609213,0.4827,0.296605,0.888789,0.43512,0.629764,0.358386,0.76809,0.768771,0.493539,0.344705,0.496518,0.468528,0.887686,0.288891,0.548344,0.297964,0.265437,0.31949,0.331809,0.344794,0.43589,0.598445,0.496932,0.655959,0.465706,0.449333,0.325872,0.333807,0.298365,0.475661,0.475551,0.260159,0.570806,0.79822,0.409048,0.287079,0.754457,0.739172,0.209146,0.48362,0.25535,0.177776,0.929028,0.258379,0.5073,0.583625,0.241436,0.393483,0.266728,0.390661,0.513758,0.541035,0.607169,0.651689,0.8635,0.330596,0.707825,0.528503,0.149065,0.495126,0.422896,0.335941,0.516177,0.841893,0.425468,0.52007,0.609868,0.728722,0.545586,0.232876,0.510623,0.76451,0.147475,0.684525,0.585866,0.296398,0.411199,0.690787
16,0.528487,0.735059,0.639535,0.121049,0.375627,0.712376,0.585244,0.380301,0.562359,0.446523,0.916594,0.070144,0.456674,0.221473,0.464814,0.401315,0.617404,0.545002,0.50329,0.497236,0.423395,0.295094,0.402203,0.669208,0.579992,0.200604,0.450443,0.414222,0.712527,0.621936,0.562716,0.497616,0.776376,0.167636,0.585353,0.645225,0.24595,0.572206,0.438155,0.398173,0.525959,0.375811,0.286232,0.648595,0.687588,0.72007,0.352837,0.544134,0.561483,0.673972,0.643573,0.327091,0.397024,0.338129,0.50855,0.763484,0.377511,0.665665,0.622865,0.158475,0.213934,0.284104,0.373807,0.464947,0.937808,0.589753,0.418555,0.554851,0.395438,0.300875,0.313063,0.374051,0.311376,0.215834,0.664528,0.418572,0.364117,0.683585,0.714965,0.669098,0.478459,0.387489,0.569932,0.258217,0.63439,0.704381,0.438351,0.370814,0.30059,0.750382,0.63003,0.516344,0.382828,0.476113,0.105989,0.601676,0.682063,0.68907,0.442081,0.717059
17,0.491944,0.76664,0.685242,0.19882,0.601467,0.681711,0.377223,0.627226,0.671889,0.191101,0.872304,0.411502,0.556648,0.34951,0.328959,0.412976,0.709306,0.33521,0.18697,0.482781,0.546603,0.633871,0.439918,0.362809,0.812198,0.296179,0.751292,0.493496,0.621823,0.802416,0.523419,0.478031,0.495177,0.365755,0.699007,0.649147,0.484955,0.411204,0.367185,0.756772,0.480626,0.371099,0.38415,0.534558,0.751002,0.642763,0.319345,0.288646,0.336404,0.412933,0.37819,0.313746,0.685343,0.0969622,0.41342,0.656538,0.894408,0.510023,0.614211,0.494983,0.0993138,0.301993,0.222975,0.135456,0.428907,0.459751,0.501295,0.614985,0.261663,0.44085,0.335611,0.464223,0.429282,0.669134,0.662189,0.308094,0.83683,0.36652,0.399406,0.526717,0.466328,0.367457,0.438551,0.269437,0.723987,0.940789,0.527937,0.436526,0.749981,0.384432,0.746241,0.27073,0.428397,0.646907,0.45133,0.418825,0.60265,0.480078,0.238229,0.735868
18,0.587944,0.781621,0.71814,0.342149,0.291347,0.774814,0.556329,0.513254,0.492341,0.347533,0.420922,0.330338,0.545175,0.767067,0.311781,0.479052,0.81525,0.519711,0.619234,0.424385,0.551422,0.53632,0.308316,0.611399,0.76717,0.365016,0.492001,0.352141,0.749389,0.901362,0.649434,0.106007,0.995476,0.359791,0.649541,0.266282,0.139583,0.462373,0.324737,0.590853,0.429245,0.156199,0.166611,0.629963,0.466449,0.592662,0.604866,0.468574,0.52346,0.697195,0.68325,0.46995,0.570465,0.284808,0.449363,0.682423,0.790185,0.601149,0.767555,0.31318,0.1833,0.257957,0.103579,0.389641,0.702836,0.235262,0.488596,0.571412,0.344055,0.329073,0.259444,0.38974,0.345685,0.303743,0.728644,0.565463,0.609337,0.609921,0.755477,0.659662,0.497054,0.486562,0.599976,0.329531,0.364432,0.863537,0.440112,0.472439,0.361238,0.853071,0.774105,0.51707,0.492892,0.567651,0.419341,0.505461,0.687161,0.692515,0.349074,0.644418
19,0.644756,0.665433,0.3839,0.357856,0.543813,0.45086,0.522378,0.49207,0.453198,0.267144,0.724513,0.403136,0.45952,0.614457,0.397645,0.443271,0.668548,0.177057,0.146079,0.505445,0.415397,0.410647,0.635239,0.416454,0.700293,0.342151,0.494407,0.425121,0.576851,0.570806,0.492873,0.523675,0.981633,0.257576,0.615922,0.598439,0.532842,0.387679,0.35248,0.372144,0.418025,0.582336,0.489883,0.598633,0.722082,0.511507,0.48554,0.343256,0.437,0.494965,0.596351,0.31435,0.68152,0.353338,0.571914,0.858435,0.568377,0.453335,0.854065,0.517843,0.379666,0.188298,0.52206,0.23155,0.398554,0.558818,0.482744,0.569657,0.293172,0.412619,0.383461,0.517589,0.279892,0.73024,0.783472,0.498982,0.751094,0.49741,0.622736,0.541659,0.629267,0.490495,0.414952,0.187965,0.347638,0.91735,0.485309,0.428466,0.628205,0.363533,0.636605,0.443467,0.398025,0.808221,0.222429,0.594489,0.645177,0.471832,0.37478,0.794679
20,0.651548,0.604979,0.681255,0.404225,0.486088,0.789453,0.439269,0.730231,0.483211,0.334942,0.420579,0.401286,0.6021,0.595105,0.332621,0.538591,0.541352,0.527372,0.254414,0.542752,0.512112,0.498304,0.284718,0.48935,0.740466,0.293403,0.494017,0.428881,0.754428,0.796104,0.560434,0.24179,0.983144,0.183478,0.735188,0.4309,0.155435,0.452913,0.451334,0.507257,0.455672,0.250754,0.418193,0.613489,0.616983,0.705868,0.503125,0.502471,0.419729,0.448349,0.193578,0.336167,0.532951,0.488526,0.428468,0.8678,0.782337,0.373427,0.81919,0.386534,0.147031,0.405825,0.140506,0.34873,0.788225,0.484079,0.542108,0.655943,0.330709,0.316201,0.196628,0.276796,0.463268,0.519973,0.584259,0.269107,0.60921,0.168015,0.488923,0.66167,0.581118,0.282214,0.526388,0.391224,0.756889,0.768746,0.401802,0.477913,0.434555,0.644867,0.558143,0.413707,0.45943,0.579784,0.34441,0.436986,0.905359,0.607845,0.30059,0.59004
21,0.501349,0.62141,0.566421,0.179139,0.358496,0.530613,0.473698,0.578897,0.429243,0.336302,0.727106,0.184318,0.5054,0.415937,0.251852,0.629923,0.671973,0.299004,0.493719,0.515024,0.450492,0.636816,0.309724,0.314264,0.637711,0.209773,0.323279,0.360053,0.599228,0.723791,0.41274,0.276044,0.983879,0.465894,0.668357,0.49134,0.461544,0.647021,0.282942,0.367871,0.258825,0.322315,0.265343,0.509348,0.616646,0.651895,0.554703,0.364435,0.623598,0.660396,0.344808,0.371459,0.66095,0.102213,0.631464,0.779334,0.750536,0.679475,0.819122,0.369519,0.461416,0.227014,0.521536,0.47214,0.321966,0.449028,0.475698,0.780352,0.264715,0.457077,0.1853,0.553545,0.380808,0.433527,0.716483,0.454403,0.780267,0.544863,0.648298,0.619641,0.588681,0.574096,0.625841,0.333408,0.705817,0.890941,0.409986,0.416498,0.519961,0.52981,0.504073,0.343685,0.615794,0.666313,0.373891,0.47833,0.514537,0.555821,0.521757,0.705322
22,0.62955,0.573869,0.468739,0.561271,0.312636,0.783806,0.488021,0.455369,0.491283,0.280506,0.794863,0.374963,0.614702,0.554954,0.380826,0.171216,0.755194,0.290448,0.228963,0.39482,0.431494,0.315313,0.390774,0.672113,0.658545,0.355017,0.544055,0.391089,0.8516,0.65408,0.731754,0.464658,0.278298,0.292089,0.821628,0.301739,0.424288,0.607892,0.288812,0.435798,0.642568,0.430162,0.321377,0.659937,0.526997,0.59459,0.47199,0.341812,0.596782,0.345924,0.56086,0.539939,0.465374,0.374244,0.340618,0.575468,0.64592,0.513724,0.514112,0.353392,0.32284,0.380395,0.338383,0.266252,0.792742,0.405595,0.535282,0.492493,0.426789,0.243745,0.295509,0.405282,0.399334,0.322205,0.640053,0.471072,0.765816,0.302779,0.710914,0.62888,-0.0177665,0.417905,0.331911,0.154287,0.569065,0.926542,0.438272,0.319077,0.710727,0.65892,0.519909,0.477138,0.442097,0.723182,0.275857,0.586056,0.767183,0.465468,0.254818,0.714501
23,0.51989,0.679229,0.480445,0.232548,0.489925,0.374347,0.433752,0.612779,0.318145,0.328798,0.333086,0.288624,0.496361,0.744463,0.255407,0.599879,0.443156,0.573785,0.482084,0.622388,0.603329,0.546167,0.325318,0.241073,0.880434,0.258664,0.595579,0.425035,0.709189,0.81297,0.445038,0.162122,0.922448,0.255779,0.563293,0.656176,0.248779,0.438769,0.447648,0.457473,0.376229,0.293875,0.487537,0.884174,0.346311,0.586753,0.450535,0.477558,0.437332,0.673656,0.167555,0.157122,0.600962,0.333026,0.750455,0.871705,0.767298,0.535264,0.69876,0.255311,0.353531,0.271592,0.430814,0.299774,0.649956,0.529098,0.384442,0.57239,0.169572,0.607188,0.512465,0.50882,0.575639,0.641529,0.698203,0.33073,0.608122,0.402059,0.428185,0.553533,0.0324743,0.414292,0.523641,0.296072,0.653932,0.575885,0.413732,0.322785,0.530148,0.534096,0.727973,0.169508,0.427547,0.382674,0.230856,0.579528,0.52842,0.640651,0.615694,0.68314
24,0.60536,0.624361,0.520579,0.311799,0.424549,0.726013,0.564423,0.690286,0.602036,0.234715,0.834278,0.287801,0.578549,0.315575,0.420662,0.168001,0.682698,0.338081,0.365804,0.566366,0.6206,0.334173,0.486973,0.606392,0.824385,0.282096,0.619547,0.395879,0.54887,0.747339,0.713908,0.500637,0.340983,0.221851,0.671236,0.283148,0.59062,0.612332,0.519771,0.469383,0.37788,0.378443,0.334142,0.948648,0.791399,0.60678,0.565672,0.154342,0.374593,0.506877,0.635925,0.416807,0.591544,0.211252,0.229584,0.590024,0.851258,0.590032,0.488808,0.433713,0.416314,0.319983,0.206417,0.402594,0.611035,0.648921,0.554161,0.557571,0.323648,0.0897447,0.587162,0.34241,0.0486557,0.356697,0.765219,0.440468,0.684146,0.447883,0.707561,0.430834,0.598635,0.383384,0.473343,0.0882977,0.53845,0.874992,0.276833,0.216677,0.713456,0.688084,0.422585,0.593098,0.358324,0.754389,0.324386,0.456323,0.750913,0.574022,0.315255,0.785248
