,toybin0200,toybin0201,toybin0202,toybin0203,toybin0204,toybin0205,toybin0206,toybin0207,toybin0208,toybin0209,toybin0210,toybin0211,toybin0212,toybin0213,toybin0214,toybin0215,toybin0216,toybin0217,toybin0218,toybin0219,toybin0220,toybin0221,toybin0222,toybin0223,toybin0224,toybin0225,toybin0226,toybin0227,toybin0228,toybin0229,toybin0230,toybin0231,toybin0232,toybin0233,toybin0234,toybin0235,toybin0236,toybin0237,toybin0238,toybin0239,toybin0240,toybin0241,toybin0242,toybin0243,toybin0244,toybin0245,toybin0246,toybin0247,toybin0248,toybin0249,toybin0250,toybin0251,toybin0252,toybin0253,toybin0254,toybin0255,toybin0256,toybin0257,toybin0258,toybin0259,toybin0260,toybin0261,toybin0262,toybin0263,toybin0264,toybin0265,toybin0266,toybin0267,toybin0268,toybin0269,toybin0270,toybin0271,toybin0272,toybin0273,toybin0274,toybin0275,toybin0276,toybin0277,toybin0278,toybin0279,toybin0280,toybin0281,toybin0282,toybin0283,toybin0284,toybin0285,toybin0286,toybin0287,toybin0288,toybin0289,toybin0290,toybin0291,toybin0292,toybin0293,toybin0294,toybin0295,toybin0296,toybin0297,toybin0298,toybin0299
0,0.406877,0.262578,0.571348,0.680572,0.615151,0.734514,0.822546,0.806928,0.32939,0.442568,0.337297,0.603483,0.418736,0.262548,0.606165,0.533652,0.803892,0.454145,0.576668,0.687348,0.696162,0.50047,0.465554,0.883842,0.163576,0.461818,0.545442,0.425765,0.332224,0.515637,0.438967,0.468368,0.431433,0.609814,0.446664,0.617928,0.57121,0.206856,0.71676,0.429727,0.489325,0.504696,0.848009,0.574668,0.494985,0.302366,0.426237,0.587412,0.415053,0.466321,0.884543,0.17634,0.378331,0.22683,0.507803,0.313047,0.205077,0.346567,0.269333,0.928615,0.65498,0.396366,0.517497,0.629996,0.676089,0.558238,0.418705,0.522431,0.579187,0.597975,0.458622,0.515899,0.388823,0.361081,0.374722,0.561067,0.71867,0.550041,0.394456,0.511892,0.430422,0.218572,0.595176,0.184443,0.498393,0.47031,0.385072,0.676197,0.528397,0.0791547,0.414681,0.703384,0.426849,0.326804,0.635076,0.318317,0.662225,0.509764,0.460946,0.271138
1,0.874797,0.130036,0.578341,0.682329,0.852591,0.738914,0.726174,0.482108,0.6972,0.494601,0.45847,0.453673,0.41862,0.572774,0.759042,0.544207,0.213599,0.534723,0.635291,0.672093,0.635534,0.633995,0.44314,0.849047,0.695933,0.501727,0.435284,0.557992,0.320558,0.399536,0.261209,0.0805714,0.401855,0.340539,0.375944,0.645585,0.429844,0.329444,0.50943,0.55232,0.300713,0.744646,0.727728,0.381427,0.494457,0.375489,0.422913,0.519964,0.510413,0.23809,0.275268,0.247748,0.123668,0.545534,0.510658,0.333025,0.339547,0.327667,0.449719,0.687678,0.275133,0.174696,0.665259,0.480489,0.430892,0.472358,0.306792,0.220487,0.525863,0.505147,0.442902,0.649514,0.457384,0.56359,0.487099,0.769678,0.75872,0.817987,0.439026,0.567975,0.581478,0.511147,0.406496,0.64034,0.353057,0.376012,0.586682,0.521015,0.53924,0.403037,0.269605,0.627222,0.525802,0.217822,0.570128,0.314114,0.666595,0.675327,0.853124,0.33277
2,0.672266,0.226121,0.627563,0.463928,0.509395,0.744181,0.39732,0.900474,0.45667,0.507141,0.456129,0.578519,0.337222,0.546994,0.808407,0.406731,0.716048,0.358261,0.618561,0.450493,0.58478,0.725278,0.326139,0.901029,0.215693,0.416872,0.483341,0.601808,0.313252,0.387054,0.477492,-0.0179963,0.303905,0.290814,0.462465,0.630577,0.611269,0.588991,0.706328,0.366579,0.455584,0.60802,0.43553,0.275818,0.586594,0.400096,0.718367,0.687016,0.778891,0.364521,0.423076,0.209069,0.353483,0.396766,0.61055,0.590495,0.299858,0.466671,0.445269,0.579949,0.65172,0.312568,0.4755,0.667549,0.641849,0.54109,0.122919,0.464933,0.746211,0.513169,0.371607,0.578015,0.382064,0.339863,0.25112,0.433137,0.457697,0.448182,0.818552,0.374729,0.313775,0.318348,0.509087,0.193599,0.561655,0.539567,0.283189,0.623006,0.446291,0.288545,0.396852,0.379984,0.446385,0.446708,0.660083,0.353241,0.390416,0.768306,0.36311,0.391015
3,0.457492,0.16786,0.577696,0.433512,0.874252,0.62916,0.800938,0.654905,0.52063,0.255908,0.478131,0.527936,0.310774,0.440272,0.819557,0.501648,0.322658,0.533272,0.650975,0.709448,0.599719,0.768796,0.48685,0.895208,0.54657,0.47632,0.64885,0.351402,0.462381,0.472025,0.469302,0.468996,0.370474,0.709337,0.682037,0.664143,0.411762,0.201202,0.552564,0.378179,0.375322,0.610689,0.810182,0.394042,0.292119,0.318229,0.530688,0.530863,0.48272,0.312927,0.692768,0.175634,0.110443,0.325087,0.449003,0.574595,0.46085,0.456595,0.499933,0.655286,0.566925,0.347242,0.733595,0.537697,0.428875,0.428252,0.522363,0.264986,0.711376,0.498776,0.308373,0.550484,0.433709,0.585441,0.347951,0.835163,0.305844,0.533874,0.616536,0.323424,0.59188,0.433734,0.389579,0.416846,0.548038,0.293377,0.419571,0.575927,0.674133,0.161346,0.490492,0.541265,0.507639,0.584214,0.594879,0.364227,0.5139,0.793487,0.591462,0.225615
4,0.641139,0.410325,0.579533,0.361789,0.547296,0.594869,0.507165,0.773351,0.454582,0.430306,0.366599,0.566054,0.335147,0.452017,0.798483,0.345534,0.511021,0.240999,0.434422,0.438721,0.616541,0.786947,0.387223,0.969302,0.320228,0.476322,0.33159,0.545343,0.19105,0.275239,0.38994,0.128371,0.468457,0.361047,0.304982,0.449555,0.477241,0.518262,0.756306,0.302751,0.475088,0.478264,0.677944,0.582995,0.693979,0.544782,0.655264,0.71132,0.398248,0.385347,0.514123,0.27083,0.479869,0.54093,0.539485,0.627854,0.536022,0.339765,0.608156,0.619567,0.461673,0.208181,0.670182,0.431729,0.549914,0.359228,0.296243,0.432891,0.702592,0.683636,0.472183,0.567147,0.46562,0.485763,0.297967,0.780869,0.818505,0.768973,0.479423,0.530164,0.630885,0.271333,0.525675,0.425335,0.699561,0.281037,0.495917,0.634756,0.533163,0.123717,0.302526,0.464623,0.521322,0.225463,0.550888,0.217438,0.489433,0.885565,0.414997,0.316849
5,0.63849,0.208284,0.515323,0.471828,0.887184,0.616573,0.740452,0.69245,0.568415,0.527797,0.574234,0.341852,0.29749,0.456084,0.639949,0.352731,0.530688,0.633135,0.44393,0.769075,0.602277,0.797877,0.551812,0.652053,0.523668,0.256181,0.734664,0.565555,0.274963,0.422663,0.394852,0.112428,0.264727,0.54373,0.72944,0.857121,0.474727,0.39172,0.625845,0.536594,0.390723,0.681023,0.566693,0.410233,0.426251,0.139386,0.562058,0.303459,0.356253,0.303203,0.722656,0.0819617,0.302892,0.538126,0.509808,0.245618,0.185286,0.27365,0.50279,0.569594,0.557548,0.57352,0.543662,0.578512,0.715673,0.602379,0.350727,0.508236,0.591404,0.677739,0.349327,0.601212,0.474493,0.502118,0.33811,0.492911,0.516907,0.514009,0.557118,0.527893,0.22649,0.202761,0.484234,0.337532,0.414568,0.598501,0.466302,0.795957,0.427122,0.254909,0.310472,0.567159,0.607348,0.308177,0.658689,0.483716,0.73142,0.413621,0.459942,0.327274
6,0.614295,0.234906,0.581995,0.471575,0.607712,0.627244,0.5222,0.815058,0.523522,0.12154,0.301842,0.417823,0.285426,0.512125,0.577861,0.437176,0.479582,0.277459,0.471176,0.418033,0.750301,0.904168,0.337076,0.988452,0.250596,0.511245,0.346537,0.435245,0.362049,0.381483,0.28749,0.40236,0.407807,0.483967,0.57234,0.493615,0.468353,0.223114,0.763856,0.313922,0.624466,0.358497,0.610561,0.556403,0.44485,0.526883,0.597549,0.381989,0.573457,0.440478,0.723228,0.309054,0.286775,0.466705,0.626839,0.586435,0.496614,0.468622,0.413491,0.671023,0.449279,0.559047,0.619253,0.586644,0.340184,0.252784,0.335841,0.240761,0.889946,0.367948,0.423624,0.529853,0.411925,0.585156,0.308023,0.804879,0.677204,0.74475,0.629771,0.432518,0.64182,0.443443,0.304668,0.540164,0.579919,0.175889,0.38448,0.730443,0.557715,0.189042,0.412402,0.351076,0.369382,0.247477,0.684108,0.0838561,0.686457,0.714858,0.458839,0.293866
7,0.585702,0.264914,0.581044,0.550198,0.919122,0.480686,0.589847,0.685951,0.583129,0.376029,0.258216,0.453419,0.385566,0.488496,0.855428,0.537395,0.732273,0.666741,0.687127,0.721434,0.483215,0.81095,0.517789,0.929272,0.612359,0.533577,0.391009,0.497042,0.409889,0.417424,0.427161,0.128033,0.244818,0.370606,0.39019,0.63975,0.423029,0.584876,0.70493,0.620458,0.273873,0.581503,0.638713,0.402965,0.633235,0.21373,0.451254,0.435466,0.352726,0.486422,0.558078,0.181206,0.388615,0.406747,0.604604,0.368601,0.147159,0.241486,0.289433,0.537992,0.455445,0.314276,0.623653,0.682056,0.758946,0.709797,0.326661,0.468194,0.86932,0.440117,0.433496,0.629451,0.392229,0.725064,0.341027,0.867715,0.488303,0.824898,0.39446,0.36575,0.500683,0.308928,0.467691,0.377383,0.579919,0.331855,0.45618,0.720039,0.466958,0.0733147,0.226592,0.398825,0.673484,0.411653,0.544829,0.322607,0.427503,0.620284,0.877936,0.334192
8,0.647525,0.341142,0.55347,0.213719,0.700903,0.842712,0.572883,0.89707,0.404347,0.349086,0.637766,0.622104,0.274813,0.355924,0.856538,0.531362,0.315753,0.612353,0.325358,0.518333,0.543047,0.452495,0.351893,0.65559,0.241681,0.386238,0.434886,0.405406,0.22773,0.408236,0.550688,0.283775,0.41651,0.393038,0.428648,0.65574,0.583987,0.439805,0.569685,0.339721,0.57176,0.492836,0.817908,0.488442,0.434663,0.378232,0.330306,0.561694,0.388351,0.275007,0.577572,0.193327,0.181011,0.584115,0.741833,0.464084,0.464099,0.414849,0.760011,0.791307,0.501544,0.339827,0.615319,0.444476,0.352375,0.658474,0.502836,0.39962,0.849615,0.572201,0.304147,0.470928,0.330133,0.827292,0.316491,0.546781,0.679167,0.820524,0.57099,0.35396,0.408168,0.343425,0.622988,0.440026,0.478047,0.454839,0.426715,0.530966,0.371916,0.172984,0.126325,0.585184,0.360752,0.446737,0.717714,0.15658,0.52711,0.760522,0.406994,0.223227
9,0.749848,0.400913,0.733203,0.483806,0.813977,0.790164,0.661661,0.590012,0.802995,0.537659,0.380596,0.556269,0.446316,0.565978,0.90991,0.588286,0.620346,0.283544,0.674875,0.624901,0.684968,0.707096,0.504407,0.828266,0.42589,0.246555,0.42323,0.34369,0.232277,0.560832,0.613739,0.2596,0.483291,0.471269,0.461205,0.570588,0.395132,0.392705,0.613471,0.325947,0.469186,0.36925,0.409966,0.602183,0.361857,0.450934,0.586483,0.497826,0.55547,0.360323,0.659728,0.193956,0.387489,0.290641,0.423731,0.542706,0.264935,0.354243,0.189435,0.559831,0.596593,0.385226,0.557529,0.623341,0.811275,0.763445,0.257665,0.43762,0.780649,0.770081,0.615348,0.535721,0.482505,0.434229,0.352332,0.735964,0.552882,0.772786,0.667388,0.529689,0.492295,0.502685,0.689606,0.377877,0.625245,0.260204,0.493914,0.694129,0.710454,0.180418,0.432116,0.348672,0.582102,0.229022,0.723978,0.468588,0.476551,0.539623,0.494806,0.388599
