,toybin0200,toybin0201,toybin0202,toybin0203,toybin0204,toybin0205,toybin0206,toybin0207,toybin0208,toybin0209,toybin0210,toybin0211,toybin0212,toybin0213,toybin0214,toybin0215,toybin0216,toybin0217,toybin0218,toybin0219,toybin0220,toybin0221,toybin0222,toybin0223,toybin0224,toybin0225,toybin0226,toybin0227,toybin0228,toybin0229,toybin0230,toybin0231,toybin0232,toybin0233,toybin0234,toybin0235,toybin0236,toybin0237,toybin0238,toybin0239,toybin0240,toybin0241,toybin0242,toybin0243,toybin0244,toybin0245,toybin0246,toybin0247,toybin0248,toybin0249,toybin0250,toybin0251,toybin0252,toybin0253,toybin0254,toybin0255,toybin0256,toybin0257,toybin0258,toybin0259,toybin0260,toybin0261,toybin0262,toybin0263,toybin0264,toybin0265,toybin0266,toybin0267,toybin0268,toybin0269,toybin0270,toybin0271,toybin0272,toybin0273,toybin0274,toybin0275,toybin0276,toybin0277,toybin0278,toybin0279,toybin0280,toybin0281,toybin0282,toybin0283,toybin0284,toybin0285,toybin0286,toybin0287,toybin0288,toybin0289,toybin0290,toybin0291,toybin0292,toybin0293,toybin0294,toybin0295,toybin0296,toybin0297,toybin0298,toybin0299
sigma_median,0.61,0.28,0.62,0.42,0.74,0.64,0.62,0.77,0.54,0.37,0.49,0.53,0.34,0.47,0.73,0.5,0.54,0.45,0.54,0.61,0.66,0.64,0.44,0.84,0.44,0.47,0.51,0.5,0.33,0.41,0.37,0.25,0.35,0.47,0.43,0.61,0.51,0.36,0.65,0.44,0.45,0.54,0.62,0.48,0.51,0.35,0.47,0.53,0.49,0.39,0.64,0.2,0.28,0.4,0.54,0.47,0.36,0.37,0.49,0.65,0.5,0.38,0.56,0.61,0.57,0.49,0.37,0.4,0.68,0.57,0.43,0.55,0.44,0.46,0.35,0.67,0.64,0.67,0.56,0.44,0.47,0.38,0.52,0.44,0.5,0.41,0.45,0.62,0.51,0.2,0.34,0.49,0.53,0.28,0.63,0.32,0.51,0.73,0.57,0.32
mcse,0.0024350000000000205,0.0019335000000000047,0.001809499999999964,0.0019145000000000134,0.00272,0.0022989999999999955,0.002530499999999991,0.0020700000000000163,0.002330500000000013,0.0019184999999999897,0.0019295000000000007,0.002301500000000012,0.0016599999999999948,0.0021069999999999978,0.0022629999999999595,0.0020279999999999743,0.002120500000000025,0.002544500000000005,0.00194500000000003,0.002108999999999972,0.002020500000000036,0.0021925000000000416,0.0022699999999999942,0.0020094999999999974,0.0012825000000000197,0.0022174999999999834,0.002199500000000021,0.0026400000000000035,0.002194500000000016,0.0016249999999999876,0.0022715000000000096,0.0025270000000000015,0.0016895000000000104,0.001687999999999995,0.0020155000000000034,0.002068499999999973,0.0018660000000000343,0.0018600000000000005,0.002114500000000019,0.0022084999999999744,0.0019325000000000037,0.002615000000000034,0.0023739999999999872,0.0020809999999999995,0.001905499999999949,0.0018320000000000003,0.001399499999999998,0.002283499999999994,0.0019515000000000227,0.0018074999999999897,0.001771500000000037,0.0016489999999999977,0.0018620000000000025,0.0019719999999999738,0.0017550000000000066,0.0016714999999999924,0.0025664999999999993,0.0019399999999999973,0.002754499999999993,0.003010999999999986,0.002315499999999998,0.0018644999999999912,0.0019399999999999973,0.002320500000000003,0.002827999999999997,0.0018279999999999963,0.0015855000000000175,0.0019359999999999933,0.0021999999999999797,0.002199500000000021,0.002005500000000021,0.0019874999999999754,0.0017044999999999977,0.0023775000000000046,0.0022110000000000185,0.002024999999999999,0.001982499999999998,0.0018719999999999848,0.00234899999999999,0.001832499999999987,0.0021334999999999826,0.0021970000000000045,0.0022179999999999978,0.0019175000000000164,0.0021599999999999953,0.002446999999999977,0.0020719999999999905,0.0025260000000000282,0.0018524999999999792,0.0021779999999999994,0.001612499999999989,0.0017135000000000067,0.001503499999999991,0.001471,0.0022159999999999958,0.0017935000000000034,0.002589000000000008,0.002623500000000001,0.0017665000000000042,0.0017669999999999908
rhat,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
