,toybin0100,toybin0101,toybin0102,toybin0103,toybin0104,toybin0105,toybin0106,toybin0107,toybin0108,toybin0109,toybin0110,toybin0111,toybin0112,toybin0113,toybin0114,toybin0115,toybin0116,toybin0117,toybin0118,toybin0119,toybin0120,toybin0121,toybin0122,toybin0123,toybin0124,toybin0125,toybin0126,toybin0127,toybin0128,toybin0129,toybin0130,toybin0131,toybin0132,toybin0133,toybin0134,toybin0135,toybin0136,toybin0137,toybin0138,toybin0139,toybin0140,toybin0141,toybin0142,toybin0143,toybin0144,toybin0145,toybin0146,toybin0147,toybin0148,toybin0149,toybin0150,toybin0151,toybin0152,toybin0153,toybin0154,toybin0155,toybin0156,toybin0157,toybin0158,toybin0159,toybin0160,toybin0161,toybin0162,toybin0163,toybin0164,toybin0165,toybin0166,toybin0167,toybin0168,toybin0169,toybin0170,toybin0171,toybin0172,toybin0173,toybin0174,toybin0175,toybin0176,toybin0177,toybin0178,toybin0179,toybin0180,toybin0181,toybin0182,toybin0183,toybin0184,toybin0185,toybin0186,toybin0187,toybin0188,toybin0189,toybin0190,toybin0191,toybin0192,toybin0193,toybin0194,toybin0195,toybin0196,toybin0197,toybin0198,toybin0199
sigma_median,0.53,0.62,0.67,0.66,0.55,0.75,0.51,0.33,0.51,0.61,0.46,0.51,0.63,0.46,0.33,0.49,0.5,0.13,0.77,0.7,0.55,0.42,0.58,0.29,0.46,0.57,0.27,0.54,0.28,0.53,0.64,0.49,0.6,0.41,0.33,0.66,0.51,0.28,0.68,0.42,0.49,0.49,0.6,0.44,0.48,0.41,0.41,0.54,0.67,0.45,0.6,0.6,0.45,0.18,0.58,0.67,0.7,0.53,0.55,0.39,0.43,0.2,0.63,0.73,0.68,0.52,0.21,0.38,0.33,0.44,0.38,0.46,0.38,0.29,0.49,0.57,0.56,0.46,0.65,0.77,0.52,0.38,0.54,0.39,0.65,0.31,0.21,0.23,0.72,0.45,0.42,0.5,0.25,0.54,0.5,0.53,0.45,0.48,0.54,0.44
mcse,0.0017639999999999878,0.002111500000000044,0.0019495000000000484,0.0021889999999999965,0.002342500000000025,0.002300499999999983,0.0017820000000000058,0.001740500000000006,0.0017409999999999926,0.002172499999999966,0.0023200000000000165,0.0019524999999999681,0.002361000000000002,0.0020254999999999856,0.001957500000000001,0.0019315000000000027,0.002583000000000002,0.0020529999999999993,0.0026835000000000053,0.002137,0.0023239999999999927,0.0019214999999999927,0.002368500000000051,0.0015714999999999757,0.0018480000000000163,0.0021184999999999676,0.002066499999999999,0.002212500000000006,0.001969500000000013,0.0021124999999999616,0.0017119999999999913,0.0025664999999999993,0.001473000000000002,0.001816000000000012,0.0017589999999999828,0.0024945000000000106,0.0015279999999999738,0.001495499999999983,0.002860000000000029,0.0018129999999999813,0.0021300000000000208,0.002294500000000005,0.0024925000000000086,0.0015714999999999757,0.001801999999999998,0.0020285000000000164,0.0022304999999999964,0.0017814999999999914,0.002534999999999954,0.0028670000000000084,0.0020175000000000054,0.0018884999999999597,0.0022050000000000125,0.0024814999999999976,0.0023264999999999536,0.0018745000000000012,0.0023290000000000255,0.0017289999999999806,0.0016725000000000212,0.0019014999999999727,0.001626500000000003,0.0018724999999999992,0.0023045000000000426,0.0024080000000000212,0.002513500000000002,0.0026554999999999773,0.0014759999999999912,0.002050000000000024,0.0010894999999999933,0.0020455000000000056,0.001921000000000006,0.0018869999999999998,0.0020610000000000073,0.001948499999999992,0.0020929999999999838,0.0022625000000000006,0.0020525000000000126,0.00230749999999999,0.0024820000000000397,0.0023620000000000307,0.0023214999999999764,0.0022775000000000156,0.0017219999999999458,0.0017490000000000006,0.0020280000000000298,0.002256000000000008,0.0019269999999999982,0.0020955,0.0022895,0.0020669999999999855,0.0016825000000000034,0.0018559999999999965,0.0025765000000000093,0.0027574999999999683,0.0020275000000000154,0.002666999999999975,0.002750499999999989,0.0022559999999999802,0.001701499999999967,0.0018330000000000013
rhat,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
