,ebin00costbin00,ebin00costbin01,ebin00costbin02,ebin00costbin03,ebin00costbin04,ebin00costbin05,ebin00costbin06,ebin00costbin07,ebin00costbin08,ebin00costbin09,ebin00costbin10,ebin00costbin11,ebin01costbin00,ebin01costbin01,ebin01costbin02,ebin01costbin03,ebin01costbin04,ebin01costbin05,ebin01costbin06,ebin01costbin07,ebin01costbin08,ebin01costbin09,ebin01costbin10,ebin01costbin11,ebin02costbin00,ebin02costbin01,ebin02costbin02,ebin02costbin03,ebin02costbin04,ebin02costbin05,ebin02costbin06,ebin02costbin07,ebin02costbin08,ebin02costbin09,ebin02costbin10,ebin02costbin11,ebin03costbin00,ebin03costbin01,ebin03costbin02,ebin03costbin03,ebin03costbin04,ebin03costbin05,ebin03costbin06,ebin03costbin07,ebin03costbin08,ebin03costbin09,ebin03costbin10,ebin03costbin11,ebin04costbin00,ebin04costbin01,ebin04costbin02,ebin04costbin03,ebin04costbin04,ebin04costbin05,ebin04costbin06,ebin04costbin07,ebin04costbin08,ebin04costbin09,ebin04costbin10,ebin04costbin11,ebin05costbin00,ebin05costbin01,ebin05costbin02,ebin05costbin03,ebin05costbin04,ebin05costbin05,ebin05costbin06,ebin05costbin07,ebin05costbin08,ebin05costbin09,ebin05costbin10,ebin05costbin11,ebin06costbin00,ebin06costbin01,ebin06costbin02,ebin06costbin03,ebin06costbin04,ebin06costbin05,ebin06costbin06,ebin06costbin07,ebin06costbin08,ebin06costbin09,ebin06costbin10,ebin06costbin11,ebin07costbin00,ebin07costbin01,ebin07costbin02,ebin07costbin03,ebin07costbin04,ebin07costbin05,ebin07costbin06,ebin07costbin07,ebin07costbin08,ebin07costbin09,ebin07costbin10,ebin07costbin11,ebin08costbin00,ebin08costbin01,ebin08costbin02,ebin08costbin03,ebin08costbin04,ebin08costbin05,ebin08costbin06,ebin08costbin07,ebin08costbin08,ebin08costbin09,ebin08costbin10,ebin08costbin11,ebin09costbin00,ebin09costbin01,ebin09costbin02,ebin09costbin03,ebin09costbin04,ebin09costbin05,ebin09costbin06,ebin09costbin07,ebin09costbin08,ebin09costbin09,ebin09costbin10,ebin09costbin11,ebin10costbin00,ebin10costbin01,ebin10costbin02,ebin10costbin03,ebin10costbin04,ebin10costbin05,ebin10costbin06,ebin10costbin07,ebin10costbin08,ebin10costbin09,ebin10costbin10,ebin10costbin11
pval07,0.5283,0.4067,0.67885,0.65735,0.36045,0.5378,0.28845,0.8703,0.3697,0.77495,0.5618,0.62835,0.71695,0.92335,0.4914,0.6497,0.88545,0.7896,0.64705,0.4375,0.89415,0.7902,0.8783,0.40525,0.3871,0.1865,0.8562,0.5935,0.6126,0.7259,0.1516,0.8107,0.6619,0.85595,0.2469,0.22065,0.89695,0.77475,0.51805,0.7956,0.79885,0.701,0.10915,0.9055,0.2175,0.31165,0.5367,0.93445,0.27385,0.6315,0.7147,0.26045,0.6919,0.1209,0.5176,0.7931,0.20495,0.1366,0.45985,0.5387,0.4329,0.2135,0.7533,0.59255,0.3197,0.9953,0.4407,0.70445,0.40485,0.0901,0.14475,0.8742,0.29455,0.48165,0.2976,0.7605,0.5192,0.4053,0.93605,0.2288,0.73785,0.41545,0.50025,0.8211,0.5443,0.8549,0.18275,0.067,0.41015,0.6929,0.45115,0.96825,0.9642,0.5296,0.6589,0.50345,0.63935,0.4806,0.2634,0.2274,0.31235,0.81945,0.07015,0.06495,0.2195,0.2086,0.14435,0.0987,0.2877,0.52635,0.83355,0.3281,0.18655,0.27445,0.487,0.4558,0.33985,0.67405,0.66375,0.86525,0.53185,0.641,0.55595,0.65375,0.54385,0.5969,0.57355,0.919,0.22315,0.41055,0.18075,0.48275
pval08,0.06785,0.0147,0.65715,0.62165,0.33265,0.51995,0.70865,0.6625,0.41005,0.74365,0.01755,0.2153,0.797,0.74045,0.7984,0.6207,0.8436,0.79375,0.8845,0.0626,0.97975,0.57915,0.4848,0.8409,0.82745,0.58525,0.56995,0.73745,0.0578,0.22725,0.8173,0.2221,0.75335,0.2908,0.722,0.97055,0.04265,0.5291,0.53025,0.8454,0.0307,0.79145,0.68035,0.16265,0.955,0.94135,0.9216,0.60115,0.7226,0.7582,0.0929,0.33335,0.8265,0.6803,0.86275,0.8088,0.27605,0.1243,0.57095,0.4507,0.03855,0.2961,0.0969,0.81415,0.56125,0.30595,0.2271,0.6369,0.96275,0.15635,0.488,0.15355,0.77055,0.6116,0.5469,0.7721,0.7771,0.83755,0.2336,0.28,0.9989,0.2077,0.9448,0.3041,0.22775,0.08835,0.051,0.97845,0.49025,0.26385,0.11875,0.02485,0.18155,0.0567,0.3445,0.7576,0.88045,0.3348,0.3909,0.6571,0.15115,0.45235,0.903,0.17865,0.1477,0.1615,0.6627,0.2799,0.89965,0.09215,0.2653,0.38175,0.8093,0.63475,0.637,0.2996,0.1409,0.35775,0.23235,0.5712,0.4617,0.60755,0.3607,0.07285,0.0067,0.3882,0.7071,0.12255,0.2949,0.54405,0.75175,0.5955
pval09,0.0126,0.4715,0.22185,0.40035,0.5503,0.93605,0.10445,0.6657,0.36415,0.77895,0.07645,0.55995,0.2817,0.9861,0.0464,0.0058,0.06595,0.1298,0.6252,0.9075,0.6214,0.05905,0.9764,0.36945,0.7611,0.70585,0.1165,0.38345,0.5831,0.64175,0.2194,0.02515,0.82705,0.876,0.48065,0.3355,0.3303,0.6854,0.58995,0.89635,0.392,0.40925,0.6668,0.69465,0.1528,0.71735,0.5693,0.3041,0.8666,0.40945,0.46305,0.30395,0.6236,0.2542,0.9171,0.65445,0.4432,0.5431,0.8388,0.70855,0.8197,0.8577,0.67915,0.28785,0.7574,0.69965,0.37355,0.29505,0.1355,0.388,0.0989,0.27755,0.26215,0.59525,0.4476,0.4962,0.20565,0.1479,0.2529,0.10755,0.85755,0.36955,0.54615,0.42085,0.65245,0.31225,0.08975,0.00205,0.62355,0.0812,0.8605,0.76115,0.5701,0.6119,0.6165,0.49325,0.1701,0.50965,0.7342,0.85075,0.43265,0.6715,0.87695,0.83465,0.8619,0.5099,0.737,0.4591,0.46085,0.75005,0.6405,0.477,0.8234,0.66745,0.48775,0.20265,0.5439,0.9685,0.5788,0.25975,0.75125,0.39275,0.3387,0.8775,0.5579,0.83165,0.08715,0.86595,0.167,0.5151,0.1788,0.61785
pval10,0.2226,0.18685,0.586,0.01815,0.6817,0.123,0.15025,0.7752,0.4919,0.6575,0.5279,0.4043,0.98165,0.13215,0.6225,0.2547,0.79695,0.9663,0.34355,0.0001,0.2614,0.4224,0.00165,0.86165,0.82865,0.4082,0.97975,0.04755,0.1959,0.21425,0.78685,0.396,0.49245,0.39975,0.3264,0.1679,0.35675,0.29675,0.7385,0.374,0.28315,0.12845,0.17085,0.574,0.1153,0.2377,0.03195,0.26335,0.2791,0.6306,0.71595,0.85795,0.8492,0.20685,0.45605,0.7179,0.44805,0.80845,0.0536,0.74255,0.07045,0.4142,0.6574,0.60825,0.5238,0.4433,0.8154,0.59465,0.32365,0.4718,0.5351,0.6782,0.3098,0.4549,0.30025,0.73325,0.7335,0.5253,0.90365,0.8247,0.45305,0.21815,0.66935,0.47865,0.5461,0.68725,0.87245,0.7162,0.6481,0.91695,0.21955,0.1688,0.9209,0.14025,0.22975,0.385,0.7027,0.14125,0.2108,0.29305,0.8099,0.2426,0.78655,0.1483,0.86935,0.66165,0.5291,0.5042,0.02555,0.8334,0.0032,0.6072,0.17705,0.518,0.72185,0.09305,0.2592,0.1351,0.04735,0.08745,0.558,0.4083,0.8164,0.8949,0.78125,0.979,0.35475,0.0572,0.23195,0.2973,0.73845,0.7376
pval11,0.6853,0.5152,0.8679,0.1617,0.3234,0.4346,0.38065,0.92725,0.0588,0.43485,0.9041,0.4172,0.02175,0.32645,0.6928,0.48555,0.03555,0.20485,0.98385,0.66015,0.66515,0.38285,0.76535,0.9246,0.38195,0.0925,0.8149,0.81785,0.7568,0.311,0.8488,0.139,0.66405,0.6741,0.08205,0.6638,0.6054,0.436,0.15665,0.66025,0.57675,0.66415,0.9399,0.4428,0.82015,0.21505,0.50445,0.951,0.48295,0.9139,0.6077,0.88135,0.3664,0.027,0.43785,0.53895,0.4898,0.5243,0.6713,0.54365,0.74845,0.33325,0.9259,0.18615,0.90785,0.70925,0.7563,0.72415,0.5614,0.16125,0.8571,0.32705,0.43375,0.9383,0.82265,0.4288,0.89285,0.02295,0.4697,0.9433,0.65335,0.31235,0.4039,0.2411,0.1567,0.7156,0.48065,0.7406,0.1993,0.0245,0.08945,0.6788,0.96385,0.85165,0.35415,0.5726,0.22055,0.9873,0.93185,0.53725,0.0964,0.50915,0.5475,0.98515,0.5515,0.7504,0.25695,0.1221,0.9772,0.85455,0.9396,0.25495,0.50105,0.72435,0.3832,0.46335,0.7534,0.1197,0.3361,0.01565,0.0384,0.11035,0.7766,0.7399,0.3845,0.0339,0.466,0.7656,0.9458,0.3416,0.10325,0.28885
pval_lerr00,0.36544999999999994,0.29999999999999993,0.0013,0.33995000000000003,0.22265000000000001,0.2103,0.26680000000000004,0.26595,0.1728,0.37765,0.31735,0.34619999999999995,0.3485,0.03095,0.30389999999999995,0.23465000000000003,0.3525,0.13965,0.32094999999999996,0.18495,0.3613,0.3423,0.3598,0.37785,0.36384999999999995,0.3664,0.23714999999999997,0.36915000000000003,0.2007,0.37234999999999996,0.14415,0.246,0.2353,0.33335,0.29555,0.32755,0.2471,0.19735,0.20640000000000003,0.24095,0.28900000000000003,0.3403,0.29414999999999997,0.1958,0.22125000000000006,0.19555,0.32525000000000004,0.029849999999999998,0.0669,0.17285,0.24105,0.16505,0.04635,0.25755,0.0525,0.1461,0.25795,0.1503,0.3781,0.30595000000000006,0.10485,0.14794999999999991,0.373,0.36130000000000007,0.1032,0.0258,0.29405,0.09235,0.35165,0.3031999999999999,0.238,0.3461000000000001,0.2427,0.24125000000000002,0.3494499999999999,0.0303,0.33140000000000003,0.2178,0.35619999999999996,0.26160000000000005,0.24405,0.35735,0.34319999999999995,0.3689,0.33245,0.02505,0.3338500000000001,0.2818,0.3600500000000001,0.37265000000000004,0.3245,0.0535,0.2621,0.2291,0.3314999999999999,0.36805000000000004,0.1047,0.37324999999999997,0.38,0.3335,0.3742,0.31489999999999996,0.33765,0.35119999999999996,0.27580000000000005,0.0897,0.35685,0.13380000000000003,0.26915,0.27980000000000005,0.37975,0.2692,0.26180000000000003,0.27494999999999997,0.31484999999999996,0.28085000000000004,0.1938,0.37655000000000005,0.3776,0.37055000000000005,0.36444999999999994,0.1666,0.36069999999999997,0.14655,0.3467,0.2771,0.03205,0.274,0.1058,0.30405000000000004,0.35795,0.34775
pval_lerr01,0.30555,0.3416,0.27475,0.31074999999999997,0.35069999999999996,0.36365000000000003,0.34335000000000004,0.3494499999999999,0.16665000000000008,0.21594999999999998,0.35259999999999997,0.27525,0.20405,0.0339,0.14085,0.3281,0.1926,0.34415,0.26755,0.2379,0.06810000000000001,0.33614999999999995,0.06605,0.3521500000000001,0.2146,0.25375000000000003,0.21935000000000002,0.23065000000000002,0.35105,0.34430000000000005,0.22924999999999995,0.35614999999999997,0.3043999999999999,0.31605000000000005,0.2394,0.17670000000000002,0.26425000000000004,0.35130000000000006,0.356,0.057800000000000004,0.2984,0.054299999999999994,0.35265,0.35584999999999994,0.34245000000000003,0.33319999999999994,0.32585,0.189,0.32094999999999996,0.3557,0.33230000000000004,0.32045,0.33340000000000003,0.35450000000000004,0.33304999999999996,0.31115000000000004,0.33725,0.36005000000000004,0.31445,0.0885,0.3599,0.2966,0.2012,0.32794999999999996,0.28674999999999995,0.29569999999999996,0.33615,0.24814999999999998,0.009899999999999999,0.3558,0.04910000000000003,0.15435000000000001,0.08234999999999999,0.24124999999999996,0.11034999999999999,0.24724999999999997,0.25475,0.35884999999999995,0.3419,0.03495000000000004,0.11425000000000002,0.30474999999999997,0.3596,0.11660000000000001,0.37209999999999993,0.35100000000000003,0.17159999999999997,0.3214,0.3331,0.0732,0.3519,0.32410000000000005,0.15460000000000002,0.3453,0.047850000000000004,0.35140000000000005,0.21760000000000002,0.33820000000000006,0.10735,0.34985,0.24630000000000007,0.3398,0.3345,0.3243,0.2565,0.35209999999999997,0.2701,0.35195,0.34865,0.2335,0.013,0.35385,0.35375,0.35245000000000004,0.3109,0.3069,0.28395000000000004,0.3597,0.15965000000000001,0.20500000000000002,0.29055,0.33194999999999997,0.34805,0.33810000000000007,0.35919999999999996,0.2764,0.20365000000000003,0.3184,0.24189999999999998,0.12075000000000002,0.35195,0.21910000000000002
pval_lerr02,0.3549,0.24364999999999998,0.3525,0.057699999999999994,0.33145,0.23615000000000003,0.31835,0.29725,0.0989,0.26915,0.3803,0.26445,0.3761,0.2956,0.31105000000000005,0.36945000000000006,0.21365,0.29714999999999997,0.10355,0.09045,0.30765,0.34295,0.09905,0.2534,0.3614,0.3615,0.35545000000000004,0.01785,0.3712,0.22499999999999998,0.36869999999999997,0.32595,0.24564999999999998,0.36815,0.37285,0.1996,0.28795000000000004,0.277,0.36775,0.38075000000000003,0.24385,0.3733,0.36244999999999994,0.38114999999999993,0.04,0.33240000000000003,0.1511,0.21804999999999997,0.23955,0.11995,0.27225,0.37105,0.37420000000000003,0.3634,0.37829999999999997,0.33854999999999996,0.1099500000000001,0.33699999999999997,0.17685,0.3375,0.28895,0.31509999999999994,0.3134,0.28985,0.19890000000000002,0.0452,0.36250000000000004,0.3508,0.29380000000000006,0.36845000000000006,0.28835,0.36230000000000007,0.3732,0.22135000000000002,0.16125,0.35969999999999996,0.0062499999999999995,0.30935,0.3714,0.19925,0.14055,0.25875000000000004,0.1524,0.372,0.31975,0.2977,0.37729999999999997,0.15790000000000004,0.36739999999999995,0.33535000000000004,0.35975,0.34805,0.08199999999999999,0.36035000000000006,0.0905,0.36455000000000004,0.30645,0.2832,0.19495000000000007,0.162,0.3065,0.06684999999999999,0.3729,0.3489,0.36205,0.36595,0.35715,0.17489999999999994,0.2602,0.29710000000000003,0.34579999999999994,0.1647,0.37860000000000005,0.1149,0.0365,0.1935,0.27795000000000003,0.02385,0.35059999999999997,0.32955,0.28575,0.2758,0.10665000000000001,0.3739,0.37255000000000005,0.34874999999999995,0.31035,0.20305,0.35375,0.1031,0.34769999999999995,0.32555
pval_lerr03,0.38175,0.32185,0.030150000000000003,0.35385,0.35895,0.19390000000000002,0.37939999999999996,0.05425,0.36905,0.37865000000000004,0.2313,0.38010000000000005,0.37365,0.3641,0.10464999999999991,0.26339999999999997,0.34259999999999996,0.31389999999999996,0.2823,0.34575000000000006,0.03465,0.33965,0.24080000000000001,0.21855000000000002,0.03825,0.2613,0.37570000000000003,0.32394999999999996,0.08679999999999999,0.2178,0.07775,0.36410000000000003,0.37639999999999996,0.1936,0.32015000000000005,0.35424999999999995,0.3295,0.00685,0.26880000000000004,0.31409999999999993,0.30225,0.22160000000000002,0.29685,0.1887,0.16599999999999998,0.3068,0.23104999999999998,0.29925,0.1832,0.27675,0.32525000000000004,0.31025,0.37929999999999997,0.24885000000000002,0.34559999999999996,0.3315,0.15710000000000002,0.34314999999999996,0.16449999999999998,0.37454999999999994,0.3636,0.1861,0.05605,0.353,0.36974999999999997,0.37695,0.28635,0.30199999999999994,0.28159999999999996,0.35185,0.36819999999999997,0.37585,0.17480000000000007,0.376,0.2864,0.37489999999999996,0.17464999999999997,0.30555,0.30685,0.07035,0.26685000000000003,0.3417,0.38055000000000005,0.053099999999999994,0.34045000000000003,0.14580000000000004,0.37034999999999996,0.3723,0.3774,0.34305,0.37455,0.095,0.2503,0.1672,0.32265,0.35335000000000005,0.3733,0.21504999999999996,0.30235,0.37005000000000005,0.1469,0.3669,0.28175,0.2017,0.0094,0.31725000000000003,0.3363499999999999,0.13795,0.37589999999999996,0.23539999999999997,0.3073,0.17025,0.1139,0.11345,0.29765,0.22044999999999992,0.37439999999999996,0.35619999999999996,0.35705000000000003,0.16970000000000007,0.32745,0.2632,0.36450000000000005,0.37160000000000004,0.3385,0.3204,0.26649999999999996,0.35455,0.32485,0.262,0.12140000000000001,0.30010000000000003
pval_lerr04,0.16905000000000003,0.23115000000000008,0.36095,0.21155000000000002,0.35440000000000005,0.2949,0.33315,0.17629999999999998,0.35750000000000004,0.23854999999999998,0.06725,0.11489999999999999,0.1495,0.1587,0.36040000000000005,0.33465,0.35814999999999997,0.14185,0.1411,0.22599999999999998,0.23725000000000002,0.3165500000000001,0.3276,0.2955,0.2386,0.2864,0.06655,0.24435,0.08785,0.30795,0.2685,0.1972,0.2605,0.34645,0.23655000000000004,0.2071,0.3266,0.12729999999999997,0.17354999999999998,0.09709999999999999,0.3566500000000001,0.28525,0.3656,0.22135,0.31505000000000005,0.2839,0.22574999999999998,0.35955,0.3569,0.14565,0.18895,0.10799999999999998,0.1618,0.1261000000000001,0.2514,0.1163,0.2378,0.05855,0.2952,0.0276,0.31285,0.31475000000000003,0.12995,0.1679,0.008400000000000001,0.32575,0.2846,0.05695000000000001,0.09330000000000001,0.3373,0.2974,0.11695,0.06095,0.08205,0.22035,0.09440000000000001,0.0503,0.33935,0.35125,0.25455,0.07604999999999999,0.35595000000000004,0.2993,0.22665000000000002,0.25925,0.33520000000000005,0.3511,0.35269999999999996,0.3055,0.17135,0.3537,0.16225,0.05415,0.35605,0.11505000000000001,0.32704999999999995,0.35340000000000005,0.31695000000000007,0.15155000000000002,0.2239,0.35385,0.34650000000000003,0.049699999999999994,0.01585,0.20104999999999998,0.13705,0.14454999999999998,0.3076,0.1722,0.048100000000000004,0.35189999999999994,0.11415,0.30215000000000003,0.34320000000000006,0.07250000000000001,0.35464999999999997,0.22600000000000003,0.22514999999999996,0.2837,0.11565000000000003,0.3548,0.34625000000000006,0.2772,0.0427,0.2055,0.0617,0.35925,0.2096,0.17685,0.34895,0.36475,0.107
pval_lerr05,0.37184999999999996,0.16625,0.35195,0.16835,0.056999999999999995,0.3702,0.33265,0.21685000000000001,0.3572000000000001,0.03875,0.30595000000000006,0.37775000000000003,0.3567,0.3773,0.0025,0.18245,0.33045,0.3116,0.23254999999999998,0.33085,0.33599999999999997,0.33959999999999996,0.3308,0.01445,0.37335,0.1861,0.137,0.31325000000000003,0.37034999999999996,0.33035000000000003,0.36365000000000003,0.0019500000000000073,0.08885,0.06695,0.0288,0.36515000000000003,0.32710000000000006,0.3685,0.008450000000000001,0.1634,0.33655,0.34935,0.046849999999999996,0.36805,0.36045,0.29990000000000006,0.2621,0.30035,0.2755,0.37965000000000004,0.37599999999999995,0.27035,0.15775,0.07345,0.06415,0.362,0.13505,0.27175000000000005,0.13290000000000002,0.34245,0.36689999999999995,0.32625,0.37684999999999996,0.24219999999999997,0.33535000000000004,0.21009999999999998,0.1362,0.3768000000000001,0.34379999999999994,0.37225,0.37089999999999995,0.29000000000000004,0.35524999999999995,0.25995,0.33930000000000005,0.3787,0.2446,0.3506,0.11579999999999999,0.2639,0.3382,0.31909999999999994,0.19035,0.35935000000000006,0.36884999999999996,0.0286,0.043500000000000004,0.20525,0.3316,0.12760000000000005,0.37555000000000005,0.3075,0.16015000000000001,0.35625,0.2723,0.3789,0.18964999999999999,0.30169999999999997,0.06285,0.25660000000000005,0.35969999999999996,0.36944999999999995,0.17845,0.1412500000000001,0.3014,0.0212,0.24495,0.08065,0.22990000000000002,0.13545,0.1398,0.373,0.17374999999999996,0.21045,0.19410000000000005,0.36665,0.3308,0.23740000000000003,0.14949999999999997,0.35509999999999997,0.17015,0.25245,0.06225,0.15889999999999999,0.19155,0.24560000000000004,0.2739999999999999,0.3216,0.35945,0.26755,0.32975,0.36905
pval_lerr06,0.24580000000000002,0.33225000000000005,0.15474999999999994,0.2516,0.16425,0.37024999999999997,0.20124999999999993,0.1419,0.3682,0.17265000000000003,0.32165,0.13760000000000006,0.23779999999999998,0.2309,0.26865000000000006,0.15725,0.16475,0.10840000000000001,0.30015000000000003,0.37944999999999995,0.1257,0.1356,0.1955,0.26330000000000003,0.32505000000000006,0.3611000000000001,0.12495,0.37885,0.30135,0.2223,0.12029999999999999,0.1814,0.01985,0.15485000000000002,0.35695,0.37365,0.3751,0.35514999999999997,0.37485000000000007,0.1884,0.26755,0.11024999999999999,0.34299999999999997,0.2671,0.20024999999999998,0.2612,0.03805,0.35775,0.13244999999999996,0.27495,0.32314999999999994,0.37420000000000003,0.24645,0.36985,0.30310000000000004,0.15885,0.01345,0.23420000000000002,0.2087,0.372,0.13985000000000003,0.17065000000000002,0.22535000000000002,0.08489999999999999,0.21589999999999998,0.12094999999999999,0.3119,0.29035,0.36035,0.35830000000000006,0.062,0.3277,0.20575,0.3693,0.35565,0.30275,0.19565,0.05645,0.06509999999999999,0.215,0.04935,0.36325,0.1714,0.32809999999999995,0.37665,0.37129999999999996,0.28755,0.1862,0.10515,0.33220000000000005,0.37799999999999995,0.37915000000000004,0.32545,0.3430500000000001,0.34454999999999997,0.0078000000000000005,0.2977000000000001,0.055150000000000005,0.3065,0.37135,0.3390500000000001,0.10575,0.23059999999999997,0.1575,0.29774999999999996,0.35385000000000005,0.3572000000000001,0.0937,0.3773,0.32875,0.3225,0.36605,0.30329999999999996,0.07435,0.2633500000000001,0.27485,0.14445000000000002,0.37714999999999993,0.047349999999999996,0.1176,0.0713,0.36905,0.38139999999999996,0.28525,0.35514999999999997,0.37220000000000003,0.3542,0.08885,0.15394999999999998,0.25055000000000005,0.3744,0.2009
pval_lerr07,0.3359,0.2786,0.35855,0.36055,0.26305,0.34409999999999996,0.22375,0.2961499999999999,0.26839999999999997,0.34430000000000005,0.35269999999999996,0.36774999999999997,0.35269999999999996,0.24105,0.31805,0.35045000000000004,0.2704,0.34974999999999995,0.3538,0.302,0.28974999999999995,0.3352,0.2909999999999999,0.28595,0.28075,0.1511,0.2932,0.34975,0.35315,0.35555,0.12465000000000001,0.34135,0.35590000000000005,0.29764999999999997,0.1938,0.17550000000000002,0.26870000000000005,0.34635000000000005,0.32715000000000005,0.3339,0.32759999999999995,0.36269999999999997,0.09265,0.26405,0.173,0.23675,0.33414999999999995,0.21399999999999997,0.2103,0.35569999999999996,0.3471,0.19895000000000002,0.36134999999999995,0.103,0.3283499999999999,0.34,0.1651,0.1157,0.30705,0.33804999999999996,0.29159999999999997,0.17049999999999998,0.34895,0.34815,0.24114999999999998,0.04225000000000001,0.30069999999999997,0.36775,0.2853,0.0769,0.12079999999999999,0.2864,0.22609999999999997,0.31555,0.22385,0.34979999999999994,0.32865,0.28075,0.2148000000000001,0.18075,0.3523,0.28945,0.3228,0.33000000000000007,0.3358,0.2933,0.1494,0.05965,0.28395000000000004,0.35134999999999994,0.30605,0.1533500000000001,0.15439999999999998,0.33504999999999996,0.35725000000000007,0.32419999999999993,0.35405,0.3153,0.20275,0.17895,0.23470000000000002,0.3302,0.06285,0.058949999999999995,0.17475000000000002,0.16770000000000002,0.12200000000000001,0.08655,0.22210000000000002,0.345,0.32220000000000004,0.24725,0.1532,0.20905,0.3147,0.30289999999999995,0.2547,0.37185,0.35999999999999993,0.28825,0.33085000000000003,0.36460000000000004,0.3429000000000001,0.34970000000000007,0.33064999999999994,0.35409999999999997,0.3356,0.24160000000000004,0.1772,0.29300000000000004,0.14884999999999998,0.3168
pval_lerr08,0.061099999999999995,0.014199999999999999,0.37615,0.37120000000000003,0.2556,0.34415,0.3738,0.38284999999999997,0.2974,0.37570000000000003,0.01655,0.178,0.3556,0.3677,0.35575,0.37010000000000004,0.33215000000000006,0.35619999999999996,0.3001999999999999,0.057050000000000003,0.12224999999999997,0.36400000000000005,0.33435000000000004,0.33829999999999993,0.33915,0.35725000000000007,0.3606499999999999,0.37265000000000004,0.053099999999999994,0.1849,0.34945000000000004,0.18359999999999999,0.36679999999999996,0.23045,0.3705,0.15095000000000003,0.0392,0.3487,0.34985,0.32555,0.0284,0.3651,0.372,0.1386,0.18499999999999994,0.2187,0.2602,0.36819999999999997,0.3755,0.3715,0.0813,0.25579999999999997,0.34235,0.37160000000000004,0.3227,0.36174999999999996,0.21695000000000003,0.10825,0.3611,0.31794999999999995,0.03515,0.23024999999999995,0.08425,0.34740000000000004,0.3557,0.2336,0.1827,0.37115000000000004,0.17869999999999997,0.1326,0.3262,0.1326,0.36869999999999997,0.36985,0.35130000000000006,0.37005,0.3617,0.33055,0.1926,0.22065,0.015349999999999975,0.17065,0.2237,0.23369999999999996,0.188,0.0786,0.046299999999999994,0.12204999999999999,0.3267,0.20974999999999996,0.10419999999999999,0.0234,0.15209999999999999,0.05155,0.2601,0.37060000000000004,0.3051999999999999,0.2547,0.2866,0.37160000000000004,0.1296,0.31865,0.27505,0.1506,0.1256,0.1359,0.36839999999999995,0.2201,0.28654999999999997,0.0823,0.21259999999999998,0.28304999999999997,0.3563,0.36775,0.3725,0.23345,0.11995,0.2693,0.18964999999999999,0.35935000000000006,0.31855,0.37040000000000006,0.26435000000000003,0.0663,0.00655,0.28675,0.37179999999999996,0.1067,0.2316,0.34965,0.37415000000000004,0.36350000000000005
pval_lerr09,0.01225,0.3277,0.17925,0.29085,0.35640000000000005,0.22860000000000003,0.0919,0.36954999999999993,0.27494999999999997,0.3709,0.06960000000000001,0.3515499999999999,0.22240000000000001,0.10170000000000001,0.0419,0.00545,0.05879999999999999,0.11225,0.37039999999999995,0.2793,0.37399999999999994,0.05425,0.14285000000000003,0.27355,0.3668,0.37345,0.1008,0.28790000000000004,0.35995,0.37340000000000007,0.18020000000000003,0.0235,0.3428999999999999,0.30615000000000003,0.32545,0.25385,0.25115,0.37705,0.36255,0.2753,0.2858,0.29725,0.36924999999999997,0.37324999999999997,0.13,0.37965000000000004,0.35785,0.23729999999999998,0.3158500000000001,0.29679999999999995,0.3255,0.23515,0.36975,0.20459999999999998,0.25465000000000004,0.38604999999999995,0.31115,0.35285,0.33935,0.37070000000000003,0.3342,0.32484999999999997,0.38395,0.2253,0.37379999999999997,0.37705,0.27865,0.23054999999999998,0.11885000000000001,0.28375,0.08775,0.21780000000000002,0.20934999999999998,0.36654999999999993,0.3144,0.33935,0.17005,0.1258,0.20125,0.0952,0.33225000000000005,0.27494999999999997,0.35335000000000005,0.30235,0.3761,0.24135,0.07905,0.0019500000000000001,0.36840000000000006,0.07279999999999999,0.32355,0.37005,0.3551500000000001,0.36905,0.3671500000000001,0.334,0.1434,0.34840000000000004,0.36829999999999996,0.3257,0.3067,0.37429999999999997,0.31284999999999996,0.33409999999999995,0.3153,0.33330000000000004,0.3766,0.32345,0.32465,0.3762,0.37454999999999994,0.32434999999999997,0.34835000000000005,0.37775,0.3301,0.16775,0.35120000000000007,0.16149999999999998,0.36405,0.2092,0.3666,0.28725,0.2575,0.3103999999999999,0.35569999999999996,0.34525,0.07845,0.3176,0.1432,0.3412,0.15039999999999998,0.37185
