	toybin0000ytilde00	toybin0000ytilde01	toybin0000ytilde02	toybin0000ytilde03	toybin0000ytilde04	toybin0000ytilde05	toybin0000ytilde06	toybin0000ytilde07	toybin0000ytilde08	toybin0000ytilde09	toybin0000ytilde10	toybin0000ytilde11	toybin0001ytilde00	toybin0001ytilde01	toybin0001ytilde02	toybin0001ytilde03	toybin0001ytilde04	toybin0001ytilde05	toybin0001ytilde06	toybin0001ytilde07	toybin0001ytilde08	toybin0001ytilde09	toybin0001ytilde10	toybin0001ytilde11	toybin0002ytilde00	toybin0002ytilde01	toybin0002ytilde02	toybin0002ytilde03	toybin0002ytilde04	toybin0002ytilde05	toybin0002ytilde06	toybin0002ytilde07	toybin0002ytilde08	toybin0002ytilde09	toybin0002ytilde10	toybin0002ytilde11	toybin0003ytilde00	toybin0003ytilde01	toybin0003ytilde02	toybin0003ytilde03	toybin0003ytilde04	toybin0003ytilde05	toybin0003ytilde06	toybin0003ytilde07	toybin0003ytilde08	toybin0003ytilde09	toybin0003ytilde10	toybin0003ytilde11	toybin0004ytilde00	toybin0004ytilde01	toybin0004ytilde02	toybin0004ytilde03	toybin0004ytilde04	toybin0004ytilde05	toybin0004ytilde06	toybin0004ytilde07	toybin0004ytilde08	toybin0004ytilde09	toybin0004ytilde10	toybin0004ytilde11	toybin0005ytilde00	toybin0005ytilde01	toybin0005ytilde02	toybin0005ytilde03	toybin0005ytilde04	toybin0005ytilde05	toybin0005ytilde06	toybin0005ytilde07	toybin0005ytilde08	toybin0005ytilde09	toybin0005ytilde10	toybin0005ytilde11
215	-0.0703683	-0.338521	-0.587138	0.369558	-0.11149	0.588698	-0.22217	-0.203497	-0.30515	0.432602	0.246112	-0.0222904	-0.425108	-0.623017	-0.343321	-0.623434	0.0923568	0.121008	-0.67534	-0.403288	-0.136286	0.159989	0.218933	-0.726476	0.0724403	-0.192519	-0.237708	0.54832	0.446125	0.334553	0.150348	-0.52503	-0.108422	0.27958	0.758802	0.389747	-0.20116	-0.361326	-0.0136753	0.749279	0.592373	-0.106066	-0.3004	-0.576296	-0.233854	0.81068	0.492124	0.20007	-0.18347	-0.446113	-0.55768	0.576285	0.778175	0.915947	-0.0647836	-0.644184	-0.489929	0.314071	0.558984	0.87421	-0.113677	-0.432889	-0.136713	0.176621	-0.481403	0.187655	-0.237965	-0.500408	0.394285	0.496215	0.684542	0.0407219
216	0.228125	-0.256255	-0.526265	0.469533	0.142251	-0.0552027	-0.183701	-0.170412	0.285484	0.255096	0.0623326	0.266894	-0.450509	-0.186403	-0.0163977	0.0614519	0.191981	-0.00561257	-0.363889	0.0035299	-0.569855	0.140125	-0.134697	-0.0348175	-0.0259304	-0.739836	-0.239387	0.250837	0.691766	0.0760754	-0.433871	-0.187006	-0.39032	0.0915288	0.266253	0.0915191	-0.673142	-0.591753	-0.506987	0.765383	0.107213	0.0701663	-0.492786	-0.800538	-0.0585633	0.371185	0.0239413	0.0693344	0.0689256	-0.458627	-0.00423696	0.186863	0.529663	0.471923	-0.477091	-0.202649	-0.411033	0.318176	0.350928	0.343419	-0.270141	0.295999	0.407345	0.365585	0.466588	0.830242	-0.421742	-0.428892	0.370147	0.62088	0.491655	0.468536
217	-0.348113	-0.371018	-0.14051	-0.0689128	0.0849438	0.49629	-0.524966	-0.382275	-0.130048	0.13515	0.440941	0.262894	-0.0260824	-0.513908	-0.00563349	0.605986	0.485858	-0.0129446	0.363212	-0.339937	-0.507604	0.298629	0.645447	-0.0754513	-0.370962	-0.192986	-0.28255	-0.318343	0.575183	0.288765	-0.415367	-0.649602	0.0705423	0.0483544	0.73292	0.231859	-0.532461	-0.329042	-0.584535	-0.296894	0.424998	0.622814	-0.0157027	-0.210278	-0.384132	0.552856	0.771202	0.0157271	-0.485338	-0.619322	-0.589089	0.62102	0.161816	0.617176	-0.205307	-0.941484	-0.366659	0.388021	0.111072	0.220583	-0.474653	-0.631048	0.110258	-0.0161661	0.530755	0.418657	-0.651462	-0.581174	-0.0830517	0.346542	0.497773	0.399456
218	-0.346108	-0.279012	0.123345	0.12204	0.769734	0.00126443	-0.471921	-0.392908	-0.236706	-0.135494	0.26982	0.220262	-0.130101	-0.739554	-0.477964	0.230095	0.385144	0.218565	-0.158528	-0.656057	-0.293795	0.130493	0.303642	0.453416	-0.151291	-0.39092	0.243186	-0.102203	-0.0174518	-0.305469	-0.925011	-0.284775	0.124956	0.113779	0.746282	0.188696	-0.197692	-0.166993	-0.954567	-0.317118	0.222802	0.054194	-0.559726	-0.559682	0.135533	-0.132725	0.17651	-0.00805983	-0.122573	-0.343732	-0.264885	-0.236834	0.477134	0.302497	-0.000131541	-0.804514	0.13304	0.520432	0.697806	0.238544	-0.973568	-0.498817	-0.276442	0.131955	0.337215	0.762647	0.189486	-0.815352	-0.303298	-0.03205	0.340498	0.386126
219	-0.36631	-0.218993	-0.337002	0.0575568	0.890284	-0.287594	-0.552387	-0.534712	-0.31573	0.558605	0.249429	0.13332	0.329183	-0.0977401	-0.0645572	0.521737	0.151634	-0.0959771	0.495254	0.24262	0.107936	-0.181566	-0.109602	-0.121728	-0.18396	-0.410506	-0.732176	0.108254	0.604107	-0.18232	-0.661257	-0.13148	0.568287	0.485696	0.134035	0.898395	-0.423516	-0.414525	-0.0538469	0.0156552	0.200276	-0.177266	-0.139573	0.0561333	0.152933	0.261815	-0.119555	-0.179329	-0.446385	-0.0269347	-0.227355	0.247358	0.626867	0.390496	-0.640788	-0.172643	0.218015	-0.098535	0.393357	-0.0176615	-0.319523	-0.46944	-0.351214	-0.0163573	0.77691	0.0767052	-0.38811	-0.680754	-0.303725	0.0936475	0.615525	0.150139
220	-0.592431	-0.740945	-0.229	0.709126	0.489437	-0.0721148	-0.246551	-0.217459	-0.1358	0.875569	0.45933	0.277582	-0.0550026	-0.418197	-0.410335	0.241258	-0.432096	-0.335842	-0.200878	0.0916479	0.206918	-0.295757	-0.174436	0.0311659	-1.08122	-1.12351	-0.275266	0.647326	0.831088	0.703227	-0.304971	-0.37407	-0.132939	-0.256859	0.813827	0.186189	-0.0634792	-0.071614	0.18929	0.0633831	0.0746123	0.674723	-0.205158	-0.401278	0.0916097	0.183299	-0.202544	0.300336	-0.552629	0.28681	0.314877	0.532529	0.518031	0.0316887	0.0678889	-0.594388	-0.380164	0.373556	0.22509	0.305932	-0.460458	-0.11173	-0.355755	0.695475	1.40764	0.089071	0.265551	-0.694894	-0.320115	0.408007	0.653028	0.411822
221	-0.00154025	-0.469016	-0.148262	0.616052	0.600412	0.466682	-0.382222	-0.563202	0.0294186	-0.160316	0.949126	0.518143	-0.355817	-0.506954	-0.326589	-0.116659	0.163456	0.353806	0.307057	-0.816166	-0.0287083	-0.0123016	0.196723	0.055599	0.194996	-0.550321	0.198536	0.0843671	-0.152905	0.476004	-0.183822	-0.580614	0.147222	0.0576316	0.662419	-0.14954	-0.313916	-0.675266	-0.311965	0.517152	0.471312	0.314871	0.24539	-0.371658	-0.383629	-0.0312881	0.0771552	0.557274	-0.177232	-0.702497	-0.205745	0.736856	0.085988	0.467054	0.0657613	-0.319887	-0.060657	0.528452	0.095047	0.2412	-0.342443	-0.681691	-0.231075	0.00827475	0.398169	0.633597	-0.484937	-0.957002	-0.219251	0.618188	0.281783	0.381028
222	-0.208841	-1.02268	-0.128527	-0.013805	0.678075	0.489477	0.138318	-0.493528	-0.0551422	-0.15421	0.657448	0.0967359	-0.000610137	0.234891	-0.329863	-0.0827666	0.447824	0.172111	-0.0376713	0.0282553	0.12036	0.337048	0.166341	0.17018	-0.299151	-0.846471	-0.170053	0.623607	-0.177507	0.269223	-0.326344	-0.0681505	-0.0940418	0.528305	0.300191	0.45407	0.120687	-1.25455	0.0799057	-0.258544	0.391718	0.581385	-0.0131835	-0.116567	0.11725	0.132684	1.24564	0.262436	-0.224582	-0.704065	-0.312168	0.00474088	0.539153	-0.17651	-0.193481	-0.756434	-0.275572	0.547138	-0.14401	-0.302719	-0.0918676	-0.497067	-0.227611	0.14487	0.468457	-0.0979646	0.248932	-0.296019	-0.101071	0.292438	0.230216	0.459299
223	0.0979685	-0.223123	0.471039	0.0817085	-0.120767	0.0343073	-0.398387	-0.418087	-0.26077	0.420768	0.711952	0.580442	-0.459929	-0.11009	0.116654	0.0955515	0.154928	0.409983	0.21935	-0.176867	-0.469899	0.0514192	-0.27333	0.270519	-0.325556	-0.549385	-0.29397	0.418208	0.571396	0.648086	-0.396285	-0.671294	-0.213815	-0.124979	0.779993	0.37696	-0.347095	-0.724263	-0.429342	0.176009	0.303033	0.116673	-0.427081	-1.04936	0.0763652	-0.0455325	0.448229	-0.019883	-0.409255	-0.948547	-0.303135	1.02471	0.730696	0.411016	-0.816676	-0.975597	-0.208341	0.398054	1.36251	0.573131	-0.217109	-0.656994	-0.71343	0.394204	0.104774	-0.0879383	-0.352617	-0.564972	0.0108028	0.296381	0.861584	0.247387
224	-0.204601	0.0294524	-0.046109	-0.108737	0.410075	0.856025	0.163071	-0.0894696	-0.611464	-0.27866	0.0660406	-0.0711692	0.679464	-0.70761	-0.0358489	-0.26612	0.128513	0.378465	0.446415	-0.55851	0.0427207	-0.353358	0.284875	0.0915977	-0.148007	-0.738311	-0.00151191	-0.260733	0.401119	0.276599	0.106134	-0.143293	-0.248904	0.307527	0.675293	0.0335957	-0.183689	-0.463464	-0.566394	0.506406	1.22766	0.643419	-0.253248	-0.870748	-0.515115	0.250339	0.862599	0.382485	0.0351869	-0.55576	-0.215673	0.400734	0.625552	0.0734394	-0.547096	-0.25019	0.0336849	0.0742502	0.160281	1.233	-0.488281	-0.43706	0.0665456	0.770004	0.187098	0.316741	-0.0438503	-0.152283	-0.117013	0.411275	0.286862	0.0171659
225	-0.490632	-0.726918	-0.53181	0.675524	0.33	0.43457	-0.595332	-0.872578	-0.219599	0.63057	0.399656	0.0448373	0.500771	-0.15502	-0.241453	0.159072	0.414907	-0.0402982	0.000564358	-0.0175066	0.504983	0.791713	0.191809	-0.243662	-0.26991	-0.349018	0.0377001	0.341402	1.10407	0.43501	-0.00638107	-0.727688	-0.482752	0.483067	0.787495	0.696361	0.197007	-0.665994	-0.435015	0.502114	0.831169	0.421711	-0.340296	-0.0186724	-0.978625	-0.0962206	0.0478345	0.271603	-0.156332	-0.403591	-0.383991	0.400733	0.311203	0.413005	-0.432657	-0.212398	-0.298852	-0.0752904	0.480931	0.238366	-0.276931	-0.126963	-0.18459	0.536799	0.102246	0.333929	0.266797	-0.511	-0.235715	0.456694	0.46963	0.404276
226	0.291351	-0.530644	-0.0000780692	-0.218076	0.862957	0.478311	0.0162246	-0.632466	-0.151799	0.624276	0.518348	0.264118	-0.149217	0.117588	0.0171813	0.20606	0.187493	0.331534	0.0919762	-0.207832	0.17033	-0.154872	0.264939	0.310546	0.500172	-0.307677	-0.1385	0.367134	0.71791	0.481729	-0.331046	-0.510501	-0.448143	-0.152598	0.0979155	-0.00507807	-0.580654	-0.89158	-0.498188	-0.091687	0.721655	0.463956	0.0208708	-1.01673	-0.602905	0.712739	0.448293	0.609344	-0.153929	-0.251424	0.481909	0.253486	0.696396	0.580147	-0.418797	-0.488845	-0.0121982	-0.0701366	0.145467	0.0575511	0.133976	-0.38085	0.0997191	-0.0628883	0.72668	0.228447	-0.244742	-0.888187	-0.169318	-0.0154937	0.552851	0.0419702
227	-0.0384221	0.0225807	-0.226297	-0.276734	-0.0186997	-0.585117	0.060832	-0.804611	-0.266762	0.200146	-0.0668429	-0.105671	0.0667972	-0.336563	-0.243052	-0.422743	-0.109649	0.149516	-0.348413	-0.154346	-0.272156	0.500566	0.235305	0.0930086	-0.322454	-1.01263	-0.645441	0.66253	0.475249	0.261714	-0.332499	-0.422874	-0.453724	0.110584	0.219349	0.0662707	0.0506192	-0.720051	-0.0309117	-0.130961	0.695943	0.0773288	-0.297388	-0.607913	-0.434993	0.177304	0.528937	0.284879	-0.0635749	-0.242029	0.0469265	0.799136	-0.500148	0.124467	0.334204	-0.273896	-0.0421054	0.0135341	0.989913	0.196147	-0.437246	-0.141284	-0.605074	0.37831	0.552021	0.181004	-0.179925	-0.425063	-0.176678	0.270105	0.644784	0.322695
228	0.435223	-0.163583	0.450979	-0.150984	0.13102	0.671733	-0.297994	-0.225166	-0.318899	-0.342977	0.244992	0.282308	-0.270585	-0.669273	-0.43725	-0.0693866	0.283412	0.148311	0.0929219	-0.505493	0.0173873	-0.225866	0.410712	-0.0950424	0.149625	-0.61957	-0.285493	0.0840739	0.52992	-0.279378	-0.44717	-0.832586	-0.449652	0.460656	0.837081	0.758774	-0.363835	-0.435416	-0.456418	0.0632063	0.00590352	0.600992	-0.19245	-0.706056	0.167255	1.00551	0.398417	-0.335376	0.592467	-0.550459	-0.481909	-0.0765049	0.462623	0.000990861	-0.143611	-0.64449	-0.0715738	0.032904	0.795336	0.33587	0.137332	-0.336034	-0.133331	0.00445281	0.420356	0.0564093	-0.376987	-0.0632045	-0.226509	0.384616	0.233828	-0.373434
229	-0.642202	-0.499326	-0.0850202	0.460987	0.452844	0.330886	-0.893575	-0.204999	-0.0608801	0.0426133	0.59088	0.294563	0.174048	-0.202514	0.190944	0.481391	0.436497	-0.160555	-0.199115	-0.645222	0.128589	0.473899	0.373523	0.42753	0.296576	-0.563302	-0.174809	-0.295813	1.07451	0.311558	-0.116241	-0.410853	0.00902051	0.0115062	0.53646	0.0935815	0.19776	-0.171992	-0.401141	0.0497563	0.684752	0.383144	0.00024641	-0.334995	-0.353921	0.267961	-0.21336	0.0767909	-0.539383	-0.60405	-0.0502667	0.902362	0.171317	0.592836	-0.017836	-0.75288	-0.254916	-0.0786693	0.55312	0.489759	0.0202381	-0.44245	-0.179465	0.449025	0.542146	-0.261034	-0.345721	-1.11251	-0.274135	0.423559	0.510433	0.0282393
230	-0.157357	-0.554918	-0.183097	0.852058	0.806133	0.198922	-0.3647	-0.72431	-0.140103	0.543346	0.776576	0.571072	-0.160264	0.0533348	0.00422785	0.35083	0.0656591	-0.0520963	-0.271546	0.0545537	-0.12522	-0.264663	0.476501	-0.124283	-0.72757	-0.608908	-0.0194272	0.378724	1.1107	0.358505	-0.594733	-0.623803	0.0339822	0.269081	0.666292	0.433029	-0.207688	0.193285	-0.281832	0.118493	-0.0475573	-0.260024	0.190106	-0.252702	-0.283791	0.0542233	-0.194869	0.524503	-0.138563	-0.225034	-0.260448	0.224542	0.42052	0.658008	-0.388063	-0.612714	-0.345186	-0.0509576	0.225117	0.330583	-0.14955	-0.704225	-0.300194	0.210838	0.331263	0.445471	-0.23844	-0.394304	-0.26849	0.302006	0.711603	-0.0700096
231	-0.413845	-0.679295	-0.374095	0.23423	-0.0901704	0.618609	-0.217119	-0.863382	-0.577872	-0.101134	0.170456	0.289165	-0.238105	-0.493822	-0.0850456	-0.119947	0.0570144	0.577494	0.411488	-0.188093	-0.0830594	0.0728697	0.280148	0.326446	-0.224696	-0.810303	-0.414145	0.366862	0.7402	0.519343	-0.404256	-0.500507	-0.630193	0.537644	0.972356	0.522758	-0.160968	-0.275658	-0.154558	0.205711	0.313343	0.156542	-0.521258	-0.0315021	-0.135011	0.157093	0.437036	0.202089	-0.149346	-0.693625	0.149654	-0.324525	0.482616	0.349266	-0.322564	-0.317009	0.138645	0.637019	0.151852	0.203929	-0.155957	-0.389928	0.00052616	0.278851	-0.0334232	0.227961	-0.00994105	-0.114335	-0.442067	0.274811	-0.0187676	0.598594
232	-0.112361	-0.393602	-0.330232	0.404394	1.04623	0.192151	-0.590469	-0.350717	-0.303776	0.239852	0.815854	0.211148	-0.569272	-0.435668	-0.249306	0.0453036	0.476336	0.42847	-0.134176	-0.726699	0.11658	0.0495135	0.84486	0.487641	-0.703063	-0.529269	-0.590662	0.58617	1.09228	0.142287	0.0143036	-0.814153	-0.792501	0.271071	0.632845	0.866812	-0.214677	-0.360907	-0.649631	0.234645	0.446829	0.162467	-0.332633	-0.341999	-0.293662	0.273432	0.10207	0.0787565	0.0789043	-0.311638	0.0226274	-0.242376	0.535526	0.224569	-0.186634	-0.404951	-0.270424	0.379183	0.181301	-0.0872002	-0.10526	-0.979109	-0.69041	0.748226	0.371316	-0.0614138	-0.230244	-0.534548	-0.398381	0.649847	0.411158	0.163122
233	-0.558761	-0.96146	-0.151443	0.416027	0.682863	-0.128228	0.00523845	-0.716061	-0.389893	-0.352134	0.848061	-0.226189	-0.0544944	-0.409662	-0.520336	0.173732	0.171405	-0.275143	-0.0323637	-0.701482	-0.158066	0.606176	0.597608	0.0113411	-0.556702	-0.640507	-0.18576	0.115597	0.842458	0.514649	0.0598365	-0.776872	-0.213086	0.277645	0.172168	0.509586	-0.330727	-0.0624019	-0.0392591	0.0168807	0.211694	-0.0790065	-0.198064	-0.300486	-0.275949	0.291329	0.185138	-0.163864	-0.409943	-0.291618	-0.522215	0.323289	0.926629	-0.154067	-0.686041	-0.605767	-0.154394	0.0648233	0.100684	-0.129404	-0.528177	-0.109853	-0.302121	0.36133	0.582701	-0.0323916	0.00862225	-0.783556	0.00992331	0.46697	0.33645	0.15792
234	-0.0948869	0.0552053	-0.318169	-0.173642	0.0845122	-0.128774	-0.0885773	-0.369624	-0.51741	-0.0617947	0.108853	-0.0353994	-0.447356	-0.00137012	0.414174	-0.0378658	-0.178812	0.259112	0.0415906	-0.430602	-0.0530368	0.210582	-0.374722	-0.264439	-0.42859	-0.0206975	-0.549831	-0.0546967	0.337297	0.191879	0.0839036	-0.240625	-0.289994	-0.274681	0.813375	0.209037	0.290505	-0.0528954	0.10301	0.488081	-0.485742	0.250539	-0.410569	-0.314972	-0.593912	0.44858	0.341386	-0.304742	0.0438706	-0.599629	-0.305512	0.688162	0.735394	-0.0424173	-0.00111535	-0.842293	-0.824166	0.758827	1.27763	0.869563	-0.0682987	-0.0297656	-0.224451	0.0174888	0.577623	0.241408	-0.00196011	-0.259182	-0.223612	0.147796	0.481083	-0.328138
235	-0.191177	-0.676319	-0.776079	0.972371	0.49714	0.578795	-0.389336	-0.0535898	0.013913	0.17051	1.12449	-0.023646	-0.0506762	0.114435	-0.120903	0.0378933	-0.0100214	-0.0262717	-0.255872	-0.126642	-0.437931	-0.211915	0.0177644	0.283302	-0.0610825	-1.19304	-0.381267	0.412726	0.824777	0.539619	-0.597559	-0.947525	-0.290794	0.291161	0.924912	0.425206	-0.476692	-0.551006	-0.152108	-0.241025	0.100327	-0.418036	-0.0997807	0.558426	0.258748	-0.130964	0.452393	0.21197	-0.464995	-0.519696	-0.949519	-0.128966	0.73612	0.0570574	-0.440523	0.00928318	-0.0143878	0.150594	1.16435	0.494153	-0.0340927	-0.678555	0.0998097	0.636503	0.219586	0.188849	-0.422743	0.188806	-0.271371	0.469353	0.714013	-0.232337
236	-0.261089	-0.677009	0.0534642	1.00108	0.944728	0.974671	-0.32974	-0.481217	-0.614109	0.256312	0.614938	0.468478	-0.364427	-0.193514	-0.104322	0.0704421	0.376545	0.185644	-0.647303	-0.483405	-0.860839	0.528812	0.700751	0.417178	-0.488814	-0.701958	0.0251405	0.436964	0.740087	0.488513	-0.389016	-0.82674	-0.331124	0.397397	0.864432	0.216538	-0.288705	-0.420918	0.355855	-0.10875	0.601501	0.143682	-0.0663423	-0.717467	-0.0291329	-0.118027	0.277785	0.230328	-0.488844	-0.87127	-0.675429	0.303389	0.697371	-0.322766	-0.249388	-1.03799	-0.406062	0.622498	0.325719	0.239655	-0.437683	-0.115767	-0.463237	0.0549034	0.179276	0.371849	-0.0958609	-0.650033	0.0165003	-0.155858	0.331085	0.212501
237	-0.266355	-0.476268	-0.493615	0.0870468	0.399891	-0.289458	-0.103965	-0.404077	-0.132878	0.371091	0.171332	0.303863	-0.80333	-0.305766	0.106545	-0.356403	0.322599	0.406823	-0.0653265	-0.704182	-0.132922	-0.152597	0.127279	0.677419	-0.336252	-0.447962	-0.92758	0.202182	0.367238	0.321704	-0.530456	-0.596075	-0.0351309	-0.0271494	0.669234	0.223865	-0.454171	-0.425623	-0.501498	0.711731	0.281023	0.133564	0.406787	-0.17784	-0.286853	0.142375	-0.129566	0.196525	-0.432192	-0.833116	-0.415009	0.323443	0.503505	0.504223	0.0950334	-1.08846	-0.145487	0.404835	0.460089	0.219685	0.203563	-0.265589	-0.726838	0.366529	0.517371	0.330767	-0.50697	-0.211711	-0.47095	0.558658	0.392196	-0.0721443
238	0.142985	-0.604432	0.0677899	0.506813	0.258585	0.562578	0.736447	-0.371838	0.0224929	0.00538044	0.810797	0.164617	-0.135696	-0.195441	-0.343099	0.154502	0.272258	0.0847928	0.792944	-0.0285897	-0.601412	-0.288262	0.44249	-0.0354448	-0.408003	-0.401216	0.0405205	0.165435	0.192293	0.287181	0.0447677	-0.0738856	-0.675553	0.182182	0.804852	0.398232	-0.250293	-0.511977	-0.257453	-0.215331	0.23228	-0.0909169	-0.214834	-0.517347	0.0618386	0.532691	0.0917986	0.516003	-0.0332307	-0.659371	-0.612968	0.259519	0.728937	0.559867	0.0512368	-0.369745	-0.55729	0.613056	0.190338	-0.318523	-0.524446	-0.649342	-0.520131	0.536014	0.288987	0.392165	-0.35815	-0.00322263	-0.189956	-0.0983343	0.412682	0.525286
239	-0.276501	-0.870638	-0.493287	0.0438501	0.558191	0.264429	-0.202361	-0.799864	0.116596	-0.345185	0.510638	0.135022	-0.424625	-0.0807408	0.107672	-0.433644	-0.191599	0.109737	-0.0758963	-0.075372	-0.200846	-0.432949	0.546505	-0.0702201	0.0609591	-0.949841	-0.54417	0.641879	1.18053	0.536515	0.0485092	-0.751275	0.120949	0.850715	0.334547	0.608935	0.272505	-0.283758	-0.167543	0.599434	0.218514	0.089887	-0.338464	-0.574924	-0.320985	-0.447728	0.474028	0.320585	-0.137731	-0.527787	-0.386531	-0.652199	0.510268	0.312442	-0.502743	-0.501491	-0.152938	0.666427	0.400051	0.307769	-0.48422	-0.278823	-0.380663	0.213602	0.177182	-0.270972	0.0405249	-0.841152	-0.600829	0.325346	0.769286	0.195749
240	-0.79917	-0.127669	-0.538381	0.133869	0.242407	0.0883603	-0.20805	0.190157	0.126334	-0.286343	0.0298327	0.640273	-0.15294	-0.610039	-0.252477	0.215022	-0.0594999	0.207032	0.221818	-0.891711	0.0956477	0.547507	0.255072	0.00526973	-0.280774	-1.06992	-0.343943	0.546616	0.832578	0.498621	-0.0085251	-0.658708	-0.273927	0.49597	0.660446	0.00261462	0.112986	-0.265958	-0.197955	-0.0169258	0.573782	0.315999	-0.237608	-0.182788	0.169617	0.263581	0.285867	0.0302812	-0.181448	-0.35674	-0.158736	0.326986	0.348513	0.0872607	-0.0265769	-0.61256	-0.103504	0.273557	0.357251	0.320646	-0.427601	-0.535671	0.00874862	0.446123	0.949225	-0.292319	-0.551646	-0.486103	-0.0403533	-0.325545	0.718693	0.151536
241	-0.330149	-0.842319	-0.0143317	0.131397	0.326277	-0.206473	-0.0497247	-0.674286	-0.392334	0.000799978	0.42984	0.15854	-0.676068	-0.84341	-0.234643	0.0438906	-0.220278	0.02208	-0.0124637	-0.25514	0.20602	-0.0676598	0.32509	-0.0317136	0.0741169	-0.740771	-0.540018	0.29183	0.315597	0.334517	-0.0627325	-0.600466	-0.306544	0.440384	0.640185	0.25403	0.240511	-0.258249	0.132017	0.129515	0.914325	-0.109686	0.0752259	0.139981	-0.0573788	-0.0918126	0.601154	0.121423	-0.0759937	-0.67115	-0.317949	0.269047	0.44865	0.586234	-0.888418	-0.739993	-0.272624	0.24881	0.620831	0.293187	0.171615	-0.667399	0.287817	0.192995	0.2455	-0.0921579	0.0279447	-0.584739	-0.106719	0.695646	0.4108	-0.176861
242	-0.055624	-0.560992	-0.370837	0.119108	0.16568	-0.171034	0.199306	-0.059975	-0.400992	0.705568	0.48446	-0.0113145	-0.133009	-0.0495721	-0.256676	0.100917	0.210638	0.480429	0.267596	-0.430971	-0.054022	0.232992	-0.00310555	-0.297206	-0.555801	-0.14769	-0.572051	-0.0248316	0.195639	0.252196	0.181256	-0.382166	-0.0928646	-0.126492	0.391954	0.36069	-0.269873	-0.750933	-0.404777	0.230688	0.273488	0.283392	-0.146001	-0.432311	-0.301113	0.363606	0.214804	0.24256	-0.180623	-0.441552	-0.0298127	0.630526	0.0696672	0.119827	-0.115056	-0.0385641	-0.392184	0.0508643	0.375427	0.684913	-0.152029	-0.0186351	0.232405	0.0552266	0.54561	-0.297014	0.157341	-0.678246	-0.637614	-0.0156818	0.316949	-0.37746
243	-0.773177	-0.181154	0.0640052	0.291923	0.515218	0.402205	-0.651148	-0.175985	-0.576056	0.408489	0.654813	0.479972	0.179387	-0.201588	-0.457653	0.0721412	0.425774	-0.270256	-0.698338	-0.249673	-0.045695	0.241018	0.429974	0.290018	0.0754556	-0.920876	-0.160251	0.874359	0.115533	0.293802	-0.117184	-0.85552	0.0133724	0.502587	0.891661	0.273284	-0.0819776	-0.0981364	-0.195709	0.189782	0.511816	-0.189844	-0.254146	-0.592399	0.133041	-0.110158	0.988177	0.0326772	-0.191409	-0.528963	0.0361671	-0.171317	0.651637	0.205762	-0.035149	-0.463194	-0.233019	0.155694	0.287045	0.219419	-0.440728	-0.0287074	-0.0935429	0.104887	0.841503	0.31186	-0.343254	-0.377687	-0.462055	-0.203197	0.491786	0.0613108
244	-0.22187	-0.134332	0.231745	0.281046	0.266393	-0.155465	0.265593	-0.313139	-0.295519	-0.176007	-0.298187	-0.104045	0.0111185	-0.581734	-0.154153	0.306941	0.156009	-0.0245726	-0.154645	-0.389508	-0.227643	0.323784	-0.0812432	0.478327	-0.348772	-0.656645	-0.154075	-0.0976689	0.669947	0.558067	-0.105679	-0.321129	-0.622373	0.546637	0.720111	-0.0274712	-0.536584	0.12557	-0.550806	-0.0251283	-0.170268	0.424852	-0.0259446	-0.468112	-0.208961	-0.146662	0.496196	-0.213914	0.0162817	-0.641981	-0.099844	-0.0955098	0.594683	0.292299	0.329015	-0.143913	0.13443	-0.135189	0.196999	0.346873	0.255152	-0.156582	-0.331028	0.913666	0.0458832	-0.331908	-0.133292	-0.830001	-0.379324	0.592434	0.324783	0.437405
245	-0.259066	-0.224214	-0.180703	-0.191653	0.131826	-0.0190129	0.286635	0.0933759	0.0444144	0.144863	0.117768	0.102446	0.309556	0.587302	-0.365657	0.084725	0.302498	0.140803	-0.39858	0.259776	-0.804124	0.048312	0.356042	-0.0893521	-0.333914	-0.821241	-0.257228	0.481423	0.507179	0.48966	-0.431332	0.0521469	-0.304976	0.834977	0.804308	0.289083	-0.0686922	-0.534934	-0.248495	0.734073	0.149914	-0.503013	-0.0670718	-0.409166	0.118294	-0.0568306	0.240451	0.0091165	-0.428032	-0.213734	-0.0862032	0.671367	0.236653	-0.0346879	-0.0211395	-0.776948	-0.0885813	0.296014	0.406438	0.626989	-0.340566	-0.4786	-0.142401	0.0336742	0.54063	-0.328735	-0.0556857	-0.0729089	0.042459	-0.0890601	0.538082	-0.00964555
246	0.159125	-0.348761	-0.487646	-0.549618	0.446686	-0.0562368	-0.397408	-0.311472	-0.564541	0.390123	0.696478	0.201459	-0.387612	-0.423074	0.19126	0.181417	0.142565	0.149988	-0.322072	-0.65954	-0.558175	0.171988	0.528967	0.0829264	-0.153975	-0.269192	-0.145162	0.824749	0.508175	0.350583	-0.563645	-0.213621	-0.406986	-0.0589927	1.06275	0.164479	-0.478266	-0.225159	-0.292213	0.382884	-0.0541306	0.276087	0.0749137	0.138088	0.0474171	0.563678	0.172008	0.0565775	-0.3387	-0.412043	-0.393188	0.474512	0.155717	-0.132836	-0.173121	-0.283506	-0.419445	0.322099	0.721989	-0.565841	-0.426713	-0.619859	-0.856881	0.465558	0.866542	0.207877	-0.487757	-0.519815	-0.0661268	0.465716	0.442642	0.293651
