,toybin0000
5095,0.292417
5096,0.292569
5097,0.209004
5098,0.538881
5099,0.524926
5100,0.342013
5101,0.290104
5102,0.237039
5103,0.518624
5104,0.548747
5105,0.548747
5106,0.246148
5107,0.275576
5108,0.232162
5109,0.247201
5110,0.326838
5111,0.285912
5112,0.352397
5113,0.467297
5114,0.215874
5115,0.227069
5116,0.295298
5117,0.366449
5118,0.372183
5119,0.444005
5120,0.359553
5121,0.400006
5122,0.447597
5123,0.447597
5124,0.525047
5125,0.549657
5126,0.542816
5127,0.589913
5128,0.528673
5129,0.524824
5130,0.501435
5131,0.193473
5132,0.178764
5133,0.441976
5134,0.479213
5135,0.47301
5136,0.112356
5137,0.142601
5138,0.11277
5139,0.16639
5140,0.367787
5141,0.367398
5142,0.390908
5143,0.454911
5144,0.39437
5145,0.356629
5146,0.491978
5147,0.493757
5148,0.321749
5149,0.321237
5150,0.266256
5151,0.140661
5152,0.412499
5153,0.37657
5154,0.37657
5155,0.501533
5156,0.434718
5157,0.386785
5158,0.573797
5159,0.738052
5160,0.686212
5161,0.552202
5162,0.309924
5163,0.290971
5164,0.392871
5165,0.464892
5166,0.464342
5167,0.426993
5168,0.339082
5169,0.386459
5170,0.424734
5171,0.404826
5172,0.468477
5173,0.559104
5174,0.462546
5175,0.456136
5176,0.443388
5177,0.472803
5178,0.452417
5179,0.360896
5180,0.478029
5181,0.502853
5182,0.484534
5183,0.512225
5184,0.53071
5185,0.49854
5186,0.459503
5187,0.420985
5188,0.283356
5189,0.283356
5190,0.445694
5191,0.416639
5192,0.562138
5193,0.484188
5194,0.453478
5195,0.44181
5196,0.463322
5197,0.427132
5198,0.388659
5199,0.389798
5200,0.435495
5201,0.373128
5202,0.427395
5203,0.410561
5204,0.216757
5205,0.24678
5206,0.235507
5207,0.328006
5208,0.326356
5209,0.326356
5210,0.262309
5211,0.36315
5212,0.196935
5213,0.161757
5214,0.483987
5215,0.489521
5216,0.45484
5217,0.41697
5218,0.43564
5219,0.490824
5220,0.513747
5221,0.377651
5222,0.321284
5223,0.409735
5224,0.403622
5225,0.403962
5226,0.403962
5227,0.461368
5228,0.285499
5229,0.199033
5230,0.296988
5231,0.268297
5232,0.344732
5233,0.583612
5234,0.617426
5235,0.56059
5236,0.544972
5237,0.562437
5238,0.440324
5239,0.431707
5240,0.511213
5241,0.477704
5242,0.514766
5243,0.490299
5244,0.51722
5245,0.458308
5246,0.331731
5247,0.351026
5248,0.337136
5249,0.323331
5250,0.24423
5251,0.268128
5252,0.268128
5253,0.268128
5254,0.268128
5255,0.343975
5256,0.383986
5257,0.35704
5258,0.584788
5259,0.380376
5260,0.476193
5261,0.448444
5262,0.260358
5263,0.572402
5264,0.364168
5265,0.350207
5266,0.313083
5267,0.393538
5268,0.182089
5269,0.494575
5270,0.542018
5271,0.533365
5272,0.505039
5273,0.545258
5274,0.331007
5275,0.337915
5276,0.366042
5277,0.388454
5278,0.321124
5279,0.520212
5280,0.414386
5281,0.395165
5282,0.412212
5283,0.462844
5284,0.462844
5285,0.339054
5286,0.609544
5287,0.359644
5288,0.51361
5289,0.423072
5290,0.485177
5291,0.567176
5292,0.498955
5293,0.551933
5294,0.461125
5295,0.450315
5296,0.539544
5297,0.45885
5298,0.374202
5299,0.434164
5300,0.292037
5301,0.330934
5302,0.304658
5303,0.495085
5304,0.476392
5305,0.488425
5306,0.260686
5307,0.402528
5308,0.328101
5309,0.386827
5310,0.346695
5311,0.313635
5312,0.313635
5313,0.458151
5314,0.436364
5315,0.389936
5316,0.180133
5317,0.296588
5318,0.255005
5319,0.262626
5320,0.407584
5321,0.261955
5322,0.359888
5323,0.461406
5324,0.660203
5325,0.478806
5326,0.328704
5327,0.230287
5328,0.227022
5329,0.507268
5330,0.362463
5331,0.49518
5332,0.463748
5333,0.427704
5334,0.435169
5335,0.344212
5336,0.538476
5337,0.470817
5338,0.115054
5339,0.226145
5340,0.152009
5341,0.113642
5342,0.681462
5343,0.100386
5344,0.23736
5345,0.480784
5346,0.290539
5347,0.231586
5348,0.320068
5349,0.617984
5350,0.615925
5351,0.358358
5352,0.473155
5353,0.607108
5354,0.555584
5355,0.391301
5356,0.471692
5357,0.457606
5358,0.377291
5359,0.377291
5360,0.457897
5361,0.360425
5362,0.373761
5363,0.395863
5364,0.212774
5365,0.277703
5366,0.448184
5367,0.491647
5368,0.538842
5369,0.653752
5370,0.668908
5371,0.694689
5372,0.487076
5373,0.487076
5374,0.329145
5375,0.323923
5376,0.3057
5377,0.308957
5378,0.272887
5379,0.433326
5380,0.485338
5381,0.375433
5382,0.483534
5383,0.472924
5384,0.510031
5385,0.407764
5386,0.442933
5387,0.250161
5388,0.296192
5389,0.435968
5390,0.562853
5391,0.551578
5392,0.510999
5393,0.459811
5394,0.397111
5395,0.20189
5396,0.246854
5397,0.192055
5398,0.441592
5399,0.292231
5400,0.313133
5401,0.328224
5402,0.411399
5403,0.60614
5404,0.622287
5405,0.604796
5406,0.586202
5407,0.645086
5408,0.715441
5409,0.66299
5410,0.312462
5411,0.204808
5412,0.286902
5413,0.223426
5414,0.223426
5415,0.373225
5416,0.450071
5417,0.518489
5418,0.355467
5419,0.355467
5420,0.348618
5421,0.391778
5422,0.376485
5423,0.276013
5424,0.304243
5425,0.153865
5426,0.40435
5427,0.39713
5428,0.39713
5429,0.340602
5430,0.362027
5431,0.3368
5432,0.392676
5433,0.521663
5434,0.541828
5435,0.513972
5436,0.622373
5437,0.586655
5438,0.546559
5439,0.559853
5440,0.590266
5441,0.424309
5442,0.473944
5443,0.488034
5444,0.463572
5445,0.520029
5446,0.463116
5447,0.408118
5448,0.408118
5449,0.186182
5450,0.353184
5451,0.341366
5452,0.447251
5453,0.420499
5454,0.467511
5455,0.550673
5456,0.523158
5457,0.145256
5458,0.124096
5459,0.181105
5460,0.241651
5461,0.453761
5462,0.539627
5463,0.565582
5464,0.331281
5465,0.435065
5466,0.329903
5467,0.256621
5468,0.323614
5469,0.289962
5470,0.289962
5471,0.235584
5472,0.310098
5473,0.321284
5474,0.528557
5475,0.458127
5476,0.415499
5477,0.519425
5478,0.664971
5479,0.473207
5480,0.383317
5481,0.497966
5482,0.601648
5483,0.560799
5484,0.492547
5485,0.499595
5486,0.504329
5487,0.501385
5488,0.476336
5489,0.382617
5490,0.459793
5491,0.331899
5492,0.402798
5493,0.401463
5494,0.37179
5495,0.370334
5496,0.458545
5497,0.365999
5498,0.365999
5499,0.439246
5500,0.513345
5501,0.44517
5502,0.511081
5503,0.394316
5504,0.429118
5505,0.524377
5506,0.352121
5507,0.4347
5508,0.322696
5509,0.288421
5510,0.224911
5511,0.105573
5512,0.114713
5513,0.553959
5514,0.487566
5515,0.611577
5516,0.667941
5517,0.714241
5518,0.7018
5519,0.649827
5520,0.632672
5521,0.622709
5522,0.340046
5523,0.467486
5524,0.237468
5525,0.286063
5526,0.377985
5527,0.41646
5528,0.243918
5529,0.27818
5530,0.41423
5531,0.439388
5532,0.640749
5533,0.62345
5534,0.666688
5535,0.704579
5536,0.71705
5537,0.341866
5538,0.409044
5539,0.511573
5540,0.5257
5541,0.353729
5542,0.358643
5543,0.358643
5544,0.32945
5545,0.345679
5546,0.577993
5547,0.605448
5548,0.589967
5549,0.500633
5550,0.389186
5551,0.387617
5552,0.506872
5553,0.502368
5554,0.508237
5555,0.354618
5556,0.377547
5557,0.211281
5558,0.480234
5559,0.58496
5560,0.446348
5561,0.461408
5562,0.603345
5563,0.349313
5564,0.474693
5565,0.551369
5566,0.605322
5567,0.598251
5568,0.392604
5569,0.449414
5570,0.174648
5571,0.533138
5572,0.486335
5573,0.527859
5574,0.336863
5575,0.600205
5576,0.550424
5577,0.422556
5578,0.422556
5579,0.456273
5580,0.253297
5581,0.310336
5582,0.376893
5583,0.268692
5584,0.266704
5585,0.29251
5586,0.27079
5587,0.31729
5588,0.406474
5589,0.361291
5590,0.428614
5591,0.40082
5592,0.40082
5593,0.201777
5594,0.208414
5595,0.308116
5596,0.364863
5597,0.574602
5598,0.503472
5599,0.423958
5600,0.31211
5601,0.298386
5602,0.399822
5603,0.373541
5604,0.452082
5605,0.363492
5606,0.37096
5607,0.34292
5608,0.36663
5609,0.322717
5610,0.56293
5611,0.533774
5612,0.554684
5613,0.539471
5614,0.643528
5615,0.63823
5616,0.546412
5617,0.24864
5618,0.227302
5619,0.245153
5620,0.324665
5621,0.280267
5622,0.278135
5623,0.419465
5624,0.501428
5625,0.521665
5626,0.540069
5627,0.598104
5628,0.342948
5629,0.388663
5630,0.414123
5631,0.265557
5632,0.409184
5633,0.427446
5634,0.598661
5635,0.656346
5636,0.640791
5637,0.647959
5638,0.395629
5639,0.391553
5640,0.497909
5641,0.531424
5642,0.337758
5643,0.395945
5644,0.428689
5645,0.305833
5646,0.338579
5647,0.560324
5648,0.311527
5649,0.377246
5650,0.530162
5651,0.482339
5652,0.359027
5653,0.482392
5654,0.496315
5655,0.542563
5656,0.399353
5657,0.417625
5658,0.378993
5659,0.527386
5660,0.529616
5661,0.200807
5662,0.30124
5663,0.440037
5664,0.295677
5665,0.364665
5666,0.361676
5667,0.485004
5668,0.490123
5669,0.614871
5670,0.615001
5671,0.518446
5672,0.425092
5673,0.396861
5674,0.2491
5675,0.224236
5676,0.196157
5677,0.521966
5678,0.509364
5679,0.419729
5680,0.272902
5681,0.173305
5682,0.196375
5683,0.367801
5684,0.610809
5685,0.486211
5686,0.620112
5687,0.51708
5688,0.538963
5689,0.526604
5690,0.535058
5691,0.442212
5692,0.373848
5693,0.435376
5694,0.497386
5695,0.331481
5696,0.355858
5697,0.389619
5698,0.503048
5699,0.486199
5700,0.236692
5701,0.369882
5702,0.357825
5703,0.364313
5704,0.450937
5705,0.337448
5706,0.294859
5707,0.318538
5708,0.318538
5709,0.265173
5710,0.387671
5711,0.438198
5712,0.389599
5713,0.418904
5714,0.531436
5715,0.511043
5716,0.598499
5717,0.603926
5718,0.571833
5719,0.483033
5720,0.515784
5721,0.493598
5722,0.361996
5723,0.37725
5724,0.37725
5725,0.427798
5726,0.258078
5727,0.29985
5728,0.316323
5729,0.306982
5730,0.293063
5731,0.293063
5732,0.403949
5733,0.336655
5734,0.508436
5735,0.474242
5736,0.358709
5737,0.382596
5738,0.421283
5739,0.49455
5740,0.488542
5741,0.356169
5742,0.356169
5743,0.270467
5744,0.340029
5745,0.332523
5746,0.522046
5747,0.354522
5748,0.50819
5749,0.52107
5750,0.395883
5751,0.599822
5752,0.591919
5753,0.62291
5754,0.657629
5755,0.427904
5756,0.599618
5757,0.328329
5758,0.276693
5759,0.394862
5760,0.379722
5761,0.21095
5762,0.265578
5763,0.451002
5764,0.556227
5765,0.549509
5766,0.552075
5767,0.612082
5768,0.568437
5769,0.533623
5770,0.388363
5771,0.431638
5772,0.341134
5773,0.598738
5774,0.617135
5775,0.2976
5776,0.445728
5777,0.390198
5778,0.330692
5779,0.431257
5780,0.526191
5781,0.484902
5782,0.450391
5783,0.361573
5784,0.361573
5785,0.460515
5786,0.241458
5787,0.242834
5788,0.407734
5789,0.268104
5790,0.466381
5791,0.330826
5792,0.330826
5793,0.493799
5794,0.347152
5795,0.286207
5796,0.381045
5797,0.427599
5798,0.425139
5799,0.327583
5800,0.411834
5801,0.474476
5802,0.415813
5803,0.63057
5804,0.352005
5805,0.514249
5806,0.504999
5807,0.416589
5808,0.591115
5809,0.359499
5810,0.557685
5811,0.574134
5812,0.394322
5813,0.3922
5814,0.432058
5815,0.292247
5816,0.345529
5817,0.453278
5818,0.387119
5819,0.231443
5820,0.207136
5821,0.204954
5822,0.0943789
5823,0.227104
5824,0.10523
5825,0.227137
5826,0.149153
5827,0.292906
5828,0.295406
5829,0.288856
5830,0.288856
5831,0.287189
5832,0.339424
5833,0.396343
5834,0.526797
5835,0.413855
5836,0.400125
5837,0.347513
5838,0.35304
5839,0.51391
5840,0.492973
5841,0.371154
5842,0.391298
5843,0.448914
5844,0.404692
5845,0.274998
5846,0.339391
5847,0.449956
5848,0.287071
5849,0.224981
5850,0.493312
5851,0.383318
5852,0.528253
5853,0.510233
5854,0.544834
5855,0.544834
5856,0.45293
5857,0.303293
5858,0.618115
5859,0.462745
5860,0.462745
5861,0.234954
5862,0.401398
5863,0.463377
5864,0.360598
5865,0.407341
5866,0.443768
5867,0.33921
5868,0.36225
5869,0.330548
5870,0.330548
5871,0.331541
5872,0.331541
5873,0.358644
5874,0.505011
5875,0.336568
5876,0.482247
5877,0.373356
5878,0.373356
5879,0.593568
5880,0.573054
5881,0.579128
5882,0.572327
5883,0.388182
5884,0.386651
5885,0.291221
5886,0.530491
5887,0.546141
5888,0.318659
5889,0.1962
5890,0.304956
5891,0.141733
5892,0.288371
5893,0.431847
5894,0.426129
5895,0.711672
5896,0.713897
5897,0.689125
5898,0.449573
5899,0.605129
5900,0.618756
5901,0.336484
5902,0.296613
5903,0.359811
5904,0.713665
5905,0.416467
5906,0.213872
5907,0.248589
5908,0.332787
5909,0.353985
5910,0.426802
5911,0.432715
5912,0.475117
5913,0.659694
5914,0.662032
5915,0.560076
5916,0.618283
5917,0.63965
5918,0.328984
5919,0.528128
5920,0.439119
5921,0.426159
5922,0.457657
5923,0.478015
5924,0.453457
5925,0.536959
5926,0.563767
5927,0.363308
5928,0.433006
5929,0.23695
5930,0.156754
5931,0.230164
5932,0.194382
5933,0.281403
5934,0.360413
5935,0.360413
5936,0.401331
5937,0.408654
5938,0.255751
5939,0.433046
5940,0.438664
5941,0.422067
5942,0.478656
5943,0.552436
5944,0.550323
5945,0.524366
5946,0.55296
5947,0.533605
5948,0.464561
5949,0.521661
5950,0.558355
5951,0.363218
5952,0.380202
5953,0.438802
5954,0.452669
5955,0.454445
5956,0.372065
5957,0.294357
5958,0.421266
5959,0.421266
5960,0.266094
5961,0.198198
5962,0.437464
5963,0.438832
5964,0.65617
5965,0.696245
5966,0.571936
5967,0.573372
5968,0.538189
5969,0.344727
5970,0.341822
5971,0.364525
5972,0.424328
5973,0.417556
5974,0.417392
5975,0.365977
5976,0.433199
5977,0.373648
5978,0.524644
5979,0.502141
5980,0.589523
5981,0.449368
5982,0.479429
5983,0.49317
5984,0.456508
5985,0.452558
5986,0.471609
5987,0.256547
5988,0.533336
5989,0.50981
5990,0.452784
5991,0.389232
5992,0.381255
5993,0.465475
5994,0.345522
5995,0.493286
5996,0.625245
5997,0.593816
5998,0.316581
5999,0.339065
6000,0.355315
6001,0.520525
6002,0.371581
6003,0.185025
6004,0.238574
6005,0.265444
6006,0.195047
6007,0.1713
6008,0.259555
6009,0.374078
6010,0.389236
6011,0.230899
6012,0.35194
6013,0.404643
6014,0.506193
6015,0.366181
6016,0.366181
6017,0.580309
6018,0.45266
6019,0.417115
6020,0.262598
6021,0.262598
6022,0.298587
6023,0.504949
6024,0.481389
6025,0.549808
6026,0.526483
6027,0.423522
6028,0.475903
6029,0.467012
6030,0.489945
6031,0.373365
6032,0.368348
6033,0.550573
6034,0.670628
6035,0.683963
6036,0.452342
6037,0.361295
6038,0.531546
6039,0.641532
6040,0.505778
6041,0.44068
6042,0.368046
6043,0.286366
6044,0.426667
6045,0.217885
6046,0.261382
6047,0.286362
6048,0.281312
6049,0.281312
6050,0.186257
6051,0.253593
6052,0.23497
6053,0.440761
6054,0.296958
6055,0.296958
6056,0.189823
6057,0.32061
6058,0.363113
6059,0.47192
6060,0.403224
6061,0.186266
6062,0.494396
6063,0.419633
6064,0.441785
6065,0.613685
6066,0.325542
6067,0.327534
6068,0.259877
6069,0.427822
6070,0.142817
6071,0.142817
6072,0.55438
6073,0.432552
6074,0.465111
6075,0.218911
6076,0.37566
6077,0.459701
6078,0.360027
6079,0.286057
6080,0.329124
6081,0.372627
6082,0.372627
6083,0.37774
6084,0.141358
6085,0.252889
6086,0.55282
6087,0.459782
6088,0.487469
6089,0.487469
6090,0.566279
6091,0.322184
6092,0.25248
6093,0.33039
6094,0.33068
6095,0.330238
6096,0.350545
6097,0.356014
6098,0.370763
6099,0.474096
6100,0.324857
6101,0.246991
6102,0.226443
6103,0.264121
6104,0.138346
6105,0.413653
6106,0.370608
6107,0.396846
6108,0.644683
6109,0.692621
6110,0.69288
6111,0.568982
6112,0.398172
6113,0.477692
6114,0.487742
6115,0.467261
6116,0.552629
6117,0.329855
6118,0.329855
6119,0.463483
6120,0.447746
6121,0.443978
6122,0.369498
6123,0.301085
6124,0.429105
6125,0.445936
6126,0.336394
6127,0.56199
6128,0.541829
6129,0.417737
6130,0.432035
6131,0.410421
6132,0.414093
6133,0.39191
6134,0.445224
6135,0.379523
6136,0.371478
6137,0.329236
6138,0.328596
6139,0.328596
6140,0.345904
6141,0.549242
6142,0.464959
6143,0.467368
6144,0.362336
6145,0.47221
6146,0.452609
6147,0.411698
6148,0.325361
6149,0.321394
6150,0.508674
6151,0.594406
6152,0.532414
6153,0.508432
6154,0.301817
6155,0.264316
6156,0.298011
6157,0.216771
6158,0.318625
6159,0.335703
6160,0.322987
6161,0.248855
6162,0.368804
6163,0.354084
6164,0.416455
6165,0.289143
6166,0.245007
6167,0.341572
6168,0.326158
6169,0.552888
6170,0.371419
6171,0.346335
6172,0.373797
6173,0.364867
6174,0.645322
6175,0.341509
6176,0.508691
6177,0.563822
6178,0.345262
6179,0.274962
6180,0.345963
6181,0.342465
6182,0.33366
6183,0.396659
6184,0.410102
6185,0.501089
6186,0.665163
6187,0.56308
6188,0.542896
6189,0.226139
6190,0.194402
6191,0.277086
6192,0.421179
6193,0.403357
6194,0.537164
6195,0.545389
6196,0.531227
6197,0.561158
6198,0.361462
6199,0.602734
6200,0.655933
6201,0.533527
6202,0.386607
6203,0.539567
6204,0.581073
6205,0.555998
6206,0.616181
6207,0.513964
6208,0.478662
6209,0.373962
6210,0.436523
6211,0.436523
6212,0.423488
6213,0.391303
6214,0.411017
6215,0.195534
6216,0.0857343
6217,0.233996
6218,0.247579
6219,0.197256
6220,0.201718
6221,0.212172
6222,0.274626
6223,0.471964
6224,0.398851
6225,0.137591
6226,0.137591
6227,0.221348
6228,0.260261
6229,0.240362
6230,0.426318
6231,0.278857
6232,0.455952
6233,0.225792
6234,0.269513
6235,0.22253
6236,0.104605
6237,0.521412
6238,0.633087
6239,0.407911
6240,0.468009
6241,0.355969
6242,0.346367
6243,0.354968
6244,0.436145
6245,0.219201
6246,0.416577
6247,0.418468
6248,0.33331
6249,0.633322
6250,0.472636
6251,0.491394
6252,0.639377
6253,0.593112
6254,0.350308
6255,0.448417
6256,0.494071
6257,0.433261
6258,0.450156
6259,0.459359
6260,0.390291
6261,0.310189
6262,0.287157
6263,0.287157
6264,0.313668
6265,0.398447
6266,0.531245
6267,0.425376
6268,0.518667
6269,0.422599
6270,0.318356
6271,0.316076
6272,0.327431
6273,0.260259
6274,0.260259
6275,0.4499
6276,0.306366
6277,0.464297
6278,0.474162
6279,0.450506
6280,0.380072
6281,0.490018
6282,0.493887
6283,0.239668
6284,0.239668
6285,0.222013
6286,0.428717
6287,0.401745
6288,0.557219
6289,0.545952
6290,0.337826
6291,0.338166
6292,0.516265
6293,0.456394
6294,0.48808
6295,0.462963
6296,0.5777
6297,0.325916
6298,0.353401
6299,0.326261
6300,0.502618
6301,0.349731
6302,0.396813
6303,0.30255
6304,0.339568
6305,0.339568
6306,0.339568
6307,0.301647
6308,0.307677
6309,0.288597
6310,0.372587
6311,0.385411
6312,0.375709
6313,0.51605
6314,0.519732
6315,0.657172
6316,0.351788
6317,0.342918
6318,0.362692
6319,0.36913
6320,0.39313
6321,0.495424
6322,0.326837
6323,0.386654
6324,0.386654
6325,0.459541
6326,0.4086
6327,0.331349
6328,0.301507
6329,0.376068
6330,0.358008
6331,0.322302
6332,0.355344
6333,0.324115
6334,0.530779
6335,0.542767
6336,0.514127
6337,0.536159
6338,0.536159
6339,0.650602
6340,0.706037
6341,0.664098
6342,0.355245
6343,0.589392
6344,0.594236
6345,0.450342
6346,0.444102
6347,0.271659
6348,0.271659
6349,0.394681
6350,0.216544
6351,0.46978
6352,0.474874
6353,0.648746
6354,0.632881
6355,0.45125
6356,0.385477
6357,0.392086
6358,0.462978
6359,0.383991
6360,0.393687
6361,0.412892
6362,0.397477
6363,0.281783
6364,0.233763
6365,0.465277
6366,0.488531
6367,0.459874
6368,0.640944
6369,0.432519
6370,0.435501
6371,0.591182
6372,0.559486
6373,0.520456
6374,0.459472
6375,0.390457
6376,0.384505
6377,0.412154
6378,0.363019
6379,0.451045
6380,0.391064
6381,0.301119
6382,0.301119
6383,0.404759
6384,0.538854
6385,0.447354
6386,0.476538
6387,0.431201
6388,0.38785
6389,0.359491
6390,0.521227
6391,0.571155
6392,0.554025
6393,0.55049
6394,0.589334
6395,0.589739
6396,0.271709
6397,0.327094
6398,0.22934
6399,0.367338
6400,0.403391
6401,0.408496
6402,0.556312
6403,0.382252
6404,0.439742
6405,0.455443
6406,0.590843
6407,0.338429
6408,0.550841
6409,0.597497
6410,0.617922
6411,0.58877
6412,0.582458
6413,0.547874
6414,0.344335
6415,0.344335
6416,0.364921
6417,0.33916
6418,0.520774
6419,0.403523
6420,0.486661
6421,0.639402
6422,0.586522
6423,0.345197
6424,0.480935
6425,0.466507
6426,0.325169
6427,0.320066
6428,0.320066
6429,0.188576
6430,0.422165
6431,0.398846
6432,0.428829
6433,0.524436
6434,0.476932
6435,0.511714
6436,0.552557
6437,0.455742
6438,0.542493
6439,0.455744
6440,0.39331
6441,0.354215
6442,0.354215
6443,0.450207
6444,0.395106
6445,0.412468
6446,0.412816
6447,0.539861
6448,0.542226
6449,0.460935
6450,0.46767
6451,0.581806
6452,0.544387
6453,0.493536
6454,0.448157
6455,0.400819
6456,0.400819
6457,0.586625
6458,0.60042
6459,0.546256
6460,0.504549
6461,0.191134
6462,0.129914
6463,0.166144
6464,0.388043
6465,0.341102
6466,0.351081
6467,0.566839
6468,0.528795
6469,0.515647
6470,0.317075
6471,0.317075
6472,0.473257
6473,0.316378
6474,0.553425
6475,0.510589
6476,0.331763
6477,0.264076
6478,0.313939
6479,0.313939
6480,0.170707
6481,0.124326
6482,0.423321
6483,0.460168
6484,0.420196
6485,0.425138
6486,0.512323
6487,0.300028
6488,0.254284
6489,0.470314
6490,0.397564
6491,0.294871
6492,0.347166
6493,0.575363
6494,0.421638
6495,0.429022
6496,0.494325
6497,0.523199
6498,0.402784
6499,0.288655
6500,0.307775
6501,0.387977
6502,0.362936
6503,0.376673
6504,0.376673
6505,0.409778
6506,0.519548
6507,0.566866
6508,0.430293
6509,0.423081
6510,0.670081
6511,0.396724
6512,0.430628
6513,0.403829
6514,0.445116
6515,0.350357
6516,0.369722
6517,0.354729
6518,0.193655
6519,0.363487
6520,0.361707
6521,0.430405
6522,0.601353
6523,0.435381
6524,0.445169
6525,0.395963
6526,0.414094
6527,0.411434
6528,0.603376
6529,0.567037
6530,0.361691
6531,0.603907
6532,0.583259
6533,0.506691
6534,0.494263
6535,0.540085
6536,0.535646
6537,0.447255
6538,0.382645
6539,0.38697
6540,0.562824
6541,0.53217
6542,0.248486
6543,0.386678
6544,0.318361
6545,0.209864
6546,0.321656
6547,0.321656
6548,0.437659
6549,0.379618
6550,0.452684
6551,0.452684
6552,0.233482
6553,0.398618
6554,0.642007
6555,0.142909
6556,0.469829
6557,0.457331
6558,0.394892
6559,0.465961
6560,0.411245
6561,0.405174
6562,0.0328714
6563,0.200568
6564,0.163528
6565,0.259644
6566,0.358045
6567,0.411574
6568,0.441692
6569,0.516502
6570,0.532553
6571,0.5601
6572,0.575363
6573,0.376238
6574,0.405045
6575,0.320052
6576,0.179564
6577,0.274714
6578,0.297977
6579,0.355398
6580,0.20374
6581,0.362397
6582,0.359198
6583,0.547962
6584,0.472305
6585,0.442342
6586,0.321062
6587,0.322383
6588,0.305997
6589,0.329038
6590,0.375383
6591,0.482527
6592,0.544124
6593,0.544578
6594,0.514422
6595,0.390154
6596,0.442353
6597,0.463696
6598,0.375965
6599,0.26292
6600,0.26292
6601,0.320648
6602,0.279421
6603,0.279421
6604,0.409403
6605,0.398852
6606,0.516265
6607,0.473493
6608,0.352836
6609,0.345923
6610,0.307245
6611,0.294804
6612,0.223066
6613,0.421672
6614,0.268807
6615,0.262062
6616,0.174336
6617,0.30368
6618,0.317366
6619,0.408283
6620,0.364988
6621,0.664651
6622,0.640805
6623,0.626774
6624,0.514159
6625,0.523443
6626,0.325791
6627,0.397216
6628,0.185953
6629,0.602603
6630,0.57336
6631,0.342952
6632,0.492027
6633,0.352932
6634,0.32115
6635,0.340873
6636,0.340873
6637,0.58053
6638,0.300401
6639,0.425053
6640,0.439833
6641,0.44127
6642,0.468207
6643,0.467042
6644,0.467504
6645,0.240856
6646,0.402133
6647,0.410482
6648,0.412321
6649,0.215758
6650,0.189928
6651,0.31695
6652,0.515426
6653,0.396803
6654,0.339134
6655,0.297423
6656,0.102843
6657,0.227367
6658,0.457847
6659,0.378577
6660,0.483621
6661,0.485436
6662,0.584242
6663,0.606629
6664,0.518852
6665,0.556588
6666,0.534537
6667,0.47098
6668,0.467329
6669,0.476057
6670,0.462144
6671,0.621643
6672,0.487255
6673,0.516067
6674,0.112341
6675,0.417395
6676,0.45667
6677,0.371163
6678,0.446577
6679,0.477586
6680,0.477586
6681,0.394626
6682,0.240167
6683,0.106033
6684,0.376119
6685,0.323631
6686,0.198201
6687,0.161097
6688,0.25439
6689,0.333751
6690,0.29688
6691,0.324918
6692,0.298118
6693,0.120957
6694,0.310789
6695,0.301557
6696,0.338656
6697,0.297843
6698,0.183268
6699,0.408553
6700,0.431325
6701,0.322928
6702,0.38274
6703,0.294905
6704,0.267087
6705,0.39998
6706,0.39998
6707,0.414732
6708,0.432215
6709,0.549331
6710,0.341466
6711,0.426119
6712,0.338154
6713,0.338627
6714,0.417528
6715,0.332052
6716,0.332052
6717,0.427671
6718,0.489871
6719,0.462591
6720,0.375929
6721,0.476558
6722,0.554006
6723,0.414944
6724,0.403861
6725,0.439383
6726,0.369787
6727,0.463365
6728,0.478318
6729,0.426194
6730,0.422595
6731,0.382914
6732,0.295681
6733,0.339653
6734,0.332763
6735,0.306652
6736,0.275396
6737,0.300762
6738,0.316027
6739,0.259431
6740,0.420861
6741,0.571521
6742,0.553833
6743,0.479678
6744,0.648249
6745,0.808696
6746,0.793776
6747,0.752546
6748,0.708069
6749,0.409739
6750,0.467232
6751,0.443332
6752,0.395742
6753,0.245449
6754,0.50458
6755,0.332305
6756,0.49555
6757,0.490551
6758,0.542384
6759,0.516887
6760,0.484769
6761,0.58792
6762,0.612533
6763,0.610642
6764,0.593371
6765,0.472758
6766,0.464883
6767,0.403073
6768,0.403073
6769,0.376914
6770,0.376914
6771,0.49054
6772,0.408634
6773,0.502544
6774,0.428413
6775,0.476973
6776,0.582235
6777,0.453859
6778,0.267714
6779,0.380944
6780,0.47447
6781,0.49961
6782,0.517763
6783,0.489945
6784,0.486904
6785,0.394284
6786,0.400685
6787,0.400685
6788,0.144623
6789,0.197977
6790,0.169877
6791,0.188518
6792,0.287161
6793,0.391343
6794,0.410094
6795,0.430143
6796,0.430143
6797,0.287786
6798,0.287786
6799,0.287786
6800,0.287786
6801,0.263857
6802,0.389711
6803,0.389711
6804,0.192032
6805,0.324119
6806,0.349955
6807,0.55517
6808,0.508839
6809,0.395323
6810,0.247364
6811,0.247364
6812,0.350486
6813,0.31751
6814,0.361269
6815,0.487609
6816,0.506544
6817,0.331542
6818,0.618377
6819,0.37392
6820,0.404235
6821,0.339625
6822,0.553081
6823,0.495732
6824,0.501498
6825,0.500498
6826,0.493707
6827,0.1457
6828,0.18699
6829,0.18699
6830,0.22235
6831,0.40854
6832,0.420134
6833,0.366349
6834,0.389963
6835,0.391456
6836,0.414578
6837,0.53172
6838,0.373172
6839,0.506551
6840,0.457807
6841,0.371977
6842,0.345728
