,toybin0000
9147,0.388739
9148,0.30283
9149,0.375586
9150,0.351174
9151,0.627774
9152,0.611008
9153,0.557573
9154,0.492873
9155,0.39106
9156,0.457544
9157,0.414763
9158,0.546982
9159,0.321032
9160,0.605338
9161,0.362808
9162,0.337929
9163,0.506579
9164,0.578657
9165,0.45248
9166,0.441168
9167,0.334181
9168,0.277011
9169,0.365366
9170,0.462549
9171,0.436412
9172,0.468418
9173,0.440619
9174,0.436849
9175,0.426537
9176,0.34318
9177,0.410209
9178,0.413944
9179,0.391109
9180,0.391109
9181,0.38827
9182,0.322166
9183,0.375843
9184,0.505592
9185,0.644006
9186,0.658621
9187,0.372559
9188,0.372559
9189,0.385066
9190,0.380536
9191,0.190049
9192,0.283303
9193,0.487026
9194,0.301932
9195,0.41974
9196,0.348345
9197,0.408564
9198,0.37169
9199,0.522364
9200,0.325022
9201,0.363192
9202,0.450443
9203,0.438818
9204,0.394702
9205,0.335293
9206,0.430584
9207,0.499024
9208,0.522948
9209,0.516165
9210,0.349633
9211,0.349704
9212,0.416945
9213,0.386017
9214,0.34936
9215,0.34936
9216,0.495444
9217,0.464903
9218,0.434174
9219,0.459196
9220,0.448379
9221,0.178249
9222,0.211479
9223,0.182823
9224,0.233416
9225,0.312684
9226,0.306579
9227,0.306579
9228,0.304535
9229,0.230926
9230,0.231792
9231,0.429456
9232,0.45369
9233,0.479961
9234,0.525649
9235,0.397163
9236,0.408491
9237,0.421919
9238,0.418345
9239,0.426748
9240,0.23988
9241,0.237814
9242,0.270475
9243,0.243533
9244,0.334441
9245,0.28478
9246,0.290209
9247,0.294687
9248,0.294687
9249,0.543474
9250,0.545862
9251,0.516432
9252,0.49303
9253,0.509277
9254,0.482523
9255,0.499807
9256,0.456161
9257,0.318916
9258,0.296073
9259,0.369227
9260,0.501884
9261,0.551288
9262,0.524659
9263,0.459896
9264,0.398075
9265,0.365037
9266,0.455928
9267,0.517331
9268,0.354963
9269,0.590403
9270,0.549723
9271,0.600464
9272,0.337582
9273,0.282004
9274,0.409845
9275,0.481423
9276,0.40952
9277,0.414572
9278,0.439563
9279,0.439563
9280,0.525136
9281,0.542655
9282,0.591838
9283,0.572285
9284,0.395378
9285,0.564019
9286,0.516585
9287,0.516585
9288,0.416488
9289,0.397013
9290,0.367627
9291,0.188632
9292,0.293961
9293,0.294265
9294,0.420143
9295,0.304579
9296,0.387736
9297,0.50059
9298,0.490535
9299,0.394966
9300,0.319943
9301,0.257649
9302,0.321763
9303,0.535308
9304,0.556444
9305,0.409685
9306,0.563992
9307,0.369138
9308,0.443693
9309,0.447323
9310,0.47741
9311,0.414212
9312,0.367985
9313,0.405148
9314,0.405148
9315,0.398342
9316,0.611093
9317,0.666533
9318,0.403188
9319,0.398566
9320,0.369575
9321,0.381291
9322,0.450528
9323,0.395068
9324,0.423544
9325,0.291546
9326,0.161364
9327,0.115861
9328,0.419109
9329,0.455535
9330,0.35228
9331,0.40698
9332,0.417761
9333,0.461522
9334,0.354303
9335,0.327437
9336,0.413099
9337,0.219346
9338,0.475336
9339,0.701163
9340,0.471805
9341,0.596812
9342,0.485786
9343,0.507638
9344,0.517519
9345,0.447353
9346,0.557442
9347,0.581435
9348,0.710177
9349,0.0602341
9350,0.115419
9351,0.680222
9352,0.467793
9353,0.648838
9354,0.497942
9355,0.445134
9356,0.223175
9357,0.262227
9358,0.254226
9359,0.269865
9360,0.461511
9361,0.31158
9362,0.31158
9363,0.154327
9364,0.570586
9365,0.570586
9366,0.51815
9367,0.512514
9368,0.521071
9369,0.328445
9370,0.305337
9371,0.311003
9372,0.27077
9373,0.27077
9374,0.375153
9375,0.549354
9376,0.29475
9377,0.268886
9378,0.250613
9379,0.299139
9380,0.208241
9381,0.368091
9382,0.528281
9383,0.522694
9384,0.395489
9385,0.404839
9386,0.326862
9387,0.301181
9388,0.36777
9389,0.380839
9390,0.422081
9391,0.623887
9392,0.636431
9393,0.434481
9394,0.44434
9395,0.477666
9396,0.348068
9397,0.40044
9398,0.610134
9399,0.74665
9400,0.65206
9401,0.596079
9402,0.417029
9403,0.360661
9404,0.408207
9405,0.415019
9406,0.415019
9407,0.420899
9408,0.338734
9409,0.368514
9410,0.457406
9411,0.491403
9412,0.384842
9413,0.497855
9414,0.493926
9415,0.486479
9416,0.478293
9417,0.426064
9418,0.37929
9419,0.494439
9420,0.470612
9421,0.186615
9422,0.403175
9423,0.263343
9424,0.199749
9425,0.109688
9426,0.26709
9427,0.603248
9428,0.607417
9429,0.610605
9430,0.558987
9431,0.558011
9432,0.407847
9433,0.366433
9434,0.512881
9435,0.351132
9436,0.583305
9437,0.580465
9438,0.52063
9439,0.517076
9440,0.543974
9441,0.335962
9442,0.432826
9443,0.249259
9444,0.299258
9445,0.371137
9446,0.46679
9447,0.469197
9448,0.403946
9449,0.403946
9450,0.414609
9451,0.395556
9452,0.503021
9453,0.464273
9454,0.235723
9455,0.314926
9456,0.387021
9457,0.29542
9458,0.377309
9459,0.37327
9460,0.456188
9461,0.453189
9462,0.436733
9463,0.368566
9464,0.376505
9465,0.444639
9466,0.399554
9467,0.568468
9468,0.595405
9469,0.353335
9470,0.439525
9471,0.192845
9472,0.443829
9473,0.436642
9474,0.424049
9475,0.307654
9476,0.233136
9477,0.0825558
9478,0.273724
9479,0.247251
9480,0.280153
9481,0.34048
9482,0.574275
9483,0.535458
9484,0.529993
9485,0.482266
9486,0.470454
9487,0.432236
9488,0.4051
9489,0.441688
9490,0.430115
9491,0.430115
9492,0.4148
9493,0.277449
9494,0.465453
9495,0.424336
9496,0.42389
9497,0.520657
9498,0.501725
9499,0.487962
9500,0.461474
9501,0.488276
9502,0.485011
9503,0.389837
9504,0.539374
9505,0.420622
9506,0.452497
9507,0.349622
9508,0.349622
9509,0.288435
9510,0.322515
9511,0.476467
9512,0.501736
9513,0.501736
9514,0.406753
9515,0.49317
9516,0.408565
9517,0.195881
9518,0.508482
9519,0.477774
9520,0.561228
9521,0.349339
9522,0.439358
9523,0.430306
9524,0.430419
9525,0.446432
9526,0.487162
9527,0.429443
9528,0.416042
9529,0.282985
9530,0.293396
9531,0.338632
9532,0.249901
9533,0.371552
9534,0.231289
9535,0.0764028
9536,0.251057
9537,0.412212
9538,0.420336
9539,0.303868
9540,0.510534
9541,0.510534
9542,0.565685
9543,0.45945
9544,0.437903
9545,0.132619
9546,0.132619
9547,0.249894
9548,0.295404
9549,0.403409
9550,0.193929
9551,0.465549
9552,0.431328
9553,0.420057
9554,0.41294
9555,0.386798
9556,0.517756
9557,0.623344
9558,0.490558
9559,0.347074
9560,0.431296
9561,0.435733
9562,0.429115
9563,0.457771
9564,0.43184
9565,0.396551
9566,0.430518
9567,0.394078
9568,0.304419
9569,0.320354
9570,0.418911
9571,0.342998
9572,0.312977
9573,0.286965
9574,0.136232
9575,0.134572
9576,0.231361
9577,0.231361
9578,0.418247
9579,0.349869
9580,0.282635
9581,0.459566
9582,0.490687
9583,0.490687
9584,0.169014
9585,0.525372
9586,0.558851
9587,0.748491
9588,0.279371
9589,0.386764
9590,0.402592
9591,0.421981
9592,0.191376
9593,0.498164
9594,0.519966
9595,0.672582
9596,0.653226
9597,0.59757
9598,0.623098
9599,0.278285
9600,0.381707
9601,0.381707
9602,0.386435
9603,0.175348
9604,0.155946
9605,0.190218
9606,0.190218
9607,0.23989
9608,0.346288
9609,0.309006
9610,0.411276
9611,0.411276
9612,0.516585
9613,0.537065
9614,0.418778
9615,0.518757
9616,0.492592
9617,0.444096
9618,0.444096
9619,0.388725
9620,0.500105
9621,0.394937
9622,0.517857
9623,0.356071
9624,0.504052
9625,0.634798
9626,0.582867
9627,0.585372
9628,0.489965
9629,0.466637
9630,0.173426
9631,0.204604
9632,0.293006
9633,0.226051
9634,0.359031
9635,0.275571
9636,0.298246
9637,0.344246
9638,0.375151
9639,0.524429
9640,0.715339
9641,0.721722
9642,0.697247
9643,0.699547
9644,0.716885
9645,0.698606
9646,0.504617
9647,0.541527
9648,0.516802
9649,0.524171
9650,0.429759
9651,0.349048
9652,0.32907
9653,0.354977
9654,0.367699
9655,0.412155
9656,0.393638
9657,0.553098
9658,0.656692
9659,0.661406
9660,0.647459
9661,0.614641
9662,0.555812
9663,0.557866
9664,0.615892
9665,0.56549
9666,0.415207
9667,0.490625
9668,0.495345
9669,0.441724
9670,0.457124
9671,0.489147
9672,0.574516
9673,0.519172
9674,0.390891
9675,0.28322
9676,0.291299
9677,0.294068
9678,0.355371
9679,0.341097
9680,0.333951
9681,0.478875
9682,0.465228
9683,0.424838
9684,0.380369
9685,0.316841
9686,0.331395
9687,0.360505
9688,0.339355
9689,0.378389
9690,0.278555
9691,0.342773
9692,0.49078
9693,0.501394
9694,0.501394
9695,0.281373
9696,0.241368
9697,0.495186
9698,0.421842
9699,0.338798
9700,0.317532
9701,0.629272
9702,0.406052
9703,0.237331
9704,0.284278
9705,0.366606
9706,0.298499
9707,0.325521
9708,0.420531
9709,0.591321
9710,0.573348
9711,0.152805
9712,0.251715
9713,0.382443
9714,0.404421
9715,0.517103
9716,0.317553
9717,0.369211
9718,0.369211
9719,0.423822
9720,0.411056
9721,0.406031
9722,0.396299
9723,0.434692
9724,0.546075
9725,0.659098
9726,0.122911
9727,0.234251
9728,0.332638
9729,0.426249
9730,0.378084
9731,0.380471
9732,0.363373
9733,0.380224
9734,0.368291
9735,0.324088
9736,0.418126
9737,0.214602
9738,0.436777
9739,0.424704
9740,0.405016
9741,0.405016
9742,0.645989
9743,0.604682
9744,0.596385
9745,0.579993
9746,0.547031
9747,0.575847
9748,0.588764
9749,0.565678
9750,0.581222
9751,0.497419
9752,0.49852
9753,0.552008
9754,0.504036
9755,0.329927
9756,0.347113
9757,0.369713
9758,0.524279
9759,0.406859
9760,0.424384
9761,0.467121
9762,0.204061
9763,0.433037
9764,0.223955
9765,0.37468
9766,0.353206
9767,0.307667
9768,0.362295
9769,0.504342
9770,0.471077
9771,0.213723
9772,0.365679
9773,0.604829
9774,0.554967
9775,0.539858
9776,0.576308
9777,0.586618
9778,0.620331
9779,0.305063
9780,0.283871
9781,0.364578
9782,0.507337
9783,0.549477
9784,0.428509
9785,0.456457
9786,0.476224
9787,0.496196
9788,0.471582
9789,0.462091
9790,0.441882
9791,0.43383
9792,0.43383
9793,0.455998
9794,0.601392
9795,0.438145
9796,0.328587
9797,0.383644
9798,0.3196
9799,0.54762
9800,0.524372
9801,0.437982
9802,0.290687
9803,0.282631
9804,0.278071
9805,0.309813
9806,0.506715
9807,0.362906
9808,0.333712
9809,0.526983
9810,0.200157
9811,0.191655
9812,0.37086
9813,0.349625
9814,0.607239
9815,0.616475
9816,0.473611
9817,0.356625
9818,0.250465
9819,0.23922
9820,0.397688
9821,0.434455
9822,0.491674
9823,0.385074
9824,0.32534
9825,0.26313
9826,0.275276
9827,0.453323
9828,0.380579
9829,0.504931
9830,0.367649
9831,0.533685
9832,0.536263
9833,0.132755
9834,0.405926
9835,0.228352
9836,0.332427
9837,0.411613
9838,0.37516
9839,0.295772
9840,0.340826
9841,0.355605
9842,0.342419
9843,0.450279
9844,0.473186
9845,0.382753
9846,0.549381
9847,0.590475
9848,0.530219
9849,0.383847
9850,0.37407
9851,0.43559
9852,0.305111
9853,0.432668
9854,0.307789
9855,0.310267
9856,0.44494
9857,0.340955
9858,0.456327
9859,0.367675
9860,0.401332
9861,0.222679
9862,0.222679
9863,0.145371
9864,0.57531
9865,0.314519
9866,0.443346
9867,0.370443
9868,0.368939
9869,0.368939
9870,0.253617
9871,0.338957
9872,0.31302
9873,0.332584
9874,0.498906
9875,0.234524
9876,0.573113
9877,0.551085
9878,0.266791
9879,0.339379
9880,0.361098
9881,0.378902
9882,0.296006
9883,0.400337
9884,0.451808
9885,0.510281
9886,0.426149
9887,0.553997
9888,0.591459
9889,0.53529
9890,0.447364
9891,0.479783
9892,0.552469
9893,0.600928
9894,0.591129
9895,0.566573
9896,0.596223
9897,0.55684
9898,0.234376
9899,0.458114
9900,0.383738
9901,0.383738
9902,0.383738
9903,0.361979
9904,0.455788
9905,0.34142
9906,0.514167
9907,0.561071
9908,0.330729
9909,0.331099
9910,0.512629
9911,0.512629
9912,0.507881
9913,0.562476
9914,0.561527
9915,0.548211
9916,0.520763
9917,0.555137
9918,0.615494
9919,0.600951
9920,0.350058
9921,0.451171
9922,0.485547
9923,0.424233
9924,0.252643
9925,0.299339
9926,0.32453
9927,0.638448
9928,0.579441
9929,0.580546
9930,0.587817
9931,0.528292
9932,0.524418
9933,0.548743
9934,0.400528
9935,0.222773
9936,0.45006
9937,0.450802
9938,0.442153
9939,0.391842
9940,0.466786
9941,0.303423
9942,0.330471
9943,0.35907
9944,0.451715
9945,0.438574
9946,0.262027
9947,0.254937
9948,0.447771
9949,0.242198
9950,0.242198
9951,0.408791
9952,0.255813
9953,0.104993
9954,0.246782
9955,0.290598
9956,0.18054
9957,0.23803
9958,0.294475
9959,0.44995
9960,0.405081
9961,0.181564
9962,0.222194
9963,0.27763
9964,0.315487
9965,0.415879
9966,0.383528
9967,0.247985
9968,0.385791
9969,0.608203
9970,0.65216
9971,0.522574
9972,0.616432
9973,0.453852
9974,0.604756
9975,0.554293
9976,0.53857
9977,0.352087
9978,0.286796
9979,0.424184
9980,0.442729
9981,0.193783
9982,0.362327
9983,0.452495
9984,0.377407
9985,0.30182
9986,0.481194
9987,0.577817
9988,0.63074
9989,0.392025
9990,0.472348
9991,0.572587
9992,0.517471
9993,0.24311
9994,0.210134
9995,0.319608
9996,0.298716
9997,0.304779
9998,0.425151
9999,0.453893
10000,0.432515
10001,0.354042
10002,0.330136
10003,0.330136
10004,0.12245
10005,0.601786
10006,0.607011
10007,0.402423
10008,0.230867
10009,0.289351
10010,0.363554
10011,0.387023
10012,0.387023
10013,0.29735
10014,0.648065
10015,0.43027
10016,0.597441
10017,0.444804
10018,0.29196
10019,0.423661
10020,0.270565
10021,0.351752
10022,0.390632
10023,0.389207
10024,0.390348
10025,0.353185
10026,0.568239
10027,0.49871
10028,0.582003
10029,0.59696
10030,0.377186
10031,0.367054
10032,0.38361
10033,0.328207
10034,0.328207
10035,0.328207
10036,0.366928
10037,0.293068
10038,0.449894
10039,0.641126
10040,0.595005
10041,0.373314
10042,0.300768
10043,0.457901
10044,0.497808
10045,0.386782
10046,0.589905
10047,0.589905
10048,0.559639
10049,0.293704
10050,0.364403
10051,0.387849
10052,0.451247
10053,0.462751
10054,0.479688
10055,0.479688
10056,0.466358
10057,0.466358
10058,0.144148
10059,0.296256
10060,0.322503
10061,0.416923
10062,0.578854
10063,0.332182
10064,0.252591
10065,0.336596
10066,0.212253
10067,0.413471
10068,0.375641
10069,0.301107
10070,0.334176
10071,0.467897
10072,0.552366
10073,0.521564
10074,0.508841
10075,0.540274
10076,0.418557
10077,0.418954
10078,0.182471
10079,0.340978
10080,0.350628
10081,0.422895
10082,0.429926
10083,0.360951
10084,0.308892
10085,0.308892
10086,0.24204
10087,0.460923
10088,0.494736
10089,0.288905
10090,0.432536
10091,0.480932
10092,0.387388
10093,0.353432
10094,0.353432
10095,0.353432
10096,0.469708
10097,0.530005
10098,0.472374
10099,0.480158
10100,0.220796
10101,0.515426
10102,0.163636
10103,0.547182
10104,0.430334
10105,0.405687
10106,0.428909
10107,0.497468
10108,0.378905
10109,0.481329
10110,0.481329
10111,0.268144
10112,0.276614
10113,0.325663
10114,0.343792
10115,0.313824
10116,0.406076
10117,0.34864
10118,0.413578
10119,0.42864
10120,0.657989
10121,0.424959
10122,0.49569
10123,0.441673
10124,0.454773
10125,0.498781
10126,0.459936
10127,0.459936
10128,0.426619
10129,0.226704
10130,0.232017
10131,0.467635
10132,0.52346
10133,0.597751
10134,0.324108
10135,0.440161
10136,0.449009
10137,0.286421
10138,0.449296
10139,0.494285
10140,0.220678
10141,0.220678
10142,0.11889
10143,0.389177
10144,0.319117
10145,0.417199
10146,0.475915
10147,0.426926
10148,0.34561
10149,0.341883
10150,0.335261
10151,0.335261
10152,0.394686
10153,0.408239
10154,0.447124
10155,0.381843
10156,0.544456
10157,0.424457
10158,0.494125
10159,0.55587
10160,0.642683
10161,0.426872
10162,0.342112
10163,0.2381
10164,0.333919
10165,0.416397
10166,0.333744
10167,0.303459
10168,0.213315
10169,0.321204
10170,0.309684
10171,0.222129
10172,0.547027
10173,0.556052
10174,0.519437
10175,0.376821
10176,0.302555
10177,0.384976
10178,0.353283
10179,0.37905
10180,0.376292
10181,0.376292
10182,0.386167
10183,0.357975
10184,0.467242
10185,0.241899
10186,0.241899
10187,0.317137
10188,0.320434
10189,0.347983
10190,0.44044
10191,0.437192
10192,0.300838
10193,0.326595
10194,0.254816
10195,0.473908
10196,0.546193
10197,0.59365
10198,0.537311
10199,0.195308
10200,0.347891
10201,0.365189
10202,0.403585
10203,0.511335
10204,0.554502
10205,0.623423
10206,0.374697
10207,0.374697
10208,0.396149
10209,0.396219
10210,0.334133
10211,0.290014
10212,0.344244
10213,0.156646
10214,0.402875
10215,0.429447
10216,0.434325
10217,0.328599
10218,0.175408
10219,0.538931
10220,0.463944
10221,0.319824
10222,0.421244
10223,0.412875
10224,0.481831
10225,0.35296
10226,0.333051
10227,0.576926
10228,0.424012
10229,0.392769
10230,0.625386
10231,0.476057
10232,0.52254
10233,0.514
10234,0.468806
10235,0.468806
10236,0.264487
10237,0.433288
10238,0.464464
10239,0.425825
10240,0.425825
10241,0.533866
10242,0.48966
10243,0.48966
10244,0.451163
10245,0.235085
10246,0.515046
10247,0.389952
10248,0.4942
10249,0.457272
10250,0.353891
10251,0.353891
10252,0.406748
10253,0.364463
10254,0.39492
10255,0.449807
10256,0.511284
10257,0.415854
10258,0.411655
10259,0.530218
10260,0.425263
10261,0.474117
10262,0.434819
10263,0.237118
10264,0.237118
10265,0.223482
10266,0.326633
10267,0.326633
10268,0.432504
10269,0.475789
10270,0.416765
10271,0.416765
10272,0.416765
10273,0.419728
10274,0.409664
10275,0.389377
10276,0.552227
10277,0.639674
10278,0.655993
10279,0.551033
10280,0.62779
10281,0.611696
10282,0.556149
10283,0.545079
10284,0.461465
10285,0.489915
10286,0.240177
10287,0.174075
10288,0.259731
10289,0.29905
10290,0.30006
10291,0.30006
10292,0.284039
10293,0.284039
10294,0.292584
10295,0.362727
10296,0.409427
10297,0.409427
10298,0.415289
10299,0.324277
10300,0.479748
10301,0.522529
10302,0.526331
10303,0.500919
10304,0.569132
10305,0.501017
10306,0.517725
10307,0.527388
10308,0.63514
10309,0.645194
10310,0.680675
10311,0.698932
10312,0.676344
10313,0.613012
10314,0.26171
10315,0.425868
10316,0.334679
10317,0.443985
10318,0.306276
10319,0.353831
10320,0.338743
10321,0.413717
10322,0.325749
10323,0.343349
10324,0.410098
10325,0.410098
10326,0.492737
10327,0.494614
10328,0.490621
10329,0.464229
10330,0.496809
10331,0.58639
10332,0.65363
10333,0.589758
10334,0.578599
10335,0.354563
10336,0.339408
10337,0.422982
10338,0.23361
10339,0.497609
10340,0.579103
10341,0.5109
10342,0.397195
10343,0.58849
10344,0.404854
10345,0.143175
10346,0.224457
10347,0.184019
10348,0.304237
10349,0.22336
10350,0.279126
10351,0.455419
10352,0.357876
10353,0.357876
10354,0.404387
10355,0.488657
10356,0.433725
10357,0.488095
10358,0.525185
10359,0.574765
10360,0.506254
10361,0.429008
10362,0.537701
10363,0.540331
10364,0.390659
10365,0.380113
10366,0.363792
10367,0.388195
10368,0.377071
10369,0.40049
10370,0.562534
10371,0.470204
10372,0.280076
10373,0.258441
10374,0.549357
10375,0.439483
10376,0.559642
10377,0.428832
10378,0.349144
10379,0.340022
10380,0.362711
10381,0.310681
10382,0.436847
10383,0.436023
10384,0.468096
10385,0.308487
10386,0.308487
10387,0.428334
10388,0.317292
10389,0.400971
10390,0.578422
10391,0.376871
10392,0.408812
10393,0.408812
10394,0.42737
10395,0.596118
10396,0.5663
10397,0.565091
10398,0.432031
10399,0.415347
10400,0.580096
10401,0.489965
10402,0.506502
10403,0.425658
10404,0.365883
10405,0.429819
10406,0.476102
10407,0.463345
10408,0.331446
10409,0.267934
10410,0.267934
10411,0.276161
10412,0.276161
10413,0.345658
10414,0.35553
10415,0.38062
10416,0.228551
10417,0.337553
10418,0.337553
10419,0.24559
10420,0.349661
10421,0.349661
10422,0.422619
10423,0.447129
10424,0.483735
10425,0.479126
10426,0.251143
10427,0.331754
10428,0.331754
10429,0.432133
10430,0.416445
10431,0.344605
10432,0.344605
10433,0.382988
10434,0.380664
10435,0.582731
10436,0.388223
10437,0.318867
10438,0.406683
10439,0.317062
10440,0.431241
10441,0.335622
10442,0.284214
10443,0.59916
10444,0.311057
10445,0.591406
10446,0.608572
10447,0.589633
10448,0.589633
10449,0.605811
10450,0.536314
10451,0.550102
10452,0.483245
10453,0.539363
10454,0.572261
10455,0.395311
10456,0.527682
10457,0.357684
10458,0.41691
10459,0.231303
10460,0.321191
10461,0.321191
10462,0.321191
10463,0.386949
10464,0.40192
10465,0.377117
10466,0.380365
10467,0.405918
10468,0.313581
10469,0.364187
10470,0.347987
10471,0.369345
10472,0.371361
10473,0.389049
10474,0.370881
10475,0.272829
10476,0.337637
10477,0.337637
10478,0.299641
10479,0.297465
10480,0.352159
10481,0.518026
10482,0.567496
10483,0.343579
10484,0.366329
10485,0.233331
10486,0.198513
10487,0.198513
10488,0.531872
10489,0.557904
10490,0.378774
10491,0.563876
10492,0.519051
10493,0.45577
10494,0.459956
10495,0.467458
10496,0.39436
10497,0.186163
10498,0.238622
10499,0.150045
10500,0.563646
10501,0.392862
10502,0.389777
10503,0.383799
10504,0.563056
10505,0.515617
10506,0.460116
10507,0.504442
10508,0.454401
10509,0.461091
10510,0.281305
10511,0.375616
10512,0.410524
10513,0.190292
10514,0.309296
10515,0.446376
10516,0.446376
10517,0.446376
10518,0.398264
10519,0.388983
10520,0.375955
10521,0.400753
10522,0.515109
10523,0.433494
10524,0.556067
10525,0.586732
10526,0.477853
10527,0.521539
10528,0.636251
10529,0.642349
10530,0.601202
10531,0.365387
10532,0.131092
10533,0.598401
10534,0.409399
10535,0.298633
10536,0.587208
10537,0.592164
10538,0.485769
10539,0.306464
10540,0.299333
10541,0.358726
10542,0.237872
10543,0.208235
10544,0.193924
10545,0.1708
10546,0.546622
10547,0.437523
10548,0.539428
10549,0.313008
10550,0.282734
10551,0.282734
10552,0.282734
10553,0.477199
10554,0.273572
10555,0.460051
10556,0.281935
10557,0.372058
10558,0.416137
10559,0.322013
10560,0.298961
10561,0.424994
10562,0.296911
10563,0.275135
10564,0.266246
10565,0.359178
10566,0.386257
10567,0.378113
10568,0.627729
10569,0.372398
10570,0.293149
10571,0.293149
10572,0.610419
10573,0.573226
10574,0.327725
10575,0.349527
10576,0.281822
10577,0.466644
10578,0.480101
10579,0.500568
10580,0.482209
10581,0.488679
10582,0.492126
10583,0.452026
10584,0.297807
10585,0.477112
10586,0.511342
10587,0.431689
10588,0.436869
10589,0.330009
10590,0.432405
10591,0.299229
10592,0.376409
10593,0.328816
10594,0.467875
10595,0.510055
10596,0.464773
10597,0.434519
10598,0.434519
10599,0.431653
10600,0.348956
10601,0.46651
10602,0.408029
10603,0.446976
10604,0.408566
10605,0.408397
10606,0.364493
10607,0.526489
10608,0.401953
10609,0.395153
10610,0.396835
10611,0.366636
10612,0.366636
10613,0.399123
10614,0.474818
10615,0.40183
10616,0.372179
10617,0.372179
10618,0.34258
10619,0.41962
10620,0.41962
10621,0.606492
10622,0.427894
10623,0.49696
10624,0.437217
10625,0.437217
10626,0.486823
10627,0.600346
10628,0.424636
10629,0.490983
10630,0.284452
10631,0.455681
10632,0.479217
10633,0.581728
10634,0.516165
10635,0.56693
10636,0.533833
10637,0.378629
10638,0.325419
10639,0.315061
10640,0.315061
10641,0.423733
10642,0.412044
10643,0.398286
10644,0.492878
10645,0.454488
10646,0.539869
10647,0.555963
10648,0.536001
10649,0.318652
10650,0.30789
10651,0.175853
10652,0.174407
10653,0.20108
10654,0.285145
10655,0.30521
10656,0.30521
10657,0.342561
10658,0.329176
10659,0.233372
10660,0.521208
10661,0.464279
10662,0.512767
10663,0.314201
10664,0.432534
10665,0.512071
10666,0.512071
10667,0.453699
10668,0.462423
10669,0.358344
10670,0.216384
10671,0.367126
10672,0.367126
10673,0.31826
10674,0.519935
10675,0.649304
10676,0.467486
10677,0.531839
10678,0.282297
10679,0.226319
10680,0.124238
10681,0.589785
10682,0.464393
10683,0.405844
10684,0.491784
10685,0.547414
10686,0.398876
10687,0.270493
10688,0.38863
10689,0.38863
10690,0.570122
10691,0.421161
10692,0.436595
10693,0.538991
10694,0.628596
10695,0.661391
10696,0.602754
10697,0.531512
10698,0.462011
10699,0.533928
10700,0.214324
10701,0.375237
10702,0.319663
10703,0.402907
10704,0.459164
10705,0.499249
10706,0.468876
10707,0.468876
10708,0.457229
10709,0.562304
10710,0.421749
10711,0.438253
10712,0.505187
10713,0.442581
10714,0.442581
10715,0.412851
10716,0.217477
10717,0.360733
10718,0.297177
10719,0.440179
10720,0.324666
10721,0.293709
10722,0.293709
10723,0.0585629
10724,0.4276
10725,0.339734
10726,0.40747
10727,0.218274
10728,0.277591
10729,0.50117
10730,0.326255
10731,0.344556
10732,0.402739
10733,0.502451
10734,0.55889
10735,0.520739
10736,0.142864
10737,0.503996
10738,0.428936
10739,0.337586
10740,0.498419
10741,0.398122
10742,0.422966
10743,0.325095
10744,0.302305
10745,0.422927
10746,0.422927
10747,0.188919
10748,0.433916
10749,0.507958
10750,0.605846
10751,0.370736
10752,0.507705
10753,0.618034
10754,0.628926
10755,0.37613
10756,0.37613
10757,0.352566
10758,0.335283
10759,0.356719
10760,0.329192
10761,0.418245
10762,0.418013
10763,0.446653
10764,0.421873
10765,0.404935
10766,0.359554
10767,0.300836
10768,0.217848
10769,0.365775
10770,0.270607
10771,0.468609
10772,0.426946
10773,0.453102
10774,0.42672
10775,0.462361
10776,0.251012
10777,0.248135
10778,0.248135
10779,0.176063
10780,0.176063
10781,0.558379
10782,0.47905
10783,0.249396
10784,0.333208
10785,0.333208
10786,0.323288
10787,0.297826
10788,0.379134
10789,0.271091
10790,0.296616
10791,0.317851
10792,0.413032
10793,0.480254
10794,0.487075
10795,0.286561
10796,0.345858
10797,0.241599
10798,0.230371
10799,0.542043
10800,0.510598
10801,0.510598
10802,0.487158
10803,0.475574
10804,0.406333
10805,0.33386
10806,0.33386
10807,0.33386
10808,0.324943
10809,0.232985
10810,0.360409
10811,0.410949
10812,0.410765
10813,0.414966
10814,0.441762
10815,0.562208
10816,0.485414
10817,0.492814
10818,0.429883
10819,0.342782
10820,0.342782
10821,0.342782
10822,0.403332
10823,0.336921
10824,0.312355
10825,0.257106
10826,0.513139
10827,0.454746
10828,0.453363
10829,0.358336
10830,0.355822
10831,0.177368
10832,0.374946
10833,0.601158
10834,0.600238
10835,0.615089
10836,0.30234
10837,0.278749
10838,0.0871809
10839,0.604201
10840,0.683432
10841,0.612102
10842,0.377834
10843,0.407704
10844,0.475258
10845,0.45585
10846,0.45585
10847,0.395241
10848,0.395241
10849,0.395241
10850,0.34584
10851,0.102532
10852,0.505086
10853,0.508598
10854,0.389956
10855,0.428703
10856,0.341749
10857,0.480978
10858,0.587912
10859,0.533817
10860,0.397236
10861,0.436007
10862,0.150094
10863,0.399724
10864,0.350532
10865,0.358977
10866,0.458735
10867,0.320729
10868,0.334619
10869,0.433075
10870,0.49939
10871,0.259145
10872,0.325312
10873,0.458786
10874,0.442736
10875,0.442736
10876,0.518083
10877,0.399405
10878,0.48428
10879,0.358223
10880,0.348047
10881,0.348047
10882,0.242155
10883,0.222369
10884,0.24965
10885,0.339195
10886,0.339195
10887,0.339195
10888,0.35235
10889,0.371214
10890,0.269423
10891,0.364236
10892,0.398054
10893,0.391596
10894,0.236871
