pol	phi	weight
-0.404814	-91.8536	-0.065
0	-85.1058	-0.065
-0.408264	-14.4713	-0.065
-0.389791	-154.482	-0.065
-0.406199	-166.332	1
-0.391631	-110.391	-0.065
-0.38707	-25.9194	-0.065
0.390992	106.964	1
-0.362682	-81.9194	-0.065
0.396739	-16.8646	-0.065
0.390992	-16.8646	-0.065
-0.364621	-163.941	1
-0.38348	-72.1662	-0.065
-0.364621	-72.1662	-0.065
-0.402417	-117.623	1
-0.394188	-117.623	-0.065
-0.40281	130.663	-0.065
-0.393148	118.109	1
0.346924	40.8413	1
0.371627	169.348	1
-0.400019	153.991	-0.065
0.348408	123.076	-0.065
-0.403444	-39.6681	1
0.371653	-15.1431	1
0.373388	-1.30911	1
-0.396847	46.6507	1
-0.407391	103.69	-0.065
-0.372774	103.69	1
0.390719	-162.558	1
-0.407354	-80.5314	-0.065
-0.376668	-80.5314	-0.065
0.355331	-14.9787	-0.065
-0.37889	139.303	1
-0.403932	86.2668	-0.065
-0.3866	86.2668	1
-0.397523	79.3884	-0.065
-0.37496	79.3884	1
0.371198	65.545	1
0.354882	-48.529	-0.065
0.389499	58.3053	1
-0.39036	-27.9238	-0.065
0.354882	148.775	-0.065
0.354882	49.9077	1
0.378399	126.89	1
0.383502	-67.4813	-0.065
0.396142	-63.7143	1
0.381846	-63.7143	1
0.39347	-131.559	-0.065
0.376562	-131.559	-0.065
0.362324	-131.559	1
-0.391183	34.8223	1
-0.386292	34.8223	-0.065
-0.390966	138.918	1
-0.410164	-96.6377	1
0.397686	92.397	-0.065
-0.411358	-55.352	1
-0.395123	-136.702	1
-0.386292	-128.388	-0.065
-0.379895	-3.3575	1
-0.38431	71.3669	1
-0.38177	94.1489	1
-0.396847	-107.506	1
-0.407354	56.2586	-0.065
-0.400033	56.2586	1
0.395873	-175.914	-0.065
0.395455	-175.914	1
0.379011	-175.914	-0.065
-0.405559	158.419	-0.065
0.395792	-160.35	-0.065
0.383986	-160.35	-0.065
-0.396847	54.2036	-0.065
-0.371192	68.8436	1
-0.376668	68.8436	-0.065
-0.386183	68.8436	-0.065
-0.404799	-58.3421	1
-0.407354	-169.677	-0.065
0.394896	-6.92418	-0.065
0.375473	-6.92418	-0.065
0.361252	-10.1472	-0.065
0.353693	11.3879	1
-0.40349	-104.97	-0.065
-0.387039	85.9203	-0.065
-0.403225	171.058	-0.065
-0.376706	76.9846	1
0.394913	86.4471	1
0.387077	134.883	-0.065
0.395492	-104.016	-0.065
0.375473	-104.016	1
-0.402108	-56.3999	-0.065
-0.398502	11.5238	1
0.38602	-76.1402	-0.065
-0.390668	-139.307	-0.065
0.381122	-69.9355	1
0.35953	-0.192763	1
-0.376811	125.749	-0.065
-0.383631	-110.935	-0.065
0.356099	-151.575	-0.065
-0.37301	-112.558	-0.065
-0.391652	-97.4414	1
-0.402348	-85.1478	-0.065
-0.402655	-85.1478	-0.065
0.394688	-14.9505	-0.065
0.396179	35.3089	1
0.363031	35.3089	-0.065
0.377664	127.648	-0.065
0.38602	-176.137	-0.065
0.389003	-176.137	1
-0.390457	-105.347	-0.065
-0.393067	-105.978	-0.065
-0.393067	-105.978	-0.065
-0.391712	-105.978	-0.065
-0.390885	137.813	1
0.359881	-95.1999	-0.065
0.354965	-95.1999	1
0.391729	-47.6136	-0.065
0.365605	-47.6136	1
-0.376512	-150.552	-0.065
0.391358	68.367	1
-0.383582	130.302	1
0.389956	-165.307	1
0.389019	-165.307	-0.065
0.381122	133.701	-0.065
-0.399376	132.558	-0.065
-0.390885	48.2193	-0.065
-0.357908	-23.1498	1
0.373707	169.603	1
0.35023	169.603	-0.065
0.393839	-120.587	-0.065
-0.376162	-139.38	-0.065
0.394079	-110.398	-0.065
0.393587	-110.398	1
-0.398445	-78.8709	-0.065
0.370102	-63.617	-0.065
0.35023	-63.617	-0.065
0.385355	174.291	1
0.393587	-149.389	1
0.378936	-108.693	-0.065
0.392547	-143.121	-0.065
0.385355	-143.121	-0.065
0.35023	-143.121	-0.065
-0.399392	137.338	-0.065
0.368275	-81.5037	1
-0.399881	-45.1112	-0.065
0.382248	-130.341	-0.065
-0.377997	161.723	1
-0.399392	127.157	-0.065
-0.368871	127.157	-0.065
-0.393028	69.7553	-0.065
-0.397835	69.7553	-0.065
-0.386826	75.2624	1
-0.357908	75.2624	-0.065
-0.386826	-18.1496	-0.065
0.357427	72.2324	1
0.366428	16.2492	-0.065
0.394346	-121.213	-0.065
0.37548	-151.046	-0.065
0.393839	-14.073	1
0.378927	152.837	1
0.346374	152.837	-0.065
-0.385124	25.2664	1
0.388159	-33.6232	-0.065
-0.370629	31.472	1
-0.40016	68.5118	1
-0.395671	68.5118	-0.065
-0.395896	-171.107	-0.065
-0.370629	-30.552	-0.065
-0.365456	-30.552	1
0.346374	-115.734	-0.065
0.35023	112.164	-0.065
0.392547	-97.9506	-0.065
0.394346	-97.9506	-0.065
0.346374	-73.2584	-0.065
-0.395896	-123.612	-0.065
-0.399392	-123.612	-0.065
-0.376162	-123.612	1
0.347633	-74.3826	-0.065
0.355737	20.2423	1
0.377221	91.504	-0.065
-0.377997	-174.302	1
-0.393028	49.0823	-0.065
-0.400149	99.3593	-0.065
0.393839	-104.704	-0.065
0.390594	170.326	-0.065
0.394308	-147.221	1
0.382248	88.2557	1
0.368275	88.2557	-0.065
0.394308	-78.8798	1
0.382425	35.4331	-0.065
0.35568	31.4922	-0.065
0.359127	31.4922	1
-0.383387	74.4434	1
0.364576	-65.5633	-0.065
0.368235	-95.779	1
0.368275	-36.8584	-0.065
-0.395671	-5.45199	1
-0.399881	-134.878	1
0.386796	-126.05	-0.065
0.368275	40.9843	1
-0.400149	124.016	-0.065
-0.397338	-129.232	-0.065
0.35023	63.7972	1
0.393587	31.1066	1
0.390594	-82.4129	1
-0.394066	-86.1447	-0.065
-0.368871	-86.1447	-0.065
-0.399881	-59.6507	1
0.359127	124.994	1
0.392547	85.2425	-0.065
0.346374	-70.1958	-0.065
-0.398035	-162.351	-0.065
0.376597	166.275	-0.065
-0.379113	33.1773	1
-0.362877	33.1773	-0.065
0.362088	-126.867	-0.065
0.351492	-126.867	-0.065
0.373075	-85.0497	1
0.371277	95.2892	-0.065
-0.382704	47.4241	-0.065
0.371277	118.308	-0.065
-0.382704	172.304	-0.065
0.374847	-175.51	-0.065
-0.361057	110.636	-0.065
-0.359169	-70.4292	-0.065
-0.362877	-70.4292	-0.065
-0.39971	63.9966	-0.065
0.392148	159.29	1
0.351492	159.29	-0.065
0.365798	-35.5551	1
0.347746	-41.3027	1
0.381639	49.8823	-0.065
-0.389475	1.61274	-0.065
-0.361057	1.61274	-0.065
0.387005	179.718	-0.065
0.35975	179.718	-0.065
0.392693	25.8743	1
-0.400747	159.346	1
0.392693	-15.7371	-0.065
-0.400071	111.148	-0.065
-0.368657	111.148	-0.065
0.367137	35.6763	1
0.372541	35.6763	-0.065
0.393317	86.084	1
0.368953	86.084	-0.065
0.345423	86.084	-0.065
0.37776	168.974	-0.065
-0.393186	75.7194	1
-0.357683	75.7194	-0.065
-0.365245	75.7194	-0.065
-0.39766	101.451	-0.065
-0.377825	41.2871	-0.065
0.37776	172.117	1
-0.39009	9.7814	1
-0.377825	-145.473	1
-0.40069	-153.028	-0.065
0.384171	172.822	1
0.35264	172.822	-0.065
-0.361561	153.582	1
0.394241	29.0868	1
0.394562	11.499	-0.065
0.381118	28.9316	-0.065
0.356105	-106.571	1
-0.361561	20.8377	1
-0.365208	-44.1065	1
-0.377825	40.8341	1
0.381118	148.749	1
-0.395972	37.4797	1
-0.395965	-127.794	-0.065
-0.366956	-127.794	1
0.348912	-42.0553	-0.065
-0.401083	166.577	-0.065
-0.373379	120.378	1
0.345058	-157.259	1
-0.395972	-162.516	1
0.361404	-38.5111	-0.065
-0.401232	-157.882	1
-0.368657	115.256	1
-0.400747	172.361	-0.065
-0.400071	170.891	-0.065
-0.400747	170.891	1
0.394562	88.533	-0.065
-0.401115	-4.71024	1
-0.385036	-111.662	-0.065
0.392073	54.5065	-0.065
0.394562	-41.2716	-0.065
0.374227	73.7534	-0.065
0.370632	73.7534	1
0.3899	-148.006	1
-0.379665	89.1707	1
-0.375973	89.1707	-0.065
0.391055	146.198	1
-0.398321	84.4931	1
-0.391667	84.4931	-0.065
-0.365245	84.4931	1
0.363261	64.562	1
-0.396577	-37.1123	-0.065
-0.384599	81.2684	-0.065
-0.366794	131.323	1
0.372011	-133.846	-0.065
0.364809	-39.2771	-0.065
-0.384599	171.108	-0.065
-0.384599	171.108	1
-0.374021	39.6508	1
-0.377657	39.6508	-0.065
-0.366794	83.3082	-0.065
0.366629	-12.5646	-0.065
0.351481	-26.6001	1
-0.371792	144.472	1
-0.353755	95.8997	1
-0.357479	95.8997	-0.065
0.385715	-77.562	1
0.374856	26.1342	-0.065
0.351194	26.1342	-0.065
0.356946	26.1342	1
-0.412043	-127.294	1
-0.382072	-127.294	-0.065
0.378389	-123.757	1
0.389352	46.0237	-0.065
0.391801	-93.6452	1
0.38011	128.099	-0.065
0.361265	128.099	1
0.395109	22.9816	-0.065
-0.405438	97.1313	-0.065
0.364683	-127.047	1
-0.374336	137.758	1
0.386515	95.5051	1
0.395109	-6.99316	-0.065
0.395498	-6.99316	-0.065
0.395199	115.324	1
0.373054	115.324	-0.065
-0.404609	-75.4803	-0.065
0.373054	-113.938	-0.065
-0.404016	132.015	-0.065
-0.378269	132.015	1
0.358776	129.58	1
0.395593	-49.7447	-0.065
0.362215	121.947	-0.065
-0.410041	-25.5594	-0.065
0.395466	114.847	-0.065
-0.392293	112.674	-0.065
0.352761	28.9611	-0.065
0.358776	-135.67	-0.065
0.360517	-135.67	1
0.38011	14.1172	1
-0.382072	168.826	1
-0.401769	-32.4355	1
-0.385531	160.454	1
-0.406823	21.164	-0.065
0.383415	-115.423	-0.065
-0.411461	22.5151	-0.065
-0.412087	132.39	1
0.393952	85.957	-0.065
0.394537	-116.876	1
0.373054	-64.3827	-0.065
0.373864	31.7769	-0.065
0.386515	31.7769	1
0.383415	169.836	-0.065
-0.402506	47.6201	1
-0.371683	78.9787	-0.065
0.393589	82.9682	1
-0.380341	70.2209	1
0.359311	-146.026	-0.065
0.391314	-122.991	1
-0.290706	-153.137	-0.065
0.288277	-168.267	-0.065
0.294775	127.685	1
0.254474	127.685	-0.065
-0.269659	10.725	1
-0.289055	59.5875	-0.065
-0.263066	-170.838	1
0.294775	-143.383	1
-0.275795	59.7945	-0.065
0.285017	66.6268	-0.065
0.247862	66.6268	1
0.276838	-106.568	-0.065
0.283383	-73.9853	-0.065
-0.272683	28.793	-0.065
0.283383	155.583	-0.065
0.275201	0.221106	1
0.281751	0.221106	-0.065
-0.297302	114.489	1
0.298011	-23.4371	1
0.262664	59.8156	1
-0.275795	98.2237	1
-0.282423	98.2237	-0.065
-0.279098	149.947	-0.065
0.271922	-33.4809	1
-0.306128	-29.7779	-0.065
-0.256582	149.075	1
0.252142	102.992	-0.065
0.278588	41.3864	-0.065
-0.308414	-142.74	-0.065
-0.300099	-131.702	-0.065
0.27232	44.6025	-0.065
0.278588	44.6025	1
-0.286673	-60.5837	1
-0.292589	146.408	1
-0.282789	146.408	-0.065
-0.272741	129.675	1
-0.271014	62.7109	1
0.292144	-173.001	1
0.265995	177.397	1
0.305375	74.0253	1
-0.272741	-51.5702	1
-0.302762	1.06855	1
0.262654	70.6055	1
-0.319504	72.8007	1
-0.317845	97.5437	-0.065
0.300429	108.656	-0.065
-0.265837	54.2653	1
-0.295643	156.598	1
-0.329743	17.3852	-0.065
-0.319637	-43.3253	1
-0.28584	-87.2756	-0.065
-0.275305	107.684	-0.065
0.281255	-65.4223	1
0.287858	-65.4223	-0.065
0.281303	118.747	-0.065
0.274806	118.747	-0.065
-0.28014	43.1489	1
-0.275238	-36.3887	1
-0.285132	-160.988	-0.065
-0.300022	-55.9972	-0.065
-0.286796	-55.9972	-0.065
0.282921	151.433	-0.065
0.273177	-123.751	1
-0.304944	-20.4308	-0.065
-0.257366	-78.2255	1
-0.303307	-134.646	1
0.29261	-55.7064	1
0.284542	43.6754	-0.065
0.299022	-135.975	1
0.24606	36.8328	-0.065
0.24606	36.8328	-0.065
-0.283471	24.8246	-0.065
-0.264095	24.8246	-0.065
0.284542	110.218	-0.065
0.29422	172.834	-0.065
-0.270678	-12.0025	1
-0.257366	10.2609	-0.065
-0.311444	84.4818	-0.065
-0.278476	84.4818	1
0.265105	32.1199	-0.065
-0.296729	-9.83733	-0.065
-0.300022	-124.047	-0.065
-0.304944	128.178	1
-0.303307	128.178	-0.065
0.262137	59.8759	1
-0.28014	108.523	1
0.291002	132.716	1
-0.267445	43.2666	-0.065
-0.296729	-155.78	-0.065
-0.295076	138.373	1
-0.311444	23.2932	-0.065
0.287775	-67.6812	-0.065
0.295824	60.2243	1
-0.283471	59.9549	-0.065
-0.288454	59.9549	-0.065
-0.270678	59.9549	1
0.259117	-112.61	1
0.242782	-112.61	-0.065
-0.300022	-126.081	1
-0.281804	-105.194	-0.065
-0.253999	-22.9819	-0.065
0.287775	19.307	1
0.29261	-106.681	1
-0.262411	-23.0674	1
0.297428	-63.551	1
0.295824	140.162	-0.065
0.281303	140.162	-0.065
-0.28014	21.3824	-0.065
-0.283471	21.3824	-0.065
0.29261	-12.572	1
-0.300022	-85.9925	1
-0.267445	71.7838	1
0.265607	16.3168	-0.065
-0.309834	-62.9205	-0.065
0.298965	-29.6404	-0.065
-0.308209	-153.407	-0.065
-0.303307	55.0213	1
-0.283471	55.0213	-0.065
-0.28014	-115.121	-0.065
-0.296729	158.399	-0.065
-0.264095	158.399	-0.065
-0.293426	153.548	-0.065
0.297344	-157.128	1
0.282681	50.5615	-0.065
-0.293426	48.7872	1
-0.264771	46.4887	1
0.302192	108.933	-0.065
0.258913	108.933	-0.065
-0.264095	156.998	1
0.300579	-87.0734	-0.065
0.279404	-87.0734	1
-0.306581	115.127	-0.065
0.272835	171.713	-0.065
0.295725	-33.9246	-0.065
0.271198	-33.9246	-0.065
0.263546	-33.9246	-0.065
-0.290115	20.3875	-0.065
0.255481	-128.932	1
0.276121	-128.932	-0.065
0.272835	147.772	-0.065
-0.298375	-123.886	-0.065
-0.286796	56.7984	-0.065
-0.28014	-177.216	-0.065
0.255019	26.61	-0.065
-0.306363	-163.542	1
-0.285174	89.1072	-0.065
-0.276932	89.1072	-0.065
