pol	phi	weight
0.39812	-162.286	1
0.374969	-6.67878	1
-0.404515	-78.6816	1
0.391233	15.7052	1
-0.397814	79.3428	1
0.37114	-176.921	-0.065
0.376866	-176.921	-0.065
0.367264	-35.7845	-0.065
-0.380327	78.4075	1
-0.408264	-132.802	1
-0.374473	6.5516	-0.065
0.394341	110.265	-0.065
-0.401817	108.909	1
-0.360742	56.1161	1
0.393319	-72.5423	1
-0.403019	-154.951	-0.065
-0.390459	-154.951	-0.065
-0.370384	-154.951	-0.065
0.383469	-48.904	1
-0.397738	152.413	-0.065
-0.402417	152.413	-0.065
0.38211	-173.813	1
0.3508	-90.6951	-0.065
-0.400048	-55.0591	1
0.395196	75.9707	-0.065
0.396371	75.9707	1
0.383469	75.9707	-0.065
-0.398479	-122.334	-0.065
0.379974	-117.761	1
0.348408	104.65	1
-0.405559	-15.1313	-0.065
0.384334	144.441	-0.065
-0.406392	169.777	-0.065
0.39099	78.3792	-0.065
0.351902	-56.0541	1
-0.407205	-19.0821	-0.065
0.366302	-18.1135	1
0.375083	-159.473	-0.065
-0.388488	-86.6308	-0.065
-0.401672	-133.126	-0.065
0.386626	128.739	-0.065
0.391193	-41.4071	-0.065
0.392791	-90.7633	-0.065
0.396142	-90.7633	-0.065
0.396385	-112.061	1
-0.407901	-45.7721	-0.065
-0.400856	-45.7721	-0.065
-0.38469	-45.7721	-0.065
0.358744	-14.3459	1
0.358744	120.556	1
-0.401672	-139.273	1
-0.402432	-139.273	-0.065
0.362442	2.32598	1
-0.382639	-85.3619	-0.065
-0.406364	57.0245	-0.065
-0.395011	-110.624	1
0.372923	40.8315	-0.065
0.358464	40.8315	-0.065
0.396969	-24.8031	1
0.389782	66.1868	-0.065
0.3694	-115.697	1
-0.398736	-20.1475	1
0.39347	-61.3928	1
0.379011	-154.336	1
-0.404799	-18.4848	-0.065
0.359437	-135.88	-0.065
0.358805	-135.88	-0.065
-0.396847	-106.013	-0.065
-0.40411	-175.252	1
0.380714	-101.307	1
-0.40411	99.2505	1
-0.376668	27.3935	-0.065
-0.4022	15.5082	1
-0.403444	10.0299	-0.065
0.380714	65.9508	-0.065
-0.389547	-118.213	1
0.395873	50.8074	1
-0.400019	-161.125	-0.065
-0.370813	158.629	-0.065
0.373668	80.7468	-0.065
0.353693	80.7468	-0.065
0.3682	6.09669	1
0.388459	170.405	-0.065
-0.396626	31.0663	1
-0.385285	31.0663	-0.065
-0.381873	-112.768	-0.065
0.377254	-15.8085	-0.065
0.388988	-138.629	1
0.356099	-138.629	-0.065
0.395617	83.6181	-0.065
0.389003	83.6181	-0.065
0.368587	83.6181	1
-0.39316	-107.698	1
0.35953	-47.268	1
-0.374853	-173.115	1
0.395865	163.885	-0.065
0.35953	-103.857	1
0.387543	-120.891	1
0.377664	-120.891	-0.065
0.368587	-102.613	1
-0.378539	145.322	-0.065
-0.378539	145.322	1
-0.395064	145.322	-0.065
-0.400662	-123.641	1
-0.367839	-123.641	1
-0.36031	12.8777	-0.065
-0.401273	39.8058	1
0.368587	83.6804	1
0.377664	-98.3472	-0.065
0.376457	-76.4556	1
0.358345	36.4385	-0.065
0.348498	36.4385	-0.065
0.372269	-58.0732	-0.065
-0.398961	-129.398	-0.065
0.387551	-148.304	1
-0.396502	21.9497	1
-0.380323	21.9497	-0.065
-0.388771	65.4361	-0.065
-0.3985	65.4361	1
0.357844	-29.5305	-0.065
0.375888	-150.69	-0.065
0.374092	54.4699	1
0.35953	48.5538	1
-0.392059	33.7973	-0.065
0.395375	173.53	-0.065
0.387551	173.53	1
0.354257	173.53	-0.065
0.374092	41.773	-0.065
0.395865	-33.9853	-0.065
-0.381575	154.31	1
0.348498	11.9221	1
0.384435	105.903	1
0.381122	-69.6093	-0.065
0.361929	161.862	-0.065
0.354965	161.862	-0.065
-0.400304	-71.1592	1
-0.374827	-71.1592	-0.065
0.377922	156.758	-0.065
0.367436	156.758	1
0.365605	156.758	-0.065
0.353205	30.9249	-0.065
0.391816	-177.432	-0.065
0.371038	-177.432	1
-0.36954	-56.2191	-0.065
-0.391575	5.46242	-0.065
0.370102	-74.1404	1
0.394346	-50.0774	1
0.38061	-50.0774	-0.065
0.364576	39.0348	1
-0.361782	115.915	1
-0.395896	47.9229	1
-0.394066	-80.3268	1
0.362721	-20.3168	1
-0.399392	-111.492	1
-0.376162	167.961	1
-0.383387	167.961	-0.065
0.346374	63.8258	1
0.390594	-82.0547	1
-0.399881	41.1913	1
-0.395671	-123.744	1
-0.377997	-123.744	-0.065
0.394193	-52.4598	-0.065
0.360897	-52.4598	-0.065
0.394346	138.401	-0.065
0.392547	75.7529	1
0.37548	75.7529	-0.065
-0.398445	-9.69926	1
0.388159	-74.461	-0.065
-0.399392	-169.051	-0.065
-0.390056	-169.051	1
-0.376162	-169.051	-0.065
-0.383387	-157.541	-0.065
-0.399281	167.571	1
0.373707	6.18858	-0.065
-0.395896	149.649	1
0.393287	-86.9434	-0.065
0.364576	-86.9434	1
0.353974	-164.473	-0.065
0.357427	-164.473	-0.065
-0.399881	-8.16695	-0.065
0.357427	8.41099	-0.065
-0.383387	-133.76	1
0.353974	59.4955	1
0.353974	1.76401	1
-0.367174	-33.351	-0.065
-0.383387	-33.351	1
-0.393028	98.7067	1
0.392547	117.474	-0.065
0.353974	-40.1364	1
0.394079	-129.969	1
0.378936	108.856	1
0.393839	165.596	-0.065
-0.370629	135.527	-0.065
-0.399281	-7.57359	1
0.346374	48.8489	1
0.378936	33.8659	1
-0.395671	85.1596	-0.065
-0.379817	-137.241	-0.065
-0.37719	-137.241	1
0.35023	4.70389	-0.065
-0.40016	61.5749	1
0.386796	145.428	-0.065
0.38061	142.431	1
-0.399281	-146.357	1
0.386796	-95.1702	-0.065
0.37548	158.498	1
0.388159	133.15	1
-0.390056	105.932	-0.065
-0.394066	174.211	1
-0.398445	-84.8494	-0.065
0.394193	48.1525	1
0.373707	-89.1642	-0.065
0.393839	-166.93	-0.065
0.388159	-166.93	1
-0.370629	98.5304	1
0.370083	18.3821	1
-0.385124	88.3579	1
0.391638	-124.878	1
-0.398445	144.185	-0.065
0.37548	-132.766	1
-0.381611	91.5758	1
0.364576	72.7503	1
0.394079	-62.3721	-0.065
0.392547	148.92	-0.065
0.371918	30.0181	1
0.37548	64.6637	-0.065
0.364576	64.6637	1
-0.395896	73.1252	1
-0.398445	73.1252	-0.065
0.346374	135.101	-0.065
-0.377997	76.578	1
-0.357908	-48.4524	1
0.392547	92.3149	-0.065
0.394191	126.632	-0.065
0.354964	-57.0542	1
-0.400314	125.306	1
-0.362272	115.384	-0.065
-0.359169	115.384	-0.065
-0.368034	64.0541	-0.065
-0.391049	63.4053	-0.065
0.39123	-58.1255	-0.065
0.363943	-58.1255	1
0.358421	41.5573	-0.065
0.376597	159.976	1
-0.39971	-98.257	-0.065
-0.39971	-10.1736	1
-0.39766	-56.8843	-0.065
0.35264	28.3506	1
0.343502	93.1548	1
0.388282	-144.298	-0.065
0.37776	-144.298	-0.065
0.357898	-144.298	-0.065
-0.386767	71.3322	1
-0.40009	8.03065	1
-0.40069	8.03065	-0.065
-0.365245	-41.9107	1
-0.383277	10.9203	1
-0.393186	-156.351	-0.065
-0.368657	-156.351	-0.065
0.357898	6.29557	-0.065
-0.398321	-84.964	1
0.392106	-142.443	1
0.393334	169.615	1
-0.375973	-105.879	1
0.36346	114.603	1
0.381118	-171.119	1
0.345058	62.7677	1
0.377738	51.3245	1
0.370632	-24.4551	1
0.348912	-24.4551	-0.065
0.356105	-24.4551	-0.065
0.363261	102.098	-0.065
0.379445	102.098	1
0.377738	56.4597	-0.065
0.377738	70.0555	1
0.359578	24.4852	1
-0.357683	-33.9591	1
-0.395972	104.185	-0.065
-0.357672	104.185	1
0.356105	-116.215	1
0.393613	-147.85	1
-0.383277	143.057	-0.065
-0.363442	128.046	1
-0.386767	72.4544	-0.065
0.372437	-84.3742	-0.065
-0.393186	105.49	-0.065
0.375993	-58.147	1
0.370632	179.794	1
0.365116	174.537	-0.065
0.352661	174.537	1
-0.40009	55.4326	-0.065
-0.381481	55.4326	-0.065
-0.368657	54.6163	1
0.35081	72.6478	-0.065
0.394465	164.93	1
-0.40009	75.8372	-0.065
-0.40069	-158.711	1
0.348912	22.6381	1
-0.400071	81.9329	-0.065
0.357806	-50.6624	-0.065
0.374227	-51.3084	1
0.394465	-9.71284	-0.065
-0.401115	4.90179	-0.065
-0.401115	4.90179	-0.065
-0.372238	-67.8012	-0.065
0.391055	-162.342	1
0.384328	17.3414	1
-0.387805	121.389	-0.065
-0.377657	-171.996	1
-0.372174	-27.6595	1
-0.386229	-162.982	1
-0.382918	-79.3574	-0.065
0.352036	-24.4199	1
-0.382918	-140.696	1
-0.387805	-168.869	-0.065
-0.357758	-168.869	-0.065
-0.384599	-135.692	1
-0.390742	-47.0445	1
-0.375847	-47.0445	-0.065
0.375497	48.2424	-0.065
0.346876	99.4641	1
0.346876	99.4641	-0.065
0.390609	116.101	1
0.370233	-179.733	-0.065
0.355575	-179.733	1
-0.355817	93.3395	-0.065
0.344571	-159.094	-0.065
0.373225	110.574	1
0.351481	13.2747	1
0.379901	-127.034	-0.065
0.395593	3.13155	1
0.362215	3.13155	-0.065
0.395109	-156.555	1
-0.411278	-66.6952	-0.065
-0.401769	-66.6952	1
-0.394067	-66.6952	-0.065
0.365719	-156.91	1
0.376639	-43.9208	1
-0.411461	171.118	1
0.391801	100.243	-0.065
0.362215	100.243	1
-0.406752	51.9824	-0.065
0.395593	-35.8514	-0.065
0.378389	-98.7974	1
0.358776	168.738	-0.065
0.391801	72.4481	1
0.395466	72.4481	-0.065
0.395593	72.5329	1
0.382088	72.5329	-0.065
-0.395833	-93.032	-0.065
0.369391	-136.829	-0.065
0.374856	-178.064	-0.065
0.371228	172.192	1
-0.379532	127.398	1
-0.385531	-9.92454	1
-0.404016	-62.5437	1
0.365719	36.9515	-0.065
0.389352	-160.965	-0.065
0.367544	106.617	-0.065
0.395593	-93.1064	-0.065
-0.374336	-52.3225	1
-0.412043	155.262	-0.065
-0.401787	146.511	1
-0.411884	137.355	-0.065
-0.409971	28.735	-0.065
0.38011	-37.5227	-0.065
0.358776	-37.5227	-0.065
-0.394067	-117.237	1
-0.400918	-77.6741	-0.065
-0.412087	-43.6717	-0.065
-0.410041	-43.6717	1
0.369391	155.311	1
0.395199	-170.155	-0.065
-0.409971	-134.95	1
-0.383852	141.998	1
-0.392293	-176.317	-0.065
0.363935	84.2016	-0.065
-0.408875	17.3828	1
0.395613	159.548	1
0.382367	-61.843	1
0.378951	-133.841	1
-0.298947	-36.7076	-0.065
-0.292361	-25.9294	1
-0.275795	-80.3482	-0.065
0.249518	-18.9926	-0.065
0.262664	135.497	-0.065
-0.26643	139.148	-0.065
-0.308746	-171.594	1
0.268694	-161.147	-0.065
0.281751	79.3852	1
0.271922	-159.656	1
-0.310355	-173.479	-0.065
0.302834	-51.9985	1
-0.282423	8.47264	-0.065
-0.25301	8.47264	1
-0.277436	-55.0326	1
-0.287397	61.375	1
-0.284081	36.2227	1
0.248816	-162.64	-0.065
-0.309413	165.552	1
-0.263353	-61.2929	1
-0.301176	-9.10843	1
-0.283309	-111.986	-0.065
0.280253	-49.4349	-0.065
-0.283309	-34.9859	-0.065
-0.284323	-179.318	1
0.300429	33.7421	-0.065
0.275655	33.7421	1
-0.284323	-35.3795	-0.065
0.292144	112.667	1
-0.27959	153.18	1
0.274147	-62.278	-0.065
0.308657	93.4731	1
-0.29938	148.819	1
0.297958	93.702	-0.065
-0.323026	117.646	-0.065
-0.286796	-176.217	1
-0.283471	-111.514	1
0.297428	-145.658	-0.065
-0.309834	-99.9457	1
-0.296729	-99.9457	-0.065
-0.253999	-99.9457	-0.065
0.262137	64.1661	-0.065
0.24606	-42.1488	1
0.29422	-155.592	-0.065
0.265105	-155.592	1
-0.269085	-20.1659	1
0.281303	-31.5193	1
-0.309834	138.024	-0.065
-0.290115	-7.02767	1
0.274806	139.685	1
0.263598	140.237	-0.065
0.252618	136.571	-0.065
0.271551	102.414	1
-0.296729	-172.692	-0.065
-0.275238	-172.692	-0.065
0.291002	87.1023	1
-0.265591	53.2441	-0.065
-0.260731	53.2441	-0.065
-0.260731	53.2441	1
0.24606	-164.891	1
-0.267445	-115.514	-0.065
0.297428	31.4253	1
0.252618	31.4253	-0.065
0.289387	-146.483	-0.065
-0.257366	-41.2969	-0.065
-0.304944	56.4359	-0.065
0.278057	-56.3336	1
0.273177	-123.033	-0.065
0.26992	-123.033	1
0.291002	-10.7031	-0.065
0.24606	-40.534	1
-0.291769	170.426	1
-0.283471	83.6908	1
-0.269085	13.5134	-0.065
-0.276831	-130.89	-0.065
-0.303307	169.069	-0.065
-0.257366	169.069	1
0.271551	121.344	1
0.26668	93.2972	-0.065
0.242782	46.324	1
-0.267445	80.9432	-0.065
0.297428	-101.596	1
-0.257366	-157.574	1
0.271551	107.183	1
0.242782	171.22	-0.065
-0.259046	60.1628	1
-0.267445	17.7659	-0.065
0.297428	-5.45622	1
0.272835	150.696	1
-0.253999	141.651	-0.065
-0.290115	17.9166	-0.065
-0.260731	17.9166	1
-0.306581	121.645	1
-0.260731	101.338	-0.065
-0.306581	39.7834	1
0.272835	45.9755	1
-0.253999	-75.582	-0.065
0.257014	-23.0277	-0.065
-0.309834	165.09	-0.065
-0.283471	-142.555	1
-0.306581	43.1064	1
0.286844	83.7374	1
0.270645	83.7374	-0.065
0.27714	108.199	1
-0.261048	79.7208	1
0.286844	112.332	1
0.293279	-77.2517	1
0.258234	-110.211	1
-0.276932	-81.5885	-0.065
0.267396	-116.51	1
0.270645	-116.51	-0.065
0.274673	96.4555	1
0.251007	50.7592	1
-0.28002	-7.24147	-0.065
-0.254286	-71.2177	1
0.300882	-111.356	1
-0.254286	-3.68582	1
0.286191	-56.1235	1
-0.270194	13.3255	-0.065
0.26535	-11.3717	-0.065
0.255468	-11.3717	1
0.304116	-67.6574	-0.065
0.304116	-67.6574	1
-0.299602	124.652	-0.065
0.262241	-128.337	1
-0.27481	-32.2334	-0.065
0.281539	166.606	-0.065
0.273502	166.606	1
0.289542	166.606	-0.065
0.246671	42.1327	1
-0.2699	65.079	-0.065
-0.259052	65.079	1
-0.294372	163.321	-0.065
-0.291129	163.321	1
-0.262282	135.584	-0.065
-0.255752	148.8	1
0.286347	76.7066	1
-0.295988	7.19684	1
-0.245842	-14.5801	-0.065
-0.266775	54.2421	1
0.24505	-138.041	1
-0.287878	-149.973	-0.065
0.256744	-70.3657	1
-0.281355	127.455	1
0.279936	-178.485	-0.065
-0.299168	-118.124	1
-0.275082	-125.722	-0.065
0.254893	-176.031	1
-0.303115	86.2397	-0.065
0.294601	-30.1031	-0.065
-0.306373	-73.2685	1
0.276929	-83.39	1
0.258028	-83.39	-0.065
-0.299843	-140.592	1
-0.25233	138.793	1
-0.268954	-79.0068	-0.065
-0.275082	-21.5337	-0.065
0.276929	9.19948	1
0.291406	113.095	-0.065
0.280157	173.443	1
0.260963	173.443	-0.065
-0.25233	-60.7146	1
-0.309603	166.249	1
-0.309603	166.249	-0.065
-0.255684	66.5696	1
-0.255684	-63.1198	-0.065
-0.270477	19.5392	-0.065
-0.277213	-83.4887	-0.065
-0.26573	-83.4887	-0.065
-0.281701	-62.6686	1
0.254225	127.925	1
0.268843	127.925	-0.065
-0.291626	76.1552	1
-0.27838	76.1552	-0.065
-0.25233	82.5129	1
0.256488	-157.884	1
-0.255684	68.2139	-0.065
0.245125	-137.768	1
-0.309603	-164.65	-0.065
-0.262389	44.3828	1
0.268843	87.3139	-0.065
-0.257083	0.450856	-0.065
-0.255684	0.450856	1
0.278546	-11.2109	-0.065
-0.29917	160.324	1
0.268089	-140.173	-0.065
0.268089	-140.173	1
-0.269379	48.7402	1
-0.246876	48.7402	-0.065
0.258702	114.645	1
0.255694	112.509	-0.065
-0.255151	20.8384	-0.065
-0.246876	20.8384	1
0.28433	120.412	1
0.271337	120.412	-0.065
0.255694	103.636	-0.065
0.242586	103.636	1
0.272968	-30.1891	-0.065
0.258913	79.9776	-0.065
0.28433	11.6399	-0.065
0.266474	11.6399	1
-0.297125	-112.707	1
-0.272624	-100.594	-0.065
-0.270987	37.4981	-0.065
-0.256809	37.4981	1
-0.298746	120.789	-0.065
0.290787	162.383	-0.065
0.252417	162.383	-0.065
-0.292257	-59.1995	-0.065
-0.269379	-59.1995	-0.065
-0.264865	-112.953	1
-0.285737	-81.8812	-0.065
-0.270987	-73.2322	1
-0.301972	-138.368	1
-0.272624	43.1636	-0.065
-0.263338	43.1636	-0.065
-0.289001	-34.7369	1
0.297211	79.1127	-0.065
0.272968	47.8323	1
0.274597	-127.356	-0.065
0.278847	-101.019	-0.065
-0.264865	-170.004	1
-0.288996	80.713	1
0.261933	-107.295	-0.065
0.298805	-73.3367	1
0.264899	-73.3367	-0.065
0.287562	9.31346	1
-0.298738	161.978	-0.065
0.264899	145.96	-0.065
-0.248529	-62.2834	-0.065
-0.289001	-163.342	1
-0.256809	-118.67	1
-0.256809	-118.67	-0.065
0.274597	-145.74	-0.065
0.249139	8.12951	1
-0.277548	162.656	-0.065
-0.272624	116.484	1
-0.272624	-118.929	1
-0.253498	108.399	1
-0.270987	-104.878	-0.065
0.297211	-132.886	1
-0.297125	68.14	-0.065
0.27622	62.5611	1
0.242586	62.5611	-0.065
-0.290628	114.828	1
-0.263338	167.607	-0.065
-0.250187	167.607	1
0.295608	-179.726	-0.065
0.294005	-179.726	1
0.250776	137.337	-0.065
0.285944	27.7249	1
0.277846	161.874	1
-0.297125	-47.5831	1
-0.2691	-60.8116	1
0.247499	-49.9668	1
0.277846	-20.8857	1
0.245862	-9.38152	-0.065
-0.292257	100.379	1
-0.255151	-162.143	1
-0.269379	-109.6	1
-0.255151	-129.863	-0.065
0.245862	71.4964	1
0.249139	-114.203	-0.065
0.294005	-60.1229	1
-0.295506	148.104	-0.065
-0.264865	18.8916	1
0.266474	112.389	1
0.245862	112.389	1
0.287562	160.717	1
-0.256809	-85.7512	1
-0.260116	-58.4149	-0.065
0.289173	-15.7897	-0.065
-0.260116	52.1029	1
0.277846	-118.923	-0.065
0.264006	-140.099	-0.065
0.262449	-140.099	-0.065
0.24281	-68.2118	1
-0.245862	-146.435	-0.065
-0.242586	68.3887	-0.065
0.273697	44.5977	1
-0.263393	149.221	1
-0.27622	88.9536	1
0.283378	-176.955	1
0.27046	-176.955	-0.065
-0.244222	174.324	-0.065
0.259512	31.3099	-0.065
0.294601	-64.9214	-0.065
0.278546	-64.9214	-0.065
-0.271337	-86.9453	-0.065
