lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,b,y_tilde.1,y_tilde.2,y_tilde.3,y_tilde.4,y_tilde.5,y_tilde.6,y_tilde.7,y_tilde.8,y_tilde.9,y_tilde.10,y_tilde.11,y_tilde.12,y_tilde.13,y_tilde.14,y_tilde.15,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,mu.1,mu.2,mu.3,mu.4,mu.5,mu.6,mu.7,mu.8,mu.9,mu.10,mu.11,mu.12,mu.13,mu.14,mu.15
# Adaptation terminated
# Step size = 0.894467
# Diagonal elements of inverse mass matrix:
# 0.00697596, 0.00305696
-11.2867,0.833714,0.894467,2,3,0,13.8185,0.990275,1.07217,2.16133,1.32211,1.43806,0.718854,0.619831,0.306972,0.375558,0.964177,1.78415,1.99624,1.4157,0.774972,0.625178,0.221545,0.403415,0.346578,-0.43921,0.601509,0.789801,-4.39156,0.653198,-0.622805,-0.587736,0.370811,0.0173213,0.172504,-0.168339,-0.0104769,0.573458,0.340205,2.06244,1.82038,1.21254,0.536069,0.121689,0.171977,0.662349,1.35307,1.90647,2.052,1.71851,1.06904,0.421101,0.0914554,0.241259
-10.6806,0.992966,0.894467,2,7,0,11.8139,1.02648,0.957675,2.46086,1.56077,0.957952,0.596938,-0.273683,0.437734,0.462425,1.4657,1.86186,1.76976,1.66709,1.0375,0.470885,-0.28452,-0.0170333,0.0938728,-0.916392,0.905762,0.0284073,-3.0213,-0.212825,0.197072,-0.176557,0.184049,0.22094,-0.306486,0.139738,0.283864,0.499719,0.251855,1.98416,1.73325,1.10318,0.401972,-0.0275601,0.0245669,0.532869,1.24885,1.82248,1.97333,1.62765,0.95443,0.2828,-0.0588986,0.0963823
-10.869,0.940023,0.894467,2,3,0,11.5325,0.9941,0.964781,2.32461,0.936024,0.880671,0.103141,-0.308127,-0.290472,0.403609,1.38139,1.81008,1.93399,1.78311,0.308889,0.650903,-0.137872,0.123533,-0.0111953,-1.02421,0.903988,0.220709,-3.34923,0.068963,0.0940876,-0.169632,0.122918,0.268154,-0.396076,0.124907,0.243049,0.564496,0.296442,1.95888,1.71589,1.10569,0.426609,0.010628,0.0611104,0.553377,1.24677,1.80231,1.94839,1.61362,0.961639,0.311197,-0.0197219,0.13066
-10.4374,1,0.894467,1,1,0,10.8097,1.01702,0.98461,2.44906,1.33416,0.725106,0.182047,0.146825,-0.0399869,0.603665,0.869508,2.02873,1.5304,1.49452,1.47384,0.411532,-0.112422,-0.198303,0.159802,-0.798678,0.876237,0.274003,-3.33017,0.0617911,0.0383104,-0.261001,0.235759,0.182658,-0.181596,0.0811303,0.235216,0.560839,0.297088,2.00163,1.75303,1.12877,0.43403,0.00845707,0.0601035,0.56372,1.2731,1.84144,1.9909,1.64841,0.981395,0.315956,-0.0225926,0.131257
-10.4001,0.753059,0.894467,2,3,0,12.7228,1.15404,1.02208,2.39799,1.67875,1.30714,0.395832,-0.300733,-0.222673,0.570065,1.06393,2.00348,2.22241,1.93635,1.63347,-0.107206,-0.115904,-0.20945,0.51783,-0.119133,0.719393,-0.0105585,-2.55283,-0.685548,0.139997,-0.571257,0.449329,-0.415539,0.382831,-0.0132761,0.305981,0.331843,0.175929,2.17612,1.89402,1.18566,0.397319,-0.0855886,-0.0269842,0.544482,1.34943,1.99435,2.16394,1.7753,1.01843,0.263339,-0.120821,0.0537554
-10.5399,0.97631,0.894467,2,3,0,10.7006,1.03812,1.06179,2.35048,2.23221,1.23862,0.371698,0.0857203,0.405551,0.111328,1.71219,2.01572,2.13091,1.38522,0.838515,0.402438,-0.100013,-0.0206734,0.428628,-0.318523,0.618904,0.652784,-3.8467,0.420171,-0.395684,-0.602326,0.410978,-0.107016,0.25768,-0.133604,0.103926,0.601078,0.339175,2.09991,1.84616,1.20894,0.499791,0.0653896,0.118107,0.632172,1.35627,1.9364,2.08896,1.73936,1.05851,0.379268,0.0336958,0.190737
-10.7602,0.850836,0.894467,2,7,0,12.2736,1.01863,0.956118,2.42736,1.47693,0.848213,0.702604,-0.100733,-0.142928,0.753456,1.9365,1.76102,2.44687,1.68579,1.01867,0.0990142,-0.104819,0.265608,0.0560747,-0.962418,0.907376,0.050607,-3.07166,-0.166887,0.188945,-0.163986,0.160031,0.239588,-0.348661,0.142813,0.279239,0.512157,0.259326,1.97474,1.72575,1.1005,0.404669,-0.0215749,0.0301529,0.534564,1.24506,1.8143,1.964,1.62096,0.952898,0.286409,-0.0526736,0.101419
-12.9054,0.639217,0.894467,2,3,0,13.7078,0.886408,1.01713,2.12724,1.60884,1.28525,0.573347,-0.138046,0.296588,0.45327,1.03648,1.83804,2.51047,1.41723,0.653911,0.494016,0.362558,0.281911,-0.281272,-1.21392,0.849305,0.793418,-4.84776,0.76272,-0.529421,-0.244697,-0.0107799,0.342022,-0.516756,-0.00202061,-0.0512849,0.497776,0.324286,1.90353,1.68686,1.14277,0.537256,0.166338,0.211351,0.65029,1.26857,1.76392,1.89418,1.59567,1.01432,0.434346,0.139276,0.273367
-11.3059,1,0.894467,1,1,0,12.5869,0.950305,1.00507,1.97762,1.97213,1.28839,0.283988,0.165033,-0.00510817,0.59507,1.18722,1.95813,1.73128,1.48476,1.16997,0.343036,-0.627582,0.164304,-0.0266677,-0.978981,0.855712,0.609992,-4.10922,0.531886,-0.25469,-0.266582,0.133639,0.273344,-0.321037,0.0304176,0.101416,0.595321,0.343077,1.95538,1.72309,1.13977,0.490609,0.092953,0.141211,0.611792,1.27464,1.8057,1.94535,1.62532,1.00207,0.380281,0.0639402,0.207697
-11.1763,0.905807,0.894467,2,7,0,12.5299,1.04478,0.929268,2.15469,1.82468,1.24409,0.345514,0.119952,-0.049717,0.489771,1.01379,1.35584,1.48523,1.30649,1.25864,0.359659,-0.0394709,0.0626575,0.0532298,-1.00666,0.909744,-0.317511,-2.64721,-0.620993,0.353312,-0.102094,0.145412,0.241457,-0.412045,0.192343,0.324485,0.38107,0.1736,1.97405,1.71866,1.07736,0.363659,-0.0735301,-0.0204739,0.49689,1.22563,1.80949,1.96303,1.61118,0.925966,0.242363,-0.105427,0.0526218
-11.0666,1,0.894467,1,1,0,11.3082,1.03031,0.936313,1.99205,2.01625,1.14909,0.344857,-0.153355,-0.139624,0.291285,1.15294,2.10001,1.99046,1.84425,1.36453,-0.050519,0.505488,0.365238,0.0222164,-1.03123,0.910995,-0.176417,-2.81474,-0.429663,0.300318,-0.11118,0.129389,0.25508,-0.427903,0.180129,0.310339,0.441194,0.210851,1.96663,1.71478,1.08236,0.378536,-0.0525994,-0.00027789,0.509921,1.22857,1.80435,1.95576,1.60878,0.933056,0.258919,-0.0840549,0.0718056
-11.2006,0.79553,0.894467,2,3,0,13.3554,1.11108,1.10679,1.95755,1.91446,1.20255,0.411697,0.150658,0.258237,0.549839,1.20827,1.91755,1.82927,1.90563,0.738058,0.151407,0.314933,0.025379,0.522536,0.0617866,0.295466,0.676854,-3.61535,0.30137,-0.504381,-0.92858,0.441459,-0.622422,0.524428,-0.290311,0.11121,0.58987,0.332082,2.21788,1.94629,1.26429,0.505292,0.0403598,0.0967828,0.646978,1.42197,2.04288,2.20616,1.83198,1.10328,0.376299,0.00643841,0.174517
-11.4385,0.940916,0.894467,2,3,0,12.3771,1.22134,1.04142,2.15324,2.15732,1.3564,0.391685,-0.41543,0.214094,0.353576,1.77963,2.41915,2.18194,1.83783,0.535641,-0.397273,-0.0391296,-0.373298,0.492721,0.115019,0.591592,-0.160873,-2.21252,-1.13382,0.182115,-0.753019,0.420801,-0.861877,0.536461,-0.0683604,0.327333,0.149557,0.0913141,2.26276,1.96422,1.21454,0.380232,-0.130836,-0.0688143,0.535977,1.38787,2.07039,2.24987,1.83857,1.03756,0.238439,-0.168124,0.0166336
-10.7737,0.952934,0.894467,3,7,0,12.3071,1.07626,0.94588,1.71302,2.13563,0.904223,0.213626,0.215549,0.0290557,0.503764,0.950624,1.5558,2.19271,1.05395,1.05046,-0.439892,-0.320971,0.318679,0.230203,-0.763905,0.908435,-0.321713,-2.54086,-0.741106,0.339143,-0.184356,0.263634,0.134345,-0.181977,0.162986,0.327445,0.334629,0.152794,2.02214,1.75906,1.09844,0.36323,-0.0871317,-0.032477,0.500474,1.25117,1.85262,2.01079,1.64834,0.942478,0.238279,-0.11999,0.042821
-11.9852,0.881545,0.894467,2,7,0,12.3258,1.09024,1.13249,2.44375,1.94937,1.26019,0.623473,-0.322467,0.332686,0.169312,1.51927,1.98202,1.75504,1.85051,0.92946,0.305803,0.177301,0.439868,0.521057,0.0918536,0.128086,0.808095,-4.04279,0.532826,-0.776588,-1.03658,0.436576,-0.64885,0.545792,-0.391128,0.00554655,0.599675,0.343693,2.22272,1.95623,1.28702,0.542268,0.0860582,0.141423,0.681295,1.44174,2.051,2.21122,1.84407,1.12904,0.415695,0.0527732,0.217698
-12.1085,0.871896,0.894467,2,7,0,13.9632,1.24313,1.07239,2.43076,2.40552,1.2884,0.416975,-0.0585467,-0.195223,0.634345,1.51493,2.08496,2.69384,1.65239,0.796962,0.0403662,-0.309764,0.246925,0.411473,0.234042,0.399242,0.00697571,-2.2862,-1.00861,0.0698809,-0.944951,0.354431,-1.18351,0.594134,-0.166391,0.31393,0.189438,0.122153,2.31552,2.01165,1.2486,0.399401,-0.120788,-0.0576592,0.557925,1.42502,2.11972,2.30241,1.88376,1.06846,0.255077,-0.158741,0.0293135
-11.4967,1,0.894467,1,1,0,12.1402,1.2037,1.08271,2.16667,2.01255,1.55652,0.272253,0.0380567,0.0487323,0.758232,1.71706,2.20854,2.11443,2.16357,0.825879,0.264417,-0.327903,-0.134788,0.462488,0.188989,0.368984,0.252973,-2.6544,-0.534257,-0.0818938,-0.940273,0.389937,-1.00318,0.579328,-0.202052,0.272683,0.368936,0.21251,2.2864,1.99217,1.25332,0.431066,-0.0726206,-0.0114945,0.584561,1.42415,2.09681,2.2737,1.86834,1.0789,0.29132,-0.109369,0.0727191
-13.4165,0.736526,0.894467,2,3,0,14.382,1.29012,0.998859,2.08289,1.68677,1.1489,0.339942,-0.74937,-0.166859,0.199285,0.998187,2.01718,2.17073,2.03459,1.20563,0.464448,-0.22481,0.0871055,0.45859,0.141129,0.73427,-1.01312,-1.48516,-2.51567,0.465924,-0.641949,0.404144,-1.01333,0.540493,0.0488653,0.34042,-0.459873,-0.223318,2.28898,1.97362,1.18173,0.300434,-0.239416,-0.173901,0.46495,1.36482,2.08578,2.27537,1.8409,0.994781,0.150655,-0.278803,-0.083641
-11.9294,1,0.894467,2,3,0,13.7449,0.921168,0.99644,1.56781,1.73031,1.32731,0.479656,-0.265243,0.429679,0.629305,1.39404,1.64443,1.90487,1.6272,1.17087,0.420748,0.0681807,0.361066,-0.207389,-1.17655,0.879078,0.643563,-4.29823,0.606112,-0.277701,-0.206725,0.0211517,0.327069,-0.502961,0.0519742,0.0745693,0.580793,0.343477,1.91761,1.69244,1.12701,0.497751,0.112288,0.159067,0.615219,1.25774,1.77252,1.90789,1.59767,0.993528,0.390806,0.0841652,0.223515
-12.1547,0.970657,0.894467,1,1,0,12.4863,0.913348,0.982245,2.4359,1.50602,0.921828,0.476459,0.844883,0.105082,0.703368,1.85011,1.95945,2.00568,1.8408,1.77525,0.0214887,-0.0924025,-0.0217977,-0.324532,-1.31332,0.898748,0.596198,-4.23239,0.577919,-0.205113,-0.151746,-0.0579891,0.349786,-0.639566,0.0858563,0.0977455,0.586356,0.343674,1.89559,1.67234,1.11171,0.48779,0.105599,0.151981,0.60426,1.24133,1.75174,1.88596,1.57837,0.979358,0.381753,0.0777148,0.215881
