# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 2
# model = stan_file_model
# start_datetime = 2022-02-24 09:10:03 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /tmp/tmpqzc7lzv2/kqv3d2pp.json
# init = 2 (Default)
# random
#   seed = 73085
# output
#   file = /home/jakob/Documents/Studium/master_thesis/bayes/noisy_model/csv_files/stan_file-20220224101003_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,b,y_tilde.1,y_tilde.2,y_tilde.3,y_tilde.4,y_tilde.5,y_tilde.6,y_tilde.7,y_tilde.8,y_tilde.9,y_tilde.10,y_tilde.11,y_tilde.12,y_tilde.13,y_tilde.14,y_tilde.15,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,mu.1,mu.2,mu.3,mu.4,mu.5,mu.6,mu.7,mu.8,mu.9,mu.10,mu.11,mu.12,mu.13,mu.14,mu.15
# Adaptation terminated
# Step size = 0.817748
# Diagonal elements of inverse mass matrix:
# 0.00631453, 0.00360508
-14.435,0.863836,0.817748,3,7,0,17.0956,0.899967,1.14192,2.09588,2.00742,0.824419,0.276817,0.0580644,0.477617,0.632993,1.5532,1.9949,2.43212,1.47563,1.20623,0.363734,-0.0691915,0.327934,-1.7118,0.11031,-0.0769121,0.713167,-0.0112968,0.529276,-5.09734,0.0217204,0.6148,0.577528,-0.373166,-0.221445,-0.699669,0.419088,-0.251758,2.04189,1.8219,1.26949,0.654707,0.278116,0.323818,0.769471,1.39721,1.90014,2.03239,1.72931,1.13907,0.550223,0.25064,0.386782
-16.1834,0.731074,0.817748,1,1,0,16.2878,0.903271,1.18416,1.73053,1.58506,1.02337,0.755707,0.247324,0.507707,0.938331,1.32993,1.95677,1.63944,1.98771,1.01737,0.547791,0.0475994,0.437945,-1.21545,0.00640076,-0.191383,0.642104,-0.17827,0.482242,-5.77594,-0.211383,0.255237,0.571539,-0.547943,-0.529967,-0.545745,0.491581,-0.406851,2.08743,1.86663,1.31219,0.695156,0.317182,0.363052,0.810341,1.44038,1.94516,2.0779,1.77371,1.1813,0.590289,0.289605,0.426247
-13.828,0.958151,0.817748,2,3,0,17.5841,0.828267,1.06341,1.96732,1.71207,1.54773,0.678838,0.479009,0.0816154,0.649811,1.18103,1.68123,2.26462,1.86389,0.859457,0.244214,0.0659334,0.979733,-3.74792,0.284331,0.102852,0.739064,0.0262852,0.538672,-4.33623,0.407893,1.05699,0.305122,0.00637019,0.232036,-0.830402,0.401848,-0.185992,1.89168,1.68922,1.18082,0.615017,0.268429,0.31049,0.720638,1.29836,1.76122,1.88294,1.60401,1.06079,0.518858,0.243142,0.368438
-14.2003,0.98298,0.817748,2,3,0,14.8722,0.862844,1.1193,2.22739,2.14876,1.32382,0.389407,-0.0603368,0.460545,0.544476,1.58732,1.9282,1.72698,2.1881,1.12415,0.214098,0.262085,0.445432,-2.4483,0.200452,-0.0119597,0.716105,-0.0641639,0.518876,-4.9808,0.174117,0.906018,0.522953,-0.211594,-0.0753243,-0.692492,0.448719,-0.2837,1.98214,1.77123,1.2416,0.652184,0.291126,0.334943,0.762214,1.36405,1.84624,1.97304,1.68247,1.11657,0.55201,0.264784,0.39531
-12.6883,0.980047,0.817748,2,7,0,14.4027,1.02252,0.954372,2.21672,1.97836,1.37205,0.330673,0.295075,0.190458,0.432856,1.3871,1.79446,1.75128,1.60879,1.16467,0.196984,0.106918,-0.258272,-2.51772,0.255269,0.199146,0.129386,0.443264,-0.0619843,-1.89592,0.532041,1.00337,0.51196,-0.0371587,0.608528,-2.1071,-1.17088,0.31821,1.97689,1.72695,1.09931,0.400816,-0.027056,0.0248695,0.531207,1.24442,1.81584,1.9661,1.62175,0.951139,0.282105,-0.0582734,0.0964074
-12.1755,0.980787,0.817748,2,3,0,12.9503,0.977002,0.976783,1.9059,1.96553,1.34075,0.540781,0.17935,0.0618192,0.985967,1.04692,1.79239,2.01869,1.43295,0.744671,0.895264,-0.120128,0.397673,-2.8318,0.266253,0.185491,0.371689,0.472634,0.205068,-2.35793,0.51461,1.03511,0.46942,-0.0188533,0.555753,-1.7808,-0.669602,0.282294,1.95378,1.71497,1.11527,0.447868,0.0390413,0.0886554,0.572455,1.25392,1.7999,1.94348,1.61446,0.973695,0.334441,0.00921338,0.157009
