# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 2
# model = stan_file_model
# start_datetime = 2022-02-24 09:10:03 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /tmp/tmpqzc7lzv2/kqv3d2pp.json
# init = 2 (Default)
# random
#   seed = 73085
# output
#   file = /home/jakob/Documents/Studium/master_thesis/bayes/noisy_model/csv_files/stan_file-20220224101003_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,b,y_tilde.1,y_tilde.2,y_tilde.3,y_tilde.4,y_tilde.5,y_tilde.6,y_tilde.7,y_tilde.8,y_tilde.9,y_tilde.10,y_tilde.11,y_tilde.12,y_tilde.13,y_tilde.14,y_tilde.15,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,mu.1,mu.2,mu.3,mu.4,mu.5,mu.6,mu.7,mu.8,mu.9,mu.10,mu.11,mu.12,mu.13,mu.14,mu.15
# Adaptation terminated
# Step size = 0.941809
# Diagonal elements of inverse mass matrix:
# 0.00663506, 0.00373005
-12.6799,0.950943,0.941809,2,3,0,13.8477,0.922679,1.08417,2.09909,1.68372,1.15657,0.474711,-0.111112,0.0187173,0.817892,1.19166,1.842,2.33748,1.85238,0.872108,0.269906,0.263228,-0.163603,-2.13201,0.184854,0.0428963,0.729569,0.252375,0.536634,-4.06471,0.2478,0.838865,0.553602,-0.224222,0.128379,-1.01633,0.179433,-0.00317611,2.00685,1.78131,1.21495,0.584661,0.198566,0.245422,0.702321,1.3459,1.86152,1.99711,1.68639,1.08125,0.477541,0.170397,0.309975
-12.1952,0.951078,0.941809,2,3,0,13.2115,0.91597,1.03618,1.80775,1.97818,1.17954,0.730246,0.120649,0.377705,0.606918,1.35582,1.85932,2.15648,1.51958,0.624154,0.504386,-0.0388654,-0.148146,-2.85458,0.253972,0.125248,0.670025,0.349395,0.493235,-3.42707,0.414591,1.02088,0.467321,-0.0692238,0.354867,-1.22932,0.00845637,0.103818,1.95215,1.72825,1.16601,0.540304,0.157016,0.203531,0.657109,1.29601,1.80788,1.94249,1.63402,1.03328,0.433963,0.129052,0.267615
-12.1952,0.520936,0.941809,1,3,0,15.2604,0.91597,1.03618,1.9625,2.09362,1.24052,0.576368,-0.114055,-0.00703399,0.774305,1.30638,1.86399,1.89046,1.92923,1.42867,0.57537,-0.0374382,0.440209,-2.85458,0.253972,0.125248,0.670025,0.349395,0.493235,-3.42707,0.414591,1.02088,0.467321,-0.0692238,0.354867,-1.22932,0.00845637,0.103818,1.95215,1.72825,1.16601,0.540304,0.157016,0.203531,0.657109,1.29601,1.80788,1.94249,1.63402,1.03328,0.433963,0.129052,0.267615
-12.8194,0.862464,0.941809,1,1,0,12.8213,0.872133,1.04792,1.66797,1.92065,1.1715,0.687618,-0.139338,0.0868016,0.756981,0.737906,1.91353,1.80174,1.58321,1.14661,1.15533,0.217377,0.00706508,-3.31641,0.272755,0.117142,0.721984,0.218399,0.541982,-3.84328,0.416547,1.0545,0.389997,-0.025535,0.304167,-1.03052,0.229338,-0.0205213,1.92005,1.70687,1.17154,0.575775,0.210831,0.255119,0.68699,1.29531,1.78269,1.91085,1.61715,1.04516,0.474523,0.184204,0.316136
-13.1902,0.973183,0.941809,2,3,0,13.6212,0.918555,1.10614,1.79606,2.23525,1.41641,0.671175,-0.160845,0.0905414,0.673231,1.40814,2.05847,1.94854,1.89092,1.16152,0.740279,0.00749418,0.886173,-1.91383,0.152565,-0.000563313,0.739191,0.177686,0.546946,-4.41711,0.162819,0.741266,0.568853,-0.288671,0.00527993,-0.903393,0.27058,-0.0776834,2.02469,1.80016,1.23634,0.608863,0.224493,0.271139,0.725997,1.3667,1.88001,2.015,1.70567,1.10323,0.502221,0.196449,0.335403
-12.1035,1,0.941809,2,3,0,12.9397,0.987971,0.983831,1.85265,1.65209,0.847852,0.288687,0.398201,0.25476,0.250849,0.952386,1.45392,1.60735,1.28913,1.22296,0.936114,0.10885,0.612052,-2.58563,0.251896,0.177081,0.376664,0.47285,0.194498,-2.38727,0.493873,1.00251,0.503928,-0.0550277,0.536742,-1.78178,-0.695649,0.284323,1.9718,1.7303,1.12387,0.448977,0.0355604,0.0857316,0.574963,1.26408,1.81619,1.96138,1.62867,0.980707,0.334276,0.00539764,0.154853
