# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 2
# model = stan_file_model
# start_datetime = 2022-04-11 16:42:33 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /var/folders/s0/1b5b1rv519lbn0jf9y1nplvc0000gn/T/tmprkdt6u2a/ibqqr98i.json
# init = 2 (Default)
# random
#   seed = 99797
# output
#   file = /Users/jakob/Documents/Studium/master_thesis/bayes/noisy_model/csv_files/stan_file-20220411184233_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,b,y_tilde.1,y_tilde.2,y_tilde.3,y_tilde.4,y_tilde.5,y_tilde.6,y_tilde.7,y_tilde.8,y_tilde.9,y_tilde.10,y_tilde.11,y_tilde.12,y_tilde.13,y_tilde.14,y_tilde.15,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,mu.1,mu.2,mu.3,mu.4,mu.5,mu.6,mu.7,mu.8,mu.9,mu.10,mu.11,mu.12,mu.13,mu.14,mu.15
# Adaptation terminated
# Step size = 0.850162
# Diagonal elements of inverse mass matrix:
# 0.0068855, 0.00366704
-14.3905,0.638175,0.850162,1,1,0,14.4134,0.838654,1.00303,1.75221,1.74112,1.32266,0.407495,0.621128,0.376781,0.323123,2.0031,1.45746,1.5146,1.17134,0.993317,0.295082,0.274588,0.781952,-0.648069,-1.56981,0.886649,0.826308,-5.18504,0.810914,-0.572889,-0.150445,-0.238982,0.378065,-0.851541,0.0347405,-0.107919,0.417095,0.301982,1.84169,1.63669,1.12191,0.549014,0.198079,0.240668,0.65596,1.24093,1.70959,1.83284,1.55041,1.00038,0.451649,0.172475,0.299342
-12.843,0.847681,0.850162,2,7,0,18.2597,1.22873,0.941465,2.13379,2.04901,1.07613,0.506649,-0.113052,-0.101034,0.256564,1.31223,2.00175,2.11323,1.7257,1.2652,-0.0783391,-0.256864,0.218325,0.514631,-0.21582,0.894572,-1.31999,-1.49451,-2.53941,0.554119,-0.323909,0.443135,-0.384861,0.27327,0.172026,0.331735,-0.437335,-0.245691,2.17019,1.86985,1.11563,0.276273,-0.23789,-0.175492,0.43296,1.29001,1.97666,2.15723,1.74344,0.937581,0.13362,-0.275403,-0.0895272
-15.0892,0.6423,0.850162,2,3,0,19.5193,1.31703,1.1279,2.42072,1.93243,1.21935,0.455634,0.0785062,0.0603465,0.320338,1.5047,2.4827,2.85508,2.03097,1.69905,0.362021,0.112666,0.0393807,0.000797297,0.389207,-0.101746,0.132268,-2.17356,-1.13969,-0.0716266,-1.39034,0.0436805,-2.12734,0.562427,-0.369725,0.307329,0.112767,0.106598,2.44493,2.12299,1.31458,0.414902,-0.13621,-0.0693283,0.582849,1.50149,2.23749,2.43103,1.9875,1.12373,0.261998,-0.176419,0.0228146
-17.99,0.630414,0.850162,1,1,0,18.2145,1.36001,1.17416,2.33093,2.703,1.30365,0.33059,0.00278311,-0.286079,0.651669,1.79929,1.87287,2.19126,1.82858,1.32621,0.194944,-0.12047,0.315585,-0.457401,0.393769,-0.619691,0.300911,-2.20985,-1.05839,-0.251565,-1.77645,-0.301752,-2.90832,0.399175,-0.566863,0.287339,0.129332,0.130768,2.53417,2.20173,1.36693,0.437894,-0.131203,-0.0621386,0.611323,1.55994,2.31996,2.51982,2.06182,1.16986,0.280001,-0.172724,0.0330113
-15.0135,1,0.850162,2,3,0,17.8294,1.27139,1.16502,2.53159,2.09711,1.28583,0.548132,-0.0589682,0.0513071,0.817819,2.08317,2.14085,2.30065,2.05125,0.794747,0.355099,0.251539,-0.384177,0.0370307,0.390774,-0.392123,0.53912,-2.79303,-0.343785,-0.444156,-1.54527,0.0483602,-2.06193,0.551524,-0.527084,0.21205,0.41414,0.25464,2.43642,2.12564,1.34524,0.476735,-0.0552794,0.00928452,0.638863,1.52567,2.23616,2.423,1.99484,1.161,0.32913,-0.0940951,0.0982345
-10.3779,1,0.850162,2,7,0,14.6821,1.02177,1.03339,1.9537,1.87381,1.05436,0.25864,-0.170844,0.371757,0.543564,1.16581,1.80824,2.12772,1.52037,0.914916,0.316049,0.0111774,0.294912,0.327683,-0.513697,0.747058,0.557704,-3.72835,0.346461,-0.246296,-0.457115,0.35037,0.0406863,0.0904682,-0.0465278,0.145611,0.597978,0.332892,2.05515,1.80539,1.17822,0.480235,0.0526759,0.104563,0.610531,1.32322,1.89422,2.04437,1.70028,1.03016,0.361611,0.0214813,0.176049
-10.8553,0.962683,0.850162,2,3,0,11.0476,1.0436,0.943508,1.74052,1.60225,0.86418,0.630053,0.196571,-0.0280705,0.0716645,1.55116,1.78948,2.15962,1.57952,1.51112,0.485633,-0.130962,0.415725,0.105405,-0.923897,0.910785,-0.176417,-2.76977,-0.474719,0.293126,-0.145945,0.184788,0.215173,-0.325244,0.167209,0.311803,0.425369,0.203544,1.98711,1.73202,1.09143,0.378536,-0.058161,-0.00516457,0.511616,1.23954,1.82274,1.9761,1.62465,0.940209,0.257376,-0.0900223,0.0678487
-10.3675,1,0.850162,2,3,0,11.065,1.10497,0.974572,2.04761,2.02864,1.40298,0.241406,0.310488,-0.132779,0.555379,1.04098,1.97771,2.10572,2.21561,0.990612,0.161669,-0.41646,-0.0560775,0.387154,-0.493237,0.872111,-0.196364,-2.54963,-0.714792,0.268578,-0.316305,0.369288,-0.0338924,0.0691057,0.104561,0.31998,0.335478,0.162705,2.07955,1.80945,1.1312,0.376376,-0.0860006,-0.0298877,0.517283,1.28801,1.90551,2.06789,1.69577,0.971079,0.248092,-0.119736,0.0474192
-10.3463,1,0.850162,2,3,0,10.4611,1.12234,0.984649,1.86644,1.9849,1.20235,0.23442,0.131628,0.0111243,0.546014,1.12208,2.1744,2.05947,1.46831,1.58853,0.174635,0.130662,0.126094,0.441297,-0.380628,0.847169,-0.190099,-2.49873,-0.773098,0.255759,-0.374545,0.40381,-0.12962,0.16678,0.0818164,0.321071,0.311194,0.153023,2.10699,1.83264,1.14374,0.377053,-0.0925906,-0.0355959,0.520173,1.30301,1.93021,2.09515,1.71718,0.981101,0.246752,-0.126856,0.0429258
-10.9104,0.875451,0.850162,2,3,0,11.6379,1.10403,0.944084,2.17885,1.65113,1.0494,0.507537,-0.204686,0.0253558,0.154059,1.07764,2.19592,2.32385,1.89409,1.35324,0.737418,-0.364505,0.350716,0.30854,-0.656634,0.907336,-0.491985,-2.3248,-1.02918,0.390121,-0.205057,0.312019,0.0640944,-0.0901438,0.166497,0.338934,0.22775,0.0940435,2.04811,1.77825,1.10058,0.3464,-0.115582,-0.0595175,0.487186,1.25726,1.87422,2.03647,1.66467,0.940594,0.218225,-0.149289,0.0177234
