,ebin00costbin00,ebin00costbin01,ebin00costbin02,ebin00costbin03,ebin00costbin04,ebin00costbin05,ebin00costbin06,ebin00costbin07,ebin00costbin08,ebin00costbin09,ebin00costbin10,ebin00costbin11,ebin01costbin00,ebin01costbin01,ebin01costbin02,ebin01costbin03,ebin01costbin04,ebin01costbin05,ebin01costbin06,ebin01costbin07,ebin01costbin08,ebin01costbin09,ebin01costbin10,ebin01costbin11,ebin02costbin00,ebin02costbin01,ebin02costbin02,ebin02costbin03,ebin02costbin04,ebin02costbin05,ebin02costbin06,ebin02costbin07,ebin02costbin08,ebin02costbin09,ebin02costbin10,ebin02costbin11,ebin03costbin00,ebin03costbin01,ebin03costbin02,ebin03costbin03,ebin03costbin04,ebin03costbin05,ebin03costbin06,ebin03costbin07,ebin03costbin08,ebin03costbin09,ebin03costbin10,ebin03costbin11,ebin04costbin00,ebin04costbin01,ebin04costbin02,ebin04costbin03,ebin04costbin04,ebin04costbin05,ebin04costbin06,ebin04costbin07,ebin04costbin08,ebin04costbin09,ebin04costbin10,ebin04costbin11,ebin05costbin00,ebin05costbin01,ebin05costbin02,ebin05costbin03,ebin05costbin04,ebin05costbin05,ebin05costbin06,ebin05costbin07,ebin05costbin08,ebin05costbin09,ebin05costbin10,ebin05costbin11,ebin06costbin00,ebin06costbin01,ebin06costbin02,ebin06costbin03,ebin06costbin04,ebin06costbin05,ebin06costbin06,ebin06costbin07,ebin06costbin08,ebin06costbin09,ebin06costbin10,ebin06costbin11,ebin07costbin00,ebin07costbin01,ebin07costbin02,ebin07costbin03,ebin07costbin04,ebin07costbin05,ebin07costbin06,ebin07costbin07,ebin07costbin08,ebin07costbin09,ebin07costbin10,ebin07costbin11,ebin08costbin00,ebin08costbin01,ebin08costbin02,ebin08costbin03,ebin08costbin04,ebin08costbin05,ebin08costbin06,ebin08costbin07,ebin08costbin08,ebin08costbin09,ebin08costbin10,ebin08costbin11,ebin09costbin00,ebin09costbin01,ebin09costbin02,ebin09costbin03,ebin09costbin04,ebin09costbin05,ebin09costbin06,ebin09costbin07,ebin09costbin08,ebin09costbin09,ebin09costbin10,ebin09costbin11,ebin10costbin00,ebin10costbin01,ebin10costbin02,ebin10costbin03,ebin10costbin04,ebin10costbin05,ebin10costbin06,ebin10costbin07,ebin10costbin08,ebin10costbin09,ebin10costbin10,ebin10costbin11
sigma_median,-0.62,-0.3,-0.069,-0.3,-0.11,-0.07,,,,,,,-0.55,-0.2,-0.3,0.16,-0.24,0.044,,,,,,,0.17,0.22,0.011,-0.46,0.048,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mcse,0.0019780000000000353,0.002160499999999982,0.002203700000000003,0.0021504999999999996,0.0019254999999999967,0.002504199999999998,,,,,,,0.0019950000000000245,0.0013424999999999965,0.0013160000000000116,0.001344999999999999,0.0012179999999999969,0.0013991000000000003,,,,,,,0.0023274999999999962,0.0020485000000000086,0.0016707250000000005,0.001903999999999989,0.0015857500000000004,0.0019850000000000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rhat,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
