,toybin0000,toybin0001,toybin0002,toybin0003,toybin0004,toybin0005,toybin0006,toybin0007,toybin0008,toybin0009
570,0.564232,0.0352098,0.37808,0.752047,0.181375,0.397217,0.17674,0.710888,-0.151937,0.381995
571,0.122898,0.269381,0.772759,0.464572,0.65974,0.86847,0.160252,0.262366,-0.0447336,0.584203
572,0.617304,0.0108819,0.451587,0.876748,0.0636924,0.486174,0.521471,0.735236,-0.221824,0.204796
573,0.383569,0.380447,0.522846,0.0870015,0.342396,0.715189,0.838744,0.206234,-0.400107,0.602749
574,0.0451035,-0.0928921,0.609939,0.93306,0.263557,0.942759,0.276931,-0.0828953,-0.327491,0.710215
575,0.668168,0.206789,0.596472,0.294764,0.512669,0.491322,0.0834595,0.74206,0.484288,0.0503777
576,0.496153,-0.138482,0.430608,0.790968,0.144596,0.743588,0.822813,0.555445,-0.0912419,0.699064
577,0.309059,0.0897239,0.815292,0.457958,0.603857,0.431785,0.588639,0.367863,0.235946,0.512162
578,0.2182,0.172691,0.447342,0.614331,0.411293,0.799999,0.541408,0.348939,0.325337,0.315696
579,0.488053,0.424861,0.647268,0.44216,0.477018,0.851308,0.463096,0.535431,0.283209,0.472446
580,0.269899,0.454086,0.801137,0.394739,0.715057,0.981823,0.278928,0.595363,-0.0727624,0.415433
581,0.41283,0.242097,0.819469,0.60288,0.0234482,0.990698,0.501721,0.334156,-0.0834057,0.45773
582,0.245365,0.0066058,0.334202,0.540046,0.00962632,0.103022,0.386132,0.464288,0.526375,0.218297
583,0.217705,0.25478,0.714853,0.530155,0.642494,0.987681,0.386132,0.645484,0.231532,0.525859
584,0.238702,-0.137191,0.79969,0.66013,0.663297,0.578467,0.525808,0.474716,0.308982,0.35605
585,0.684652,0.419825,0.741541,0.71527,0.615102,0.958886,0.725468,0.723438,-0.0518772,0.300179
586,0.349992,0.323205,0.580531,0.284365,0.105693,0.322473,0.127609,0.678954,0.127634,0.265023
587,0.482022,-0.0781794,0.552046,0.667076,0.655939,0.919809,0.575209,0.54676,0.131724,0.492965
588,0.0878695,0.332985,0.594356,0.377857,0.475553,0.931788,0.47012,0.481769,0.235026,0.429231
589,0.409467,0.182064,0.548575,0.481675,0.336007,0.936021,0.604951,0.400396,0.116372,0.587536
590,0.462043,0.0829372,0.686422,0.547612,0.0546529,0.872143,0.631737,0.530536,-0.0963329,0.250445
591,0.360028,0.0189025,0.383594,0.576434,0.623214,0.542252,0.367773,0.674834,0.106191,0.66185
592,0.232669,0.0822756,0.478293,0.623794,0.823853,0.710117,0.344994,0.268727,0.225186,0.296119
593,0.341677,-0.0304906,0.678897,0.837265,0.140892,0.606885,0.474915,0.414334,0.210119,0.223099
594,0.334431,0.286296,0.580398,0.59706,0.826383,0.679024,0.407364,0.692692,-0.133948,0.64182
595,0.312985,0.116661,0.493278,0.399388,0.943341,0.808668,0.392489,0.508998,-0.0835237,0.293218
596,0.295343,0.215848,0.640828,0.375817,0.969654,0.523251,0.510123,0.239445,0.0840818,0.78965
597,0.240808,-0.00277625,0.449175,0.830469,0.982233,0.812896,0.761739,0.457665,0.0174757,0.328433
598,0.410335,0.603661,0.863763,0.277477,0.762937,0.262143,0.60114,0.417546,0.267392,0.499091
599,0.605569,-0.373624,0.504732,0.554016,-0.0631117,0.885108,0.352454,0.731196,0.113944,0.294356
600,0.11116,0.600081,0.635975,0.41466,0.577163,0.535903,0.462885,0.19627,0.0956009,0.512213
601,0.581324,0.189674,0.975641,0.742913,-0.206235,0.634139,0.702175,0.559686,-0.121276,0.296651
602,0.177411,0.0561801,0.668772,0.340087,0.772199,0.557972,0.00544907,0.410416,0.370672,0.0855686
603,0.488974,0.101035,0.53851,0.390009,0.510501,0.928873,0.534077,0.82266,0.399915,0.83218
604,0.496352,0.205416,0.543475,0.587034,0.297111,0.804869,0.423742,0.0854804,0.248727,0.59747
605,0.526665,0.797811,0.913168,0.761496,0.22375,0.98927,0.508371,0.737617,0.00159749,0.695887
606,0.555632,-0.407835,0.610459,0.281547,0.705884,0.976474,0.407262,0.235539,-0.0603984,0.684776
607,0.139868,0.130162,0.530326,0.649389,0.786637,0.0741314,0.32108,0.659641,0.00263726,0.183325
608,0.454491,-0.0879514,0.615406,0.623593,-0.0400604,0.983504,0.601626,0.241181,0.165477,0.525492
609,0.200798,0.298123,0.527623,0.990169,0.072601,0.96449,0.251898,0.697682,-0.188691,0.705695
610,0.304833,-0.0814554,0.703525,0.993256,0.594662,0.968682,0.319339,0.373676,0.394096,-0.0753601
611,0.630366,0.174873,0.366249,0.997197,0.129364,0.351882,0.607245,0.605721,-0.141684,0.801729
612,0.328381,-0.0401001,0.944592,0.99331,0.31055,0.482938,0.260994,0.113309,0.238964,0.0794359
613,0.168848,0.302009,0.89552,0.992777,0.476024,0.479069,0.64932,0.593519,-0.0740746,0.64221
614,0.499444,-0.0140459,0.330148,0.984025,0.402601,0.689035,0.900732,0.367253,0.0512414,0.312678
615,0.277094,0.196986,0.642167,0.961714,0.34472,0.538658,-0.0903593,0.635088,0.0477937,0.387904
616,0.475507,0.403203,0.598389,0.920327,0.861599,0.761896,0.657072,0.585281,0.119218,0.490009
617,0.477344,-0.0688971,0.754372,0.931319,0.763245,0.291645,0.738986,0.863329,0.0653848,0.394719
618,0.0667019,-0.0529863,0.594239,0.907762,0.519205,0.656095,0.276054,0.790802,-0.341258,0.291632
619,0.459966,0.311768,0.473506,0.723678,0.388191,0.959871,0.724573,-0.0143913,0.0711837,0.461059
620,0.0490903,-0.0843858,0.269643,0.603452,0.658047,0.953709,0.620264,0.963709,0.0603445,0.240924
621,0.539576,0.317661,0.670555,0.495027,0.0879755,0.487404,0.498758,0.901371,0.0513256,0.664344
622,0.444065,-0.0516802,0.458223,0.488973,0.528163,0.528039,0.453379,0.24307,0.0430147,0.244982
623,0.677857,0.230674,0.699931,0.355571,0.0365919,0.716083,0.365957,0.660398,0.0382815,0.467404
624,0.218788,0.204291,0.19579,0.892517,0.666744,0.593854,0.0853525,0.311487,0.0775076,0.372998
625,0.341163,0.374285,0.92807,0.32144,0.118844,0.60463,0.802297,0.678603,0.19465,0.749698
626,0.334347,-0.137918,0.0669312,0.775997,0.689328,0.708738,0.162534,0.508169,0.0973854,0.316941
627,0.299692,0.266986,0.929161,0.386927,0.00222436,0.966581,0.71194,0.700602,-0.0666495,0.0076774
628,0.232024,0.139043,0.236486,0.526226,0.668653,0.302516,0.127175,0.262614,0.205968,0.516486
629,0.522832,-0.110172,0.530681,0.45936,0.121571,0.858868,0.732709,0.390102,0.106691,0.405118
630,0.229846,0.117891,0.837097,0.721624,0.668792,0.582991,0.570472,0.32748,-0.248829,0.505484
631,0.0546941,0.405734,0.874411,0.807733,0.759339,0.597289,0.596116,0.355907,0.319302,0.258956
632,0.52485,0.167584,0.261369,0.712051,-0.274501,0.691508,0.245498,0.523555,-0.1107,0.638767
633,0.490773,0.432874,0.771138,0.727465,0.74287,0.45862,0.517152,0.478526,0.210547,0.571646
634,0.0522792,0.0378613,0.324925,0.584889,-0.0447486,0.818799,0.567478,0.53645,-0.0216826,0.407551
635,0.616925,0.279229,0.94145,0.626407,0.392223,0.354482,0.360291,0.379834,0.239014,0.213623
636,0.776098,-0.0437939,-0.0113889,0.269115,0.365197,0.907047,0.674632,0.569325,0.187476,0.498465
637,-0.24232,0.0768433,0.974027,0.744791,0.370941,0.423412,0.16081,0.419561,0.202423,0.555068
638,0.805931,0.349705,0.964714,0.751245,0.296,0.783843,0.38281,0.438035,0.0411662,0.332352
639,0.563141,-0.14472,0.969579,0.342638,0.399134,0.547437,0.79848,0.650435,-0.206871,0.574969
640,0.295572,0.240943,0.767379,0.46096,0.549746,0.687595,0.494115,0.416082,0.350981,0.129407
641,0.432525,0.302884,0.601835,0.64874,-0.0437878,0.55739,0.488336,0.667824,-0.0225446,0.513694
642,0.201106,0.28934,0.659006,0.643092,0.771792,0.717079,0.408405,0.728639,0.124448,0.284995
643,0.444687,0.0288581,0.443131,0.542709,0.766338,0.488534,0.369758,0.254878,0.188178,0.459808
644,0.0573357,0.0483178,0.766477,0.534739,0.431925,0.810018,0.531749,0.296993,0.172528,0.491598
645,0.632057,0.261868,0.812397,0.628499,0.71774,0.786163,0.4356,0.667812,0.0229137,0.426668
646,-0.0460447,0.165535,0.342122,0.769207,0.606498,0.813128,0.238707,0.749264,-0.173372,0.449812
647,0.560546,0.0918061,0.749785,0.761181,0.623127,0.668226,0.544347,0.127896,0.391926,0.331339
648,0.0633871,0.0860449,0.243252,0.562048,0.705884,0.701971,0.238888,0.675945,-0.169262,0.258828
649,0.403435,0.147296,0.942965,0.493862,0.0315212,0.518792,0.503269,0.290562,0.297238,0.513662
650,0.359526,0.245775,0.879869,0.695182,0.792208,0.777467,0.0142696,0.200787,0.14369,0.568201
651,0.298015,0.0820272,0.982098,0.606437,0.0961975,0.87324,0.814152,0.580798,0.0749343,0.207047
652,0.445999,0.165554,0.786255,0.498099,0.803541,0.643968,0.0676507,0.616835,0.149206,0.742794
653,0.172207,0.21678,0.339356,0.844092,0.721554,0.605097,0.520156,0.669891,-0.0231956,0.215555
654,0.404775,0.397105,0.426313,0.591173,0.335004,0.711419,0.732713,0.637836,-0.175783,0.667467
655,0.459685,-0.10648,0.867003,0.638216,0.131519,0.505076,0.143895,0.510334,0.485359,0.155476
656,0.3344,0.357144,0.232543,0.559356,0.644685,0.775534,0.731893,0.418581,-0.0520866,0.769182
657,0.290294,0.103006,0.762892,0.684486,0.554591,0.505535,0.0827239,0.514558,0.255739,-0.0212099
658,-0.167777,0.401666,0.320813,0.661167,0.4582,0.931065,0.658851,0.30988,-0.173092,0.780682
659,0.718658,-0.219485,0.391643,0.743125,0.347013,0.932851,0.173645,0.64933,-0.301537,0.963151
660,-0.119462,0.264466,0.930936,0.7193,0.166796,0.740036,0.681947,0.181511,0.0942361,0.940679
661,0.873464,0.218373,0.122509,0.345868,0.581494,0.650949,0.336169,0.504052,-0.00143976,0.60754
662,0.225413,0.0794464,0.513669,0.677024,0.696604,0.775932,0.416483,0.372674,0.20429,0.822508
663,0.484351,-0.0496494,0.408797,0.930434,0.044728,0.825839,0.397176,0.730741,0.166599,0.924429
664,0.197857,0.290842,0.650512,0.909621,0.74879,0.374199,0.965317,0.699378,-0.122838,0.606423
665,0.163313,-0.301583,0.476349,0.931267,-0.00652715,0.843601,-0.0016061,0.245217,-0.129229,0.226377
666,0.344336,-0.202996,0.585032,0.789131,0.570285,0.40683,0.524489,0.680032,0.318834,0.64872
667,0.607681,0.443046,0.860196,0.537315,0.552543,0.78801,0.44873,0.595361,0.359757,0.118663
668,0.201487,0.402577,0.353459,0.760655,0.201583,0.294738,0.627805,0.396851,0.0774089,0.616697
669,0.488069,-0.0941722,0.726262,0.749135,0.406654,0.851872,0.249616,0.594723,0.0918669,0.121498
670,0.13961,-0.188374,0.275228,0.764564,0.545875,0.748174,0.5115,0.317754,-0.0074899,0.748665
671,0.381388,0.00337092,0.388414,0.978731,0.662262,0.644256,0.416369,0.607525,0.619301,0.880705
672,0.382089,0.247631,0.64397,0.512106,0.0535585,0.657679,0.56237,0.370457,0.185839,0.115427
673,0.254358,0.220132,0.759342,0.657989,0.799852,0.639412,0.447507,0.581241,0.107607,0.490635
674,0.189251,0.541914,0.408445,0.411064,-0.0133129,0.636553,0.428037,0.588678,0.0603109,0.518875
675,0.120818,0.125673,0.299368,0.338309,0.871806,0.699141,0.767406,0.317633,0.176107,0.243299
676,0.0213852,0.245096,0.634165,0.48236,0.740216,0.855842,0.401098,0.780204,0.282479,0.552167
677,0.358982,0.161485,0.515629,0.68191,-0.184617,0.15814,0.572295,0.183217,0.188532,0.25233
678,0.651655,0.153654,0.468947,0.563407,0.767717,0.983127,0.316127,0.751721,-0.0223668,0.271919
679,0.00954155,0.118177,0.311099,0.560853,0.86794,0.974353,0.561355,0.51502,0.0825915,0.473026
680,0.576116,-0.25216,0.605268,0.875073,0.586351,0.952209,0.318629,0.437111,-0.0284688,0.333509
681,0.233416,0.165722,0.699839,0.594345,0.250559,0.981519,0.505143,0.834108,-0.0473558,0.213589
682,0.937649,0.0815874,0.494514,0.776797,0.21228,0.726294,0.830216,0.589499,0.50433,0.568861
683,0.89814,0.161381,0.35026,0.488631,0.321748,0.698607,-0.00772635,0.542754,-0.371171,0.33232
684,-0.192924,0.0963259,0.71228,0.513993,0.305224,0.449991,0.821508,0.32949,-0.128871,0.253761
685,0.352138,0.0897123,0.321008,0.577149,0.481186,0.792607,-0.00829131,0.366744,0.245272,0.505447
686,0.0939768,0.490133,0.686864,0.57956,0.248126,0.421532,0.840191,0.466988,-0.194201,0.342143
687,0.365713,-0.232396,0.380009,0.513538,0.57694,0.952155,0.0458618,0.566949,0.316668,0.734476
688,0.296537,0.516373,0.722725,0.512179,0.142048,0.188361,0.537931,0.31736,0.0897277,0.636629
689,0.293254,-0.0284709,0.557658,0.573598,0.642125,0.387721,0.540905,0.601194,-0.0107446,0.622411
690,0.131048,0.240584,0.682667,0.603343,0.630663,0.834451,0.552791,0.459713,0.259847,0.196546
691,0.433646,-0.332784,0.89003,0.493272,0.0388239,0.603082,0.577812,0.737082,0.0411772,0.560587
692,-0.074644,0.0756276,0.879914,0.126862,0.23682,0.91959,0.342326,0.785024,0.431393,0.268499
693,0.600891,0.167125,0.231662,0.808221,0.322777,0.831288,0.45886,0.371503,0.499118,0.434809
694,0.0130197,0.412285,0.232987,0.7675,0.383125,0.544015,0.308784,0.290449,0.696369,0.433176
695,0.5929,0.349781,0.824577,0.482334,0.52142,0.510876,0.388979,0.641034,-0.0367196,0.41726
696,-0.121951,0.112578,0.64806,0.269578,0.503722,0.824794,0.469416,0.311289,0.253011,0.20855
697,0.492531,-0.0300374,0.873238,0.809844,0.595837,0.40759,0.54061,0.570618,0.013796,0.601293
698,0.370293,0.239774,0.958873,0.647206,0.166335,0.895696,0.347316,0.691765,0.157134,0.492962
699,0.324608,0.00991044,0.955958,0.780418,0.515283,0.887211,0.52613,0.206049,0.000302332,0.479205
700,0.467068,0.24787,0.82954,0.275942,0.24328,0.514999,0.378903,0.502455,0.352167,0.0657633
701,0.166802,0.0144549,0.647033,0.816701,0.510638,0.855959,0.543647,0.285153,-0.362053,0.572763
702,0.69128,0.11173,0.631191,0.846069,0.450605,0.675524,0.536849,0.937146,-0.248174,0.139052
703,0.506753,0.220902,0.437578,0.179789,0.371231,0.589991,0.445834,0.99332,0.365929,0.371172
704,-0.0227403,0.122545,0.606087,0.719373,0.357006,0.66677,0.218545,0.968646,0.161808,0.155241
705,0.348405,0.112416,0.522949,0.947921,0.431538,0.628131,0.668544,0.990341,-0.153351,0.654887
706,0.274071,0.288587,0.689503,0.861354,0.233836,0.680997,0.0311202,0.84169,-0.0402179,0.233512
707,0.702473,-0.0323539,0.636593,0.278949,0.589418,0.822835,0.785396,-0.0138156,0.00369751,0.531464
708,-0.107217,0.263552,0.471922,0.684598,0.549293,0.399027,0.0793149,0.826452,-0.027743,0.227935
709,0.37546,0.616565,0.623995,0.375679,0.644461,0.656021,0.485269,0.0761943,0.166407,0.650056
710,0.0174701,0.474359,0.94119,0.622631,0.632396,0.81466,0.666848,0.686472,-0.197592,0.145262
711,0.306777,-0.189063,0.832467,0.384886,0.650046,0.578021,0.428699,0.812364,0.325527,0.263434
712,-0.0277077,0.444594,0.288051,0.849015,0.277416,0.750934,0.509582,0.890458,0.0448819,0.65232
713,0.0195166,0.000933128,0.769683,0.444154,0.431297,0.715209,0.687097,0.751839,0.11281,0.493188
714,0.676814,0.1371,0.539847,0.703866,0.426851,0.536858,0.123678,-0.00310714,0.259099,0.611317
715,-0.102638,-0.110801,0.638388,0.275507,0.353653,0.664233,0.703372,0.757284,-0.113464,0.492316
716,0.693959,0.276135,0.402899,0.87396,0.262193,0.711423,-0.242991,0.52743,0.214585,0.528228
717,0.183235,0.200496,0.657457,0.941433,0.617503,0.516338,0.912629,0.256534,0.255148,0.585041
718,0.463325,0.0526227,0.446892,0.804617,0.0882288,0.712441,-0.219166,0.307131,-0.0440214,0.129536
719,0.296706,0.194901,0.519757,0.605249,0.641758,0.73909,0.887261,0.312809,0.134764,0.51333
720,0.286043,0.240874,0.884275,0.389327,0.0939434,0.608416,0.300069,0.573686,-0.309412,0.464588
721,0.451469,-0.454395,0.182183,0.436163,0.549024,0.663046,0.739493,0.758722,-0.367241,0.425938
722,0.206014,0.621776,0.798702,0.625768,0.175731,0.588457,0.183317,0.126376,-0.322309,0.62477
723,0.191258,-0.209709,0.554239,0.674457,0.702181,0.805003,0.973466,0.687668,-0.279866,-0.0229187
724,0.428161,0.439031,0.695671,0.628604,0.738417,0.436964,0.394258,0.220483,-0.0202547,0.745
725,-0.0584512,-0.140239,0.444099,0.862192,0.0513934,0.833815,0.372419,0.809798,-0.104778,0.274793
726,0.478803,0.21611,0.947087,0.269729,-0.0895498,0.600979,0.550378,0.154386,0.0254864,0.449556
727,0.273916,-0.0465417,0.800771,0.811492,0.355518,0.642817,0.695534,0.720444,0.412549,0.32835
728,0.256651,0.323096,0.754617,0.408565,0.460467,0.560034,0.0585404,0.503568,0.571033,0.293303
729,0.548304,0.151463,0.518308,0.663957,0.491047,0.712328,0.89372,0.476408,0.0182241,0.647406
730,-0.155991,0.01702,0.691548,0.297115,0.764627,0.424898,0.228919,0.566736,0.118839,0.326004
731,0.403591,0.235149,0.869397,0.885362,0.802051,0.74584,0.731182,0.211225,0.134186,0.410795
732,0.350379,0.167263,0.916136,0.486792,0.342183,0.821389,0.808059,0.772316,0.0235938,0.349059
733,0.238109,0.414136,0.341618,0.889312,0.428463,0.80794,0.412839,0.160274,0.127683,0.126782
734,0.374463,0.415724,0.803436,0.829108,0.509764,0.917096,0.190641,0.576939,0.104004,0.593448
735,0.184366,0.100419,0.865189,0.596133,0.330238,0.322991,0.563144,0.391224,-0.108959,0.393738
736,0.137631,0.000324,0.532293,0.390229,0.404562,0.834291,0.704143,0.601093,-0.324552,0.35588
737,0.474779,0.260139,0.455892,0.559652,0.60051,0.819071,0.877683,0.457611,-0.47528,0.477249
738,0.213842,0.0570083,0.779245,0.575544,0.13394,0.816352,0.438449,0.166069,0.3613,0.62422
739,0.563414,0.162219,0.493293,0.654887,0.843084,0.814929,0.792603,0.790434,0.169554,0.215733
740,-0.1213,0.117269,0.448141,0.48062,0.714946,0.512839,0.0788396,0.257542,-0.12311,0.538591
741,0.544158,0.136742,0.823659,0.595783,0.00127284,0.869853,0.711821,0.411004,0.130149,0.167833
742,-0.107898,0.500663,0.438108,0.651331,0.62002,0.36619,0.84688,0.581597,0.290633,0.621951
743,0.655917,0.287109,0.64394,0.636353,0.103532,0.759363,-0.0172548,0.346058,0.108956,0.204022
744,0.558473,0.253607,0.53651,0.315763,0.672489,0.725182,0.831645,0.763251,0.0750064,0.878781
745,0.162631,0.202856,0.664517,0.639817,0.0673583,0.598712,0.828954,0.23131,-0.0208229,0.00102783
746,0.545174,0.261341,0.481962,0.477416,0.653557,0.663201,0.75748,0.590899,0.184806,0.40585
747,0.335576,0.235748,0.453517,0.729037,0.112887,0.80316,0.0704052,0.748307,0.0799181,0.567254
748,0.445421,-0.0059495,0.600491,0.766898,0.191167,0.432079,0.251518,0.504618,-0.111266,0.592843
749,0.118971,-0.102797,0.494256,0.158618,0.579305,0.857398,0.614992,0.30624,0.300159,0.200344
750,0.402705,0.0176793,0.58467,0.865254,0.674742,0.875935,0.461327,0.899241,-0.152683,0.583781
751,0.269721,0.223795,0.634262,0.65676,0.38214,0.383701,0.461734,0.560048,0.377372,0.475143
752,0.0324971,0.132577,0.473077,0.517503,0.176076,0.645133,0.582258,0.66145,-0.0111405,0.475143
753,0.127014,0.00895301,0.692395,0.403771,0.499379,0.568207,0.514627,0.770063,-0.110993,0.504832
754,0.507063,0.23062,0.931457,0.640521,0.22929,0.724464,0.646335,0.753153,-0.11344,0.130926
755,0.0536444,-0.0179937,0.341643,0.53069,0.370283,0.811448,0.442141,0.0559531,0.297977,0.628167
756,0.191024,0.321781,0.777107,0.598435,0.50584,0.348568,0.452457,0.615763,-0.0886774,0.376678
757,0.448864,0.391248,0.487807,0.506594,0.046764,0.992553,0.51899,0.606248,-0.0911264,0.550666
758,0.267036,0.524764,0.548849,0.736138,0.104063,0.31794,0.498064,0.496599,0.199271,0.445274
759,0.233081,-0.335881,0.576389,0.336178,0.647014,0.780761,0.475631,0.450266,-0.0361419,0.514069
760,0.271235,0.410294,0.715504,0.645354,0.175943,0.747456,0.429785,0.483637,-0.249805,0.558948
761,0.0861181,0.155987,0.671859,0.567135,-0.0684293,0.782217,0.119691,0.445157,-0.141209,0.490741
762,0.322374,0.202396,0.503126,0.515887,0.711532,0.89246,0.791431,0.396752,0.445427,0.272019
763,0.178061,0.177568,0.697108,0.609604,0.034261,0.401887,0.05676,0.652552,0.0982617,0.526269
764,0.505929,0.185186,0.632102,0.558519,0.794477,0.381508,0.179508,0.737414,-0.0221739,0.345418
765,0.150688,-0.183549,0.282082,0.475731,0.354456,0.55787,0.851721,0.538301,0.14112,0.474146
766,0.62082,-0.0509584,0.668797,0.725568,0.488756,0.697999,0.0325364,0.321706,0.337371,0.0935435
767,0.68652,0.0478975,0.586837,0.791555,0.295151,0.154187,0.89912,0.516079,-0.177897,0.26687
768,0.728301,0.329353,0.568597,0.270633,0.383329,0.951357,-0.07873,0.677921,0.215412,0.152734
769,-0.218585,0.0853271,0.593658,0.684639,0.698339,0.973498,0.161629,0.31011,0.0376134,0.617487
770,-0.111554,0.144068,0.338057,0.532282,0.406812,0.389898,0.601763,0.95611,-0.231914,0.41138
771,0.294496,0.0941641,0.682946,0.614546,0.28884,0.939073,0.621727,0.780179,-0.221241,0.590954
772,0.151337,0.0105252,0.604263,0.347681,0.787593,0.494557,0.460634,0.615723,0.115831,0.393663
773,0.54501,0.404676,0.642139,0.852996,0.375591,0.755062,0.748601,0.316449,0.25313,0.793661
774,0.118015,-0.216622,0.586779,0.342719,0.378075,0.320488,0.799355,0.396027,0.238565,0.032938
775,0.612779,-0.0363557,0.610581,0.718823,0.37594,0.878352,0.487873,0.463852,-0.102269,0.304492
776,0.497596,0.304467,0.583024,0.380144,0.607573,0.44385,0.549714,0.504042,0.0597207,0.908038
777,0.56205,0.00477456,0.369049,0.684653,0.163854,0.757538,0.698973,0.686493,-0.0968732,0.509931
778,0.115218,0.27679,0.726819,0.682596,0.264993,0.52159,0.272168,0.410424,-0.0968732,0.141995
779,0.154329,-0.00661457,0.868638,0.631807,0.332081,0.812897,0.569056,0.36346,0.227422,0.774885
780,0.490663,0.0707387,0.578789,0.720031,0.436354,0.395051,0.372584,0.707758,0.289874,0.160428
781,0.382307,-0.0312224,0.857177,0.599542,0.297017,0.825128,0.459972,0.652775,-0.21073,0.833493
782,0.349803,0.225693,0.725966,0.697522,0.625094,0.418432,0.446004,0.278991,0.309093,0.282559
783,0.731637,-0.113852,0.527733,0.724693,0.119183,0.829044,0.425353,0.692197,-0.351405,0.500353
784,0.533032,0.36694,0.334832,0.826844,0.637625,0.584099,0.519241,0.572368,0.172877,0.502403
785,-0.00223452,0.01064,0.803343,0.0126376,0.111363,0.51178,0.702248,0.146872,0.0419581,0.540548
786,-0.0795975,0.699447,0.758652,0.782222,0.428279,0.654208,0.271147,0.703527,0.0780632,0.527121
787,0.675576,-0.503545,0.819665,0.29386,0.307653,0.54318,0.615256,0.49068,0.0239938,0.284248
788,0.291103,0.827567,0.854874,0.754037,0.299656,0.688719,0.650243,0.621741,0.117762,0.707561
789,0.0932138,0.186094,0.621365,0.47764,0.469513,0.738293,-0.0114582,0.580197,0.203872,0.0375483
790,0.0267794,-0.0992459,0.580664,0.251811,0.325212,0.716525,0.842394,0.54001,-0.215384,0.63926
791,0.31076,0.358801,0.48373,0.862107,0.461357,0.577208,0.885291,0.372656,-0.175755,0.0472771
792,0.324272,0.0791593,0.622905,0.383708,0.349975,0.735239,0.0153433,0.436294,0.228937,0.154472
793,0.20421,0.192248,0.487635,0.695771,0.247869,0.534455,0.798042,0.833548,0.25622,0.596113
794,0.698455,0.025847,0.626032,0.754606,0.152022,0.940051,0.62583,0.0887699,0.390395,0.510753
795,0.0275494,0.113831,0.477304,0.24366,0.570824,0.19996,0.631593,0.680495,0.44066,0.560714
796,0.602523,-0.238189,0.652977,0.433287,0.155631,0.852784,0.118623,0.763971,-0.458331,0.757052
797,0.331178,0.244916,0.677188,0.47603,0.663574,0.72602,0.718184,0.174056,0.520517,0.285662
798,0.0649504,0.203089,0.701917,0.653722,0.314605,0.949006,0.127885,0.701815,0.513496,0.775328
799,0.552289,0.0282282,0.427222,0.30402,0.22012,0.134541,0.717582,0.665337,-0.356191,0.535137
800,0.431236,0.638075,0.675381,0.428665,0.508258,0.76288,0.129416,0.190368,0.147184,0.606117
801,0.243328,-0.338572,0.779987,0.423607,0.391047,0.97431,0.773722,0.657669,0.0642913,0.181655
802,0.477816,0.659665,0.57375,0.57296,0.339788,0.528996,0.452108,0.169164,0.164449,0.544078
803,0.287469,-0.386586,0.674224,0.447951,0.11654,0.927886,0.704544,0.935001,-0.136916,0.65842
804,0.291472,0.166879,0.451015,0.521444,0.580917,0.953764,0.90519,0.877189,0.258496,0.130303
805,0.193693,0.555204,0.965708,0.621909,0.20605,0.980534,0.393349,0.241417,-0.0698523,0.570875
806,0.302046,-0.467959,0.398281,0.709427,0.593498,-0.0103042,0.641191,0.529461,0.369309,0.285571
807,0.427108,0.574449,0.668068,0.94738,0.394178,0.731244,0.124609,0.662363,0.392659,0.547123
808,0.0235957,0.1478,0.550387,0.563221,0.500665,0.606872,0.748713,0.421439,-0.255065,0.536228
809,0.535825,0.295182,0.876059,0.278714,0.533703,0.583123,0.672324,0.37232,-0.0290234,0.306141
810,0.42091,0.223814,0.318904,0.791872,0.375226,0.574621,0.762793,0.570367,0.0853862,0.811882
811,0.178839,-0.000110602,0.786596,0.418018,0.65716,0.594415,0.265214,0.819012,-0.0585916,-0.0490388
812,0.822163,-0.216702,0.408136,0.368996,0.518867,0.670282,0.633403,0.850954,-0.305331,0.75181
813,0.139616,0.319103,0.700014,0.308804,0.565352,0.744876,0.263199,0.261579,-0.50439,0.847347
814,0.423917,0.134139,0.778936,0.460236,0.461864,0.357863,0.625219,0.725753,0.656738,0.359798
815,0.253859,0.147327,0.292087,0.830517,0.303158,0.929714,0.246436,0.22291,0.696594,0.655638
816,0.400329,-0.11148,0.383704,0.825208,0.385401,0.947404,0.654321,0.629556,-0.289131,0.685465
817,0.397949,0.438834,0.699621,0.584573,0.327312,0.846533,0.556209,0.588428,0.438681,0.423762
818,0.402278,0.0670936,0.355328,0.492484,0.485737,0.390342,0.294727,0.322802,0.414684,0.390205
819,0.30986,0.0171337,0.868997,0.78772,0.557516,0.221973,0.498184,0.279092,0.681247,0.512168
820,0.344684,-0.0865886,0.423717,0.475443,0.214386,0.908536,0.537698,0.515108,-0.302592,0.232206
821,0.519125,0.277344,0.8527,0.673695,0.475883,0.309282,0.226391,0.628197,0.433749,0.0778432
822,0.0219569,0.167276,0.338652,0.418084,0.54378,0.890306,0.655245,0.400128,0.328213,0.228033
823,0.488333,0.153428,0.791594,0.907759,0.148174,0.376258,0.774567,0.527549,0.0392883,0.400308
824,0.963421,0.0420855,0.2426,0.974965,0.619922,0.83356,0.773413,0.871026,0.071697,0.177514
825,0.971372,-0.0295169,0.77601,0.723229,0.470425,0.407273,0.689246,0.199399,0.0723003,0.77027
826,0.990857,-0.0199433,0.721769,0.511792,0.614768,0.859642,0.558636,0.666061,0.0936121,-0.0489926
827,-0.437279,0.191045,0.591177,0.614737,0.305269,0.882672,0.593713,0.06914,0.283515,0.729616
828,0.672435,-0.0438233,0.951799,0.62823,0.822756,0.81754,0.318578,0.768229,-0.130462,0.219253
