,ebin00costbin00,ebin00costbin01,ebin00costbin02,ebin00costbin03,ebin00costbin04,ebin00costbin05,ebin01costbin00,ebin01costbin01,ebin01costbin02,ebin01costbin03,ebin01costbin04,ebin01costbin05,ebin02costbin00,ebin02costbin01,ebin02costbin02,ebin02costbin03,ebin02costbin04,ebin02costbin05
6111,-0.306007,0.144107,0.0407247,-0.499611,-0.273046,0.226504,-0.940321,0.0166322,-0.520347,-0.0057928,-0.135298,0.442896,0.304381,-0.247006,-0.31945,-0.706523,0.853417,0.534906
6112,-0.403583,-0.316948,-0.03949,-0.140856,0.111469,-0.67901,-0.599833,-0.1869,-0.106529,0.2173,-0.281593,0.0025656,0.0669924,0.55696,-0.15904,-0.449138,-0.658131,-0.80712
6113,-0.205056,-0.198716,-0.0983607,-0.452847,-0.134506,0.426701,-0.625362,-0.299353,-0.517161,0.126635,-0.29057,0.197811,0.306441,0.0207769,-0.16639,-0.584774,0.800104,0.176716
6114,-0.705145,-0.463935,0.0180555,0.042907,-0.516604,0.556878,-0.684151,-0.00117993,-0.124772,0.283901,-0.29009,0.0823095,0.137825,0.188108,0.0171806,-0.357586,-0.686691,-0.65138
6115,-0.624451,-0.153163,0.106075,-0.359625,0.418118,-0.667009,-0.388153,-0.235321,-0.439415,0.224639,-0.134052,-0.433874,0.308499,0.0090458,-0.195254,-0.540619,-0.802208,-0.518903
6116,-0.646633,-0.346064,0.0860159,-0.392766,-0.113009,0.721842,-0.843926,0.00116643,-0.0862602,0.135934,-0.175506,0.544355,0.196595,0.0343165,0.106736,-0.233169,0.905462,-0.00500307
6117,-0.671016,0.117671,0.092598,-0.130512,0.0247506,-0.170284,-0.219222,0.131758,-0.311616,0.20641,-0.252698,-0.283563,0.269645,0.587364,0.102003,-0.680642,0.725425,-0.850136
6118,-0.744728,-0.697353,-0.22283,-0.11232,-0.496256,-0.426364,-0.74116,-0.114703,-0.290861,0.0458812,-0.0185677,0.335044,0.611133,0.398474,0.125928,-0.368055,-0.508783,-0.87645
6119,-0.769856,0.171033,0.124518,-0.457213,0.242843,0.312623,-0.779167,-0.199864,-0.425747,0.699326,-0.507301,-0.18303,-0.298099,0.190472,0.092886,-0.62375,0.654573,0.492869
6120,-0.615997,-0.837286,-0.350348,-0.19111,-0.393199,-0.195261,-0.429619,-0.0764044,-0.45437,0.376595,0.173996,0.700169,0.578682,0.147469,-0.0999443,-0.415533,-0.462622,-0.90306
6121,-0.313405,-0.334037,0.164263,-0.192916,-0.165535,0.159513,-0.594657,-0.338624,-0.170947,0.373776,-0.759417,-0.573788,-0.206293,0.564264,-0.0790234,-0.488039,0.587533,0.333355
6122,-0.805598,-0.311252,-0.364067,-0.234214,0.164838,0.10011,-0.437798,-0.116471,-0.435262,0.33619,-0.67513,-0.070235,0.582347,-0.185558,-0.178307,-0.887879,-0.773965,-0.127823
6123,-0.848572,-0.336807,0.399395,-0.122641,-0.15839,-0.0720178,-0.71095,-0.241026,-0.103633,0.0312317,-0.146026,-0.383705,-0.0189353,0.600814,0.211579,-0.663964,0.719936,-0.421471
6124,-0.354091,-0.00142057,-0.10254,-0.517329,0.622395,0.500818,-0.911115,0.429208,-0.442875,0.24688,-0.464721,-0.222324,-0.225666,0.602393,-0.431224,-0.577655,0.875839,-0.0640675
6125,-0.884607,-0.59471,0.216591,-0.33885,-0.387407,-0.53702,-0.497246,-0.722631,-0.275471,-0.0580243,0.0566131,0.0318819,0.0809704,0.409928,0.224872,-0.434359,-0.80014,-0.458645
6126,-0.422689,-0.504269,-0.101158,-0.465712,-0.0661822,0.359612,-0.643975,-0.735323,-0.400037,0.374588,-0.586018,0.167377,0.163727,0.0171068,0.255486,-0.641463,0.865288,0.897487
6127,-0.771536,-0.0413047,-0.241751,-0.0596568,0.0178977,-0.30726,-0.66912,-0.327643,-0.559755,0.215211,-0.375316,-0.10142,0.174757,0.34116,-0.261873,-0.516753,0.217125,0.761197
6128,-0.332812,-0.00700112,0.114204,-0.793329,-0.344798,0.471066,-0.877383,-0.116483,-0.106429,0.0862459,-0.237815,0.198974,0.246186,0.106619,0.236857,-0.398555,0.183949,0.872667
6129,-0.366773,-0.228587,-0.134739,-0.181327,0.0438612,-0.547789,-0.670829,-0.176617,-0.529229,0.226761,-0.126518,-0.207031,-0.0345203,0.270503,0.0237945,-0.916735,0.0373666,-0.988118
6130,0.0180403,-0.468443,-0.276101,-0.293606,-0.21131,0.570635,-0.794005,-0.31277,-0.0694516,0.168284,0.162417,-0.0305724,-0.649019,0.174515,0.017423,-0.264692,0.0750334,-0.802596
6131,-0.755874,-0.505474,0.284884,-0.229578,0.0778508,0.18894,-0.56021,-0.184651,-0.399652,0.458066,0.160291,0.101688,0.749791,0.304627,-0.0141212,-0.29534,-0.55078,-0.880424
6132,-0.579454,-0.265179,-0.225977,-0.135586,-0.321311,0.0326726,-0.518052,0.0236508,-0.645957,-0.0850603,-0.756238,0.460435,-0.781536,-0.0213236,0.0813949,-0.511603,0.437399,0.3612
6133,-0.678296,-0.322296,0.120523,-0.303235,-0.479025,-0.0939242,-0.713046,-0.196486,-0.356424,0.303995,-0.597129,-0.421937,0.808615,-0.0550819,-0.0147249,-0.284436,-0.77071,-0.308907
6134,-0.775058,-0.197507,-0.208782,-0.0552729,0.194036,-0.327944,-0.43641,-0.287155,-0.52307,-0.00858874,0.0589394,-0.834743,-0.402611,0.482709,-0.0157262,-0.967104,0.908988,-0.372344
6135,-0.0110677,-0.409628,-0.0210925,-0.652224,-0.323429,-0.43775,-0.460369,0.197201,-0.408837,0.442673,-0.417392,0.91731,0.719074,0.770506,0.372316,-0.817941,0.31024,-0.848649
6136,-0.928632,-0.484388,0.498415,0.0115838,0.13909,0.340633,-0.732593,-0.37497,-0.54443,0.472682,-0.0875132,-0.211919,0.664275,-0.339942,0.300479,-0.797713,0.178606,0.46489
6137,-0.315784,-0.409449,-0.0570264,-0.590397,0.10084,-0.331565,-0.727466,-0.19891,-0.515892,-0.0615363,-0.362644,0.303461,-0.31569,0.705555,-0.411217,-0.752327,-0.145098,-0.275514
6138,-0.983417,-0.566293,0.0218431,0.0209548,-0.217479,0.467121,-0.227723,-0.13061,-0.490458,0.454035,-0.244275,0.257847,0.612186,-0.0616871,0.45142,-0.254441,0.048901,-0.115074
6139,-0.66145,-0.0163999,0.529788,-0.755963,-0.222336,-0.306715,-0.747886,-0.157553,-0.206433,-0.147608,-0.241654,-0.0656904,0.406468,0.400761,0.3647,-0.607588,0.048901,-0.0982018
6140,-0.403335,-0.201999,-0.523908,0.235151,0.101206,-0.062766,-0.208843,-0.320952,-0.376456,0.624236,-0.338735,0.209866,0.303345,0.88493,-0.426845,-0.646745,0.0694275,-0.693214
6141,-0.692321,-0.135529,0.464539,-0.679526,-0.362357,-0.182222,-0.702316,0.000263903,-0.204794,0.687121,-0.193417,0.143405,0.390424,-0.575051,0.0227989,-0.483704,-0.0671763,-0.405284
6142,-0.552725,-0.380964,-0.0915115,-0.0221843,-0.325393,0.122501,-0.605791,-0.504813,-0.401804,0.0794054,-0.354411,0.110584,-0.233392,0.843345,0.0478992,-0.395712,0.176307,0.125428
6143,-0.642909,-0.258456,-0.505428,-0.0478994,-0.0476255,-0.28545,-0.799566,0.103061,0.0151019,0.284065,-0.267284,-0.0988235,0.440056,0.0798474,0.231016,-0.289419,0.268507,-0.0293556
6144,-0.496509,-0.173481,0.0623597,-0.518768,0.00288924,-0.423089,-0.177062,-0.422865,-0.108633,0.0329952,-0.29628,-0.237268,-0.21815,0.264795,0.0593356,-0.758987,0.181744,-0.250793
6145,-0.780206,-0.683506,0.199093,-0.855585,-0.151316,0.355911,-0.800972,-0.144066,-0.512758,0.644162,-0.49408,0.317161,0.653989,0.127904,-0.25035,-0.736767,0.20194,-0.121813
6146,-0.15985,-0.353822,-0.51952,0.339114,-0.353822,-0.00790258,-0.687602,-0.0565052,-0.385406,0.26703,-0.0505901,-0.208745,0.421545,0.342557,0.0937032,-0.447298,0.497627,-0.372371
6147,0.398102,-0.101063,0.270538,-0.845625,-0.188373,0.711178,-0.740129,-0.379883,-0.192469,-0.0285266,-0.414798,0.234343,0.0729077,0.11661,-0.338323,-0.461577,0.566817,-0.11142
6148,-0.955147,-0.255527,-0.29179,-0.109801,-0.0187158,-0.760816,-0.589181,0.20478,-0.474126,0.443579,-0.297558,0.110365,-0.265136,0.584341,0.295473,-0.5182,-0.477306,-0.0229613
6149,-0.616066,-0.341131,-0.675509,-0.436465,-0.120299,0.391143,-0.415896,0.124081,-0.429863,0.515477,-0.25193,-0.184035,0.616416,0.305073,0.5578,-0.28331,-0.0904952,-0.813196
6150,-0.385497,-0.387548,0.466998,-0.236238,-0.132913,-0.128124,-0.861869,-0.579198,-0.334732,0.450353,-0.386299,0.127596,-0.252377,0.678101,0.496596,-0.946218,0.698539,0.0436919
6151,-0.799481,-0.424999,-0.300046,-0.480547,-0.0211368,0.432077,-0.0895333,0.161967,-0.283755,0.0690435,-0.386534,-0.0136326,0.328406,0.0775411,-0.602654,-0.109909,-0.438337,0.0173696
6152,-0.164191,-0.938659,0.166457,-0.343586,-0.345925,-0.202609,-0.867444,-0.527941,-0.273366,0.38793,-0.156302,0.185317,0.0706581,0.566449,0.730386,-0.63914,0.529578,-0.885526
6153,-0.856704,-0.808171,-0.552456,-0.0912869,-0.467908,-0.0893793,-0.782867,0.101202,-0.629155,0.276489,0.0982849,0.470204,-0.0732179,-0.149498,0.522066,-0.0323807,-0.400183,-0.57279
6154,-0.177548,0.248719,0.394431,-0.196672,-0.100572,0.725383,-0.63479,-0.510699,-0.480379,0.183875,-0.433173,-0.0758786,-0.0787616,0.396122,-0.576617,-0.690659,0.3224,-0.974769
6155,-0.753455,-0.445199,0.0454647,-0.35231,-0.179066,-0.798273,-0.50816,0.171204,-0.447055,0.143407,-0.237624,-0.168256,0.877758,0.0354132,0.597496,-0.16337,-0.0306004,0.82903
6156,-0.654728,-0.722304,-0.275686,0.190042,-0.230933,0.592402,-0.764337,-0.469837,-0.218825,0.447858,-0.27002,0.380184,0.715296,0.419677,-0.508957,-0.746286,-0.0912798,-0.973811
6157,-0.404953,-0.244488,0.125456,-0.922929,-0.202526,-0.325575,-0.290845,-0.0416473,-0.409449,0.449377,-0.0239302,0.10334,-0.488077,-0.00110816,0.506209,-0.769092,0.0988188,0.220355
6158,-0.404477,-0.381887,-0.302317,-0.340532,-0.435599,-0.0686625,-0.876249,-0.37375,-0.268716,-0.106361,-0.508373,0.0944769,0.231312,0.266092,-0.447195,-0.748397,0.035205,-0.423495
6159,-0.695908,-0.00785798,-0.423617,-0.348135,0.0445459,0.130989,-0.184516,-0.0103841,-0.26185,0.349313,-0.0123061,0.120265,0.152995,0.345518,0.402449,-0.284756,-0.0863873,-0.118996
6160,-0.154894,-0.43672,-0.469484,-0.579964,-0.309959,-0.271422,-0.655096,-0.457627,-0.323125,0.012081,-0.696685,0.190623,0.37233,0.0121054,-0.349931,-0.838722,0.434303,-0.228195
6161,-0.866396,-0.120999,-0.0268257,-0.0863318,-0.289383,-0.196027,-0.330791,0.20322,-7.69803e-05,0.177088,-0.606601,-0.0192029,0.181526,0.103298,0.416766,-0.0957055,0.106977,-0.101533
6162,-0.838746,-0.36662,0.145395,-0.42419,0.0807496,-0.349189,-0.651384,-0.571719,-0.50221,0.495045,-0.477377,0.0651011,-0.195838,0.533917,-0.404019,-0.823883,-0.122734,-0.216275
6163,-0.506663,-0.0828578,0.119253,-0.575969,-0.314714,-0.615583,-0.520629,0.173304,-0.370766,-0.282178,-0.29077,-0.0269239,0.329141,-0.357108,0.409338,-0.927376,0.327981,-0.429085
6164,-0.59602,0.0513147,0.16873,0.0936477,0.249667,0.509929,-0.370237,-0.507133,-0.42331,0.422276,-0.104788,0.148587,0.100501,0.797969,0.420105,-0.934974,0.078797,-0.0769473
6165,-0.696946,-0.287062,-0.140366,-0.399098,-0.0763928,-0.530172,-0.624734,0.0916188,-0.144935,0.191372,-0.590928,-0.0851643,0.623524,-0.200505,0.575501,-0.427363,0.0749085,-0.505346
6166,-0.722032,0.0423343,-0.234154,-0.132267,0.441919,-0.465297,-0.623987,-0.475733,-0.519888,0.245103,0.000137248,0.119915,-0.421956,0.147869,0.620189,-0.578792,-0.142269,-0.990976
6167,-0.927603,-0.465697,0.115071,-0.268672,-0.455754,-0.0365937,-0.441401,-0.475733,-0.0736441,0.030625,-0.588988,0.405198,0.538877,0.356833,-0.0212465,-0.333726,0.612202,-0.990901
6168,-0.878537,-0.176386,-0.134972,-0.65846,0.250979,-0.423068,-0.220182,0.0447557,-0.556491,0.267431,0.0031674,-0.127469,0.855447,-0.00826919,-0.0658893,-0.621686,-0.506672,-0.90538
6169,-0.390546,-0.649393,-0.0248557,0.113793,-0.593606,0.332219,-0.72575,-0.210063,-0.117548,0.233006,-0.588707,0.330783,0.920007,0.546803,0.0307719,-0.446452,0.48281,-0.00194098
6170,-0.655114,-0.160029,-0.270597,-0.744876,0.407416,-0.470883,-0.935973,-0.463063,-0.470593,-0.182119,-0.243965,-0.124492,-0.753649,0.426946,-0.129016,-0.126844,-0.300976,-0.0148007
6171,-0.835367,-0.376073,0.0263713,-0.62785,-0.519214,0.283248,-0.0051233,-0.905269,-0.10931,0.351144,-0.351087,-0.17651,0.927068,0.611516,0.143317,-0.705944,0.441234,-0.208612
6172,-0.253562,-0.126556,-0.135465,-0.0324381,-0.491609,0.0971756,-0.837501,-0.435066,-0.539696,-0.0248365,-0.253517,0.133255,-0.11962,0.926774,0.238664,-0.358263,-0.25974,-0.360693
6173,-0.840562,-0.284549,-0.176258,-0.676118,-0.078777,-0.23745,-0.0443374,-0.159975,-0.467194,0.516687,-0.383134,0.235608,0.585196,0.43196,-0.385873,-0.694707,0.0604258,-0.179938
6174,-0.169112,0.11796,-0.215536,-0.349355,0.0416585,-0.396417,-0.573133,-0.237452,-0.137163,0.021826,-0.149053,-0.324116,-0.190486,0.452352,0.487103,-0.332062,0.0265822,-0.275613
6175,-0.55687,-0.156682,-0.149692,0.213031,-0.192006,-0.520327,-0.602461,-0.346521,-0.320094,0.170322,-0.574713,0.0323148,-0.260345,0.410793,0.0211968,-0.7045,-0.272529,-0.426698
6176,-0.645231,-0.286835,0.145659,-0.933425,-0.183696,-0.447439,-0.573856,0.00344705,0.0636128,0.215468,0.039368,-0.171701,0.432013,0.667557,-0.0154189,-0.0456212,0.178133,-0.676387
6177,-0.449769,-0.249072,-0.290302,-0.592993,0.0550901,0.265605,-0.920664,-0.0590815,-0.505414,0.0890291,-0.441826,0.118972,0.26641,-0.146616,-0.411937,-0.500956,-0.0446622,-0.865433
6178,-0.690081,0.129757,-0.186207,-0.151229,-0.0289905,-0.291642,-0.0892414,-0.16792,-0.0921649,0.00612344,-0.241748,0.0397818,-0.140893,0.827883,0.54089,-0.322594,0.0352184,0.353657
6179,-0.522805,-0.564841,0.0871546,-0.391321,-0.43223,0.485483,-0.835049,-0.342627,-0.363418,0.221799,-0.203453,0.40542,0.603774,0.520711,-0.0581285,-0.738434,-0.0435908,-0.801873
6180,-0.630431,-0.282428,-0.203545,-0.109017,0.0251121,0.420594,-0.841312,-0.0681042,-0.4891,0.216948,-0.456826,-0.357516,-0.202818,-0.0113343,0.057262,-0.494165,-0.0637135,-0.396235
6181,-0.595083,-0.277707,-0.470619,-0.0686019,-0.265167,-0.400811,-0.743267,-0.0635502,-0.625226,0.0968454,-0.337612,0.400513,-0.0292404,-0.0199059,-0.229181,-0.220299,-0.0491339,-0.568938
6182,-0.902146,-0.357587,0.465976,-0.0486345,-0.27325,0.152413,-0.229927,-0.23941,-0.0435678,0.32134,-0.387674,0.0736229,0.450199,0.369656,-0.0999414,-0.706578,0.533519,-0.22561
6183,-0.510525,-0.220212,-0.00759167,-0.61559,0.141337,-0.00118094,-0.740311,-0.137344,-0.607436,0.0732071,-0.41339,0.213858,0.189863,0.0155333,0.168997,0.00282771,-0.367948,0.173108
6184,-0.659865,-0.423554,-0.0478651,0.0619377,-0.232904,-0.132317,-0.273092,-0.273679,-0.374424,0.134096,-0.143985,0.540385,0.188608,0.512649,-0.0753893,-0.154689,0.629246,-0.584508
6185,-0.653943,-0.245534,-0.0222671,-0.392351,-0.197588,-0.0223561,-0.643542,-0.545034,-0.292063,0.189471,0.623271,0.583472,0.0357044,0.181557,0.0869311,-0.55927,0.00824039,-0.940245
6186,-0.489397,-0.0602091,-0.142058,-0.653558,0.0141756,0.168891,-0.675496,-0.702856,-0.313957,0.11582,-0.890001,-0.172489,0.147174,0.172598,-0.0775821,-0.835379,0.182969,0.804013
6187,-0.523073,-0.722666,0.275646,0.103847,-0.0835596,0.48482,-0.573781,0.309596,-0.496034,0.191895,-0.754439,0.0512075,-0.520017,0.0953235,0.247151,-0.268526,-0.240414,0.909736
6188,-0.407443,0.352048,-0.0570468,0.125902,0.493099,-0.610889,-0.519678,-0.537952,-0.320925,0.0957196,-0.839639,-0.000380362,0.919551,0.264862,-0.123011,-0.697996,0.0335645,-0.992959
6189,-0.849689,-0.804534,-0.0642414,-0.820939,-0.702997,0.517836,-0.870309,0.115284,-0.393676,0.570489,0.0531643,0.066357,0.601936,0.495933,0.0756704,-0.609591,0.510947,-0.411493
6190,-0.841792,0.142744,-0.138159,-0.840638,-0.151758,-0.735894,-0.21182,0.141878,-0.276173,-0.291311,-0.598814,0.310702,0.800192,0.366586,-0.195479,-0.502237,0.19135,-0.591146
6191,-0.0758831,-0.584291,-0.235243,0.313183,-0.153792,0.635511,-0.814611,-0.667238,-0.346114,0.614615,-0.0549734,-0.356947,-0.181684,0.0614398,0.233882,-0.503913,-0.0475204,-0.0659225
6192,-0.982664,0.0133188,-0.0713654,-0.80013,-0.118684,-0.442833,-0.740384,0.391469,-0.34468,0.518586,-0.55654,0.261085,0.51593,0.233133,0.170842,-0.484666,0.0527365,-0.640196
6193,-0.779646,0.357789,0.0552169,-0.223776,-0.22226,-0.389383,-0.277113,-0.626326,-0.173879,-0.129347,-0.493396,0.182781,0.0529417,0.253191,-0.146043,-0.82771,0.121041,0.144019
6194,-0.364438,0.17103,-0.0109926,-0.669428,0.176503,0.339566,-0.170293,-0.0956698,-0.337615,0.49369,-0.204986,-0.0908464,0.290966,-0.105911,0.144709,-0.804523,-0.106088,0.0526904
6195,-0.558921,-0.699555,0.00665755,-0.410814,-0.45247,0.00822896,-0.998349,-0.40523,-0.416552,-0.0905874,-0.59346,0.190092,-0.192614,0.433092,-0.0378947,-0.81429,0.207418,-0.645474
6196,-0.55497,-0.379723,-0.130225,-0.124001,0.438927,0.187985,-0.980963,-0.454439,-0.0373706,0.435661,-0.34483,0.129861,0.530077,0.00323256,0.176708,-0.414042,0.283664,0.153154
6197,-0.749491,-0.439425,0.239501,-0.226333,-0.273406,0.673387,-0.985573,0.0701554,-0.59382,-0.0780627,-0.172634,0.0304787,0.192087,0.400221,-0.197267,-0.762127,-0.0748612,-0.426337
6198,-0.363362,-0.286507,-0.0248687,-0.446195,0.183506,-0.738669,-0.979479,-0.477804,0.180651,0.108773,-0.433226,0.147553,0.304089,0.0658799,-0.0345254,-0.151258,-0.0683457,-0.191098
6199,-0.65453,-0.406132,-0.360749,0.0298421,-0.392252,0.0184843,-0.41324,-0.0410988,-0.627751,0.194822,-0.170652,-0.0966464,-0.430846,0.0829929,0.0886187,-0.226448,0.050307,-0.136688
6200,-0.797953,-0.0438842,0.247526,0.437306,-0.17986,-0.0122724,-0.692807,-0.179003,-0.669861,-0.0910717,-0.515881,0.159046,0.776425,0.22131,0.0763013,-0.725851,-0.0437827,-0.172378
6201,-0.628379,-0.102778,-0.406501,-0.88386,-0.251894,-0.247149,-0.754083,-0.508913,-0.53747,0.48896,-0.652037,-0.158026,0.820942,-0.0639043,-0.0545213,-0.834296,0.198975,-0.355866
6202,-0.575194,-0.26545,-0.0840495,-0.41875,0.120504,0.264842,-0.399695,-0.279278,-0.30533,0.333928,-0.480042,0.403136,-0.455588,0.443575,0.124214,0.0344063,-0.0341809,-0.39235
6203,-0.377122,-0.435602,-0.223749,-0.494881,-0.466289,-0.390134,-0.586626,-0.0671748,-0.384431,0.456469,-0.1934,-0.00993804,-0.065372,-0.307872,-0.0750107,-0.849583,0.489561,-0.11748
6204,-0.353563,-0.111328,0.0952812,-0.0957788,-0.28029,-0.408522,-0.665431,-0.0238799,-0.206711,-0.10027,-0.259077,-0.060071,-0.124526,-0.29709,-0.174045,-0.518622,-0.856123,-0.052584
6205,-0.656156,-0.479212,-0.276198,-0.462477,-0.154219,0.331906,-0.747929,-0.0261768,-0.452372,0.554009,-0.306207,-0.776616,0.442151,0.668491,0.162588,-0.967171,-0.619668,0.0360441
6206,-0.49552,-0.492106,0.228265,-0.278533,-0.0593695,-0.0247663,-0.163148,-0.582978,-0.17137,0.622078,-0.208352,0.36881,-0.0704745,-0.246947,-0.0778684,-0.963848,0.226538,-0.529167
6207,-0.840919,-0.185397,-0.293035,-0.251192,-0.658828,-0.0225217,-0.257344,0.135668,-0.161081,-0.0608408,-0.28054,-0.206803,0.736793,0.632655,0.258619,-0.988243,0.256999,-0.486125
6208,-0.688926,-0.259245,0.325562,-0.585429,-0.0765907,-0.579825,-0.580062,0.420182,-0.619665,0.336371,-0.410963,0.149639,-0.0538795,-0.0112031,-0.495588,-0.990097,0.287783,-0.1394
6209,-0.838676,-0.269624,-0.18895,-0.0686337,-0.144549,0.525699,-0.551586,-0.712705,-0.692886,0.251764,-0.660846,0.200198,0.357241,0.442686,-0.656991,-0.94195,-0.170469,-0.312042
6210,-0.515362,-0.413564,-0.411014,-0.0207922,-0.0102226,-0.639594,-0.529708,-0.0466813,0.0667619,0.33131,0.192298,-0.117085,0.0943213,-0.0135387,0.659853,-0.879788,0.3699,-0.619894
6211,-0.51542,-0.0600277,0.605929,-0.446774,-0.27134,-0.247458,-0.560776,-0.226747,-0.522562,0.182984,-0.661292,-0.219951,0.0342367,0.630443,-0.312276,-0.41152,-0.138265,-0.168379
6212,-0.421286,-0.046291,-0.64659,-0.261881,-0.28387,-0.0887687,-0.754965,-0.107951,-0.0646035,0.595646,-0.44381,0.424048,0.350292,0.0118268,0.323367,-0.803087,-0.148725,-0.158784
6213,-0.334978,-0.508908,0.643685,-0.644768,0.565587,0.299063,-0.699774,-0.533953,-0.496026,-0.194159,-0.274754,-0.411964,-3.28888e-06,0.605525,-0.554316,-0.747145,0.210115,-0.217786
6214,-0.934522,-0.417442,0.391386,-0.259945,-0.312756,-0.574639,-0.485262,-0.103209,-0.104899,0.523828,-0.324963,0.535361,-0.0551378,-0.173619,0.36817,-0.147916,0.259369,-0.183587
6215,-0.266544,-0.476318,-0.191164,-0.250517,0.170998,-0.664825,-0.763272,-0.134933,-0.519927,0.0528638,-0.227323,0.499062,0.387643,0.612446,-0.101976,-0.706625,-0.159878,-0.0115465
6216,-0.359031,-0.0933674,-0.0733985,-0.51957,-0.0136671,0.582746,-0.493739,-0.124091,-0.526681,-0.208274,-0.0750236,0.42509,0.507708,0.503287,0.0521257,0.0850591,0.152663,-0.26083
6217,-0.807477,-0.234392,0.283731,-0.474379,0.0764069,-0.765984,-0.459186,-0.315658,-0.177948,0.544525,-0.511821,-0.364895,0.617098,-0.059775,-0.277183,-0.0826219,0.255995,-0.169824
6218,-0.164722,-0.259311,-0.136273,-0.724732,-0.054976,0.711345,-0.500795,-0.0754739,-0.294553,0.18605,-0.248323,0.547908,-0.139188,0.869007,0.204787,-0.953729,-0.394391,-0.902716
6219,-0.7485,-0.340525,0.125081,0.364112,-0.115462,0.409058,-0.84673,0.127498,-0.190086,0.6482,-0.512854,-0.310746,0.347544,0.358374,-0.153153,0.275645,0.390423,-0.708592
6220,-0.905908,-0.17732,-0.0680905,-0.959744,-0.0292798,-0.529121,-0.0806518,-0.419314,0.0517757,-0.0905074,0.0449043,0.572977,0.0762939,0.593658,-0.0445216,0.0965177,0.820478,-0.0365413
6221,-0.52971,-0.392317,0.0250895,-0.94338,-0.252658,-0.0574741,-0.863877,0.0244126,-0.318052,0.498945,-0.000554869,-0.51766,0.281852,-0.253461,-0.0199095,-0.770397,-0.012114,-0.510123
6222,-0.537672,-0.447391,-0.12557,0.0645073,-0.47313,-0.0685833,-0.166125,-0.373616,-0.470112,-0.162795,-0.576679,0.561162,-0.0696474,0.60953,-0.000403235,-0.176194,0.682858,-0.0362525
6223,-0.953497,-0.349519,0.0658685,-0.604117,-0.161022,-0.194108,-0.773243,-0.0546454,-0.0530034,0.243652,0.00354721,0.0055316,0.444551,0.116437,-0.061324,-0.840718,0.043274,-0.130239
6224,-0.795809,-0.285692,-0.140455,-0.0279471,-0.157093,0.172619,-0.6145,-0.106724,-0.670199,0.050162,-0.222174,-0.155087,-0.0416192,0.479472,0.292981,-0.511901,0.00972683,-0.205437
6225,-0.474919,-0.139607,-0.36663,0.0622917,0.0887568,-0.191697,-0.4413,-0.224016,-0.68213,0.332384,-0.485788,0.00226766,-0.899634,-0.234152,-0.152849,-0.324064,-0.174443,-0.623691
6226,-0.517902,-0.693581,0.0483517,-0.650407,-0.174157,-0.335268,-0.82624,-0.672363,0.0232748,0.0473134,-0.41772,0.186006,0.101523,0.441767,0.147798,-0.694196,0.709289,-0.522315
6227,-0.547544,0.159066,-0.122191,-0.312567,0.088935,-0.114989,-0.00450027,-0.70242,-0.629492,0.158357,-0.173858,0.143933,0.0274838,-0.0175749,0.0279579,-0.202905,0.450681,-0.437414
6228,-0.857109,-0.677768,-0.167181,-0.19963,0.185288,0.158567,-0.93549,-0.835031,-0.503208,0.0659677,0.137257,0.60074,0.316899,0.511191,-0.128627,-0.818587,0.357763,0.0671272
6229,-0.874526,0.117999,-0.010945,-0.045874,-0.214979,0.11004,-0.853252,-0.846754,-0.11113,0.393339,-0.322882,-0.500498,0.0625836,-0.139493,-0.0278244,-0.0970045,-0.136265,-0.213767
6230,-0.570835,-0.569136,0.380448,-0.238027,0.0306167,-0.112019,-0.807873,0.429275,-0.467694,0.535464,-0.230023,0.613778,0.445716,0.163431,0.205412,-0.919411,0.916586,-0.239442
6231,-0.53586,-0.77219,-0.606746,-0.298519,-0.209448,-0.305148,-0.237697,-0.796283,-0.409959,0.613343,-0.366421,-0.318054,0.134963,0.458152,0.126896,-0.711182,0.882107,-0.123868
6232,-0.949575,0.467558,0.468086,-0.223068,-0.128372,0.0459159,-0.949296,0.223145,-0.222157,-0.274172,-0.115572,0.118658,-0.0543405,0.154228,-0.342808,-0.0683402,0.253381,-0.750677
6233,-0.298963,-0.598415,-0.61681,0.342372,-0.0489497,0.00532165,-0.572387,-0.432329,-0.428203,-0.174121,-0.609381,-0.0451009,0.331032,0.151386,0.419334,-0.829293,0.320831,-0.831006
6234,-0.774805,-0.0989879,-0.0388584,-0.82821,-0.108721,0.0788733,-0.8437,0.131914,-0.309746,-0.331769,-0.331344,-0.244265,0.0252678,0.844978,0.571593,-0.69003,-0.458855,0.406884
6235,-0.982373,-0.434369,0.0883117,0.0705407,-0.356906,-0.384287,-0.45198,-0.141807,-0.30576,0.532595,-0.301229,0.00158773,0.658701,0.223168,0.521439,-0.640826,0.439931,-0.679229
6236,-0.849199,-0.0454335,-0.456804,-0.636927,0.167112,-0.1951,-0.329431,-0.23891,-0.263316,0.471904,-0.315991,-0.0450879,0.179448,0.112924,-0.411645,-0.193798,0.453312,-0.305133
6237,-0.219686,-0.236772,-0.250604,-0.15252,-0.259718,0.209902,-0.630496,-0.325098,-0.717792,-0.102094,-0.308622,0.136204,0.203349,0.311697,0.602293,-0.564491,-0.462702,-0.210608
6238,-0.817822,-0.142385,-0.333481,-0.605076,0.123621,-0.333414,-0.291517,-0.433724,-0.444247,0.621219,-0.391715,0.757236,0.346251,-0.32417,-0.167041,-0.455753,0.559854,-0.545525
