,lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma,a[1],a[2],a[3],a[4],b[1],b[2],b[3],b[4],sigma_bkg,a_bkg[1],a_bkg[2],a_bkg[3],a_bkg[4],b_bkg[1],b_bkg[2],b_bkg[3],b_bkg[4]
57,-8.72159,0.707487,0.600924,3.0,7.0,0.0,26.5725,0.136594,-0.0879729,0.109427,0.0520993,0.0985136,-0.0730911,0.185586,-0.080898,-0.00866389,-0.200414,0.201029,0.058929,0.0158166,-0.104292,0.141515,0.0675023,0.149035,0.00645912
58,-9.10732,0.975286,0.600924,3.0,7.0,0.0,17.9773,0.151405,0.101202,-0.078324,-0.107585,-0.0321515,0.0974467,-0.0970529,0.0481272,0.119221,-0.282532,-0.0852476,-0.0131039,0.134361,0.0418071,0.0773911,-0.0923965,0.0444319,-0.206525
59,-9.21887,0.986531,0.600924,3.0,7.0,0.0,14.0694,0.0793495,-0.084921,0.116583,0.0571209,0.116567,-0.0827427,0.18565,-0.0807856,-0.0164244,-0.054331,0.200802,0.0637584,0.00711656,-0.106047,0.151613,0.0652721,0.146332,-0.015541
60,-6.6844,0.988731,0.600924,3.0,7.0,0.0,14.6265,0.00937167,0.0646758,-0.0794804,-0.124215,-0.0139669,0.13216,-0.0330822,0.0513255,0.0960529,-0.0666696,-0.0887687,0.00841868,0.10389,0.0842986,0.0721366,-0.0819002,0.0676101,-0.165886
61,-8.62819,0.928526,0.600924,3.0,7.0,0.0,14.4763,0.072866,-0.0266992,0.112804,0.0876372,0.0131546,-0.0937666,0.0964757,-0.104255,-0.00440538,-0.222824,0.190755,-0.0313366,0.0420291,-0.177312,0.102209,0.123103,0.142309,-0.0678611
62,-3.98977,0.856715,0.600924,3.0,7.0,0.0,19.38,-0.210805,0.0108898,-0.057668,-0.092286,0.0971807,0.02812,-0.0405451,0.0377281,0.168468,-0.307862,0.025366,-0.00866584,0.158782,0.110567,0.161716,-0.0110323,0.0650377,-0.106815
63,-1.129,0.926428,0.600924,3.0,7.0,0.0,13.0597,-0.029272,0.0138317,-0.0727904,-0.0812177,0.0934045,0.0702838,-0.0287664,0.0208732,0.154283,-0.482996,0.049454,0.054962,0.14914,0.0101651,0.126863,0.00891576,0.12891,-0.1795
64,-2.64962,0.87304,0.600924,3.0,7.0,0.0,11.241,-0.281854,0.00325539,0.135629,0.0757928,0.00660397,-0.0134175,0.128506,0.00160923,-0.0562563,0.251056,0.101192,0.0246538,0.0423621,-0.0333152,0.0887417,0.00392763,0.0789176,-0.0989415
65,0.459492,1.0,0.600924,3.0,7.0,0.0,7.89271,-0.0446707,0.00506675,0.0580591,-0.0161787,0.0181793,-0.0485993,0.0855957,-0.0547559,0.0761316,-0.234476,0.114807,-0.0272122,0.0719225,-0.00324431,-0.0167692,0.0661055,0.0393504,-0.165126
66,-0.0784692,0.915381,0.600924,3.0,7.0,0.0,7.39506,-0.100467,-0.0264168,-0.0330594,-0.0304002,0.0354148,0.103695,-0.00667576,0.0649956,0.073323,-0.0683309,0.0190893,0.0861706,0.134383,-0.0649858,0.184915,-0.059139,0.173167,-0.093265
67,-5.6176,0.833498,0.600924,3.0,7.0,0.0,10.7542,0.200493,-0.00982414,0.0894819,0.00846627,0.0876902,-0.155652,0.0965935,-0.0942951,0.0137746,-0.282409,0.0307029,-0.160128,-0.0146913,-0.0342662,0.0909928,0.0368871,0.0713342,-0.119217
68,-3.16539,0.924678,0.600924,3.0,7.0,0.0,12.6171,-0.145649,-0.034864,-0.0824168,-0.0232392,-0.0233591,0.0851473,0.170798,0.0570419,0.0576955,-0.0819428,0.108765,0.0882768,0.129551,-0.0602234,0.140461,-0.136743,0.165908,-0.160883
69,-0.636133,0.995409,0.600924,3.0,7.0,0.0,9.6316,-0.0417362,0.0568806,0.0191013,-0.0812883,0.033802,0.00514276,0.00509284,-0.0819039,0.084176,-0.0545726,0.0887442,-0.143347,0.0625065,-0.0109561,0.0704737,-0.00695588,0.0200366,-0.0995553
70,-2.52554,0.843826,0.600924,3.0,7.0,0.0,9.66951,0.021339,-0.0909675,0.00520595,0.0506604,0.0742213,0.0751731,0.120423,-0.0310239,0.0756381,0.0820727,0.0497408,0.0120592,0.0562258,-0.000325518,0.0701528,-0.178128,0.144581,-0.0351852
71,-2.94715,0.943105,0.600924,3.0,7.0,0.0,9.57004,-0.355334,0.0914788,0.0352793,-0.0570889,0.00804997,-0.0233122,0.00935849,0.0473001,0.0547779,-0.361238,0.096864,0.0290486,0.149985,-0.0658494,0.119067,0.151568,0.0878878,-0.166726
72,-4.73346,0.98995,0.600924,3.0,7.0,0.0,11.6807,0.544594,-0.114914,0.00511178,0.0115657,0.0848112,0.0534159,0.129154,0.027889,0.044627,-0.128649,0.0949651,0.034363,0.0425877,-0.0137376,0.134648,-0.201003,0.105215,-0.109946
73,-8.49614,0.766157,0.600924,3.0,7.0,0.0,15.886,0.60926,-0.130164,0.00885104,0.0899842,0.128842,0.0825951,0.148373,-0.0134057,0.0137816,0.203318,0.0734632,0.0020573,0.0862691,-0.052366,0.151537,-0.147169,0.0900082,-0.126354
74,-0.524671,0.99658,0.600924,3.0,7.0,0.0,15.4094,0.200458,-0.0243259,-0.00809251,-0.0213153,0.0313195,0.0939824,-0.0284657,-0.065235,0.102793,-0.224631,0.0901404,0.155581,0.0254308,-0.036479,0.111813,0.0349831,0.0167274,-0.0810435
75,-0.671893,0.909209,0.600924,3.0,7.0,0.0,6.91047,-0.160098,0.0209577,0.0441519,-0.0203723,0.0549685,-0.0758621,0.117259,0.0321158,-0.0146119,-0.270786,0.00940716,-0.0977136,0.130644,-0.041681,0.105029,-0.033331,0.198322,-0.177737
76,2.03677,0.988208,0.600924,3.0,7.0,0.0,5.34256,0.277177,-0.0861504,-0.0215712,0.00772605,0.0589381,0.05012,0.00213246,-0.0213075,0.128475,-0.106806,0.102116,0.0534698,0.0307906,-0.0158466,0.108574,0.0219509,0.0683938,-0.0735837
77,1.55369,0.818338,0.600924,3.0,7.0,0.0,6.75457,0.271828,0.116721,0.0572273,-0.025313,-0.00234426,-0.0383113,0.0221949,-0.0490673,0.027656,-0.248324,0.0243343,-0.0018256,0.0685758,-0.0975465,0.124734,-0.090765,0.106062,-0.135994
78,0.293598,0.691432,0.600924,3.0,7.0,0.0,10.6733,-0.291624,-0.113292,-0.0493479,-0.00353449,0.0801986,0.0582741,0.100946,0.0175588,0.0719537,-0.18059,0.0945641,0.0781356,0.127475,-0.00516108,0.0636439,0.0464547,0.0996603,-0.0964957
79,-6.15943,0.519854,0.600924,3.0,7.0,0.0,16.8645,-0.547747,-0.109453,-0.112389,0.00751268,2.41156e-05,0.00241172,0.100902,-0.0684674,0.115579,-0.387222,0.0273112,0.0863036,0.138295,-0.0493559,0.0927246,0.0955395,0.0911912,-0.158047
80,-5.79527,1.0,0.600924,3.0,7.0,0.0,13.9119,0.632292,0.10469,0.126836,-0.0576632,0.0797318,0.0230169,0.0232461,0.0388923,-0.00945272,-0.0299828,0.105555,-0.00309248,0.0145604,-0.0390513,0.123202,-0.157124,0.107477,-0.0847346
81,-3.55373,0.966351,0.600924,3.0,7.0,0.0,14.5957,-0.0886121,0.0089608,-0.0486465,0.0538158,0.0930812,0.0679271,0.14646,-0.16378,0.0748692,-0.162927,-0.0801901,0.0109691,0.0462997,-0.0731865,0.0338961,-0.0441781,0.103253,-0.16051
82,-6.13539,0.951664,0.600924,3.0,7.0,0.0,11.944,0.18479,-0.0375144,0.095591,-0.0752713,-0.0022379,-0.0660741,0.0247084,0.119795,0.0446234,-0.220903,0.249825,0.095222,0.123779,0.00137901,0.160434,-0.0238844,-0.00291057,-0.0702724
83,-0.690232,0.829799,0.600924,3.0,7.0,0.0,16.6707,-0.0942434,0.0435153,-0.126945,0.043369,0.107411,-0.0467598,0.0700169,-0.0489541,-0.0047703,-0.147652,-0.0139362,0.0571077,0.0855981,-0.111313,0.0862524,-0.010497,0.065806,-0.190081
84,-1.69973,0.915647,0.600924,3.0,7.0,0.0,7.86979,0.203274,0.00474236,0.0010137,0.0680883,0.0834632,0.0351857,0.0820422,-0.0395647,0.108478,0.21235,0.0312333,0.0239978,0.0513537,-0.150421,0.0036928,-0.0151188,0.0170079,-0.135968
85,-4.69882,0.735188,0.600924,3.0,7.0,0.0,14.7657,-0.0248267,0.0548472,0.029193,-0.0617883,-0.0326828,-0.00909808,0.00303687,-0.0212413,0.0327522,-0.800532,0.0908951,0.0712212,0.00603933,0.0369249,0.202071,-0.0355916,0.186273,-0.102508
86,-0.464004,0.992148,0.600924,3.0,7.0,0.0,9.95077,0.038214,0.00927121,-0.0174858,-0.0349787,0.0113035,0.0807989,0.085961,-0.0624662,-0.0014708,-0.0272657,0.0964734,0.0379788,0.174113,-0.164024,0.138174,0.0382797,0.0644606,-0.168601
87,-0.964175,0.965411,0.600924,3.0,7.0,0.0,7.01477,0.131188,-0.00811911,0.0282425,0.0136082,0.0885896,-0.0679763,0.00986199,0.0326185,0.0959344,-0.409297,0.0185791,0.0129125,-0.0187281,0.090943,0.0772479,-0.0401107,0.130044,-0.0733159
88,-7.12948,0.768385,0.600924,3.0,7.0,0.0,13.8685,-0.0163934,-0.00188323,0.113297,-0.131426,0.0380401,0.0165526,0.120672,0.0708857,-0.0134568,-0.142596,0.138985,-0.0584892,0.101468,-0.19066,0.0209313,0.0111912,0.223987,-0.0724442
89,-2.26041,0.984641,0.600924,3.0,7.0,0.0,15.3226,-0.0270182,-0.0757409,0.00242227,0.0902512,-0.030555,0.00790284,0.00998929,0.0284067,-0.00443595,-0.0739904,-0.0643273,0.0287501,0.0596311,-0.00946989,0.134351,-0.00442907,0.230246,-0.0768376
90,-1.3502,0.986713,0.600924,3.0,7.0,0.0,9.32215,0.117352,0.0143428,0.0535774,-0.1399,0.0738241,0.0290523,0.0530568,0.0414916,0.134234,-0.285258,0.177307,0.020885,0.0717528,-0.135478,0.111607,0.0188195,0.0321682,-0.15178
91,-0.0528622,0.885523,0.600924,3.0,7.0,0.0,10.6975,0.128764,0.00521094,-0.0335155,0.0707435,0.023603,-0.019203,0.0779787,-0.0621895,-0.0077984,-0.0303883,-0.0482436,0.0551404,0.0792728,0.0664036,0.110268,-0.0531389,0.151541,-0.0752174
92,-0.281574,0.701059,0.600924,3.0,7.0,0.0,14.2233,0.174287,0.00898475,0.0447037,-0.0970839,0.0762318,0.0471955,0.0419664,0.0365495,0.101194,-0.350602,0.151399,0.0682046,0.0764592,-0.175903,0.136721,-0.000196596,0.0552954,-0.146465
93,-3.95122,0.704792,0.600924,3.0,7.0,0.0,10.6522,0.413188,-0.0416955,0.140115,-0.00353794,0.0255383,0.0428369,0.0982562,0.013141,0.0826125,0.16338,-0.0491441,-0.0470957,0.114699,0.0668629,0.126872,-0.102596,0.133041,-0.128645
94,-6.85581,0.73279,0.600924,3.0,7.0,0.0,20.64,0.237837,-0.031342,-0.165311,0.0474039,0.062913,-0.0440365,0.00592209,-0.125623,-0.0549767,-0.280801,0.139717,0.0827662,0.0398961,-0.106983,0.0833532,0.0989515,0.0424978,-0.157531
