,lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma,a[1],a[2],a[3],a[4],b[1],b[2],b[3],b[4],sigma_bkg,a_bkg[1],a_bkg[2],a_bkg[3],a_bkg[4],b_bkg[1],b_bkg[2],b_bkg[3],b_bkg[4]
0,-7.63026,0.666809,0.600924,3.0,7.0,0.0,11.9372,0.47794,-0.00520449,0.0167256,-0.0734827,0.0229405,-0.0628293,0.0235179,0.12232,-0.0559654,-0.567052,0.0144852,-0.019625,0.0893418,-0.0282963,0.0634618,-0.151536,0.210666,-0.0274588
1,-8.37915,0.990649,0.600924,3.0,7.0,0.0,20.6534,-0.388835,-0.0275588,-0.0549387,0.00320557,0.051185,0.0468823,0.145997,-0.0662395,0.0894082,0.548617,0.0180739,0.0792925,0.034078,-0.0661236,0.123293,0.0691385,0.0173853,-0.225526
2,0.0803632,0.768819,0.600924,2.0,3.0,0.0,17.3955,0.194196,-0.051466,-0.100428,-0.0289004,-0.0344717,-0.0264978,0.0872495,-0.0387748,0.0900664,-0.22776,0.0528908,0.0981567,0.0228276,-0.00112304,0.133924,0.0365276,0.137529,-0.189185
3,-2.63686,0.862775,0.600924,3.0,7.0,0.0,8.07007,-0.252958,-0.125564,-0.00964748,0.0533745,-0.0769932,-0.0770164,0.0478637,0.0259544,-0.00826624,-0.00143072,0.0236405,0.0699184,0.0826148,-0.106813,0.0897894,0.0243562,0.106964,-0.141096
4,-4.7588,0.90374,0.600924,3.0,7.0,0.0,11.2214,0.165968,0.105103,0.003135,-0.118721,0.117343,0.102413,0.0409335,-0.0571958,0.130059,-0.40455,0.0520345,-0.0160106,-0.00551603,0.0948234,0.077058,-0.0151571,0.0599869,-0.169309
5,-5.44485,0.979457,0.600924,3.0,7.0,0.0,12.7667,-0.0758478,-0.103546,0.0215091,0.106597,-0.0342381,-0.0932568,0.0691162,0.0299248,-0.0297972,0.0656374,0.0544301,0.0484341,0.163678,-0.172362,0.123795,0.0103745,0.125995,-0.0856913
6,-3.6497,0.985869,0.600924,3.0,7.0,0.0,9.61852,0.0630534,0.0957453,-0.005326,-0.122738,0.109095,0.0874795,0.031314,-0.0638227,0.13899,-0.482542,0.0709025,0.0117607,0.0144461,0.0905551,0.0895226,-0.0366607,0.0741535,-0.146908
7,0.775688,0.951405,0.600924,3.0,7.0,0.0,9.63756,0.051742,-0.0810272,0.0923824,0.0156105,0.0779465,-0.010658,0.0688534,0.0124817,0.152595,-0.0789713,-0.0113711,-0.0404218,0.0503174,-0.0496877,0.128942,0.0405853,0.163893,-0.106087
8,-2.20024,0.83786,0.600924,3.0,7.0,0.0,6.49186,0.182887,0.0838687,-0.0577095,-0.0674624,-0.00588174,-0.04,0.0859381,-0.0556072,-0.061759,-0.468056,0.137017,0.093873,0.0694852,-0.02191,0.0990661,-0.0728835,0.0162516,-0.143694
9,-4.63162,0.803893,0.600924,3.0,7.0,0.0,12.1824,-0.05082,0.143922,-0.0987643,-0.0332237,0.0289728,0.0481,0.093054,-0.109176,-0.0644204,-0.369555,0.123295,0.116617,0.0816169,-0.0273384,0.116905,-0.0753164,0.0664539,-0.0999557
10,-4.68357,0.92323,0.600924,3.0,7.0,0.0,16.2696,0.05428,-0.139301,0.113371,0.00600535,0.0507045,-0.0389598,-0.0133057,0.0910242,0.15078,-0.0361194,-0.0505246,-0.0366474,0.0988022,-0.0521342,0.0773907,0.0723834,0.144658,-0.107104
11,3.12518,0.981157,0.600924,3.0,7.0,0.0,8.12262,0.0310745,-0.011197,0.0549673,0.0300247,0.0819934,0.0440395,0.103987,-0.0314407,0.0504373,-0.266371,0.0136115,0.0316558,0.0565192,-0.0593027,0.054748,-0.0867877,0.0569674,-0.0723381
12,1.26201,0.759302,0.600924,3.0,7.0,0.0,5.20754,0.040844,-0.0149828,0.0292097,-0.0356007,0.0129884,-0.0666701,0.0808239,-0.0418586,0.126815,-0.0651179,0.156803,0.0340089,0.112732,-0.0493819,0.159226,0.0634876,0.0753414,-0.183857
13,1.15461,0.9077,0.600924,3.0,7.0,0.0,3.8681,0.0692798,0.0190913,-0.00973794,0.00251938,0.0800276,0.0835009,0.0209781,0.0109482,-0.0261983,-0.383861,-0.0347307,0.0328494,0.0524776,-0.0310665,0.0741307,-0.0984568,0.106629,-0.0526205
14,-1.79304,0.631562,0.600924,3.0,7.0,0.0,12.7752,0.0246143,0.0644258,0.0283644,-0.0626572,0.0243657,-0.0089478,0.0732738,-0.0192949,0.095208,0.0434938,0.224676,0.0443495,0.108351,-0.0441664,0.0839386,-0.039371,0.156909,-0.250436
15,-3.52907,0.94405,0.600924,3.0,7.0,0.0,10.4437,0.278433,-0.0384322,0.0922196,-0.0289051,0.0200538,-0.0768512,0.10375,-0.0658294,0.0813679,-0.0960548,0.116964,0.0695477,0.0195348,-0.0249571,-0.0310534,-0.0976647,0.222559,-0.143556
16,-2.51862,1.0,0.600924,3.0,7.0,0.0,10.1051,-0.208824,0.0453872,-0.0556175,0.00833792,0.0580998,0.0787269,-0.00612777,0.0063194,0.0214556,-0.189391,0.000761653,-0.064162,0.138229,-0.0404084,0.232558,0.0708385,0.0120922,-0.109675
17,-3.89158,0.850356,0.600924,3.0,7.0,0.0,14.6969,0.155712,-0.112179,0.0421904,-0.089218,-0.0154437,0.0452629,-0.0153879,-0.0651651,0.0920824,-0.663,0.0134621,-0.0223304,0.0182129,-0.0958781,0.105997,0.031017,0.159004,-0.214183
18,-2.04517,0.955383,0.600924,3.0,7.0,0.0,11.5943,0.00762583,0.111448,-0.0109864,0.0332222,0.0679899,-0.0721893,0.0555318,0.0543704,-0.0094434,-0.00367434,0.10528,0.15093,0.167305,-0.00857234,0.0885587,-0.0739835,0.0917366,-0.112282
19,-2.27934,0.995415,0.600924,3.0,7.0,0.0,6.40707,-0.14601,0.103002,0.0142528,0.068296,0.0562795,-0.101677,0.0615513,0.0114571,-0.0450473,0.0670261,0.0847097,0.142635,0.105385,-0.0206228,0.0919791,-0.071399,0.109995,-0.103112
20,-4.61491,0.868029,0.600924,3.0,7.0,0.0,12.5199,0.11398,-0.112408,-0.0141554,-0.115079,0.0202872,0.0641768,0.0910016,-0.0399792,0.114231,-0.209474,-0.00811374,-0.102351,-0.057679,-0.026884,0.136823,0.0791472,0.05634,-0.149116
21,-1.55471,0.988145,0.600924,3.0,7.0,0.0,9.12006,-0.0473703,0.119532,-0.0212418,0.0491839,0.0578952,-0.0285156,0.0772704,0.0255681,0.00959582,-0.0738898,0.0641884,0.0810948,0.200019,-0.00966032,0.0840967,-0.0956555,0.161724,-0.0592021
22,-5.08888,0.894137,0.600924,3.0,7.0,0.0,10.1223,0.175984,0.147458,0.0184235,0.0828254,0.0799672,-0.00830424,0.113636,0.0302071,-0.0207365,-0.0296068,0.0840368,0.0261753,0.228134,-0.0245212,0.0502396,-0.125443,0.143069,-0.120731
23,-5.40357,0.991285,0.600924,3.0,7.0,0.0,12.6708,0.0270563,-0.145782,-0.0112088,-0.110454,0.00769117,0.0227434,-0.0156088,-0.037886,0.121186,-0.390076,0.0401689,0.0421146,-0.0628132,-0.0568378,0.179502,0.0948713,0.0436315,-0.0758872
24,-13.848,0.67031,0.600924,3.0,7.0,0.0,23.6437,-0.184258,0.0241769,0.110181,-0.0715851,0.0303031,-0.0658028,0.0928159,-0.0569454,-0.0390161,0.163608,-0.0281511,-0.0569709,0.178525,0.00334166,-0.127976,-0.159908,0.0572118,-0.179888
25,-5.04828,1.0,0.600924,3.0,7.0,0.0,19.6627,-0.026727,0.0423036,0.0213637,-0.0562605,0.0224727,-0.0609281,0.0582512,-0.0355076,-0.00696566,0.20956,0.0235635,-0.0756271,0.094751,0.0257415,-0.0917252,-0.0890383,0.085402,-0.160751
26,-7.62551,0.929602,0.600924,3.0,7.0,0.0,16.1787,0.365077,0.0420106,0.035867,-0.129562,0.0758603,-0.0698459,0.131692,0.0182968,-0.132601,-0.143524,0.0156,-0.067971,0.0559532,0.0192315,0.0567597,-0.130188,0.0961056,-0.0245609
27,-5.58951,1.0,0.600924,3.0,7.0,0.0,12.61,-0.2616,-0.0633946,0.00842457,0.0834655,-0.0323712,0.0512642,-0.000381279,-0.0626564,0.237046,-0.172717,0.0960636,0.00464366,0.134063,-0.0143928,0.116242,0.0915748,0.135632,-0.196837
28,-5.19736,0.847906,0.600924,3.0,7.0,0.0,17.668,0.51619,0.0572825,-0.0340862,-0.0814048,0.0738244,-0.0599504,0.072536,0.0911046,-0.0569775,-0.215052,0.0554227,0.0974371,-0.0340443,-0.0652218,0.0936213,-0.104415,0.0150278,-0.0645407
29,-6.54619,0.984808,0.600924,3.0,7.0,0.0,12.2419,0.523662,0.0734875,-0.0286941,-0.0776919,0.0335966,-0.131586,0.0683206,0.039455,-0.0526827,-0.214361,0.0886065,0.12469,-0.019358,-0.109247,0.0720735,-0.0515947,-0.00637928,-0.0722008
30,0.170874,0.979126,0.600924,3.0,7.0,0.0,12.0079,-0.322902,-0.0657548,0.00880497,0.0200502,0.0901651,0.0673846,-0.00579244,0.0183985,0.0944562,-0.374438,0.09416,0.00457662,0.148717,-0.0104099,0.194293,0.00975376,0.120831,-0.122816
31,-0.120708,0.869356,0.600924,3.0,7.0,0.0,8.74492,0.450634,0.060776,0.00510623,-0.0438629,-0.0206631,-0.0474142,0.108151,-0.0394247,0.0133797,0.0159959,0.0122524,0.0358491,0.00347707,-0.0471549,0.0155385,-0.0240294,0.100404,-0.130166
32,-1.62662,0.981255,0.600924,3.0,7.0,0.0,5.92066,-0.36312,-0.040666,0.00102371,0.00895773,0.114093,0.0511056,0.078293,0.0347682,0.0873799,-0.391973,0.095164,0.0921413,0.165189,-0.0809134,0.173307,-0.115174,0.089536,-0.105845
33,-1.43877,0.942601,0.600924,3.0,7.0,0.0,10.7966,0.0151459,-0.0367577,0.0627139,0.0648671,0.147598,0.0372226,0.0359022,0.0479887,0.0787156,-0.170166,0.092456,0.0364968,0.170576,-0.0846187,0.137162,-0.128323,0.149498,-0.100041
34,0.193886,0.899503,0.600924,3.0,7.0,0.0,9.58941,0.177333,0.00384382,0.0194009,-0.0415707,0.000247516,-0.0811067,0.0376379,-0.00593779,0.170922,-0.133114,0.0310458,0.00745493,0.079358,-0.0934563,0.0979714,0.0487925,0.137438,-0.228313
35,-1.99632,0.759375,0.600924,3.0,7.0,0.0,10.4986,-0.049772,-0.0226631,-0.00645991,-0.0362542,0.00257265,0.0818993,0.0634894,-0.0813837,-0.117519,-0.271458,0.124818,-0.00430596,0.126575,0.0520241,0.116408,0.0164701,0.110211,-0.0279014
36,1.14617,0.992727,0.600924,3.0,7.0,0.0,5.35633,0.157491,-0.0151595,0.0298634,-0.0489916,0.0576366,-0.0505163,0.0213219,0.0562125,0.182921,-0.123807,0.0494991,0.0507146,0.0228653,-0.0862679,0.0953413,-0.0443463,0.088029,-0.169759
37,0.327932,0.889636,0.600924,3.0,7.0,0.0,5.46447,-0.206912,0.0151278,-0.00184464,0.0030251,0.0350266,0.0786191,0.0887728,-0.0901345,-0.094624,-0.236214,0.0612165,-0.0162188,0.127862,0.00722469,0.115698,0.0229461,0.093996,-0.0869631
38,-1.4917,0.789196,0.600924,3.0,7.0,0.0,9.34913,0.278225,0.0879493,0.0761179,-0.0996606,0.00037526,0.013821,-0.000590797,0.0112058,0.176166,-0.113197,0.010441,0.109608,0.0506047,-0.0909271,0.112636,-0.0726482,0.118964,-0.164309
39,-1.6768,0.580712,0.600924,3.0,7.0,0.0,14.17,0.134439,-0.0972758,-0.071138,-0.0378899,0.0747579,0.00561203,0.08759,-0.0356168,-0.0497099,-0.579928,0.0141521,-0.0671525,0.0699463,-0.00430415,0.150272,0.0224629,0.0616638,-0.138396
40,-4.05386,0.943711,0.600924,3.0,7.0,0.0,9.21565,0.313387,-0.039989,-0.0986964,-0.037516,0.00791112,-0.0765502,0.104204,-0.0754302,0.0315885,-0.705532,0.0823426,0.0400579,0.0674997,0.0318945,0.2176,-0.0322354,0.0462462,-0.118959
41,-1.7855,1.0,0.600924,3.0,7.0,0.0,10.767,-0.0550571,0.0070477,0.0849944,-0.050594,0.030927,0.147852,0.0420791,0.0324869,0.0260438,0.148594,0.0272996,0.00899567,0.074275,-0.0502363,-0.0328181,0.041165,0.149441,-0.153184
42,-3.40388,0.937731,0.600924,3.0,7.0,0.0,11.0958,0.033483,-0.0315423,-0.184073,0.00607931,0.0959168,0.00899084,0.0482709,-0.11013,-0.0195287,-0.135051,0.116398,0.0401402,0.185421,-0.0730309,0.0838529,-0.00969454,0.0526176,-0.0919253
43,-2.29524,0.872156,0.600924,3.0,7.0,0.0,14.1324,0.0652175,-0.0894989,0.128886,-0.10668,0.020487,0.0539299,0.0673477,0.0698069,0.0178341,-0.20108,0.00921223,0.0123872,0.00923999,0.00398057,0.105339,-0.107823,0.188359,-0.126268
44,-4.04248,0.637236,0.600924,3.0,7.0,0.0,12.3552,-0.755894,-0.0744262,-0.0449532,-0.0259267,0.00579765,-0.0236106,0.0786577,0.0297878,0.0751687,-0.232822,0.0233998,0.0774989,0.126493,-0.106756,0.0819096,-0.0522143,0.102217,-0.136019
45,-7.13071,0.754182,0.600924,3.0,7.0,0.0,15.9282,0.666047,-0.00467503,0.1594,-0.0757667,-0.01173,-0.0659855,0.133354,-0.0367281,0.0118053,0.282963,0.101024,0.0409564,0.0869013,-0.0958336,0.0975887,-0.0289662,0.16155,-0.180408
46,-0.635029,0.9927,0.600924,3.0,7.0,0.0,13.6469,0.126156,0.021425,-0.0775666,0.0719557,-0.0142516,-0.00302053,0.0690923,-0.00743918,0.0290124,-0.210334,0.127084,0.0585629,0.0781731,0.0338925,0.205967,-0.0453618,0.0908701,-0.0209319
47,-2.11951,0.663629,0.600924,3.0,7.0,0.0,13.8657,-0.0666085,-0.0085542,0.158719,-0.120456,0.00293003,0.0135721,0.055971,-0.0132279,0.128136,-0.203682,-0.0236266,0.0917139,0.0825518,-0.116284,0.087683,0.00875893,0.101382,-0.20963
48,-5.77352,0.749388,0.600924,3.0,7.0,0.0,12.5215,0.217858,0.0705253,-0.115118,0.0131642,0.0410121,-0.0537756,0.0936043,0.0247977,-0.0309592,0.0477174,0.167808,0.0855626,-0.0258223,0.0527145,0.138337,0.0340535,0.0136324,-0.0438719
49,-2.54996,0.993574,0.600924,3.0,7.0,0.0,13.9161,-0.113761,-0.195795,0.0276187,-0.0786303,0.118366,-0.0371211,0.0293632,-0.0328984,0.0127106,-0.0346703,0.0365271,0.0451937,0.133194,-0.0725356,0.0902384,-0.0614558,0.0930934,-0.203847
50,-5.12092,0.896309,0.600924,3.0,7.0,0.0,13.1267,-0.145331,-0.0708921,0.0848514,0.00626767,0.137197,-0.0582255,0.119316,-0.0488337,-0.00455532,-0.161922,-0.0965463,0.0449022,0.025129,-0.107597,0.171469,-0.109027,0.0802741,-0.0212338
51,-2.27777,1.0,0.600924,3.0,7.0,0.0,10.2964,0.234157,0.0619614,-0.0175348,-0.045859,-0.0538027,0.0664175,-0.0582293,0.0624641,0.0645196,-0.222874,0.167398,0.0646391,0.105015,-0.0499088,0.0605392,-0.0176285,0.103545,-0.222528
52,-3.9542,0.935291,0.600924,3.0,7.0,0.0,11.264,0.0287282,0.0925367,0.0458471,-0.0917864,0.0881832,-0.0137894,-0.041895,0.066233,0.119444,0.188835,0.159416,-0.0625271,0.127619,-0.050827,0.0490089,0.0270773,0.0195412,-0.143604
53,0.0253292,0.811098,0.600924,3.0,7.0,0.0,12.5828,-0.160122,-0.0796987,-0.0182886,0.0362366,-0.0199509,0.026165,0.140216,-0.0366573,0.0492603,-0.461766,0.0195682,0.0675293,0.0624351,-0.00420787,0.0687432,-0.0710598,0.165169,-0.108014
54,-0.335314,0.95956,0.600924,3.0,7.0,0.0,5.28574,0.299912,0.0797095,0.0437467,-0.0629533,0.112289,-0.00862418,-0.0499065,-0.00565349,0.0527069,0.059827,0.095885,-0.0122645,0.113994,-0.0853517,0.144902,0.0540789,0.0255019,-0.132718
55,-3.80629,0.796034,0.600924,3.0,7.0,0.0,10.5399,-0.333125,0.0528164,0.046405,0.0535885,0.179582,-0.0106282,0.119296,0.0842958,-0.00384662,-0.0169261,0.0365614,-0.0368317,0.148252,-0.144068,0.075004,-0.0287883,0.0808893,-0.152165
56,-10.4714,0.614519,0.600924,3.0,7.0,0.0,19.5092,0.861133,-0.0678405,-0.0164807,-0.104763,-0.0986573,0.0415109,-0.0243192,-0.108961,0.0868673,-0.374619,0.0891141,0.0651962,0.0153773,0.0667244,0.14359,0.0268768,0.132601,-0.0999119
