pol	phi	weight
-0.213434	117.574	1
-0.209216	-11.1475	1
0.190314	36.021	-0.0380952
0.196393	36.021	1
0.190314	171.807	-0.0380952
0.198437	90.7876	1
0.182296	150.166	1
0.188295	17.2041	1
0.206651	161.574	1
0.206651	135.499	1
-0.190506	155.626	-0.0714286
-0.196689	-78.3848	1
-0.217668	40.4188	-0.047619
-0.196689	-44.3027	1
-0.196689	-109.876	1
0.190314	-15.1017	1
0.182296	-143.28	1
0.210785	46.7226	1
0.184286	46.7226	-0.0380952
-0.200842	-76.572	1
0.206651	40.3241	1
0.184286	102.212	1
-0.200828	35.4798	1
-0.192562	55.8926	1
0.202534	32.2215	-0.0714286
0.212856	37.2576	-0.0380952
0.198437	-5.87057	-0.0380952
-0.211319	-155.613	1
-0.200842	175.789	1
0.206651	-7.39922	-0.0380952
-0.198759	8.62345	-0.0190476
-0.209216	122.621	-0.0380952
-0.221569	-168.487	1
-0.211319	-49.7097	1
-0.221919	-66.5436	1
0.190314	-119.413	-0.0380952
-0.202923	-60.539	1
-0.192562	-124.275	1
0.19952	-33.0424	1
0.20048	32.8974	1
0.204587	152.962	-0.0380952
-0.209216	-110.867	1
-0.194619	66.8556	1
-0.188465	126.199	1
-0.196675	173.204	1
-0.200666	74.486	1
0.208548	-83.664	1
0.208138	-119.068	1
0.190314	-76.169	-0.047619
0.18629	-76.169	-0.047619
-0.217668	-128.115	-0.0714286
-0.200842	-128.115	1
-0.200842	-30.3751	1
-0.213434	43.492	-0.0380952
0.182296	-6.38212	-0.0380952
0.196393	163.55	1
0.214936	-20.1265	-0.0380952
0.198437	-20.1265	1
0.196393	-20.1265	-0.0380952
0.184259	-133.376	1
-0.215545	33.626	1
-0.205018	61.9926	1
0.210785	-150.125	1
0.198437	-126.672	1
0.206651	22.6965	-0.0380952
0.184286	22.6965	1
0.208713	-50.1974	1
-0.205018	34.6311	1
0.198437	-25.0661	1
0.206623	-38.0577	-0.0380952
-0.209216	55.1753	1
-0.200842	-143.722	-0.0190476
-0.194619	-9.17313	1
-0.196689	-36.6684	-0.047619
0.186276	-14.6731	1
-0.188465	175.713	1
0.202534	108.983	1
0.206651	-46.118	1
0.208713	-46.118	-0.0380952
-0.211319	-113.997	1
-0.221919	-15.876	1
-0.217668	-79.9708	1
-0.213434	-140.394	-0.0190476
-0.196689	53.7181	-0.0380952
0.212856	-102.258	-0.0380952
0.210785	-79.9223	1
-0.213434	155.985	1
-0.221919	115.535	1
-0.202923	140.03	1
0.190314	46.4706	1
0.188268	94.3093	1
-0.202923	-47.8696	1
-0.209216	67.072	1
0.20048	-89.5124	1
-0.202923	-172.297	1
-0.219788	-154.995	-0.0714286
-0.204891	-48.8003	1
-0.215545	62.1025	1
0.192332	-84.8562	1
0.208713	-122.37	1
-0.205018	27.0922	-0.0380952
-0.190506	27.0922	1
-0.188465	27.0922	-0.0380952
-0.213434	86.0634	1
-0.215545	-64.4085	-0.0190476
-0.190506	-144.843	1
-0.217668	-0.410751	-0.0380952
0.18629	-166.066	-0.0380952
0.198437	55.5563	1
0.18629	-148.295	1
-0.181868	-86.0431	1
0.18688	-92.9729	1
0.17529	170.148	1
0.198682	70.5274	1
-0.183837	-70.2125	1
-0.183837	-70.2125	-0.047619
-0.20593	-156.06	-0.0190476
0.179128	91.868	-0.0714286
0.171483	-103.13	-0.047619
0.190794	76.4579	1
0.198682	76.4579	-0.0380952
0.179128	-84.6922	1
-0.20593	125.827	-0.0380952
-0.185819	125.827	-0.0380952
-0.185819	44.0895	1
0.177202	-120.475	-0.0190476
0.198682	133.796	1
0.194728	-26.9544	-0.0190476
0.192755	-136.525	1
-0.203892	54.5087	-0.0380952
-0.201866	149.442	-0.0380952
-0.195803	-58.6895	-0.0380952
