pol	phi	weight
0.18629	-164.963	1
-0.205018	-13.1037	-0.0666667
-0.188455	-145.081	1
-0.207111	53.6107	-0.0666667
0.204587	98.2853	-0.0666667
0.206651	177.882	-0.0666667
-0.188465	136.999	-0.0666667
0.204587	-168.893	1
0.18629	137.494	-0.0666667
0.182296	137.494	-0.0666667
0.18629	67.3113	1
-0.188465	-41.6405	1
-0.217668	98.5671	1
-0.209216	-164.168	1
-0.196689	-117.127	-0.0666667
-0.209216	126.693	1
0.214936	53.6476	-0.0666667
0.184286	53.6476	-0.0666667
-0.215545	-109.994	1
-0.217668	-109.994	-0.0666667
-0.221919	-156.82	1
-0.205018	-103.727	1
-0.205018	31.6204	1
-0.221919	-167.762	1
-0.213434	-167.762	-0.0666667
-0.200842	10.7577	-0.0666667
0.18629	42.3603	1
0.184272	116.685	1
0.184286	-37.5385	-0.0666667
-0.196689	6.29543	1
-0.205018	6.29543	-0.0666667
-0.200842	-77.0791	-0.0666667
-0.209216	-29.4529	1
0.206651	89.4429	-0.0666667
-0.211319	-11.4644	-0.0666667
-0.221919	-133.079	1
-0.207111	-91.8604	1
-0.213434	57.5485	1
0.190314	64.0847	1
0.208713	153.601	1
-0.192562	124.429	1
0.206651	162.429	-0.0666667
0.198437	106.2	-0.0380952
0.198437	70.0229	1
0.18629	70.0229	-0.0666667
-0.196337	115.465	1
0.196393	89.2226	1
0.202534	-58.9798	1
0.202534	-32.7665	1
0.190314	-75.3392	-0.047619
0.206651	157.385	-0.0380952
-0.211319	23.3633	-0.0666667
-0.211319	-156.973	1
0.202534	137.363	1
-0.190506	-49.1376	1
-0.198759	26.0597	-0.0666667
0.18629	123.262	1
0.206651	-54.1894	-0.0714286
-0.211319	-103.093	-0.0380952
-0.192562	14.5723	-0.0666667
-0.192562	62.9073	1
0.196393	-136.839	-0.0666667
0.190314	-124.191	1
-0.213434	133.308	1
-0.205018	84.3215	-0.0666667
0.192332	14.1103	-0.0666667
-0.213434	154.775	-0.0666667
-0.192562	57.3591	-0.0666667
-0.196689	57.3591	-0.0666667
0.202534	48.1042	-0.0380952
0.190314	178.16	-0.0666667
-0.194619	-26.2799	1
-0.200842	151.532	-0.0666667
-0.209216	151.532	1
-0.192562	10.2003	-0.047619
-0.198759	-0.151805	-0.047619
0.204587	-58.3721	1
0.182296	-152.527	1
-0.188465	160.28	1
-0.188465	-150.556	1
0.184286	-16.8754	1
0.190314	-149.383	-0.0190476
0.210785	110.97	-0.0380952
0.188295	110.97	1
-0.209216	60.2993	1
-0.207111	170.936	1
-0.215545	32.5423	1
-0.215545	3.72807	-0.0666667
0.208713	-5.00234	1
0.198437	74.2418	1
-0.200842	-150.764	-0.0666667
0.208494	9.48777	1
0.194363	-84.8096	-0.0380952
-0.217668	-49.1979	1
-0.200842	-19.3628	1
-0.211319	12.4684	1
0.214936	-31.5014	1
0.184286	-67.8379	-0.0380952
-0.217668	-30.2788	-0.0666667
0.214936	-79.1379	1
-0.196689	-98.9411	1
0.190314	173.235	-0.0714286
0.192332	-144.417	1
0.190314	-68.0377	1
