pol	phi	weight
-0.313523	-36.7076	1
-0.341637	-80.3482	1
0.305994	80.3843	-0.065
0.348938	32.9074	1
0.350273	-24.2049	1
-0.324587	-173.479	1
-0.319805	150.324	-0.065
0.346121	-99.0339	-0.065
0.335495	-99.0339	-0.065
-0.35276	-94.1965	-0.065
-0.338651	-94.1965	1
0.346121	25.2251	1
-0.354988	28.055	1
0.309101	31.6527	-0.065
-0.354988	-29.6733	1
0.335495	55.7668	1
0.334001	-29.4461	1
0.34123	57.7819	1
0.324608	88.9388	-0.065
0.343922	62.256	-0.065
0.34123	62.256	1
0.348525	-0.782319	-0.065
0.323034	-0.782319	1
0.332386	169.088	1
-0.355771	165.552	-0.065
-0.323778	165.552	-0.065
0.342598	-155.362	1
-0.326979	-146.446	1
0.34123	-76.0006	-0.065
0.326018	-76.0006	1
-0.316912	67.1156	-0.065
-0.349592	-149.434	1
-0.352209	90.4009	-0.065
-0.319847	90.4009	1
-0.340483	-98.9959	1
-0.319853	-98.9959	-0.065
0.352144	-49.4349	1
0.351272	-164.27	1
0.315123	165.018	-0.065
0.353044	84.8953	-0.065
-0.327586	-109.625	-0.065
-0.339404	7.93231	1
-0.359926	7.93231	-0.065
-0.353474	73.7117	1
0.350332	-35.3715	-0.065
0.335815	-12.9907	1
-0.345031	142.973	-0.065
0.350845	51.4167	-0.065
0.345966	51.4167	1
0.330974	51.4167	-0.065
-0.35455	-121.703	1
-0.341954	-121.703	-0.065
-0.337469	-77.0949	-0.065
0.354947	-107.531	-0.065
0.345966	-107.531	1
-0.35624	33.7808	1
0.348456	-62.278	-0.065
-0.353474	-148.348	1
0.335665	155.187	1
0.34024	155.187	-0.065
0.330636	36.9848	1
-0.350069	167.052	-0.065
0.346078	-134.995	1
0.353626	-176.863	-0.065
0.351405	-176.863	1
0.344629	-127.222	-0.065
-0.355835	-39.8028	-0.065
0.327076	-179.943	1
0.330121	178.62	-0.065
0.331631	178.62	1
-0.348093	66.2883	1
-0.330445	-163.665	-0.065
-0.348093	-99.9457	-0.065
-0.349312	-43.5467	1
-0.350398	143.326	1
0.313055	-46.1759	1
-0.351468	148.117	-0.065
-0.313038	148.117	1
-0.346811	145.102	1
-0.33358	63.1944	1
0.314626	-156.063	-0.065
