pol	phi	weight
-0.315091	138.119	-0.065
0.343776	127.023	1
0.304424	127.023	-0.065
0.343776	-88.1702	1
-0.350815	91.5126	-0.065
-0.354666	79.6848	-0.065
0.34498	17.0518	1
0.342511	17.0518	-0.065
0.321661	17.0518	-0.065
-0.343098	-15.6894	-0.065
-0.319805	152.068	1
-0.338651	133.541	-0.065
0.346121	-49.3404	-0.065
0.315354	-49.3404	-0.065
0.350235	46.9814	-0.065
0.341186	46.9814	-0.065
0.326352	46.9814	1
-0.348505	-74.3203	1
-0.351739	-153.121	1
-0.349705	-33.6933	1
0.349649	-44.6599	1
0.339808	79.4384	-0.065
0.349649	38.1267	-0.065
0.349479	-154.388	-0.065
0.3384	-154.388	1
-0.353566	119.298	-0.065
-0.353962	-57.4698	1
-0.330921	152.274	-0.065
-0.353059	-63.5061	-0.065
-0.327236	138.176	-0.065
-0.351998	138.176	1
-0.345519	138.176	-0.065
0.352092	-49.4649	1
0.336907	93.8816	1
-0.356659	83.6096	-0.065
-0.320604	83.6096	1
0.338246	-40.1455	-0.065
0.34545	157.509	-0.065
-0.357912	26.2694	1
0.354271	-3.36358	1
0.322617	-110.759	1
-0.347211	-169.289	-0.065
-0.326191	-169.289	1
0.353933	-71.6535	1
0.335227	168.245	1
0.325804	-20.6557	1
-0.344017	97.6931	-0.065
0.353817	56.5898	-0.065
0.330552	10.1579	-0.065
0.328941	10.0853	1
0.344097	-101.03	-0.065
0.324608	-148.623	-0.065
0.352748	175.287	1
0.332547	-104.402	-0.065
0.355038	54.7302	1
0.330974	-62.219	-0.065
0.330974	-29.4483	-0.065
0.328838	60.0894	-0.065
-0.35964	173.391	1
-0.355837	-42.5903	1
-0.330775	-165.746	1
0.338734	-159.532	-0.065
0.321422	-159.532	1
-0.340382	36.301	1
0.318273	28.7042	1
0.35459	-16.6815	-0.065
0.357135	-156.502	-0.065
0.346071	-156.502	1
0.355454	50.9633	1
-0.359853	119.059	-0.065
0.350148	48.6552	1
0.357369	122.174	-0.065
0.327428	122.174	-0.065
0.348841	132.216	1
-0.320804	-98.5907	-0.065
0.334592	116.956	-0.065
0.341489	163.75	-0.065
0.303732	-19.9778	-0.065
0.340198	67.7298	1
0.306815	3.29958	1
0.302176	60.8331	1
-0.352391	-136.794	1
0.323996	-55.8266	1
-0.319323	105.4	1
-0.32728	88.8939	1
0.342728	-136.414	1
-0.354876	-157.996	1
-0.346811	-157.996	-0.065
-0.351468	-42.517	-0.065
0.349422	-46.8807	1
-0.349312	99.5632	-0.065
-0.319323	99.5632	1
-0.344618	-116.834	1
-0.346811	-14.5173	-0.065
-0.354414	-5.26976	-0.065
0.303732	-12.4456	1
0.327076	8.77423	-0.065
0.302176	8.77423	-0.065
0.349422	56.2005	-0.065
-0.353115	160.209	-0.065
0.348882	-30.9605	1
-0.354414	-9.47102	1
-0.348093	-9.47102	-0.065
0.348373	-88.7208	1
-0.322501	-77.4956	-0.065
-0.350398	-107.189	-0.065
-0.353206	99.2137	-0.065
-0.339711	168.475	1
-0.349312	-26.454	-0.065
-0.353206	2.12475	-0.065
-0.319323	2.12475	-0.065
0.33604	-89.292	-0.065
0.349422	145.354	-0.065
-0.313038	179.861	-0.065
-0.332019	61.1099	-0.065
-0.339711	174.004	-0.065
-0.344087	58.1697	1
-0.339711	58.1697	-0.065
-0.353115	134.921	-0.065
0.342728	-75.783	1
0.306815	-75.783	-0.065
0.342728	157.455	1
-0.319323	12.9588	-0.065
-0.318144	153.496	1
-0.351468	-140.463	1
-0.3382	56.0464	1
0.316199	-57.8631	1
-0.335136	-39.471	1
-0.346811	127.874	-0.065
0.320889	95.2476	-0.065
-0.351468	-138.134	-0.065
-0.325691	-138.134	1
0.328605	-138.498	-0.065
0.344987	-103.74	-0.065
0.334592	-122.94	-0.065
0.337465	-10.4858	1
0.333119	65.9036	1
0.349422	138.814	1
-0.352264	-70.7935	-0.065
0.348882	-50.0441	-0.065
0.337465	-61.8955	1
0.30911	-61.8955	-0.065
-0.354923	128.676	-0.065
-0.325691	-161.045	1
-0.341199	-68.7438	-0.065
0.328605	-57.2136	1
0.340198	143.951	1
0.344987	-109.708	-0.065
0.337465	-109.708	-0.065
-0.314614	-138.137	1
-0.332019	144.736	1
0.342728	-73.6019	-0.065
0.344987	-1.34269	-0.065
0.322447	-124.027	1
-0.322868	167.762	-0.065
0.319331	48.5289	-0.065
-0.346811	-95.5455	1
0.341346	171.963	-0.065
-0.349312	-49.9796	1
0.346923	58.7445	1
0.351191	159.154	1
0.333474	159.154	1
0.328883	100.389	1
-0.353115	-98.6097	-0.065
0.337914	-52.3169	1
-0.324094	-98.6191	1
0.322642	-42.0976	-0.065
-0.317749	-14.8756	1
-0.341199	96.4505	1
0.335573	-30.9449	1
0.334974	-93.6928	-0.065
0.313176	-93.6928	-0.065
-0.353981	0.241804	1
-0.351468	0.241804	1
0.346923	25.0646	1
0.346923	-174.373	1
0.327334	9.90148	1
0.340739	-92.3538	1
-0.353981	2.45184	-0.065
-0.33358	2.45184	-0.065
-0.32728	-39.6092	1
-0.328868	-16.8463	1
-0.316082	-16.8463	-0.065
0.345823	137.692	-0.065
0.34465	22.2948	-0.065
0.331955	22.2948	1
0.322642	22.2948	-0.065
0.321062	-99.3092	1
0.324213	32.0183	-0.065
0.347942	19.6726	1
0.349647	136.623	1
-0.319323	89.9051	-0.065
0.350319	60.0282	-0.065
-0.342101	-44.7482	1
0.332161	-36.814	-0.065
0.341852	-0.853709	1
0.329154	-0.853709	-0.065
-0.349878	-96.1194	1
-0.333092	19.4878	1
-0.314203	19.4878	-0.065
-0.342101	-155.903	-0.065
-0.311089	-66.0791	-0.065
-0.344906	162.013	-0.065
-0.323697	129.561	-0.065
0.299661	-75.2989	-0.065
-0.348182	16.2257	1
0.339818	-137.539	1
0.327741	-137.539	-0.065
0.348525	-73.8957	1
0.338687	48.9149	-0.065
-0.334203	-169.214	1
0.335419	111.053	-0.065
0.321452	-172.025	1
-0.350263	179.564	-0.065
-0.323303	-16.9813	-0.065
0.335419	110.042	1
0.339818	154.237	-0.065
0.347492	154.237	-0.065
-0.331092	56.9842	1
0.311999	81.3233	1
0.316702	81.3233	-0.065
-0.338733	-51.4856	1
-0.335726	92.0588	1
0.310446	-124.866	1
0.350966	-163.917	-0.065
-0.313822	-4.4245	-0.065
-0.341649	-19.8585	1
-0.34522	-90.5748	1
0.308263	51.0368	1
0.346511	-56.775	-0.065
0.340823	-56.775	-0.065
0.329804	-56.775	-0.065
0.299012	54.2846	-0.065
-0.313366	111.263	1
0.31438	13.5084	1
-0.34522	-47.8195	1
-0.304019	-20.4309	-0.065
-0.352965	-42.655	1
0.305152	-41.9318	1
