pol	phi	weight
0.348242	-22.1816	1
0.319901	-22.1816	-0.065
0.313636	37.9984	1
-0.313882	-23.9858	1
-0.349518	-81.9714	-0.065
0.321978	-76.2069	1
-0.322373	-61.0586	1
0.336428	50.8325	1
0.310129	-148.524	1
-0.364517	-12.6052	-0.065
0.361384	94.8322	-0.065
0.324057	-153.811	1
-0.35095	118.295	-0.065
-0.307434	118.295	1
-0.32597	-31.3431	1
-0.336113	-12.2568	-0.065
-0.299121	-27.2788	1
0.332005	125.722	-0.065
0.310286	36.7953	1
-0.354874	8.08789	-0.065
-0.317767	8.08789	1
0.3355	-171.267	-0.065
0.291934	-171.267	1
-0.311575	52.998	-0.065
0.300928	-17.8864	1
-0.331444	33.9948	1
0.309493	58.6628	1
-0.329361	-75.3681	1
0.294919	-126.076	1
0.294919	-126.076	-0.065
-0.364897	61.5044	1
0.306027	-9.96407	1
-0.314648	-126.592	1
0.333073	-174.516	-0.065
0.278701	-73.4543	1
0.313413	-88.6209	-0.065
-0.35906	-14.7002	1
0.347045	-166.19	-0.065
-0.336674	33.402	1
-0.359772	-124.701	1
0.333121	158.233	1
0.340657	-118.721	1
0.317767	151.127	1
0.322682	156.166	1
0.342661	156.166	-0.065
0.294986	-165.313	-0.065
0.35455	34.3528	-0.065
-0.366873	110.965	1
-0.362919	72.9789	-0.065
-0.366873	174.303	-0.065
0.325929	78.991	1
0.331954	78.991	-0.065
0.333958	53.1432	-0.065
0.309169	53.1432	1
-0.333528	51.0177	-0.065
-0.304106	51.0177	-0.065
-0.318869	51.0177	1
0.315029	-56.3718	1
0.307114	-0.226147	-0.065
-0.349939	-7.09732	1
-0.337676	163.761	1
-0.335601	-91.0277	1
0.290558	64.7464	-0.065
-0.327268	-13.4663	1
-0.333528	-13.4663	-0.065
0.345863	94.2214	-0.065
0.323911	-177.803	-0.065
0.307114	-177.803	1
0.318272	-129.55	1
0.316668	112.85	1
-0.317047	-89.0231	1
-0.325524	-73.9405	-0.065
0.331954	52.8244	-0.065
0.34979	-149.853	1
0.320008	-67.6905	1
0.345863	75.9235	1
-0.350454	-38.5312	-0.065
-0.348469	-5.34496	-0.065
-0.305071	-5.34496	-0.065
0.340696	48.3796	-0.065
0.310088	48.3796	-0.065
0.30824	52.1883	1
-0.324573	-170.027	1
0.344607	94.6684	-0.065
-0.340463	78.6944	1
-0.33643	63.2022	-0.065
-0.326364	63.2022	-0.065
-0.321339	63.2022	1
-0.344476	122.111	-0.065
-0.317549	122.111	1
-0.340779	-151.247	-0.065
-0.325661	-37.3126	1
-0.365141	47.9742	1
-0.327765	47.9742	-0.065
0.29808	-122.271	1
0.328849	-153.473	1
0.324865	6.53356	-0.065
0.289867	6.53356	-0.065
0.283686	6.53356	-0.065
0.302174	-37.83	-0.065
0.302174	-37.83	1
0.332816	70.9996	-0.065
0.314998	-71.5253	-0.065
-0.367123	-32.0208	1
-0.363146	153.788	1
0.326024	-54.4854	-0.065
-0.355832	-169.029	-0.065
-0.359801	-169.029	1
-0.343775	57.9843	1
-0.328133	57.9843	-0.065
-0.322742	57.9843	-0.065
0.312261	-169.307	1
-0.361777	115.787	1
-0.33563	74.6579	1
-0.33563	74.6579	-0.065
-0.321358	81.2137	1
0.339785	-153.266	1
0.335875	136.051	1
0.307343	62.5029	1
-0.316496	134.13	1
0.299451	-67.6356	-0.065
-0.302808	11.2023	1
-0.324045	77.1467	1
0.332693	82.8295	1
0.342491	-176.161	1
-0.325991	118.192	1
-0.336086	118.192	-0.065
0.312971	-0.0675036	1
0.300165	-51.0932	1
-0.324045	-97.6418	1
0.300165	-50.0551	1
-0.317233	-25.5018	1
0.342448	163.949	1
0.287899	8.10364	1
0.330724	-161.016	1
-0.332054	29.0248	1
-0.35005	-110.112	-0.065
0.330724	-112.1	1
0.314837	144.292	-0.065
0.311289	144.292	1
0.283797	-70.038	-0.065
-0.330033	179.302	-0.065
-0.320663	174.673	1
-0.322273	63.6939	1
-0.302808	104.66	1
0.304231	25.1062	1
0.294038	25.1062	-0.065
-0.330022	156.3	1
