pol	phi	weight
-0.345399	-91.8536	1
0.326127	-19.3777	1
0.33847	7.23101	1
-0.357297	34.5168	-0.065
-0.337092	125.206	1
-0.352912	-23.2548	-0.065
0.304192	9.55097	-0.065
0.330211	27.9267	1
0.324399	119.978	1
-0.35095	136.556	1
0.341089	17.4135	-0.065
0.344976	-166.515	1
-0.313645	-72.1662	-0.065
-0.315705	130.663	1
0.337304	149.234	1
-0.311575	35.711	-0.065
0.278701	97.0787	1
-0.341805	-52.6822	-0.065
0.298952	123.076	1
-0.312536	118.534	1
-0.351939	86.2668	-0.065
-0.318345	79.3884	-0.065
0.343093	65.545	-0.065
0.312355	-48.529	-0.065
-0.331081	-27.9238	1
0.295819	-2.82037	-0.065
0.321153	93.9094	-0.065
0.299971	93.9094	1
-0.365145	-86.713	1
0.312355	94.6763	-0.065
-0.365145	74.0458	-0.065
-0.349877	74.0458	-0.065
-0.351939	74.0458	1
0.35455	-131.559	-0.065
0.307508	65.1635	1
-0.373947	83.6567	1
-0.352678	-164.322	1
0.307508	-21.9965	1
0.342661	-117.218	1
0.338655	129.208	-0.065
-0.348508	-119.867	1
0.308859	-109.946	1
-0.323077	-119.877	1
0.335951	-168.61	-0.065
0.30505	-168.61	1
0.302835	-168.61	-0.065
-0.337676	111.454	1
0.290558	-175.914	-0.065
0.34979	142.3	1
0.325929	-160.35	-0.065
-0.35906	-0.0333209	1
-0.331444	-0.0333209	-0.065
-0.341308	-20.057	1
-0.351866	-20.057	-0.065
-0.312536	-20.057	-0.065
0.349611	-148.956	1
0.30505	-117.761	1
-0.344752	171.058	-0.065
0.29471	86.4471	-0.065
-0.317047	65.0251	1
0.30824	17.4517	1
0.283686	17.4517	-0.065
0.324654	20.7235	1
0.289867	65.3046	1
-0.31341	-139.307	-0.065
0.3133	-139.656	-0.065
0.320866	-139.656	1
-0.365141	-112.558	-0.065
-0.344891	-112.558	1
0.322864	40.5103	-0.065
0.29808	35.3089	-0.065
0.302166	-107.138	1
0.346552	-176.137	-0.065
-0.319305	-105.347	-0.065
-0.361146	-54.0161	1
0.32006	140.962	1
0.326024	44.915	-0.065
0.300774	44.915	1
0.322054	-25.4803	-0.065
-0.349832	137.813	1
-0.337676	-35.5144	-0.065
0.341735	1.15183	1
-0.32275	130.302	-0.065
0.310583	131.91	1
-0.351836	132.558	1
-0.324721	132.558	-0.065
0.304231	127.09	1
-0.348069	-78.8709	1
-0.311119	-78.8709	-0.065
0.326766	174.291	1
0.340539	-108.693	1
0.294038	-85.6388	1
0.289945	-85.6388	-0.065
-0.317233	-45.1112	1
0.287899	72.2324	-0.065
0.322792	-143.265	1
-0.35005	61.3758	-0.065
0.338587	95.6187	-0.065
0.332693	-151.046	1
0.342491	-151.046	-0.065
0.300165	13.1383	-0.065
-0.325991	12.8283	1
-0.334075	-59.9009	1
0.300165	38.8647	-0.065
0.291995	38.8647	-0.065
0.324778	-108.08	1
0.306214	-97.9506	-0.065
0.330724	-73.2584	-0.065
-0.3401	122.02	-0.065
-0.332054	122.02	1
0.283797	91.504	1
0.328744	-22.1417	1
0.300165	-83.189	1
-0.317233	-45.9762	1
0.318803	101.311	-0.065
0.344411	-78.8798	-0.065
-0.328004	139.206	-0.065
-0.325946	139.206	1
0.304231	61.6109	1
-0.35595	127.307	1
0.336625	-36.8584	1
0.330724	107.461	-0.065
-0.342103	76.2507	-0.065
-0.311119	76.2507	1
0.318803	-126.05	-0.065
0.297427	-24.7522	-0.065
0.318803	35.5486	1
0.328744	-58.3952	1
0.318803	31.1066	-0.065
-0.344095	-21.6976	-0.065
-0.298636	153.215	1
-0.298636	-140.013	-0.065
-0.334075	-86.1447	-0.065
-0.315246	-86.1447	-0.065
0.320025	124.994	-0.065
0.334664	-8.67424	1
0.332693	-70.1958	1
-0.321518	-163.673	1
-0.341507	-162.351	1
0.341957	166.275	-0.065
0.341957	-129.863	1
0.322352	-129.863	-0.065
0.287639	145.804	1
-0.292027	149.496	1
0.320371	89.2956	-0.065
0.326307	89.2956	1
0.330246	28.8396	1
0.332212	56.6331	-0.065
0.287639	118.308	-0.065
-0.312742	172.304	1
-0.316558	172.304	-0.065
0.308931	116.988	1
0.328281	-48.6024	-0.065
0.293754	-162.585	1
0.324031	179.718	1
0.301651	114.129	1
-0.354853	137.208	1
-0.341878	-2.16418	1
-0.353765	179.153	-0.065
-0.312967	179.153	-0.065
-0.32382	-96.205	1
-0.298422	159.346	-0.065
0.316128	54.3334	1
-0.327029	111.148	1
-0.339876	111.148	-0.065
0.28346	168.974	1
0.285489	168.974	-0.065
0.299669	-141.608	1
-0.316882	101.451	1
-0.353765	-136.431	1
0.301268	-38.5107	1
0.331394	23.7445	-0.065
-0.335863	-10.1577	1
-0.345862	1.05164	1
0.343118	-64.9723	-0.065
0.32745	109.315	-0.065
0.302977	109.315	-0.065
0.286678	32.7281	1
0.313565	-102.615	1
-0.317018	-127.794	-0.065
-0.329811	54.9904	1
-0.332801	-47.2826	1
-0.34387	-83.0697	-0.065
0.341179	-146.383	-0.065
0.286678	-68.4494	-0.065
0.343118	-41.2412	1
-0.353765	25.0746	-0.065
-0.333852	25.0746	1
-0.306752	25.0746	-0.065
0.343118	-154.725	-0.065
0.317523	-154.725	-0.065
-0.338982	-157.882	-0.065
-0.333852	-129.049	-0.065
-0.322047	-129.049	-0.065
-0.322047	-82.2509	1
-0.318833	-129.469	1
0.310034	133.451	1
-0.341878	160.054	-0.065
-0.308825	160.054	1
0.333362	88.533	1
0.302977	73.7534	1
0.329427	-148.006	-0.065
0.321506	109.22	-0.065
-0.347972	81.2684	-0.065
-0.339987	81.2684	1
0.275251	-127.526	1
-0.313246	-152.768	1
0.313888	-133.846	-0.065
0.295469	-133.846	1
0.301331	-133.846	-0.065
0.315866	138.53	1
0.297482	31.6492	1
0.287399	31.6492	-0.065
-0.302917	23.0705	1
0.325687	-3.01505	1
-0.323969	83.3082	1
-0.344016	-56.8776	1
0.306181	66.4174	1
-0.304993	136.335	1
0.327636	-56.9238	1
0.291299	-130.341	1
0.285264	-26.6001	-0.065
-0.297339	144.472	-0.065
0.343377	116.079	-0.065
0.32148	116.079	1
-0.356237	29.5906	1
0.341406	-0.165928	1
0.296507	-0.165928	-0.065
-0.308557	97.1313	1
0.319496	-127.047	-0.065
0.337456	106.324	-0.065
0.339437	115.324	-0.065
-0.329519	78.5955	1
0.296507	-113.938	1
0.306784	121.947	1
0.288243	-98.6696	-0.065
0.312649	-132.838	-0.065
0.292378	-132.838	-0.065
0.325497	28.9611	-0.065
0.288243	-144.835	1
-0.321317	-10.787	1
-0.350095	140.646	-0.065
-0.358277	140.646	1
0.304736	-115.423	1
0.292378	-115.423	-0.065
-0.308557	172.278	-0.065
0.300626	169.836	1
0.331499	-42.446	1
-0.330456	111.314	1
0.315879	-158.262	-0.065
-0.347831	94.0844	-0.065
0.318138	37.0285	1
0.294584	37.0285	-0.065
0.318138	-1.74079	1
-0.343768	78.9787	-0.065
0.319874	-154.756	-0.065
0.321779	-70.2652	1
0.199852	-168.267	1
-0.214073	154.002	-0.065
0.229713	72.8192	1
0.244557	-16.4501	-0.065
0.214522	114.801	-0.065
0.223316	66.6268	-0.065
0.206347	-106.568	1
-0.205776	28.793	1
-0.239579	25.4746	1
-0.226921	25.4746	-0.065
0.20798	18.4692	1
-0.224047	-152.061	-0.065
-0.22823	-152.061	1
0.242907	-23.4371	-0.065
-0.231223	-94.2259	-0.065
-0.246292	62.6694	1
